# event_ticker=KXATPCHALLENGERMATCH-26FEB26HUEGLI
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Marc-Andrea Huesler
# fav_player=Daniil Glinka
# dog_player=Marc-Andrea Huesler
# kalshi_date=2026-02-26
timestamp,Daniil Glinka,Marc-Andrea Huesler
2026-02-26T11:37:00Z,57.00,43.94
2026-02-26T11:40:00Z,57.00,43.94
2026-02-26T11:41:00Z,57.00,43.94
2026-02-26T11:42:00Z,57.00,43.94
2026-02-26T11:43:00Z,57.00,43.94
2026-02-26T11:44:00Z,57.00,43.00
2026-02-26T11:45:00Z,57.00,43.00
2026-02-26T11:47:00Z,56.00,43.39
2026-02-26T11:49:00Z,55.00,43.39
2026-02-26T11:52:00Z,57.00,43.39
2026-02-26T11:54:00Z,57.00,46.00
2026-02-26T11:56:00Z,57.00,45.42
2026-02-26T11:57:00Z,57.00,45.00
2026-02-26T11:58:00Z,57.00,45.00
2026-02-26T11:59:00Z,57.00,45.00
2026-02-26T12:00:00Z,57.00,45.00
2026-02-26T12:01:00Z,57.00,46.00
2026-02-26T12:03:00Z,57.00,45.00
2026-02-26T12:04:00Z,57.00,45.00
2026-02-26T12:05:00Z,57.00,45.00
2026-02-26T12:06:00Z,57.00,43.00
2026-02-26T12:07:00Z,57.00,43.00
2026-02-26T12:10:00Z,57.00,43.00
2026-02-26T12:12:00Z,57.00,45.00
2026-02-26T12:13:00Z,57.00,45.00
2026-02-26T12:14:00Z,57.00,45.11
2026-02-26T12:15:00Z,57.00,45.11
2026-02-26T12:17:00Z,57.00,45.11
2026-02-26T12:19:00Z,57.00,46.00
2026-02-26T12:20:00Z,57.00,46.00
2026-02-26T12:22:00Z,57.00,46.00
2026-02-26T12:26:00Z,57.00,46.00
2026-02-26T12:28:00Z,58.00,46.00
2026-02-26T12:30:00Z,58.00,44.00
2026-02-26T12:31:00Z,58.00,44.00
2026-02-26T12:32:00Z,58.00,44.00
2026-02-26T12:33:00Z,58.00,44.00
2026-02-26T12:34:00Z,58.00,43.00
2026-02-26T12:35:00Z,58.00,43.00
2026-02-26T12:36:00Z,58.00,43.00
2026-02-26T12:37:00Z,58.00,43.00
2026-02-26T12:38:00Z,59.00,44.00
2026-02-26T12:39:00Z,59.00,44.00
2026-02-26T12:40:00Z,55.51,44.84
2026-02-26T12:41:00Z,57.00,45.01
2026-02-26T12:42:00Z,56.92,45.37
2026-02-26T12:43:00Z,56.92,48.59
2026-02-26T12:44:00Z,51.08,50.00
2026-02-26T12:45:00Z,50.06,50.26
2026-02-26T12:46:00Z,52.46,50.77
2026-02-26T12:47:00Z,54.34,46.81
2026-02-26T12:48:00Z,55.65,47.31
2026-02-26T12:49:00Z,55.77,46.06
2026-02-26T12:50:00Z,52.82,49.24
2026-02-26T12:51:00Z,54.54,49.76
2026-02-26T12:52:00Z,52.00,49.71
2026-02-26T12:53:00Z,49.26,48.42
2026-02-26T12:54:00Z,53.65,47.67
2026-02-26T12:55:00Z,53.02,48.21
2026-02-26T12:56:00Z,58.16,42.22
2026-02-26T12:57:00Z,58.94,40.78
2026-02-26T12:58:00Z,60.58,44.84
2026-02-26T12:59:00Z,59.15,41.59
2026-02-26T13:00:00Z,57.26,45.42
2026-02-26T13:01:00Z,55.27,46.00
2026-02-26T13:02:00Z,53.82,47.52
2026-02-26T13:03:00Z,57.52,44.10
2026-02-26T13:04:00Z,56.78,44.89
2026-02-26T13:05:00Z,57.72,45.78
2026-02-26T13:06:00Z,53.63,46.20
2026-02-26T13:07:00Z,53.41,48.82
2026-02-26T13:08:00Z,52.79,47.87
2026-02-26T13:09:00Z,56.22,45.31
2026-02-26T13:10:00Z,58.65,46.00
2026-02-26T13:11:00Z,56.32,43.91
2026-02-26T13:12:00Z,58.80,39.45
2026-02-26T13:13:00Z,59.37,41.84
2026-02-26T13:14:00Z,62.09,39.89
2026-02-26T13:15:00Z,58.42,44.29
2026-02-26T13:16:00Z,60.63,42.07
2026-02-26T13:17:00Z,54.96,45.98
2026-02-26T13:18:00Z,55.73,45.34
2026-02-26T13:19:00Z,59.14,41.60
2026-02-26T13:20:00Z,57.57,47.47
2026-02-26T13:21:00Z,47.64,51.88
2026-02-26T13:22:00Z,53.13,45.54
2026-02-26T13:23:00Z,54.44,51.43
2026-02-26T13:24:00Z,56.97,46.96
2026-02-26T13:25:00Z,55.59,46.66
2026-02-26T13:26:00Z,55.77,44.86
2026-02-26T13:27:00Z,58.41,47.61
2026-02-26T13:28:00Z,54.95,46.00
2026-02-26T13:29:00Z,51.22,50.35
2026-02-26T13:30:00Z,55.10,53.23
2026-02-26T13:31:00Z,41.88,58.11
2026-02-26T13:32:00Z,41.59,58.66
2026-02-26T13:33:00Z,53.56,48.48
2026-02-26T13:34:00Z,56.01,44.34
2026-02-26T13:35:00Z,55.99,44.62
2026-02-26T13:36:00Z,60.31,38.74
2026-02-26T13:37:00Z,68.18,31.18
2026-02-26T13:38:00Z,67.13,33.29
2026-02-26T13:39:00Z,55.23,43.60
2026-02-26T13:40:00Z,36.18,63.65
2026-02-26T13:41:00Z,31.98,65.60
2026-02-26T13:42:00Z,30.77,69.27
2026-02-26T13:43:00Z,30.99,70.81
2026-02-26T13:44:00Z,31.34,69.10
2026-02-26T13:45:00Z,31.75,68.76
2026-02-26T13:46:00Z,31.89,68.88
2026-02-26T13:47:00Z,32.06,68.42
2026-02-26T13:48:00Z,30.87,69.59
2026-02-26T13:49:00Z,29.35,70.27
2026-02-26T13:50:00Z,32.04,68.77
2026-02-26T13:51:00Z,35.37,65.56
2026-02-26T13:52:00Z,32.98,68.49
2026-02-26T13:53:00Z,29.87,71.89
2026-02-26T13:54:00Z,31.31,66.84
2026-02-26T13:55:00Z,30.81,70.99
2026-02-26T13:56:00Z,30.55,70.54
2026-02-26T13:57:00Z,28.03,77.50
2026-02-26T13:58:00Z,22.83,75.75
2026-02-26T13:59:00Z,29.01,72.66
2026-02-26T14:00:00Z,30.78,69.99
2026-02-26T14:01:00Z,30.80,69.21
2026-02-26T14:02:00Z,33.43,71.00
2026-02-26T14:03:00Z,31.33,70.03
2026-02-26T14:04:00Z,26.80,75.01
2026-02-26T14:05:00Z,23.54,75.09
2026-02-26T14:06:00Z,27.84,78.33
2026-02-26T14:07:00Z,31.76,68.84
2026-02-26T14:08:00Z,32.08,65.15
2026-02-26T14:09:00Z,38.88,63.92
2026-02-26T14:10:00Z,35.84,64.96
2026-02-26T14:11:00Z,36.67,65.00
2026-02-26T14:12:00Z,38.01,61.02
2026-02-26T14:13:00Z,36.77,64.91
2026-02-26T14:14:00Z,36.82,65.93
2026-02-26T14:15:00Z,42.90,58.90
2026-02-26T14:16:00Z,41.89,61.86
2026-02-26T14:17:00Z,28.88,70.72
2026-02-26T14:18:00Z,25.78,79.15
2026-02-26T14:19:00Z,16.91,85.15
2026-02-26T14:20:00Z,5.30,94.17
2026-02-26T14:21:00Z,3.45,97.16
2026-02-26T14:22:00Z,1.75,98.58
2026-02-26T14:23:00Z,1.00,99.00
2026-02-26T14:24:00Z,1.00,99.00
2026-02-26T14:25:00Z,1.00,99.00
2026-02-26T14:26:00Z,1.00,99.00
2026-02-26T14:27:00Z,1.00,99.00
2026-02-26T14:28:00Z,1.00,99.00
2026-02-26T14:29:00Z,1.00,99.00
2026-02-26T14:30:00Z,1.00,99.00
2026-02-26T14:31:00Z,1.00,99.00
2026-02-26T14:32:00Z,1.00,99.00
