# event_ticker=KXATPCHALLENGERMATCH-26FEB26HUEGLI
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Marc-Andrea Huesler
# fav_player=Daniil Glinka
# dog_player=Marc-Andrea Huesler
# kalshi_date=2026-02-26
timestamp,Daniil Glinka,Marc-Andrea Huesler
2026-02-26T01:40:00Z,56.00,
2026-02-26T02:27:00Z,56.00,
2026-02-26T02:34:00Z,56.00,
2026-02-26T02:38:00Z,55.00,
2026-02-26T02:56:00Z,56.00,
2026-02-26T02:58:00Z,56.00,
2026-02-26T03:04:00Z,55.00,48.00
2026-02-26T03:12:00Z,55.00,49.00
2026-02-26T03:15:00Z,56.00,49.00
2026-02-26T03:16:00Z,56.00,49.00
2026-02-26T03:21:00Z,56.00,49.00
2026-02-26T03:33:00Z,56.00,49.00
2026-02-26T04:24:00Z,56.00,49.00
2026-02-26T04:52:00Z,56.00,49.00
2026-02-26T05:04:00Z,56.00,47.00
2026-02-26T05:12:00Z,56.00,47.00
2026-02-26T05:18:00Z,56.00,47.00
2026-02-26T05:30:00Z,56.00,47.00
2026-02-26T05:31:00Z,56.00,47.00
2026-02-26T05:34:00Z,56.00,47.00
2026-02-26T05:45:00Z,56.00,46.00
2026-02-26T05:48:00Z,56.00,47.00
2026-02-26T06:03:00Z,52.35,47.00
2026-02-26T06:09:00Z,52.35,47.00
2026-02-26T06:10:00Z,54.00,47.00
2026-02-26T06:12:00Z,54.00,47.00
2026-02-26T06:14:00Z,54.00,47.00
2026-02-26T06:25:00Z,54.00,47.00
2026-02-26T06:30:00Z,54.00,47.00
2026-02-26T06:33:00Z,54.00,47.00
2026-02-26T06:36:00Z,54.00,47.00
2026-02-26T07:09:00Z,53.00,48.00
2026-02-26T07:12:00Z,53.00,48.00
2026-02-26T07:15:00Z,53.00,48.00
2026-02-26T07:53:00Z,53.00,48.00
2026-02-26T07:57:00Z,54.00,48.00
2026-02-26T07:58:00Z,55.00,48.00
2026-02-26T10:04:00Z,55.00,48.00
2026-02-26T10:05:00Z,55.00,47.00
2026-02-26T10:09:00Z,56.00,47.00
2026-02-26T10:29:00Z,56.00,48.00
2026-02-26T10:38:00Z,56.00,48.00
2026-02-26T10:39:00Z,56.00,48.00
2026-02-26T10:50:00Z,56.00,48.00
2026-02-26T11:00:00Z,56.00,48.00
2026-02-26T11:01:00Z,56.00,48.00
2026-02-26T11:05:00Z,56.00,48.00
2026-02-26T11:09:00Z,56.70,47.00
2026-02-26T11:13:00Z,57.00,47.00
2026-02-26T11:17:00Z,57.00,48.00
2026-02-26T11:18:00Z,57.00,48.00
2026-02-26T11:20:00Z,57.00,48.00
2026-02-26T11:21:00Z,57.00,47.00
2026-02-26T11:22:00Z,57.00,47.00
2026-02-26T11:23:00Z,57.00,47.00
2026-02-26T11:26:00Z,57.00,47.00
2026-02-26T11:27:00Z,57.00,47.00
2026-02-26T11:28:00Z,57.00,47.00
2026-02-26T11:29:00Z,57.00,45.00
2026-02-26T11:30:00Z,57.00,44.00
2026-02-26T11:31:00Z,57.00,43.94
