# event_ticker=KXATPCHALLENGERMATCH-26JUN05BAEMRV
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Sebastian Baez
# fav_player=Maxim Mrva
# dog_player=Sebastian Baez
# kalshi_date=2026-06-05
timestamp,Sebastian Baez,Maxim Mrva
2026-06-05T13:44:00Z,76.00,24.00
2026-06-05T13:45:00Z,78.00,24.00
2026-06-05T13:48:00Z,78.00,24.00
2026-06-05T13:50:00Z,76.00,24.00
2026-06-05T13:51:00Z,78.00,24.00
2026-06-05T13:54:00Z,78.00,24.00
2026-06-05T13:55:00Z,78.00,24.00
2026-06-05T13:56:00Z,78.00,24.00
2026-06-05T13:57:00Z,78.00,24.00
2026-06-05T13:58:00Z,78.00,24.00
2026-06-05T14:00:00Z,78.00,24.00
2026-06-05T14:02:00Z,78.00,24.00
2026-06-05T14:07:00Z,78.00,24.00
2026-06-05T14:10:00Z,78.00,25.00
2026-06-05T14:12:00Z,78.00,25.00
2026-06-05T14:14:00Z,78.00,25.00
2026-06-05T14:15:00Z,78.07,24.00
2026-06-05T14:16:00Z,78.07,24.00
2026-06-05T14:17:00Z,78.07,24.00
2026-06-05T14:18:00Z,78.00,24.00
2026-06-05T14:20:00Z,78.00,24.00
2026-06-05T14:23:00Z,79.88,24.00
2026-06-05T14:24:00Z,79.88,22.00
2026-06-05T14:28:00Z,79.00,22.00
2026-06-05T14:29:00Z,79.00,22.00
2026-06-05T14:38:00Z,79.00,22.00
2026-06-05T14:39:00Z,79.00,21.00
2026-06-05T14:45:00Z,82.00,21.00
2026-06-05T14:46:00Z,82.00,21.37
2026-06-05T14:47:00Z,85.15,22.00
2026-06-05T14:48:00Z,80.91,21.77
2026-06-05T14:49:00Z,80.02,20.00
2026-06-05T14:50:00Z,84.00,20.00
2026-06-05T14:51:00Z,82.98,17.76
2026-06-05T14:52:00Z,84.09,17.17
2026-06-05T14:53:00Z,81.21,20.24
2026-06-05T14:54:00Z,81.11,20.72
2026-06-05T14:55:00Z,81.08,19.41
2026-06-05T14:56:00Z,82.14,18.25
2026-06-05T14:57:00Z,83.83,17.80
2026-06-05T14:58:00Z,81.71,19.13
2026-06-05T14:59:00Z,83.34,17.35
2026-06-05T15:00:00Z,88.43,14.23
2026-06-05T15:01:00Z,89.70,11.68
2026-06-05T15:02:00Z,90.00,10.17
2026-06-05T15:03:00Z,88.02,12.15
2026-06-05T15:04:00Z,91.00,10.00
2026-06-05T15:05:00Z,90.33,10.00
2026-06-05T15:06:00Z,91.00,9.12
2026-06-05T15:07:00Z,91.50,10.00
2026-06-05T15:08:00Z,90.95,9.20
2026-06-05T15:09:00Z,89.53,12.00
2026-06-05T15:10:00Z,86.66,12.76
2026-06-05T15:11:00Z,83.48,16.84
2026-06-05T15:12:00Z,83.28,18.19
2026-06-05T15:13:00Z,85.66,14.77
2026-06-05T15:14:00Z,81.79,18.71
2026-06-05T15:15:00Z,80.00,21.00
2026-06-05T15:16:00Z,80.00,22.19
2026-06-05T15:17:00Z,81.66,21.62
2026-06-05T15:18:00Z,80.90,20.71
2026-06-05T15:19:00Z,75.24,24.41
2026-06-05T15:20:00Z,72.02,27.78
2026-06-05T15:21:00Z,71.02,29.15
2026-06-05T15:22:00Z,77.43,22.34
2026-06-05T15:23:00Z,81.00,21.00
2026-06-05T15:24:00Z,81.02,20.98
2026-06-05T15:25:00Z,80.11,21.52
2026-06-05T15:26:00Z,78.41,21.93
2026-06-05T15:27:00Z,79.22,20.45
2026-06-05T15:28:00Z,78.65,21.87
2026-06-05T15:29:00Z,85.71,12.29
2026-06-05T15:30:00Z,91.04,9.39
2026-06-05T15:31:00Z,91.98,8.88
2026-06-05T15:32:00Z,90.74,9.74
2026-06-05T15:33:00Z,84.76,15.62
2026-06-05T15:34:00Z,83.42,16.97
2026-06-05T15:35:00Z,83.19,18.68
2026-06-05T15:36:00Z,82.96,20.35
2026-06-05T15:37:00Z,82.79,18.74
2026-06-05T15:38:00Z,84.78,15.12
2026-06-05T15:39:00Z,86.90,13.04
2026-06-05T15:40:00Z,84.20,16.92
2026-06-05T15:41:00Z,84.50,13.09
2026-06-05T15:42:00Z,84.84,17.45
2026-06-05T15:43:00Z,83.19,15.12
2026-06-05T15:44:00Z,82.35,16.33
2026-06-05T15:45:00Z,81.98,19.15
2026-06-05T15:46:00Z,83.58,17.24
2026-06-05T15:47:00Z,84.00,18.00
2026-06-05T15:48:00Z,82.83,18.93
2026-06-05T15:49:00Z,81.55,19.62
2026-06-05T15:50:00Z,84.19,17.67
2026-06-05T15:51:00Z,87.22,15.65
2026-06-05T15:52:00Z,85.20,14.61
2026-06-05T15:53:00Z,90.90,10.14
2026-06-05T15:54:00Z,92.85,8.26
2026-06-05T15:55:00Z,93.01,6.99
2026-06-05T15:56:00Z,93.66,6.57
2026-06-05T15:57:00Z,93.16,7.03
2026-06-05T15:58:00Z,91.10,9.01
2026-06-05T15:59:00Z,91.01,8.23
2026-06-05T16:00:00Z,89.51,11.44
2026-06-05T16:01:00Z,89.57,11.38
2026-06-05T16:02:00Z,90.12,11.08
2026-06-05T16:03:00Z,85.81,15.70
2026-06-05T16:04:00Z,89.02,12.02
2026-06-05T16:05:00Z,91.04,9.17
2026-06-05T16:06:00Z,92.44,9.00
2026-06-05T16:07:00Z,91.66,8.76
2026-06-05T16:08:00Z,94.25,7.54
2026-06-05T16:09:00Z,96.37,3.24
2026-06-05T16:10:00Z,97.35,2.95
2026-06-05T16:11:00Z,95.94,4.08
2026-06-05T16:12:00Z,92.99,8.35
2026-06-05T16:13:00Z,91.91,8.98
2026-06-05T16:14:00Z,92.26,8.06
2026-06-05T16:15:00Z,94.42,6.36
2026-06-05T16:16:00Z,91.69,8.43
2026-06-05T16:17:00Z,89.00,10.82
2026-06-05T16:18:00Z,90.82,9.30
2026-06-05T16:19:00Z,92.74,8.61
2026-06-05T16:20:00Z,93.31,7.05
2026-06-05T16:21:00Z,93.99,7.68
2026-06-05T16:22:00Z,96.89,3.32
2026-06-05T16:23:00Z,98.92,1.32
2026-06-05T16:24:00Z,99.00,1.32
2026-06-05T16:25:00Z,99.00,1.32
2026-06-05T16:31:00Z,99.00,1.00
2026-06-05T16:32:00Z,99.00,1.00
