# event_ticker=KXATPCHALLENGERMATCH-26MAR19NEUFAT
# final_score=4-6 6-3 6-4
# match_winner=Lukas Neumayer
# fav_player=Lukas Neumayer
# dog_player=Nerman Fatic
# kalshi_date=2026-03-19
timestamp,Lukas Neumayer,Nerman Fatic
2026-03-19T09:33:00Z,60.00,42.00
2026-03-19T09:34:00Z,60.00,42.00
2026-03-19T09:36:00Z,60.00,42.00
2026-03-19T09:47:00Z,60.00,42.00
2026-03-19T09:49:00Z,60.00,42.00
2026-03-19T09:58:00Z,60.00,42.00
2026-03-19T10:11:00Z,58.00,42.00
2026-03-19T10:17:00Z,60.00,42.00
2026-03-19T10:21:00Z,60.00,42.00
2026-03-19T10:23:00Z,60.00,42.00
2026-03-19T10:26:00Z,60.00,42.00
2026-03-19T10:33:00Z,60.00,42.00
2026-03-19T10:37:00Z,60.00,42.00
2026-03-19T10:41:00Z,60.00,42.00
2026-03-19T10:49:00Z,60.00,42.00
2026-03-19T10:50:00Z,60.00,42.00
2026-03-19T10:56:00Z,60.00,42.00
2026-03-19T10:58:00Z,60.00,42.00
2026-03-19T11:01:00Z,60.00,42.00
2026-03-19T11:12:00Z,60.00,42.00
2026-03-19T11:25:00Z,60.00,40.00
2026-03-19T11:34:00Z,60.00,40.00
2026-03-19T11:35:00Z,60.00,42.00
2026-03-19T11:38:00Z,60.00,42.00
2026-03-19T11:39:00Z,60.00,42.00
2026-03-19T11:42:00Z,60.00,42.00
2026-03-19T11:43:00Z,62.02,40.00
2026-03-19T11:46:00Z,62.02,42.00
2026-03-19T11:48:00Z,62.02,42.00
2026-03-19T11:49:00Z,61.00,42.00
2026-03-19T11:51:00Z,61.00,42.00
2026-03-19T11:52:00Z,61.00,42.00
2026-03-19T11:53:00Z,61.00,42.00
2026-03-19T11:54:00Z,61.00,42.00
2026-03-19T11:55:00Z,61.00,42.00
2026-03-19T11:56:00Z,62.00,42.00
2026-03-19T11:57:00Z,61.00,42.00
2026-03-19T11:58:00Z,61.00,42.27
2026-03-19T11:59:00Z,61.88,42.00
2026-03-19T12:00:00Z,61.74,42.00
2026-03-19T12:01:00Z,61.73,42.00
2026-03-19T12:02:00Z,59.01,44.11
2026-03-19T12:03:00Z,55.68,47.72
2026-03-19T12:04:00Z,53.94,49.04
2026-03-19T12:05:00Z,53.77,47.93
2026-03-19T12:06:00Z,55.17,46.65
2026-03-19T12:07:00Z,55.54,48.01
2026-03-19T12:08:00Z,55.32,47.45
2026-03-19T12:09:00Z,54.55,47.47
2026-03-19T12:10:00Z,55.63,45.97
2026-03-19T12:11:00Z,57.42,44.35
2026-03-19T12:12:00Z,53.48,45.91
2026-03-19T12:13:00Z,52.68,49.35
2026-03-19T12:14:00Z,53.65,48.07
2026-03-19T12:15:00Z,54.02,48.84
2026-03-19T12:16:00Z,57.01,45.46
2026-03-19T12:17:00Z,59.45,42.69
2026-03-19T12:18:00Z,58.98,42.08
2026-03-19T12:19:00Z,59.69,42.55
2026-03-19T12:20:00Z,60.73,42.24
2026-03-19T12:21:00Z,65.43,37.77
2026-03-19T12:22:00Z,66.35,34.40
2026-03-19T12:23:00Z,68.76,34.58
2026-03-19T12:24:00Z,66.35,39.75
2026-03-19T12:25:00Z,67.04,33.33
2026-03-19T12:26:00Z,66.02,35.20
2026-03-19T12:27:00Z,63.61,38.98
2026-03-19T12:28:00Z,65.77,35.18
2026-03-19T12:29:00Z,61.39,40.34
2026-03-19T12:30:00Z,61.00,40.75
2026-03-19T12:31:00Z,62.58,41.07
2026-03-19T12:32:00Z,57.76,43.00
2026-03-19T12:33:00Z,57.54,43.62
2026-03-19T12:34:00Z,55.85,45.12
2026-03-19T12:35:00Z,59.76,41.00
2026-03-19T12:36:00Z,55.33,44.82
2026-03-19T12:37:00Z,52.57,50.49
2026-03-19T12:38:00Z,49.83,48.09
2026-03-19T12:39:00Z,42.80,55.73
2026-03-19T12:40:00Z,41.01,61.43
2026-03-19T12:41:00Z,44.86,56.42
2026-03-19T12:42:00Z,50.51,49.50
2026-03-19T12:43:00Z,55.86,45.03
2026-03-19T12:44:00Z,57.06,44.76
2026-03-19T12:45:00Z,58.85,42.04
2026-03-19T12:46:00Z,59.31,43.06
2026-03-19T12:47:00Z,59.87,39.83
2026-03-19T12:48:00Z,67.01,33.49
2026-03-19T12:49:00Z,68.91,30.59
2026-03-19T12:50:00Z,72.74,26.24
2026-03-19T12:51:00Z,64.96,33.93
2026-03-19T12:52:00Z,59.30,41.20
2026-03-19T12:53:00Z,64.94,39.01
2026-03-19T12:54:00Z,60.68,41.72
2026-03-19T12:55:00Z,56.15,44.67
2026-03-19T12:56:00Z,56.93,44.45
2026-03-19T12:57:00Z,53.30,48.21
2026-03-19T12:58:00Z,45.16,57.07
2026-03-19T12:59:00Z,36.34,65.81
2026-03-19T13:00:00Z,31.68,68.21
2026-03-19T13:01:00Z,30.55,69.50
2026-03-19T13:02:00Z,31.41,70.78
2026-03-19T13:03:00Z,32.00,70.43
2026-03-19T13:04:00Z,29.95,71.84
2026-03-19T13:05:00Z,35.85,67.89
2026-03-19T13:06:00Z,31.55,70.01
2026-03-19T13:07:00Z,27.90,73.70
2026-03-19T13:08:00Z,25.45,74.66
2026-03-19T13:09:00Z,24.63,76.02
2026-03-19T13:10:00Z,27.54,73.88
2026-03-19T13:11:00Z,29.64,73.24
2026-03-19T13:12:00Z,31.02,70.37
2026-03-19T13:13:00Z,33.76,69.21
2026-03-19T13:14:00Z,40.97,63.58
2026-03-19T13:15:00Z,38.64,63.48
2026-03-19T13:16:00Z,32.11,69.54
2026-03-19T13:17:00Z,27.47,74.77
2026-03-19T13:18:00Z,25.99,75.32
2026-03-19T13:19:00Z,28.17,74.13
2026-03-19T13:20:00Z,26.19,75.46
2026-03-19T13:21:00Z,25.41,75.58
2026-03-19T13:22:00Z,25.07,75.09
2026-03-19T13:23:00Z,28.31,71.49
2026-03-19T13:24:00Z,33.97,66.41
2026-03-19T13:25:00Z,29.83,70.98
2026-03-19T13:26:00Z,26.58,73.90
2026-03-19T13:27:00Z,23.17,75.55
2026-03-19T13:28:00Z,24.95,77.00
2026-03-19T13:29:00Z,24.42,79.90
2026-03-19T13:30:00Z,21.65,77.86
2026-03-19T13:31:00Z,27.55,74.77
2026-03-19T13:32:00Z,28.45,71.44
2026-03-19T13:33:00Z,30.17,70.06
2026-03-19T13:34:00Z,30.52,70.09
2026-03-19T13:35:00Z,34.27,68.15
2026-03-19T13:36:00Z,37.22,64.62
2026-03-19T13:37:00Z,46.43,56.17
2026-03-19T13:38:00Z,47.11,53.61
2026-03-19T13:39:00Z,49.33,51.39
2026-03-19T13:40:00Z,48.15,51.43
2026-03-19T13:41:00Z,53.36,50.91
2026-03-19T13:42:00Z,45.03,54.90
2026-03-19T13:43:00Z,44.06,57.75
2026-03-19T13:44:00Z,47.70,53.78
2026-03-19T13:45:00Z,47.26,53.68
2026-03-19T13:46:00Z,45.70,55.12
2026-03-19T13:47:00Z,46.03,54.30
2026-03-19T13:48:00Z,48.71,53.42
2026-03-19T13:49:00Z,44.76,53.66
2026-03-19T13:50:00Z,40.31,60.73
2026-03-19T13:51:00Z,48.57,52.82
2026-03-19T13:52:00Z,51.42,48.03
2026-03-19T13:53:00Z,52.32,48.01
2026-03-19T13:54:00Z,52.04,47.79
2026-03-19T13:55:00Z,54.32,48.09
2026-03-19T13:56:00Z,59.37,41.01
2026-03-19T13:57:00Z,59.64,41.63
2026-03-19T13:58:00Z,58.81,42.98
2026-03-19T13:59:00Z,60.80,40.63
2026-03-19T14:00:00Z,61.89,38.98
2026-03-19T14:01:00Z,64.68,35.71
2026-03-19T14:02:00Z,67.47,33.12
2026-03-19T14:03:00Z,64.67,35.81
2026-03-19T14:04:00Z,65.87,34.65
2026-03-19T14:05:00Z,58.37,38.95
2026-03-19T14:06:00Z,57.40,44.79
2026-03-19T14:07:00Z,61.62,41.77
2026-03-19T14:08:00Z,51.22,51.04
2026-03-19T14:09:00Z,48.24,50.99
2026-03-19T14:10:00Z,55.89,55.11
2026-03-19T14:11:00Z,54.66,47.22
2026-03-19T14:12:00Z,60.61,38.23
2026-03-19T14:13:00Z,61.85,38.85
2026-03-19T14:14:00Z,60.02,41.77
2026-03-19T14:15:00Z,52.22,46.22
2026-03-19T14:16:00Z,50.87,49.12
2026-03-19T14:17:00Z,51.05,49.53
2026-03-19T14:18:00Z,52.60,47.70
2026-03-19T14:19:00Z,55.09,46.24
2026-03-19T14:20:00Z,41.10,57.09
2026-03-19T14:21:00Z,46.10,54.00
2026-03-19T14:22:00Z,51.45,48.61
2026-03-19T14:23:00Z,51.78,50.79
2026-03-19T14:24:00Z,55.36,44.13
2026-03-19T14:25:00Z,58.34,41.75
2026-03-19T14:26:00Z,54.70,45.76
2026-03-19T14:27:00Z,53.90,49.46
2026-03-19T14:28:00Z,48.12,51.41
2026-03-19T14:29:00Z,51.13,50.12
2026-03-19T14:30:00Z,50.47,50.58
2026-03-19T14:31:00Z,56.77,44.52
2026-03-19T14:32:00Z,59.84,42.78
2026-03-19T14:33:00Z,60.72,40.90
2026-03-19T14:34:00Z,59.54,43.87
2026-03-19T14:35:00Z,52.57,47.97
2026-03-19T14:36:00Z,50.81,50.54
2026-03-19T14:37:00Z,50.66,50.14
2026-03-19T14:38:00Z,44.07,57.90
2026-03-19T14:39:00Z,53.80,52.85
2026-03-19T14:40:00Z,56.34,44.96
2026-03-19T14:41:00Z,60.88,39.28
2026-03-19T14:42:00Z,61.89,38.47
2026-03-19T14:43:00Z,66.11,33.70
2026-03-19T14:44:00Z,81.94,18.23
2026-03-19T14:45:00Z,97.05,8.55
2026-03-19T14:46:00Z,99.00,8.55
2026-03-19T14:47:00Z,99.00,8.55
