# event_ticker=KXATPMATCH-26FEB01GEAMPE
# final_score=6-3 RET
# match_winner=Arthur Gea
# fav_player=Arthur Gea
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2026-02-01
timestamp,Arthur Gea,Giovanni Mpetshi Perricard
2026-02-02T15:21:00Z,44.00,57.00
2026-02-02T15:23:00Z,44.00,57.00
2026-02-02T15:27:00Z,44.00,57.00
2026-02-02T15:31:00Z,45.00,57.00
2026-02-02T15:32:00Z,45.00,57.00
2026-02-02T15:33:00Z,45.00,57.00
2026-02-02T15:38:00Z,45.00,56.00
2026-02-02T15:40:00Z,45.00,56.00
2026-02-02T15:42:00Z,45.00,56.00
2026-02-02T15:46:00Z,45.00,56.00
2026-02-02T15:49:00Z,45.00,56.00
2026-02-02T15:53:00Z,45.00,56.00
2026-02-02T15:55:00Z,45.00,56.00
2026-02-02T15:56:00Z,45.00,56.00
2026-02-02T15:58:00Z,45.00,56.00
2026-02-02T15:59:00Z,45.00,56.00
2026-02-02T16:00:00Z,45.00,56.00
2026-02-02T16:01:00Z,45.00,56.00
2026-02-02T16:02:00Z,45.00,56.00
2026-02-02T16:04:00Z,45.00,56.00
2026-02-02T16:08:00Z,45.00,56.00
2026-02-02T16:10:00Z,45.00,56.00
2026-02-02T16:12:00Z,45.00,56.00
2026-02-02T16:16:00Z,45.00,56.00
2026-02-02T16:19:00Z,44.05,57.00
2026-02-02T16:20:00Z,44.02,57.00
2026-02-02T16:21:00Z,44.02,57.00
2026-02-02T16:23:00Z,44.02,57.00
2026-02-02T16:24:00Z,45.00,57.00
2026-02-02T16:26:00Z,45.00,57.00
2026-02-02T16:27:00Z,45.00,57.00
2026-02-02T16:28:00Z,45.00,57.00
2026-02-02T16:30:00Z,45.00,57.00
2026-02-02T16:34:00Z,45.00,57.00
2026-02-02T16:36:00Z,45.00,55.01
2026-02-02T16:37:00Z,45.00,56.61
2026-02-02T16:41:00Z,45.00,57.00
2026-02-02T16:42:00Z,45.00,57.00
2026-02-02T16:43:00Z,45.00,57.00
2026-02-02T16:44:00Z,45.00,57.00
2026-02-02T16:46:00Z,45.00,57.00
2026-02-02T16:47:00Z,45.00,57.00
2026-02-02T16:48:00Z,44.00,57.00
2026-02-02T16:49:00Z,44.00,57.00
2026-02-02T16:50:00Z,44.00,57.00
2026-02-02T16:57:00Z,44.00,57.00
2026-02-02T16:58:00Z,44.00,57.00
2026-02-02T16:59:00Z,44.00,57.00
2026-02-02T17:01:00Z,44.00,57.00
2026-02-02T17:02:00Z,44.00,57.00
2026-02-02T17:03:00Z,44.00,57.00
2026-02-02T17:05:00Z,44.00,57.00
2026-02-02T17:06:00Z,44.00,57.00
2026-02-02T17:07:00Z,44.00,57.00
2026-02-02T17:08:00Z,44.00,57.00
2026-02-02T17:09:00Z,44.00,57.00
2026-02-02T17:11:00Z,44.00,57.00
2026-02-02T17:12:00Z,44.00,57.00
2026-02-02T17:13:00Z,44.00,57.00
2026-02-02T17:14:00Z,44.00,57.00
2026-02-02T17:16:00Z,44.00,57.00
2026-02-02T17:18:00Z,44.00,57.00
2026-02-02T17:19:00Z,44.00,57.00
2026-02-02T17:21:00Z,44.00,57.00
2026-02-02T17:23:00Z,44.00,57.00
2026-02-02T17:24:00Z,44.00,57.00
2026-02-02T17:26:00Z,44.00,57.00
2026-02-02T17:27:00Z,44.00,57.00
2026-02-02T17:28:00Z,44.00,57.00
2026-02-02T17:29:00Z,44.00,57.00
2026-02-02T17:30:00Z,44.00,56.99
2026-02-02T17:31:00Z,44.00,57.00
2026-02-02T17:32:00Z,44.00,57.00
2026-02-02T17:34:00Z,44.00,57.00
2026-02-02T17:35:00Z,44.00,57.00
2026-02-02T17:36:00Z,44.00,57.00
2026-02-02T17:37:00Z,44.00,56.96
2026-02-02T17:39:00Z,44.00,57.00
2026-02-02T17:41:00Z,44.00,57.00
2026-02-02T17:42:00Z,44.00,57.00
2026-02-02T17:43:00Z,44.00,57.00
2026-02-02T17:44:00Z,44.00,57.00
2026-02-02T17:45:00Z,44.00,57.00
2026-02-02T17:47:00Z,45.00,56.44
2026-02-02T17:48:00Z,44.00,57.00
2026-02-02T17:50:00Z,45.00,57.00
2026-02-02T17:51:00Z,45.00,57.00
2026-02-02T17:52:00Z,45.00,57.00
2026-02-02T17:53:00Z,45.00,57.00
2026-02-02T17:54:00Z,45.00,56.98
2026-02-02T17:56:00Z,45.00,57.00
2026-02-02T17:58:00Z,45.00,57.00
2026-02-02T17:59:00Z,45.00,57.00
2026-02-02T18:00:00Z,45.00,57.00
2026-02-02T18:03:00Z,45.00,57.00
2026-02-02T18:04:00Z,45.00,57.00
2026-02-02T18:05:00Z,45.00,57.00
2026-02-02T18:06:00Z,45.00,57.00
2026-02-02T18:07:00Z,45.00,57.00
2026-02-02T18:08:00Z,44.00,57.00
2026-02-02T18:09:00Z,45.00,57.00
2026-02-02T18:10:00Z,45.00,57.00
2026-02-02T18:11:00Z,45.00,57.00
2026-02-02T18:12:00Z,45.00,57.00
2026-02-02T18:13:00Z,45.00,57.00
2026-02-02T18:14:00Z,44.00,57.25
2026-02-02T18:15:00Z,44.83,57.00
2026-02-02T18:16:00Z,44.12,57.00
2026-02-02T18:17:00Z,44.00,57.00
2026-02-02T18:18:00Z,44.00,57.00
2026-02-02T18:19:00Z,44.00,57.00
2026-02-02T18:20:00Z,45.00,56.00
2026-02-02T18:21:00Z,44.00,56.53
2026-02-02T18:22:00Z,44.00,56.00
2026-02-02T18:23:00Z,44.00,56.00
2026-02-02T18:24:00Z,43.11,55.66
2026-02-02T18:25:00Z,42.00,55.33
2026-02-02T18:26:00Z,44.00,56.00
2026-02-02T18:27:00Z,44.00,57.00
2026-02-02T18:28:00Z,44.00,57.00
2026-02-02T18:29:00Z,45.00,57.00
2026-02-02T18:30:00Z,43.89,57.65
2026-02-02T18:31:00Z,44.00,58.00
2026-02-02T18:32:00Z,44.00,58.00
2026-02-02T18:33:00Z,43.47,58.00
2026-02-02T18:34:00Z,44.00,58.00
2026-02-02T18:35:00Z,44.00,58.00
2026-02-02T18:36:00Z,44.00,59.00
2026-02-02T18:37:00Z,44.00,56.51
2026-02-02T18:38:00Z,44.00,57.65
2026-02-02T18:39:00Z,44.00,58.65
2026-02-02T18:40:00Z,41.00,59.77
2026-02-02T18:41:00Z,41.00,59.37
2026-02-02T18:42:00Z,41.00,58.87
2026-02-02T18:43:00Z,40.88,59.46
2026-02-02T18:44:00Z,40.97,58.83
2026-02-02T18:45:00Z,42.92,59.65
2026-02-02T18:46:00Z,42.98,59.66
2026-02-02T18:47:00Z,37.12,65.54
2026-02-02T18:48:00Z,39.66,62.74
2026-02-02T18:49:00Z,43.46,60.00
2026-02-02T18:50:00Z,44.44,59.26
2026-02-02T18:51:00Z,42.60,60.01
2026-02-02T18:52:00Z,41.85,62.59
2026-02-02T18:53:00Z,41.26,60.79
2026-02-02T18:54:00Z,43.07,60.91
2026-02-02T18:55:00Z,44.62,56.46
2026-02-02T18:56:00Z,40.03,55.16
2026-02-02T18:57:00Z,46.95,54.85
2026-02-02T18:58:00Z,45.67,56.93
2026-02-02T18:59:00Z,44.40,56.23
2026-02-02T19:00:00Z,48.35,57.11
2026-02-02T19:01:00Z,46.55,52.64
2026-02-02T19:02:00Z,50.52,52.90
2026-02-02T19:03:00Z,50.77,49.42
2026-02-02T19:04:00Z,57.38,45.12
2026-02-02T19:05:00Z,69.77,28.64
2026-02-02T19:06:00Z,74.23,27.67
2026-02-02T19:07:00Z,75.11,26.81
2026-02-02T19:08:00Z,74.87,25.91
2026-02-02T19:09:00Z,75.29,26.06
2026-02-02T19:10:00Z,72.88,27.46
2026-02-02T19:11:00Z,74.30,27.34
2026-02-02T19:12:00Z,76.05,25.36
2026-02-02T19:13:00Z,80.39,18.99
2026-02-02T19:14:00Z,84.24,17.91
2026-02-02T19:15:00Z,80.08,17.13
2026-02-02T19:16:00Z,88.05,13.49
2026-02-02T19:17:00Z,87.09,17.80
2026-02-02T19:18:00Z,86.06,19.75
2026-02-02T19:19:00Z,85.25,20.45
2026-02-02T19:20:00Z,86.41,22.85
2026-02-02T19:21:00Z,86.80,21.24
2026-02-02T19:22:00Z,81.15,21.78
2026-02-02T19:23:00Z,73.77,27.95
2026-02-02T19:24:00Z,78.77,26.10
2026-02-02T19:25:00Z,90.48,14.19
2026-02-02T19:26:00Z,98.40,1.88
2026-02-02T19:27:00Z,99.00,1.00
