# event_ticker=KXATPMATCH-26MAY06ZHAALT
# final_score=4-6 7-6(3) 6-4
# score_resolution=4-6 7-6 6-4
# match_winner=Daniel Altmaier
# fav_player=Daniel Altmaier
# dog_player=Zhizhen Zhang
# kalshi_date=2026-05-06
timestamp,Zhizhen Zhang,Daniel Altmaier
2026-05-05T21:22:00Z,,61.00
2026-05-05T21:27:00Z,,61.00
2026-05-05T21:48:00Z,,61.00
2026-05-05T21:51:00Z,,61.94
2026-05-05T22:41:00Z,,61.00
2026-05-05T22:45:00Z,,61.00
2026-05-05T22:56:00Z,40.00,61.00
2026-05-05T23:08:00Z,40.00,61.00
2026-05-05T23:11:00Z,39.00,61.00
2026-05-05T23:19:00Z,39.00,61.00
2026-05-05T23:23:00Z,39.00,61.00
2026-05-05T23:30:00Z,39.00,61.00
2026-05-05T23:43:00Z,40.00,61.00
2026-05-05T23:50:00Z,40.00,61.00
2026-05-05T23:52:00Z,40.00,61.00
2026-05-06T00:07:00Z,40.00,60.00
2026-05-06T00:10:00Z,40.00,61.00
2026-05-06T00:12:00Z,40.00,61.00
2026-05-06T00:16:00Z,40.00,61.00
2026-05-06T00:25:00Z,40.00,62.00
2026-05-06T00:32:00Z,40.00,61.00
2026-05-06T00:34:00Z,40.00,61.00
2026-05-06T00:36:00Z,40.00,62.00
2026-05-06T00:42:00Z,40.00,62.00
2026-05-06T00:50:00Z,40.00,61.37
2026-05-06T00:59:00Z,40.00,62.00
2026-05-06T01:00:00Z,39.00,62.00
2026-05-06T01:13:00Z,39.00,62.00
2026-05-06T01:14:00Z,39.00,62.00
2026-05-06T01:30:00Z,39.00,62.00
2026-05-06T01:34:00Z,39.00,62.00
2026-05-06T01:37:00Z,39.00,62.00
2026-05-06T01:38:00Z,39.00,62.00
2026-05-06T01:40:00Z,39.00,62.00
2026-05-06T01:41:00Z,39.00,62.00
2026-05-06T01:42:00Z,39.00,62.00
2026-05-06T01:46:00Z,39.00,62.00
2026-05-06T01:56:00Z,39.00,62.00
2026-05-06T02:02:00Z,39.00,62.00
2026-05-06T02:07:00Z,39.00,62.00
2026-05-06T02:10:00Z,39.00,62.00
2026-05-06T02:22:00Z,39.00,62.00
2026-05-06T02:33:00Z,39.00,62.00
2026-05-06T02:38:00Z,39.00,62.00
2026-05-06T02:39:00Z,39.00,62.00
2026-05-06T02:40:00Z,39.00,62.00
2026-05-06T02:41:00Z,39.63,62.00
2026-05-06T02:48:00Z,39.63,62.00
2026-05-06T02:50:00Z,40.00,62.00
2026-05-06T02:51:00Z,40.00,62.00
2026-05-06T02:52:00Z,40.00,62.00
2026-05-06T02:55:00Z,40.00,62.00
2026-05-06T02:57:00Z,40.00,62.00
2026-05-06T02:59:00Z,40.00,62.00
2026-05-06T03:00:00Z,40.00,62.00
2026-05-06T03:01:00Z,40.00,62.00
2026-05-06T03:03:00Z,38.87,62.00
2026-05-06T03:04:00Z,40.00,62.00
2026-05-06T03:05:00Z,40.00,62.00
2026-05-06T03:06:00Z,40.00,62.00
2026-05-06T03:08:00Z,40.00,62.00
2026-05-06T03:09:00Z,40.00,62.00
2026-05-06T03:11:00Z,40.00,62.00
2026-05-06T03:12:00Z,40.00,62.00
2026-05-06T03:15:00Z,40.00,62.00
2026-05-06T03:16:00Z,40.00,62.66
2026-05-06T03:18:00Z,40.00,62.66
2026-05-06T03:19:00Z,40.00,62.66
2026-05-06T03:21:00Z,40.00,62.00
2026-05-06T03:22:00Z,40.00,62.00
2026-05-06T03:23:00Z,40.00,62.00
2026-05-06T03:24:00Z,40.00,62.00
2026-05-06T03:26:00Z,40.00,62.00
2026-05-06T03:27:00Z,40.00,62.00
2026-05-06T03:28:00Z,40.00,62.00
2026-05-06T03:29:00Z,40.00,62.00
2026-05-06T03:31:00Z,40.00,62.00
2026-05-06T03:32:00Z,40.00,62.00
2026-05-06T03:33:00Z,40.00,61.51
2026-05-06T03:34:00Z,40.00,62.00
2026-05-06T03:36:00Z,40.00,62.00
2026-05-06T03:38:00Z,38.50,63.00
2026-05-06T03:39:00Z,38.50,63.00
2026-05-06T03:43:00Z,39.00,63.00
2026-05-06T03:45:00Z,39.00,63.00
2026-05-06T03:46:00Z,39.00,62.00
2026-05-06T03:51:00Z,39.00,62.00
2026-05-06T03:53:00Z,39.00,62.00
2026-05-06T03:54:00Z,39.00,62.00
2026-05-06T04:00:00Z,39.00,62.47
2026-05-06T04:02:00Z,39.00,62.47
2026-05-06T04:03:00Z,39.00,62.00
2026-05-06T04:05:00Z,39.00,62.00
2026-05-06T04:06:00Z,39.00,62.00
2026-05-06T04:12:00Z,39.00,62.00
2026-05-06T04:13:00Z,39.00,62.00
2026-05-06T04:14:00Z,39.00,62.00
2026-05-06T04:15:00Z,39.00,62.00
2026-05-06T04:17:00Z,39.00,62.00
2026-05-06T04:18:00Z,39.00,62.00
2026-05-06T04:20:00Z,39.00,62.00
2026-05-06T04:21:00Z,39.00,62.00
2026-05-06T04:22:00Z,39.00,62.00
2026-05-06T04:24:00Z,39.00,62.00
2026-05-06T04:25:00Z,39.00,62.00
2026-05-06T04:26:00Z,39.00,62.00
2026-05-06T04:27:00Z,39.00,62.00
2026-05-06T04:28:00Z,39.00,62.00
2026-05-06T04:29:00Z,39.00,62.00
2026-05-06T04:30:00Z,39.00,62.00
2026-05-06T04:31:00Z,39.00,62.00
2026-05-06T04:32:00Z,39.00,62.00
2026-05-06T04:33:00Z,39.00,62.00
2026-05-06T04:35:00Z,39.00,62.00
2026-05-06T04:36:00Z,39.00,62.00
2026-05-06T04:37:00Z,39.00,62.00
2026-05-06T04:38:00Z,39.00,63.00
2026-05-06T04:40:00Z,39.00,63.00
2026-05-06T04:41:00Z,39.00,63.00
2026-05-06T04:42:00Z,39.00,63.00
2026-05-06T04:43:00Z,39.00,63.00
2026-05-06T04:44:00Z,39.00,63.00
2026-05-06T04:45:00Z,39.00,63.00
2026-05-06T04:47:00Z,39.00,62.00
2026-05-06T04:48:00Z,39.00,62.78
2026-05-06T04:49:00Z,39.00,63.00
2026-05-06T04:52:00Z,39.00,63.00
2026-05-06T04:53:00Z,39.00,63.00
2026-05-06T04:54:00Z,39.00,63.00
2026-05-06T04:55:00Z,39.00,63.00
2026-05-06T04:56:00Z,39.00,63.00
2026-05-06T04:57:00Z,39.00,63.00
2026-05-06T04:58:00Z,39.00,63.00
2026-05-06T05:00:00Z,39.00,63.00
2026-05-06T05:02:00Z,39.00,63.00
2026-05-06T05:03:00Z,39.00,63.00
2026-05-06T05:04:00Z,39.00,63.00
2026-05-06T05:05:00Z,39.00,63.00
2026-05-06T05:06:00Z,39.00,63.00
2026-05-06T05:08:00Z,39.00,62.00
2026-05-06T05:10:00Z,38.00,62.00
2026-05-06T05:11:00Z,37.89,62.00
2026-05-06T05:12:00Z,37.89,62.00
2026-05-06T05:13:00Z,38.88,62.00
2026-05-06T05:15:00Z,38.88,62.00
2026-05-06T05:20:00Z,38.88,62.00
2026-05-06T05:23:00Z,38.88,62.66
2026-05-06T05:28:00Z,38.88,63.00
2026-05-06T05:30:00Z,38.88,63.00
2026-05-06T05:33:00Z,38.88,63.00
2026-05-06T05:34:00Z,38.88,63.00
2026-05-06T05:35:00Z,38.88,63.00
2026-05-06T05:36:00Z,38.88,63.00
2026-05-06T05:38:00Z,38.88,62.00
2026-05-06T05:39:00Z,39.00,62.00
2026-05-06T05:43:00Z,39.00,63.00
2026-05-06T05:45:00Z,39.00,63.00
2026-05-06T05:46:00Z,39.00,63.00
2026-05-06T05:56:00Z,39.00,63.00
2026-05-06T05:57:00Z,39.00,63.00
2026-05-06T06:01:00Z,39.00,63.00
2026-05-06T06:03:00Z,39.00,63.00
2026-05-06T06:05:00Z,39.00,63.00
2026-05-06T06:07:00Z,39.00,63.00
2026-05-06T06:08:00Z,39.00,63.00
2026-05-06T06:10:00Z,39.00,63.00
2026-05-06T06:11:00Z,38.00,63.00
2026-05-06T06:16:00Z,38.00,63.00
2026-05-06T06:17:00Z,38.00,63.00
2026-05-06T06:19:00Z,38.00,63.00
2026-05-06T06:20:00Z,38.00,63.00
2026-05-06T06:23:00Z,38.00,63.00
2026-05-06T06:24:00Z,38.00,63.00
2026-05-06T06:26:00Z,38.00,63.00
2026-05-06T06:29:00Z,38.00,63.00
2026-05-06T06:31:00Z,38.00,63.00
2026-05-06T06:32:00Z,38.00,63.00
2026-05-06T06:33:00Z,38.00,62.00
2026-05-06T06:34:00Z,38.00,63.00
2026-05-06T06:35:00Z,38.00,63.52
2026-05-06T06:36:00Z,38.00,62.99
2026-05-06T06:42:00Z,38.00,62.99
2026-05-06T06:44:00Z,38.00,63.00
2026-05-06T06:46:00Z,38.00,63.00
2026-05-06T06:51:00Z,38.00,64.00
2026-05-06T06:53:00Z,38.00,64.00
2026-05-06T06:54:00Z,38.00,64.00
2026-05-06T06:58:00Z,38.00,64.00
2026-05-06T06:59:00Z,38.00,64.00
2026-05-06T07:00:00Z,38.00,64.00
2026-05-06T07:06:00Z,38.00,64.00
2026-05-06T07:10:00Z,38.00,64.00
2026-05-06T07:12:00Z,38.00,63.00
2026-05-06T07:14:00Z,38.00,63.00
2026-05-06T07:16:00Z,38.00,63.00
2026-05-06T07:23:00Z,38.00,63.00
2026-05-06T07:24:00Z,38.00,63.00
2026-05-06T07:25:00Z,38.00,63.00
2026-05-06T07:26:00Z,38.00,63.00
2026-05-06T07:27:00Z,38.00,63.00
2026-05-06T07:28:00Z,38.00,63.00
2026-05-06T07:31:00Z,38.00,62.00
2026-05-06T07:34:00Z,38.00,62.00
2026-05-06T07:36:00Z,38.00,62.00
2026-05-06T07:38:00Z,38.00,62.00
2026-05-06T07:39:00Z,38.00,62.00
2026-05-06T07:40:00Z,38.00,62.00
2026-05-06T07:41:00Z,38.00,62.00
2026-05-06T07:43:00Z,38.00,62.00
2026-05-06T07:47:00Z,38.00,62.00
2026-05-06T07:50:00Z,39.00,62.00
2026-05-06T07:53:00Z,39.00,62.00
2026-05-06T07:54:00Z,39.00,62.00
2026-05-06T07:55:00Z,39.00,62.00
2026-05-06T07:56:00Z,39.00,62.00
2026-05-06T07:57:00Z,39.00,61.00
2026-05-06T08:00:00Z,39.00,62.00
2026-05-06T08:01:00Z,39.00,62.00
2026-05-06T08:02:00Z,39.00,62.00
2026-05-06T08:03:00Z,39.00,62.00
2026-05-06T08:04:00Z,39.00,62.00
2026-05-06T08:08:00Z,39.00,62.00
2026-05-06T08:09:00Z,39.00,62.00
2026-05-06T08:12:00Z,39.00,62.00
2026-05-06T08:13:00Z,39.00,62.00
2026-05-06T08:14:00Z,39.00,62.00
2026-05-06T08:15:00Z,39.00,62.00
2026-05-06T08:16:00Z,39.00,62.00
2026-05-06T08:18:00Z,39.00,62.00
2026-05-06T08:20:00Z,39.00,62.00
2026-05-06T08:21:00Z,39.00,62.00
2026-05-06T08:22:00Z,39.00,62.00
2026-05-06T08:24:00Z,39.00,62.00
2026-05-06T08:25:00Z,39.00,62.00
2026-05-06T08:27:00Z,39.00,62.00
2026-05-06T08:32:00Z,39.00,62.00
2026-05-06T08:33:00Z,39.00,62.00
2026-05-06T08:37:00Z,39.00,62.00
2026-05-06T08:40:00Z,39.00,62.00
2026-05-06T08:41:00Z,39.00,62.00
2026-05-06T08:42:00Z,39.00,62.00
2026-05-06T08:44:00Z,39.00,62.00
2026-05-06T08:46:00Z,39.00,62.00
2026-05-06T08:47:00Z,39.00,62.00
2026-05-06T08:48:00Z,39.00,62.00
2026-05-06T08:49:00Z,39.00,61.99
2026-05-06T08:53:00Z,39.00,62.00
2026-05-06T08:54:00Z,39.00,62.00
2026-05-06T08:55:00Z,39.00,62.00
2026-05-06T08:58:00Z,39.00,62.00
2026-05-06T08:59:00Z,40.72,61.75
2026-05-06T09:00:00Z,41.00,61.75
2026-05-06T09:02:00Z,40.00,61.27
2026-05-06T09:03:00Z,40.00,61.91
2026-05-06T09:04:00Z,40.00,61.00
2026-05-06T09:05:00Z,41.00,61.00
2026-05-06T09:06:00Z,41.00,61.00
2026-05-06T09:07:00Z,41.00,61.00
2026-05-06T09:08:00Z,39.94,61.00
2026-05-06T09:09:00Z,39.93,62.00
2026-05-06T09:10:00Z,37.78,64.12
2026-05-06T09:11:00Z,37.78,65.94
2026-05-06T09:12:00Z,37.00,64.89
2026-05-06T09:13:00Z,39.00,61.03
2026-05-06T09:14:00Z,36.61,63.59
2026-05-06T09:15:00Z,37.78,64.88
2026-05-06T09:16:00Z,36.00,64.59
2026-05-06T09:17:00Z,34.87,65.00
2026-05-06T09:18:00Z,40.81,61.44
2026-05-06T09:19:00Z,40.81,64.00
