# event_ticker=KXATPMATCH-26MAR04UGODAM
# final_score=7-6(5) 6-3
# score_resolution=7-6 6-3
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Martin Damm Jr
# kalshi_date=2026-03-04
timestamp,Camilo Ugo Carabelli,Martin Damm Jr
2026-03-04T07:27:00Z,,64.00
2026-03-04T07:39:00Z,38.00,64.00
2026-03-04T08:28:00Z,38.00,64.00
2026-03-04T09:04:00Z,38.00,62.00
2026-03-04T09:07:00Z,38.00,62.00
2026-03-04T09:39:00Z,38.00,61.00
2026-03-04T10:01:00Z,38.00,61.00
2026-03-04T11:10:00Z,38.00,63.00
2026-03-04T11:46:00Z,38.00,64.00
2026-03-04T11:48:00Z,38.00,64.00
2026-03-04T11:56:00Z,38.00,64.00
2026-03-04T12:03:00Z,38.00,64.00
2026-03-04T12:09:00Z,38.00,64.00
2026-03-04T12:15:00Z,38.00,64.00
2026-03-04T12:17:00Z,38.00,64.00
2026-03-04T12:22:00Z,38.00,64.00
2026-03-04T12:24:00Z,38.00,64.00
2026-03-04T12:47:00Z,38.00,64.00
2026-03-04T12:48:00Z,38.00,64.00
2026-03-04T12:54:00Z,38.00,64.00
2026-03-04T12:56:00Z,38.65,64.00
2026-03-04T12:57:00Z,38.65,64.00
2026-03-04T12:59:00Z,38.65,64.00
2026-03-04T13:01:00Z,38.84,64.00
2026-03-04T13:03:00Z,38.20,64.00
2026-03-04T13:04:00Z,39.00,64.00
2026-03-04T13:05:00Z,39.00,64.00
2026-03-04T13:09:00Z,39.00,64.00
2026-03-04T13:12:00Z,38.00,64.00
2026-03-04T13:13:00Z,38.00,64.00
2026-03-04T13:15:00Z,38.00,64.00
2026-03-04T13:16:00Z,38.00,64.00
2026-03-04T13:19:00Z,38.00,64.00
2026-03-04T13:23:00Z,38.00,64.00
2026-03-04T13:25:00Z,38.00,64.00
2026-03-04T13:26:00Z,38.00,64.00
2026-03-04T13:29:00Z,38.00,64.00
2026-03-04T13:32:00Z,38.00,64.00
2026-03-04T13:36:00Z,38.00,62.00
2026-03-04T13:43:00Z,37.55,62.00
2026-03-04T13:48:00Z,37.55,64.00
2026-03-04T13:59:00Z,37.55,64.00
2026-03-04T14:17:00Z,37.55,64.00
2026-03-04T14:22:00Z,37.55,64.00
2026-03-04T14:25:00Z,37.55,64.00
2026-03-04T14:26:00Z,37.55,64.00
2026-03-04T14:29:00Z,37.00,64.00
2026-03-04T14:31:00Z,37.00,64.00
2026-03-04T14:34:00Z,37.00,64.00
2026-03-04T14:42:00Z,37.00,64.00
2026-03-04T14:46:00Z,37.00,64.00
2026-03-04T14:48:00Z,37.00,64.00
2026-03-04T14:49:00Z,37.00,64.00
2026-03-04T15:05:00Z,37.00,64.00
2026-03-04T15:19:00Z,37.00,63.00
2026-03-04T15:28:00Z,37.00,64.00
2026-03-04T15:35:00Z,36.00,64.00
2026-03-04T15:36:00Z,37.00,64.00
2026-03-04T15:37:00Z,37.00,64.00
2026-03-04T15:38:00Z,37.00,64.00
2026-03-04T15:39:00Z,37.00,64.00
2026-03-04T15:57:00Z,37.00,64.00
2026-03-04T16:00:00Z,37.00,64.00
2026-03-04T16:02:00Z,37.00,64.00
2026-03-04T16:10:00Z,37.00,65.00
2026-03-04T16:11:00Z,37.00,65.00
2026-03-04T16:13:00Z,37.00,65.00
2026-03-04T16:14:00Z,37.00,65.00
2026-03-04T16:17:00Z,37.00,65.00
2026-03-04T16:25:00Z,37.00,65.00
2026-03-04T16:27:00Z,37.00,65.00
2026-03-04T16:31:00Z,37.00,65.00
2026-03-04T16:32:00Z,37.00,64.00
2026-03-04T16:34:00Z,37.00,64.00
2026-03-04T16:36:00Z,37.00,64.00
2026-03-04T16:38:00Z,37.00,64.00
2026-03-04T16:40:00Z,37.00,64.00
2026-03-04T16:41:00Z,37.00,64.00
2026-03-04T16:43:00Z,37.00,64.00
2026-03-04T16:44:00Z,37.00,64.00
