# event_ticker=KXATPMATCH-26APR12ENGKOP
# final_score=6-3 5-7 6-2
# score_resolution=3-6 7-5 2-6
# match_winner=Vit Kopriva
# fav_player=Justin Engel
# dog_player=Vit Kopriva
# kalshi_date=2026-04-12
timestamp,Justin Engel,Vit Kopriva
2026-04-14T12:24:00Z,26.06,75.97
2026-04-14T12:25:00Z,19.55,80.96
2026-04-14T12:26:00Z,22.70,79.12
2026-04-14T12:27:00Z,17.41,82.00
2026-04-14T12:28:00Z,16.99,85.00
2026-04-14T12:29:00Z,17.46,85.00
2026-04-14T12:30:00Z,21.86,78.05
2026-04-14T12:31:00Z,19.42,84.00
2026-04-14T12:32:00Z,14.25,87.00
2026-04-14T12:33:00Z,16.05,83.00
2026-04-14T12:34:00Z,14.44,85.68
2026-04-14T12:35:00Z,11.00,91.82
2026-04-14T12:36:00Z,14.23,86.00
2026-04-14T12:37:00Z,15.50,86.00
2026-04-14T12:38:00Z,15.58,86.00
2026-04-14T12:39:00Z,15.58,83.00
2026-04-14T12:40:00Z,17.09,82.45
2026-04-14T12:41:00Z,22.91,79.36
2026-04-14T12:42:00Z,20.58,82.00
2026-04-14T12:43:00Z,24.98,75.94
2026-04-14T12:44:00Z,30.87,71.38
2026-04-14T12:45:00Z,31.13,71.18
2026-04-14T12:46:00Z,34.24,66.97
2026-04-14T12:47:00Z,31.50,69.78
2026-04-14T12:48:00Z,30.98,70.03
2026-04-14T12:49:00Z,23.34,74.99
2026-04-14T12:50:00Z,19.02,82.00
2026-04-14T12:51:00Z,19.02,82.00
2026-04-14T12:52:00Z,21.01,82.00
2026-04-14T12:53:00Z,29.73,76.39
2026-04-14T12:54:00Z,26.48,75.55
2026-04-14T12:55:00Z,18.67,81.35
2026-04-14T12:56:00Z,16.68,85.00
2026-04-14T12:57:00Z,12.16,88.28
2026-04-14T12:58:00Z,12.01,87.97
2026-04-14T12:59:00Z,14.97,87.00
2026-04-14T13:00:00Z,20.25,81.06
2026-04-14T13:01:00Z,19.63,81.00
2026-04-14T13:02:00Z,19.00,81.00
2026-04-14T13:03:00Z,24.14,77.44
2026-04-14T13:04:00Z,18.93,82.99
2026-04-14T13:05:00Z,20.77,83.14
2026-04-14T13:06:00Z,23.57,77.90
2026-04-14T13:07:00Z,36.07,64.73
2026-04-14T13:08:00Z,36.07,63.39
2026-04-14T13:09:00Z,39.89,63.98
2026-04-14T13:10:00Z,31.89,68.41
2026-04-14T13:11:00Z,25.79,73.55
2026-04-14T13:12:00Z,22.77,77.99
2026-04-14T13:13:00Z,18.65,83.14
2026-04-14T13:14:00Z,14.20,86.00
2026-04-14T13:15:00Z,14.31,84.90
2026-04-14T13:16:00Z,20.36,79.14
2026-04-14T13:17:00Z,19.08,84.03
2026-04-14T13:18:00Z,15.67,85.98
2026-04-14T13:19:00Z,16.70,83.02
2026-04-14T13:20:00Z,15.43,83.89
2026-04-14T13:21:00Z,19.50,82.02
2026-04-14T13:22:00Z,20.00,82.00
2026-04-14T13:23:00Z,20.52,81.74
2026-04-14T13:24:00Z,22.50,82.24
2026-04-14T13:25:00Z,15.73,87.14
2026-04-14T13:26:00Z,12.89,88.19
2026-04-14T13:27:00Z,12.08,87.01
2026-04-14T13:28:00Z,16.27,84.96
2026-04-14T13:29:00Z,17.00,84.00
2026-04-14T13:30:00Z,16.48,85.35
2026-04-14T13:31:00Z,16.10,85.91
2026-04-14T13:32:00Z,12.57,89.49
2026-04-14T13:33:00Z,13.16,88.59
2026-04-14T13:34:00Z,10.70,92.75
2026-04-14T13:35:00Z,7.79,93.01
2026-04-14T13:36:00Z,3.02,97.11
2026-04-14T13:37:00Z,1.25,99.00
2026-04-14T13:38:00Z,1.99,98.91
2026-04-14T13:39:00Z,2.95,97.00
2026-04-14T13:40:00Z,2.12,98.79
2026-04-14T13:41:00Z,1.00,99.00
2026-04-14T13:42:00Z,1.00,99.00
