# event_ticker=KXATPMATCH-26APR12ENGKOP
# final_score=6-3 5-7 6-2
# score_resolution=3-6 7-5 2-6
# match_winner=Vit Kopriva
# fav_player=Justin Engel
# dog_player=Vit Kopriva
# kalshi_date=2026-04-12
timestamp,Justin Engel,Vit Kopriva
2026-04-13T23:50:00Z,,71.00
2026-04-14T00:17:00Z,30.00,71.00
2026-04-14T01:01:00Z,30.00,71.00
2026-04-14T02:21:00Z,30.00,71.00
2026-04-14T02:39:00Z,30.00,71.00
2026-04-14T03:07:00Z,30.00,71.00
2026-04-14T03:20:00Z,30.00,71.00
2026-04-14T03:21:00Z,30.00,71.00
2026-04-14T03:40:00Z,30.00,71.00
2026-04-14T03:42:00Z,30.00,71.00
2026-04-14T03:51:00Z,30.00,71.00
2026-04-14T04:10:00Z,30.00,71.00
2026-04-14T04:30:00Z,30.00,71.00
2026-04-14T04:46:00Z,30.00,71.00
2026-04-14T04:55:00Z,30.00,71.00
2026-04-14T05:01:00Z,30.00,71.00
2026-04-14T05:16:00Z,30.00,71.00
2026-04-14T05:30:00Z,30.00,71.00
2026-04-14T05:35:00Z,30.00,71.00
2026-04-14T05:37:00Z,29.00,71.00
2026-04-14T05:55:00Z,29.00,71.00
2026-04-14T06:02:00Z,30.00,71.00
2026-04-14T06:23:00Z,30.00,71.00
2026-04-14T06:32:00Z,30.00,71.00
2026-04-14T06:36:00Z,30.00,71.00
2026-04-14T08:29:00Z,30.00,71.00
2026-04-14T08:36:00Z,30.00,71.36
2026-04-14T08:55:00Z,30.00,71.36
2026-04-14T09:11:00Z,30.00,72.00
2026-04-14T09:19:00Z,29.00,72.00
2026-04-14T09:51:00Z,28.00,72.00
2026-04-14T09:54:00Z,28.00,72.00
2026-04-14T10:11:00Z,28.00,74.00
2026-04-14T10:12:00Z,27.00,74.00
2026-04-14T10:21:00Z,27.00,75.00
2026-04-14T10:27:00Z,27.00,75.00
2026-04-14T10:30:00Z,27.00,75.00
2026-04-14T10:42:00Z,27.00,75.00
2026-04-14T11:12:00Z,27.00,75.00
2026-04-14T11:16:00Z,27.00,75.00
2026-04-14T11:17:00Z,27.00,75.00
2026-04-14T11:21:00Z,27.00,76.00
2026-04-14T11:22:00Z,27.00,76.00
2026-04-14T11:23:00Z,27.00,77.00
2026-04-14T11:28:00Z,25.00,76.00
2026-04-14T11:29:00Z,25.00,75.00
2026-04-14T11:30:00Z,25.00,76.00
2026-04-14T11:31:00Z,28.15,75.52
2026-04-14T11:32:00Z,28.00,75.52
2026-04-14T11:33:00Z,32.77,66.90
2026-04-14T11:34:00Z,36.90,66.90
2026-04-14T11:35:00Z,36.90,65.00
2026-04-14T11:36:00Z,36.90,68.06
2026-04-14T11:37:00Z,31.33,68.06
2026-04-14T11:38:00Z,28.00,73.04
2026-04-14T11:39:00Z,31.00,73.00
2026-04-14T11:40:00Z,31.48,73.00
2026-04-14T11:41:00Z,31.48,73.64
2026-04-14T11:42:00Z,25.00,77.00
2026-04-14T11:43:00Z,23.83,77.01
2026-04-14T11:44:00Z,23.00,78.00
2026-04-14T11:45:00Z,23.00,79.00
2026-04-14T11:46:00Z,16.30,82.27
2026-04-14T11:47:00Z,14.62,84.60
2026-04-14T11:48:00Z,15.99,83.86
2026-04-14T11:49:00Z,15.99,82.00
2026-04-14T11:50:00Z,15.99,87.33
2026-04-14T11:51:00Z,15.99,88.00
2026-04-14T11:52:00Z,13.00,87.20
2026-04-14T11:53:00Z,14.42,86.00
2026-04-14T11:54:00Z,14.42,86.00
2026-04-14T11:55:00Z,14.42,87.99
2026-04-14T11:56:00Z,14.95,85.00
2026-04-14T11:57:00Z,14.95,84.00
2026-04-14T11:58:00Z,14.95,86.82
2026-04-14T11:59:00Z,14.00,88.00
2026-04-14T12:00:00Z,14.00,89.00
2026-04-14T12:01:00Z,14.03,86.00
2026-04-14T12:02:00Z,14.03,85.99
2026-04-14T12:03:00Z,12.70,89.00
2026-04-14T12:04:00Z,12.70,90.00
2026-04-14T12:05:00Z,12.00,90.00
2026-04-14T12:06:00Z,12.00,90.00
2026-04-14T12:07:00Z,9.00,90.76
2026-04-14T12:08:00Z,12.98,89.66
2026-04-14T12:09:00Z,12.98,88.00
2026-04-14T12:10:00Z,14.99,87.00
2026-04-14T12:11:00Z,16.00,86.00
2026-04-14T12:12:00Z,15.00,87.00
2026-04-14T12:13:00Z,15.00,87.16
2026-04-14T12:14:00Z,11.00,90.00
2026-04-14T12:15:00Z,9.00,90.00
2026-04-14T12:16:00Z,6.00,93.00
2026-04-14T12:17:00Z,6.04,91.58
2026-04-14T12:18:00Z,12.79,87.19
2026-04-14T12:19:00Z,15.00,87.19
2026-04-14T12:20:00Z,16.00,85.31
2026-04-14T12:21:00Z,18.95,82.20
2026-04-14T12:22:00Z,17.48,83.59
2026-04-14T12:23:00Z,22.83,75.80
