# event_ticker=KXATPMATCH-25OCT04BORVUK
# final_score=7-6(7) 6-4
# score_resolution=6-7 4-6
# match_winner=Nuno Borges
# fav_player=Aleksandar Vukic
# dog_player=Nuno Borges
# kalshi_date=2025-10-04
timestamp,Aleksandar Vukic,Nuno Borges
2025-10-04T07:16:00Z,96.00,96.00
2025-10-04T07:37:00Z,39.00,96.00
2025-10-04T07:41:00Z,39.00,65.00
2025-10-04T07:51:00Z,39.00,66.00
2025-10-04T07:53:00Z,39.00,67.25
2025-10-04T08:07:00Z,39.00,75.47
2025-10-04T08:32:00Z,36.00,75.47
2025-10-04T08:42:00Z,36.00,68.00
2025-10-04T09:11:00Z,36.00,68.89
2025-10-04T09:12:00Z,36.00,69.00
2025-10-04T09:15:00Z,36.00,67.00
2025-10-04T09:27:00Z,34.00,67.00
2025-10-04T09:30:00Z,34.00,67.00
2025-10-04T09:39:00Z,34.00,65.00
2025-10-04T09:51:00Z,34.00,65.00
2025-10-04T09:55:00Z,35.91,65.00
2025-10-04T10:04:00Z,36.00,65.00
2025-10-04T10:16:00Z,35.00,65.00
2025-10-04T10:17:00Z,35.00,66.00
2025-10-04T10:43:00Z,35.00,66.00
2025-10-04T10:50:00Z,35.00,66.00
2025-10-04T10:51:00Z,35.00,66.00
2025-10-04T10:54:00Z,35.00,66.00
2025-10-04T10:57:00Z,35.00,66.00
2025-10-04T11:04:00Z,35.00,66.00
2025-10-04T11:06:00Z,35.00,66.00
2025-10-04T11:11:00Z,35.00,66.00
2025-10-04T11:12:00Z,35.00,66.00
2025-10-04T11:20:00Z,35.00,67.00
2025-10-04T11:21:00Z,36.00,67.00
2025-10-04T11:22:00Z,36.00,75.70
2025-10-04T11:23:00Z,36.12,67.00
2025-10-04T11:24:00Z,36.12,71.36
2025-10-04T11:25:00Z,35.00,71.36
2025-10-04T11:27:00Z,35.00,71.36
2025-10-04T11:28:00Z,35.00,68.00
2025-10-04T11:29:00Z,37.31,68.00
2025-10-04T11:30:00Z,36.00,68.00
2025-10-04T11:31:00Z,36.00,68.00
2025-10-04T11:32:00Z,36.00,67.00
2025-10-04T11:33:00Z,77.00,67.00
2025-10-04T11:34:00Z,34.00,69.00
2025-10-04T11:35:00Z,36.00,72.00
2025-10-04T11:36:00Z,37.00,72.00
2025-10-04T11:37:00Z,39.70,72.00
2025-10-04T11:38:00Z,38.53,64.00
2025-10-04T11:39:00Z,38.00,64.16
2025-10-04T11:40:00Z,31.00,87.18
2025-10-04T11:41:00Z,61.00,87.18
2025-10-04T11:42:00Z,61.00,71.00
2025-10-04T11:43:00Z,61.00,65.00
2025-10-04T11:44:00Z,51.29,63.00
2025-10-04T11:45:00Z,51.29,63.00
2025-10-04T11:46:00Z,38.00,64.00
2025-10-04T11:48:00Z,38.00,60.00
2025-10-04T11:49:00Z,38.00,65.00
2025-10-04T11:50:00Z,37.28,64.00
2025-10-04T11:51:00Z,38.17,63.00
2025-10-04T11:52:00Z,38.17,60.00
2025-10-04T11:53:00Z,42.00,60.00
2025-10-04T11:54:00Z,36.00,64.27
2025-10-04T11:55:00Z,35.79,64.85
2025-10-04T11:56:00Z,35.79,72.00
2025-10-04T11:57:00Z,36.00,68.01
2025-10-04T11:58:00Z,36.00,65.00
2025-10-04T11:59:00Z,36.28,65.00
2025-10-04T12:00:00Z,36.28,65.25
2025-10-04T12:01:00Z,30.00,65.25
2025-10-04T12:02:00Z,75.00,65.25
2025-10-04T12:03:00Z,31.23,86.97
2025-10-04T12:04:00Z,19.78,81.32
2025-10-04T12:05:00Z,25.81,80.12
2025-10-04T12:06:00Z,33.00,80.12
2025-10-04T12:07:00Z,40.00,80.12
2025-10-04T12:08:00Z,40.00,62.00
2025-10-04T12:09:00Z,40.00,60.00
2025-10-04T12:10:00Z,40.00,68.95
2025-10-04T12:14:00Z,40.00,61.00
2025-10-04T12:16:00Z,43.00,57.00
2025-10-04T12:17:00Z,43.00,68.53
2025-10-04T12:18:00Z,43.00,64.00
2025-10-04T12:19:00Z,43.00,87.00
2025-10-04T12:20:00Z,40.21,87.00
2025-10-04T12:21:00Z,41.00,87.00
2025-10-04T12:22:00Z,48.74,59.67
2025-10-04T12:23:00Z,53.11,53.00
2025-10-04T12:24:00Z,56.00,45.76
2025-10-04T12:25:00Z,55.01,46.61
2025-10-04T12:26:00Z,56.26,41.00
2025-10-04T12:27:00Z,51.95,43.30
2025-10-04T12:28:00Z,58.00,35.00
2025-10-04T12:29:00Z,52.05,42.07
2025-10-04T12:30:00Z,50.64,58.87
2025-10-04T12:31:00Z,43.00,65.09
2025-10-04T12:32:00Z,31.36,68.90
2025-10-04T12:33:00Z,19.15,79.35
2025-10-04T12:34:00Z,20.00,79.06
2025-10-04T12:35:00Z,20.87,80.00
2025-10-04T12:36:00Z,17.51,79.85
2025-10-04T12:37:00Z,19.90,79.85
2025-10-04T12:38:00Z,23.00,83.00
2025-10-04T12:39:00Z,22.57,79.40
2025-10-04T12:40:00Z,28.19,77.13
2025-10-04T12:41:00Z,41.30,74.60
2025-10-04T12:42:00Z,25.01,75.00
2025-10-04T12:43:00Z,21.50,80.00
2025-10-04T12:44:00Z,16.44,87.58
2025-10-04T12:45:00Z,11.09,89.33
2025-10-04T12:46:00Z,10.77,92.00
2025-10-04T12:47:00Z,7.83,93.75
2025-10-04T12:48:00Z,8.44,93.75
2025-10-04T12:49:00Z,6.04,93.84
2025-10-04T12:50:00Z,4.25,94.00
2025-10-04T12:51:00Z,5.62,49.00
2025-10-04T12:52:00Z,2.40,96.75
2025-10-04T12:53:00Z,2.93,97.00
2025-10-04T12:54:00Z,6.43,96.00
2025-10-04T12:55:00Z,6.01,93.00
2025-10-04T12:56:00Z,5.79,93.00
2025-10-04T12:57:00Z,4.91,93.00
2025-10-04T12:58:00Z,5.95,97.00
2025-10-04T12:59:00Z,3.06,97.65
2025-10-04T13:00:00Z,4.02,94.35
2025-10-04T13:01:00Z,2.56,94.35
2025-10-04T13:02:00Z,4.16,95.00
2025-10-04T13:03:00Z,5.00,96.00
2025-10-04T13:04:00Z,4.90,96.00
2025-10-04T13:05:00Z,2.08,98.00
2025-10-04T13:06:00Z,2.00,98.00
2025-10-04T13:07:00Z,3.00,99.00
2025-10-04T13:08:00Z,3.73,99.00
2025-10-04T13:09:00Z,3.79,98.00
2025-10-04T13:10:00Z,3.00,98.00
2025-10-04T13:11:00Z,3.30,97.37
2025-10-04T13:12:00Z,1.00,98.87
2025-10-04T13:13:00Z,4.22,95.00
2025-10-04T13:14:00Z,3.47,98.33
2025-10-04T13:15:00Z,1.90,98.33
2025-10-04T13:16:00Z,1.00,98.33
2025-10-04T13:17:00Z,1.00,99.00
2025-10-04T13:20:00Z,1.00,99.00
2025-10-04T13:21:00Z,1.00,99.00
