# event_ticker=KXATPCHALLENGERMATCH-26JUN02BELBOL
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Alex Bolt
# fav_player=Mattia Bellucci
# dog_player=Alex Bolt
# kalshi_date=2026-06-02
timestamp,Mattia Bellucci,Alex Bolt
2026-06-01T22:06:00Z,,45.00
2026-06-01T22:23:00Z,,45.00
2026-06-01T23:14:00Z,59.00,45.00
2026-06-01T23:33:00Z,59.00,45.00
2026-06-01T23:36:00Z,59.00,45.00
2026-06-01T23:40:00Z,59.00,45.00
2026-06-01T23:45:00Z,59.00,45.00
2026-06-01T23:51:00Z,59.00,44.00
2026-06-02T00:27:00Z,58.00,43.00
2026-06-02T00:38:00Z,58.00,43.79
2026-06-02T01:07:00Z,58.00,43.79
2026-06-02T01:11:00Z,59.00,43.79
2026-06-02T01:25:00Z,59.00,43.79
2026-06-02T01:41:00Z,59.00,43.79
2026-06-02T01:47:00Z,59.00,43.79
2026-06-02T01:57:00Z,59.00,43.79
2026-06-02T02:12:00Z,59.00,43.00
2026-06-02T02:18:00Z,58.00,43.00
2026-06-02T02:26:00Z,58.00,43.00
2026-06-02T02:27:00Z,58.00,43.00
2026-06-02T02:32:00Z,58.00,43.00
2026-06-02T02:35:00Z,58.00,43.00
2026-06-02T02:39:00Z,58.00,43.00
2026-06-02T02:45:00Z,58.00,43.00
2026-06-02T02:48:00Z,58.00,43.00
2026-06-02T02:56:00Z,58.00,43.00
2026-06-02T02:57:00Z,58.00,43.00
2026-06-02T03:02:00Z,58.00,43.00
2026-06-02T03:07:00Z,57.60,43.00
2026-06-02T03:08:00Z,57.60,42.00
2026-06-02T03:19:00Z,58.00,42.00
2026-06-02T03:20:00Z,58.00,42.00
2026-06-02T03:39:00Z,58.00,42.00
2026-06-02T03:42:00Z,58.00,43.00
2026-06-02T03:46:00Z,58.00,43.00
2026-06-02T03:50:00Z,58.00,43.00
2026-06-02T03:59:00Z,58.00,43.00
2026-06-02T04:00:00Z,58.00,43.00
2026-06-02T04:01:00Z,58.00,43.00
2026-06-02T04:07:00Z,58.00,43.00
2026-06-02T04:15:00Z,58.00,43.00
2026-06-02T04:18:00Z,58.00,43.00
2026-06-02T04:20:00Z,58.00,43.00
2026-06-02T04:21:00Z,58.00,43.00
2026-06-02T04:25:00Z,58.00,43.00
2026-06-02T04:31:00Z,58.00,43.58
2026-06-02T04:34:00Z,58.00,42.00
2026-06-02T04:40:00Z,58.00,44.00
2026-06-02T04:45:00Z,58.00,44.00
2026-06-02T04:48:00Z,58.00,44.00
2026-06-02T04:51:00Z,58.00,44.00
2026-06-02T04:53:00Z,58.00,42.38
2026-06-02T04:54:00Z,58.00,44.00
2026-06-02T04:55:00Z,58.00,44.00
2026-06-02T04:56:00Z,58.00,44.00
2026-06-02T04:57:00Z,58.00,44.00
2026-06-02T04:59:00Z,58.00,44.00
2026-06-02T05:00:00Z,58.00,44.00
2026-06-02T05:04:00Z,58.00,44.00
2026-06-02T05:06:00Z,58.00,44.00
2026-06-02T05:07:00Z,58.00,44.00
2026-06-02T05:08:00Z,58.00,44.00
2026-06-02T05:10:00Z,58.00,44.00
2026-06-02T05:12:00Z,58.00,44.00
2026-06-02T05:13:00Z,58.00,44.00
2026-06-02T05:14:00Z,58.00,44.00
2026-06-02T05:23:00Z,58.00,44.00
2026-06-02T05:25:00Z,58.00,44.00
2026-06-02T05:27:00Z,58.00,44.00
2026-06-02T05:28:00Z,58.00,44.00
2026-06-02T05:30:00Z,58.00,44.00
2026-06-02T05:31:00Z,58.00,44.00
2026-06-02T05:33:00Z,58.00,44.00
2026-06-02T05:35:00Z,58.00,43.00
2026-06-02T05:37:00Z,58.00,43.00
2026-06-02T05:40:00Z,58.00,43.00
2026-06-02T05:48:00Z,58.27,43.00
2026-06-02T05:53:00Z,58.27,43.00
2026-06-02T05:54:00Z,59.00,43.00
2026-06-02T05:57:00Z,59.00,43.00
2026-06-02T06:01:00Z,59.00,43.00
2026-06-02T06:02:00Z,59.00,43.00
2026-06-02T06:03:00Z,59.00,43.00
2026-06-02T06:05:00Z,59.00,43.00
2026-06-02T06:06:00Z,59.00,43.00
2026-06-02T06:07:00Z,59.00,43.00
2026-06-02T06:15:00Z,58.00,43.00
2026-06-02T06:23:00Z,58.00,43.25
2026-06-02T06:27:00Z,59.00,43.25
2026-06-02T06:29:00Z,59.00,43.25
2026-06-02T06:32:00Z,59.00,43.25
2026-06-02T06:37:00Z,58.00,43.25
2026-06-02T06:39:00Z,58.91,43.25
2026-06-02T06:42:00Z,59.00,43.25
2026-06-02T06:45:00Z,59.37,43.25
2026-06-02T06:48:00Z,60.00,43.25
2026-06-02T06:53:00Z,60.00,42.67
2026-06-02T07:07:00Z,60.00,42.67
2026-06-02T07:09:00Z,60.00,42.67
2026-06-02T07:11:00Z,59.00,42.67
2026-06-02T07:26:00Z,59.00,42.00
2026-06-02T07:28:00Z,59.00,42.00
2026-06-02T07:32:00Z,59.00,42.00
2026-06-02T07:34:00Z,59.00,42.00
2026-06-02T07:43:00Z,59.00,42.00
2026-06-02T07:49:00Z,59.00,42.00
2026-06-02T07:50:00Z,59.00,42.00
2026-06-02T07:56:00Z,59.00,42.00
2026-06-02T08:00:00Z,59.00,42.00
2026-06-02T08:02:00Z,59.00,42.00
2026-06-02T08:06:00Z,59.00,42.00
2026-06-02T08:09:00Z,59.00,42.00
2026-06-02T08:10:00Z,58.00,41.00
2026-06-02T08:15:00Z,57.00,41.00
2026-06-02T08:16:00Z,57.00,43.00
2026-06-02T08:17:00Z,59.00,43.00
2026-06-02T08:23:00Z,58.00,43.00
2026-06-02T08:25:00Z,59.00,43.00
2026-06-02T08:26:00Z,59.00,43.46
2026-06-02T08:27:00Z,59.00,43.46
2026-06-02T08:29:00Z,59.00,42.00
2026-06-02T08:35:00Z,59.00,42.00
2026-06-02T08:36:00Z,59.00,42.00
2026-06-02T08:39:00Z,59.00,42.00
2026-06-02T08:42:00Z,59.00,42.00
2026-06-02T08:48:00Z,59.00,42.00
2026-06-02T08:55:00Z,59.00,42.00
2026-06-02T09:08:00Z,59.00,42.00
2026-06-02T09:10:00Z,59.00,42.00
2026-06-02T09:13:00Z,59.00,42.00
2026-06-02T09:17:00Z,59.00,42.00
2026-06-02T09:21:00Z,59.00,42.00
2026-06-02T09:25:00Z,59.00,42.00
2026-06-02T09:27:00Z,59.00,42.00
2026-06-02T09:31:00Z,59.35,42.00
2026-06-02T09:34:00Z,59.35,43.00
2026-06-02T09:36:00Z,59.35,43.93
2026-06-02T09:38:00Z,59.00,43.93
2026-06-02T09:39:00Z,59.00,43.00
2026-06-02T09:41:00Z,59.00,43.00
2026-06-02T09:44:00Z,59.00,44.91
2026-06-02T09:45:00Z,54.00,45.92
2026-06-02T09:46:00Z,52.00,48.00
2026-06-02T09:47:00Z,47.58,54.21
2026-06-02T09:48:00Z,43.72,56.50
2026-06-02T09:49:00Z,37.76,62.46
2026-06-02T09:50:00Z,37.76,68.72
2026-06-02T09:51:00Z,30.75,69.16
2026-06-02T09:52:00Z,27.56,74.00
2026-06-02T09:53:00Z,26.07,73.42
2026-06-02T09:54:00Z,27.06,73.00
2026-06-02T09:55:00Z,29.00,71.00
2026-06-02T09:56:00Z,27.32,73.41
2026-06-02T09:57:00Z,27.88,73.00
2026-06-02T09:58:00Z,26.00,73.00
2026-06-02T09:59:00Z,26.00,74.83
2026-06-02T10:00:00Z,26.79,74.00
2026-06-02T10:01:00Z,26.00,74.12
2026-06-02T10:02:00Z,24.00,76.89
2026-06-02T10:03:00Z,24.00,78.00
2026-06-02T10:04:00Z,23.89,79.30
2026-06-02T10:05:00Z,22.00,78.00
2026-06-02T10:06:00Z,22.00,78.00
2026-06-02T10:07:00Z,22.86,78.02
2026-06-02T10:08:00Z,21.99,78.02
2026-06-02T10:09:00Z,21.00,78.02
2026-06-02T10:10:00Z,21.53,79.00
2026-06-02T10:11:00Z,22.38,79.00
2026-06-02T10:12:00Z,22.00,79.00
2026-06-02T10:13:00Z,19.50,80.00
2026-06-02T10:14:00Z,19.00,81.25
2026-06-02T10:15:00Z,19.00,81.25
2026-06-02T10:16:00Z,17.50,82.52
2026-06-02T10:17:00Z,11.01,88.37
2026-06-02T10:18:00Z,7.14,90.91
2026-06-02T10:19:00Z,6.97,94.19
2026-06-02T10:20:00Z,5.17,95.32
2026-06-02T10:21:00Z,6.00,95.32
2026-06-02T10:22:00Z,4.67,96.70
