# event_ticker=KXATPCHALLENGERMATCH-26MAR25ZARLA
# final_score=6-3 6-7(5) 6-1
# score_resolution=3-6 7-6 1-6
# match_winner=Juan Manuel La Serna
# fav_player=Carlos Maria Zarate
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-03-25
timestamp,Carlos Maria Zarate,Juan Manuel La Serna
2026-03-25T08:01:00Z,,69.00
2026-03-25T08:38:00Z,32.00,69.00
2026-03-25T09:00:00Z,32.00,69.00
2026-03-25T09:23:00Z,34.00,69.00
2026-03-25T09:27:00Z,34.00,69.00
2026-03-25T10:08:00Z,32.00,69.00
2026-03-25T12:26:00Z,31.00,69.00
2026-03-25T12:52:00Z,31.00,69.00
2026-03-25T13:11:00Z,31.00,69.00
2026-03-25T13:41:00Z,31.00,69.86
2026-03-25T13:42:00Z,31.00,71.00
2026-03-25T14:21:00Z,31.00,70.00
2026-03-25T14:29:00Z,33.00,70.00
2026-03-25T14:31:00Z,33.00,70.00
2026-03-25T15:32:00Z,33.00,70.00
2026-03-25T15:56:00Z,33.00,70.00
2026-03-25T16:12:00Z,33.00,70.00
2026-03-25T16:22:00Z,33.00,70.00
2026-03-25T17:02:00Z,33.00,70.00
2026-03-25T17:19:00Z,33.00,69.00
2026-03-25T17:59:00Z,33.00,69.00
2026-03-25T18:10:00Z,33.00,69.75
2026-03-25T18:34:00Z,33.00,69.00
2026-03-25T18:41:00Z,32.00,69.00
2026-03-25T18:42:00Z,32.00,70.00
2026-03-25T18:43:00Z,32.00,70.00
2026-03-25T18:57:00Z,32.00,70.00
2026-03-25T18:58:00Z,32.00,67.08
2026-03-25T18:59:00Z,32.00,70.00
2026-03-25T19:14:00Z,32.00,70.00
2026-03-25T19:16:00Z,32.00,70.00
2026-03-25T19:17:00Z,32.00,70.00
2026-03-25T19:18:00Z,32.00,70.00
2026-03-25T19:19:00Z,32.00,70.00
2026-03-25T19:20:00Z,28.67,71.14
2026-03-25T19:21:00Z,28.00,71.00
2026-03-25T19:22:00Z,29.00,73.00
2026-03-25T19:23:00Z,27.00,72.00
2026-03-25T19:24:00Z,25.00,75.00
2026-03-25T19:25:00Z,25.54,75.00
2026-03-25T19:26:00Z,27.00,75.00
2026-03-25T19:27:00Z,27.00,70.11
2026-03-25T19:28:00Z,27.00,73.53
2026-03-25T19:29:00Z,31.97,72.00
2026-03-25T19:30:00Z,31.97,64.05
2026-03-25T19:31:00Z,31.35,67.77
2026-03-25T19:32:00Z,28.00,73.00
2026-03-25T19:33:00Z,22.12,79.97
2026-03-25T19:34:00Z,21.00,80.23
2026-03-25T19:35:00Z,19.58,81.95
2026-03-25T19:36:00Z,17.00,83.00
2026-03-25T19:37:00Z,16.01,84.97
2026-03-25T19:38:00Z,18.19,84.97
2026-03-25T19:39:00Z,23.77,79.95
2026-03-25T19:40:00Z,23.90,77.36
2026-03-25T19:41:00Z,27.93,73.97
2026-03-25T19:42:00Z,28.00,71.00
2026-03-25T19:43:00Z,25.33,73.00
2026-03-25T19:44:00Z,26.92,76.17
2026-03-25T19:45:00Z,24.91,76.43
2026-03-25T19:46:00Z,30.07,69.70
2026-03-25T19:47:00Z,33.01,67.17
2026-03-25T19:48:00Z,37.60,64.24
2026-03-25T19:49:00Z,32.33,67.94
2026-03-25T19:50:00Z,29.17,70.29
2026-03-25T19:51:00Z,28.00,73.00
2026-03-25T19:52:00Z,27.96,70.48
2026-03-25T19:53:00Z,27.00,73.99
2026-03-25T19:54:00Z,27.95,72.17
2026-03-25T19:55:00Z,23.35,78.35
2026-03-25T19:56:00Z,16.69,81.17
2026-03-25T19:57:00Z,16.88,85.87
2026-03-25T19:58:00Z,14.91,84.37
2026-03-25T19:59:00Z,13.04,86.15
2026-03-25T20:00:00Z,11.63,88.50
2026-03-25T20:01:00Z,11.00,88.28
2026-03-25T20:02:00Z,10.90,88.00
2026-03-25T20:03:00Z,11.00,88.26
2026-03-25T20:04:00Z,11.00,89.00
2026-03-25T20:05:00Z,11.40,88.00
2026-03-25T20:06:00Z,14.00,88.00
2026-03-25T20:07:00Z,13.65,86.97
2026-03-25T20:08:00Z,13.00,89.99
2026-03-25T20:09:00Z,14.95,85.24
2026-03-25T20:10:00Z,15.00,86.00
2026-03-25T20:11:00Z,14.28,86.00
2026-03-25T20:12:00Z,14.00,85.28
2026-03-25T20:13:00Z,14.00,89.00
2026-03-25T20:14:00Z,9.00,90.08
2026-03-25T20:15:00Z,9.17,91.24
2026-03-25T20:16:00Z,13.00,88.17
2026-03-25T20:17:00Z,15.75,85.62
2026-03-25T20:18:00Z,14.69,86.00
2026-03-25T20:19:00Z,16.03,86.77
2026-03-25T20:20:00Z,12.00,87.49
2026-03-25T20:21:00Z,13.36,89.00
2026-03-25T20:22:00Z,15.63,85.00
2026-03-25T20:23:00Z,17.00,84.00
2026-03-25T20:24:00Z,15.77,84.79
2026-03-25T20:25:00Z,13.07,87.01
2026-03-25T20:26:00Z,14.00,87.00
2026-03-25T20:27:00Z,11.47,89.89
2026-03-25T20:28:00Z,16.67,86.00
2026-03-25T20:29:00Z,19.23,83.21
2026-03-25T20:30:00Z,13.90,85.28
2026-03-25T20:31:00Z,10.77,92.16
2026-03-25T20:32:00Z,10.77,88.93
2026-03-25T20:33:00Z,15.19,85.96
2026-03-25T20:34:00Z,13.66,86.01
2026-03-25T20:35:00Z,13.60,88.63
2026-03-25T20:36:00Z,12.72,87.15
2026-03-25T20:37:00Z,6.07,93.39
2026-03-25T20:38:00Z,5.32,95.98
2026-03-25T20:39:00Z,3.98,96.01
2026-03-25T20:40:00Z,3.43,96.25
2026-03-25T20:41:00Z,1.79,98.09
2026-03-25T20:42:00Z,2.63,98.02
2026-03-25T20:43:00Z,2.44,98.00
2026-03-25T20:44:00Z,3.00,97.89
2026-03-25T20:45:00Z,4.93,94.97
2026-03-25T20:46:00Z,6.58,94.48
2026-03-25T20:47:00Z,8.65,93.11
2026-03-25T20:48:00Z,8.84,92.75
2026-03-25T20:49:00Z,13.03,88.41
2026-03-25T20:50:00Z,16.71,84.69
2026-03-25T20:51:00Z,19.99,81.16
2026-03-25T20:52:00Z,20.91,79.93
2026-03-25T20:53:00Z,18.71,82.42
2026-03-25T20:54:00Z,14.52,85.22
2026-03-25T20:55:00Z,15.15,80.88
2026-03-25T20:56:00Z,18.05,79.99
2026-03-25T20:57:00Z,16.17,85.52
2026-03-25T20:58:00Z,8.54,91.52
2026-03-25T20:59:00Z,5.42,95.88
2026-03-25T21:00:00Z,8.51,91.55
2026-03-25T21:01:00Z,15.47,85.71
2026-03-25T21:02:00Z,11.04,90.49
2026-03-25T21:03:00Z,21.14,86.02
2026-03-25T21:04:00Z,21.45,78.22
2026-03-25T21:05:00Z,29.38,67.22
2026-03-25T21:06:00Z,36.08,63.62
2026-03-25T21:07:00Z,36.50,64.00
2026-03-25T21:08:00Z,37.33,64.00
2026-03-25T21:09:00Z,36.97,64.01
2026-03-25T21:10:00Z,37.70,63.57
2026-03-25T21:11:00Z,35.85,64.99
2026-03-25T21:12:00Z,34.74,64.95
2026-03-25T21:13:00Z,37.13,64.99
2026-03-25T21:14:00Z,37.00,64.94
2026-03-25T21:15:00Z,35.30,67.04
2026-03-25T21:16:00Z,32.82,68.91
2026-03-25T21:17:00Z,31.86,69.79
2026-03-25T21:18:00Z,30.92,68.42
2026-03-25T21:19:00Z,27.54,72.77
2026-03-25T21:20:00Z,19.56,77.43
2026-03-25T21:21:00Z,12.94,86.38
2026-03-25T21:22:00Z,8.48,91.54
2026-03-25T21:23:00Z,8.23,92.22
2026-03-25T21:24:00Z,7.90,92.84
2026-03-25T21:25:00Z,6.93,92.98
2026-03-25T21:26:00Z,6.61,93.92
2026-03-25T21:27:00Z,2.86,96.73
2026-03-25T21:28:00Z,1.98,98.80
2026-03-25T21:29:00Z,1.80,98.85
2026-03-25T21:30:00Z,2.00,98.15
2026-03-25T21:31:00Z,1.04,98.73
2026-03-25T21:32:00Z,1.04,99.00
2026-03-25T21:33:00Z,1.00,99.00
2026-03-25T21:34:00Z,1.00,99.00
2026-03-25T21:35:00Z,1.00,99.00
2026-03-25T21:36:00Z,1.00,99.00
2026-03-25T21:37:00Z,1.00,99.00
2026-03-25T21:38:00Z,1.00,99.00
2026-03-25T21:39:00Z,1.00,99.00
2026-03-25T21:40:00Z,1.00,99.00
2026-03-25T21:41:00Z,1.00,99.00
2026-03-25T21:42:00Z,1.00,99.00
