# event_ticker=KXATPMATCH-25OCT28MUNMED
# final_score=6-1 6-3
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Jaume Munar
# kalshi_date=2025-10-28
timestamp,Daniil Medvedev,Jaume Munar
2025-10-28T09:48:00Z,69.00,31.00
2025-10-28T09:49:00Z,69.00,31.00
2025-10-28T10:06:00Z,69.00,31.00
2025-10-28T10:40:00Z,69.00,31.00
2025-10-28T10:47:00Z,69.00,31.00
2025-10-28T10:56:00Z,69.00,31.00
2025-10-28T10:57:00Z,69.71,31.00
2025-10-28T11:03:00Z,69.71,31.00
2025-10-28T11:07:00Z,69.71,31.86
2025-10-28T11:13:00Z,70.00,31.86
2025-10-28T11:14:00Z,70.00,32.00
2025-10-28T11:15:00Z,70.00,32.00
2025-10-28T11:21:00Z,70.00,32.00
2025-10-28T11:23:00Z,70.00,32.00
2025-10-28T11:26:00Z,70.00,32.00
2025-10-28T11:36:00Z,71.00,32.00
2025-10-28T11:42:00Z,71.00,32.00
2025-10-28T11:46:00Z,71.00,32.00
2025-10-28T11:54:00Z,71.00,32.00
2025-10-28T11:55:00Z,70.00,32.00
2025-10-28T12:06:00Z,70.00,32.00
2025-10-28T12:11:00Z,70.00,32.00
2025-10-28T12:19:00Z,70.00,32.00
2025-10-28T12:21:00Z,70.00,32.00
2025-10-28T12:22:00Z,70.00,32.00
2025-10-28T12:23:00Z,70.00,32.00
2025-10-28T12:24:00Z,70.00,32.00
2025-10-28T12:25:00Z,70.00,32.00
2025-10-28T12:26:00Z,70.00,32.00
2025-10-28T12:27:00Z,70.00,32.00
2025-10-28T12:29:00Z,70.00,32.00
2025-10-28T12:30:00Z,70.00,32.00
2025-10-28T12:32:00Z,70.00,32.00
2025-10-28T12:34:00Z,70.00,32.00
2025-10-28T12:37:00Z,70.00,32.00
2025-10-28T12:38:00Z,70.00,32.00
2025-10-28T12:39:00Z,70.00,32.00
2025-10-28T12:40:00Z,70.00,32.00
2025-10-28T12:41:00Z,70.00,32.00
2025-10-28T12:43:00Z,70.00,32.00
2025-10-28T12:45:00Z,70.00,32.00
2025-10-28T12:48:00Z,70.00,32.00
2025-10-28T12:49:00Z,70.00,32.00
2025-10-28T12:50:00Z,70.00,32.00
2025-10-28T12:53:00Z,70.00,32.00
2025-10-28T12:57:00Z,70.00,32.00
2025-10-28T13:04:00Z,70.00,32.00
2025-10-28T13:05:00Z,70.00,32.00
2025-10-28T13:12:00Z,70.00,32.00
2025-10-28T13:13:00Z,70.00,32.00
2025-10-28T13:14:00Z,70.00,32.00
2025-10-28T13:15:00Z,70.00,32.00
2025-10-28T13:16:00Z,70.00,32.00
2025-10-28T13:17:00Z,70.00,32.00
2025-10-28T13:18:00Z,70.00,32.00
2025-10-28T13:19:00Z,70.00,32.00
2025-10-28T13:21:00Z,70.00,32.00
2025-10-28T13:22:00Z,69.00,32.00
2025-10-28T13:24:00Z,69.51,32.00
2025-10-28T13:25:00Z,69.51,36.48
2025-10-28T13:26:00Z,69.51,34.58
2025-10-28T13:27:00Z,69.00,34.58
2025-10-28T13:29:00Z,69.00,32.00
2025-10-28T13:31:00Z,69.00,33.00
2025-10-28T13:32:00Z,69.00,33.00
2025-10-28T13:33:00Z,69.00,33.00
2025-10-28T13:34:00Z,69.00,33.00
2025-10-28T13:35:00Z,69.00,33.00
2025-10-28T13:36:00Z,69.00,33.00
2025-10-28T13:37:00Z,69.00,33.00
2025-10-28T13:38:00Z,69.00,33.00
2025-10-28T13:39:00Z,70.00,33.00
2025-10-28T13:40:00Z,70.00,33.00
2025-10-28T13:41:00Z,70.00,33.00
2025-10-28T13:42:00Z,70.00,33.00
2025-10-28T13:43:00Z,70.00,33.00
2025-10-28T13:44:00Z,70.00,33.00
2025-10-28T13:45:00Z,70.00,33.00
2025-10-28T13:46:00Z,70.00,33.00
2025-10-28T13:47:00Z,70.00,33.00
2025-10-28T13:48:00Z,70.00,33.00
2025-10-28T13:49:00Z,70.00,33.00
2025-10-28T13:50:00Z,70.00,33.00
2025-10-28T13:51:00Z,70.00,33.00
2025-10-28T13:52:00Z,70.00,33.00
2025-10-28T13:53:00Z,70.00,33.00
2025-10-28T13:54:00Z,70.00,33.00
2025-10-28T13:55:00Z,70.00,33.00
2025-10-28T13:56:00Z,70.00,33.00
2025-10-28T13:57:00Z,70.00,33.00
2025-10-28T13:58:00Z,69.04,33.07
2025-10-28T13:59:00Z,69.61,32.39
2025-10-28T14:00:00Z,70.11,32.00
2025-10-28T14:01:00Z,68.83,33.00
2025-10-28T14:02:00Z,72.97,25.27
2025-10-28T14:03:00Z,80.18,22.24
2025-10-28T14:04:00Z,81.34,19.17
2025-10-28T14:05:00Z,83.92,20.00
2025-10-28T14:06:00Z,81.79,20.47
2025-10-28T14:07:00Z,83.73,21.32
2025-10-28T14:08:00Z,84.62,16.46
2025-10-28T14:09:00Z,86.31,19.46
2025-10-28T14:10:00Z,85.39,14.49
2025-10-28T14:11:00Z,84.07,16.89
2025-10-28T14:12:00Z,82.24,20.00
2025-10-28T14:13:00Z,81.94,19.23
2025-10-28T14:14:00Z,80.85,20.13
2025-10-28T14:15:00Z,83.63,17.91
2025-10-28T14:16:00Z,84.47,16.29
2025-10-28T14:17:00Z,86.33,14.08
2025-10-28T14:18:00Z,85.92,15.00
2025-10-28T14:19:00Z,88.54,12.00
2025-10-28T14:20:00Z,90.04,10.18
2025-10-28T14:21:00Z,90.68,11.00
2025-10-28T14:22:00Z,89.05,11.15
2025-10-28T14:23:00Z,89.27,11.56
2025-10-28T14:24:00Z,90.55,11.39
2025-10-28T14:25:00Z,91.92,9.00
2025-10-28T14:26:00Z,93.00,7.17
2025-10-28T14:27:00Z,94.12,7.05
2025-10-28T14:28:00Z,92.48,7.73
2025-10-28T14:29:00Z,94.99,6.99
2025-10-28T14:30:00Z,94.65,5.10
2025-10-28T14:31:00Z,94.44,7.19
2025-10-28T14:32:00Z,93.00,7.55
2025-10-28T14:33:00Z,95.48,7.00
2025-10-28T14:34:00Z,95.04,6.74
2025-10-28T14:35:00Z,93.19,8.25
2025-10-28T14:36:00Z,91.06,9.11
2025-10-28T14:37:00Z,90.06,10.04
2025-10-28T14:38:00Z,91.87,8.22
2025-10-28T14:39:00Z,92.07,8.19
2025-10-28T14:40:00Z,91.32,9.28
2025-10-28T14:41:00Z,92.00,8.74
2025-10-28T14:42:00Z,93.00,8.00
2025-10-28T14:43:00Z,92.55,8.01
2025-10-28T14:44:00Z,92.00,9.21
2025-10-28T14:45:00Z,91.08,9.20
2025-10-28T14:46:00Z,91.01,9.21
2025-10-28T14:47:00Z,92.79,9.00
2025-10-28T14:48:00Z,93.00,9.15
2025-10-28T14:49:00Z,93.34,8.00
2025-10-28T14:50:00Z,92.83,7.97
2025-10-28T14:51:00Z,94.34,4.89
2025-10-28T14:52:00Z,97.85,2.73
2025-10-28T14:53:00Z,97.72,3.97
2025-10-28T14:54:00Z,96.34,4.03
2025-10-28T14:55:00Z,98.65,2.15
2025-10-28T14:56:00Z,98.07,2.13
2025-10-28T14:57:00Z,98.00,1.85
2025-10-28T14:58:00Z,98.64,2.27
2025-10-28T14:59:00Z,98.98,1.00
2025-10-28T15:00:00Z,98.99,1.00
2025-10-28T15:01:00Z,98.97,1.00
2025-10-28T15:02:00Z,99.00,1.45
2025-10-28T15:03:00Z,99.00,1.54
2025-10-28T15:04:00Z,98.57,1.00
2025-10-28T15:05:00Z,99.00,1.60
2025-10-28T15:06:00Z,99.00,1.00
2025-10-28T15:07:00Z,99.00,1.92
2025-10-28T15:08:00Z,99.00,1.00
2025-10-28T15:09:00Z,99.00,1.00
2025-10-28T15:10:00Z,99.00,1.00
2025-10-28T15:11:00Z,99.00,1.00
