# event_ticker=KXATPMATCH-26MAR06ETCSHA
# final_score=6-3 2-6 7-6(5)
# score_resolution=3-6 6-2 6-7
# match_winner=Denis Shapovalov
# fav_player=Tomas Martin Etcheverry
# dog_player=Denis Shapovalov
# kalshi_date=2026-03-06
timestamp,Tomas Martin Etcheverry,Denis Shapovalov
2026-03-06T13:47:00Z,,63.00
2026-03-06T14:12:00Z,,63.00
2026-03-06T14:14:00Z,,63.00
2026-03-06T14:18:00Z,,63.00
2026-03-06T14:22:00Z,37.00,63.00
2026-03-06T14:24:00Z,37.00,63.00
2026-03-06T14:25:00Z,37.00,63.00
2026-03-06T14:27:00Z,37.00,64.00
2026-03-06T14:28:00Z,37.00,64.00
2026-03-06T14:29:00Z,37.00,64.00
2026-03-06T14:32:00Z,37.00,65.00
2026-03-06T14:34:00Z,37.00,65.00
2026-03-06T14:50:00Z,37.00,65.00
2026-03-06T15:07:00Z,37.00,65.00
2026-03-06T15:16:00Z,37.00,64.00
2026-03-06T15:20:00Z,37.00,64.00
2026-03-06T15:24:00Z,37.00,64.00
2026-03-06T15:38:00Z,37.00,64.00
2026-03-06T15:39:00Z,37.00,64.00
2026-03-06T15:47:00Z,37.00,64.00
2026-03-06T15:48:00Z,36.00,64.00
2026-03-06T16:04:00Z,36.00,63.00
2026-03-06T16:05:00Z,36.00,63.00
2026-03-06T16:08:00Z,37.00,63.00
2026-03-06T16:15:00Z,37.00,63.00
2026-03-06T16:20:00Z,37.00,63.00
2026-03-06T16:23:00Z,37.00,63.00
2026-03-06T16:24:00Z,37.00,63.00
2026-03-06T16:56:00Z,37.00,64.00
2026-03-06T16:57:00Z,37.00,64.00
2026-03-06T17:01:00Z,37.00,64.00
2026-03-06T17:02:00Z,37.00,64.00
2026-03-06T17:06:00Z,37.00,64.00
2026-03-06T17:07:00Z,37.00,64.38
2026-03-06T17:10:00Z,37.00,65.00
2026-03-06T17:14:00Z,37.00,65.00
2026-03-06T17:15:00Z,37.00,65.00
2026-03-06T17:16:00Z,37.00,65.00
2026-03-06T17:17:00Z,37.00,65.00
2026-03-06T17:26:00Z,37.00,65.00
2026-03-06T17:27:00Z,37.00,64.67
2026-03-06T17:38:00Z,37.00,64.67
2026-03-06T17:39:00Z,37.00,64.00
2026-03-06T17:42:00Z,37.00,63.00
2026-03-06T17:43:00Z,37.00,64.00
2026-03-06T17:50:00Z,37.00,64.00
2026-03-06T17:52:00Z,37.00,64.00
2026-03-06T17:54:00Z,37.00,64.00
