# event_ticker=KXATPCHALLENGERMATCH-26MAR06SCHCEC
# final_score=6-2 7-6(8)
# score_resolution=6-2 7-6
# match_winner=Joel Schwaerzler
# fav_player=Joel Schwaerzler
# dog_player=Marco Cecchinato
# kalshi_date=2026-03-06
timestamp,Joel Schwaerzler,Marco Cecchinato
2026-03-06T11:19:00Z,55.04,44.00
2026-03-06T11:23:00Z,56.00,47.00
2026-03-06T11:24:00Z,56.00,47.00
2026-03-06T11:25:00Z,56.00,47.00
2026-03-06T11:26:00Z,56.00,47.00
2026-03-06T11:27:00Z,56.00,47.00
2026-03-06T11:28:00Z,56.00,47.00
2026-03-06T11:29:00Z,56.00,47.00
2026-03-06T11:30:00Z,56.00,47.00
2026-03-06T11:31:00Z,54.00,47.00
2026-03-06T11:33:00Z,54.00,47.00
2026-03-06T11:35:00Z,55.00,47.09
2026-03-06T11:37:00Z,55.00,48.00
2026-03-06T11:38:00Z,54.00,48.00
2026-03-06T11:39:00Z,54.07,48.00
2026-03-06T11:40:00Z,55.01,47.09
2026-03-06T11:41:00Z,55.35,44.84
2026-03-06T11:42:00Z,57.99,42.00
2026-03-06T11:43:00Z,61.84,43.27
2026-03-06T11:44:00Z,54.31,48.86
2026-03-06T11:45:00Z,53.95,47.05
2026-03-06T11:46:00Z,53.78,47.05
2026-03-06T11:47:00Z,55.49,47.57
2026-03-06T11:48:00Z,59.32,38.30
2026-03-06T11:49:00Z,66.82,35.08
2026-03-06T11:50:00Z,56.61,48.00
2026-03-06T11:51:00Z,52.78,48.00
2026-03-06T11:52:00Z,53.00,48.39
2026-03-06T11:53:00Z,54.04,48.38
2026-03-06T11:54:00Z,55.77,48.38
2026-03-06T11:55:00Z,55.56,47.09
2026-03-06T11:56:00Z,57.06,41.86
2026-03-06T11:57:00Z,68.62,30.60
2026-03-06T11:58:00Z,71.40,30.29
2026-03-06T11:59:00Z,75.00,25.74
2026-03-06T12:00:00Z,77.14,23.29
2026-03-06T12:01:00Z,78.80,22.00
2026-03-06T12:02:00Z,76.17,25.59
2026-03-06T12:03:00Z,66.79,33.07
2026-03-06T12:04:00Z,72.03,29.00
2026-03-06T12:05:00Z,76.28,26.94
2026-03-06T12:06:00Z,79.18,19.56
2026-03-06T12:07:00Z,84.08,15.17
2026-03-06T12:08:00Z,82.55,15.99
2026-03-06T12:09:00Z,84.45,16.00
2026-03-06T12:10:00Z,86.97,15.23
2026-03-06T12:11:00Z,86.61,16.00
2026-03-06T12:12:00Z,85.72,16.10
2026-03-06T12:13:00Z,85.45,16.39
2026-03-06T12:14:00Z,85.62,16.00
2026-03-06T12:15:00Z,87.82,10.99
2026-03-06T12:16:00Z,90.97,9.06
2026-03-06T12:17:00Z,92.71,10.83
2026-03-06T12:18:00Z,89.73,13.67
2026-03-06T12:19:00Z,88.18,13.51
2026-03-06T12:20:00Z,88.00,15.07
2026-03-06T12:21:00Z,87.32,14.07
2026-03-06T12:22:00Z,87.35,15.30
2026-03-06T12:23:00Z,84.84,15.11
2026-03-06T12:24:00Z,85.71,15.29
2026-03-06T12:25:00Z,81.57,19.32
2026-03-06T12:26:00Z,82.51,18.76
2026-03-06T12:27:00Z,83.52,16.85
2026-03-06T12:28:00Z,85.89,16.04
2026-03-06T12:29:00Z,84.95,15.99
2026-03-06T12:30:00Z,83.51,18.30
2026-03-06T12:31:00Z,81.81,19.00
2026-03-06T12:32:00Z,84.32,18.78
2026-03-06T12:33:00Z,85.05,16.43
2026-03-06T12:34:00Z,85.07,16.42
2026-03-06T12:35:00Z,84.19,19.21
2026-03-06T12:36:00Z,85.28,18.32
2026-03-06T12:37:00Z,82.92,17.59
2026-03-06T12:38:00Z,83.00,18.87
2026-03-06T12:39:00Z,83.98,18.82
2026-03-06T12:40:00Z,83.16,16.94
2026-03-06T12:41:00Z,84.20,16.94
2026-03-06T12:42:00Z,83.47,17.00
2026-03-06T12:43:00Z,82.62,21.95
2026-03-06T12:44:00Z,79.71,20.69
2026-03-06T12:45:00Z,81.00,21.00
2026-03-06T12:46:00Z,80.10,25.40
2026-03-06T12:47:00Z,77.64,25.46
2026-03-06T12:48:00Z,78.69,24.45
2026-03-06T12:49:00Z,80.41,27.29
2026-03-06T12:50:00Z,78.02,24.12
2026-03-06T12:51:00Z,76.21,24.54
2026-03-06T12:52:00Z,79.59,21.93
2026-03-06T12:53:00Z,81.00,21.67
2026-03-06T12:54:00Z,78.02,23.91
2026-03-06T12:55:00Z,76.33,24.99
2026-03-06T12:56:00Z,76.00,24.00
2026-03-06T12:57:00Z,77.55,23.04
2026-03-06T12:58:00Z,80.42,23.36
2026-03-06T12:59:00Z,79.30,22.76
2026-03-06T13:00:00Z,78.41,20.39
2026-03-06T13:01:00Z,82.21,18.61
2026-03-06T13:02:00Z,80.81,22.14
2026-03-06T13:03:00Z,80.56,20.56
2026-03-06T13:04:00Z,78.20,23.62
2026-03-06T13:05:00Z,76.75,24.99
2026-03-06T13:06:00Z,76.14,24.99
2026-03-06T13:07:00Z,78.00,23.73
2026-03-06T13:08:00Z,80.34,19.47
2026-03-06T13:09:00Z,79.12,24.34
2026-03-06T13:10:00Z,73.19,28.62
2026-03-06T13:11:00Z,76.21,22.47
2026-03-06T13:12:00Z,80.00,20.37
2026-03-06T13:13:00Z,83.02,15.83
2026-03-06T13:14:00Z,75.45,26.17
2026-03-06T13:15:00Z,82.00,21.64
2026-03-06T13:16:00Z,87.32,13.73
2026-03-06T13:17:00Z,82.82,17.88
2026-03-06T13:18:00Z,73.70,26.16
2026-03-06T13:19:00Z,83.87,16.88
2026-03-06T13:20:00Z,92.09,8.42
2026-03-06T13:21:00Z,98.69,1.56
2026-03-06T13:22:00Z,99.00,1.56
