# event_ticker=KXATPCHALLENGERMATCH-26MAR06SCHCEC
# final_score=6-2 7-6(8)
# score_resolution=6-2 7-6
# match_winner=Joel Schwaerzler
# fav_player=Joel Schwaerzler
# dog_player=Marco Cecchinato
# kalshi_date=2026-03-06
timestamp,Joel Schwaerzler,Marco Cecchinato
2026-03-06T02:16:00Z,,42.00
2026-03-06T02:33:00Z,61.00,42.00
2026-03-06T03:28:00Z,61.00,42.00
2026-03-06T04:01:00Z,57.00,42.00
2026-03-06T04:02:00Z,57.00,45.00
2026-03-06T04:19:00Z,58.00,45.00
2026-03-06T04:47:00Z,58.00,45.00
2026-03-06T04:54:00Z,58.00,45.00
2026-03-06T04:59:00Z,58.00,45.00
2026-03-06T05:08:00Z,57.00,45.00
2026-03-06T05:17:00Z,56.00,45.00
2026-03-06T05:20:00Z,56.00,45.00
2026-03-06T05:24:00Z,56.00,45.00
2026-03-06T05:29:00Z,56.00,45.00
2026-03-06T05:31:00Z,56.00,45.00
2026-03-06T05:32:00Z,56.00,45.00
2026-03-06T05:49:00Z,56.00,45.00
2026-03-06T05:51:00Z,56.00,44.00
2026-03-06T05:54:00Z,56.00,44.00
2026-03-06T06:01:00Z,56.00,44.00
2026-03-06T06:07:00Z,56.00,45.00
2026-03-06T06:09:00Z,56.00,45.00
2026-03-06T06:12:00Z,54.71,47.39
2026-03-06T06:13:00Z,54.71,49.48
2026-03-06T06:14:00Z,54.71,50.73
2026-03-06T06:15:00Z,53.00,50.80
2026-03-06T06:21:00Z,51.00,50.80
2026-03-06T06:23:00Z,51.00,50.80
2026-03-06T06:25:00Z,51.00,50.80
2026-03-06T06:26:00Z,51.71,50.80
2026-03-06T06:27:00Z,51.71,50.80
2026-03-06T06:28:00Z,51.71,49.99
2026-03-06T06:32:00Z,51.71,50.00
2026-03-06T06:34:00Z,51.00,50.00
2026-03-06T06:41:00Z,51.01,50.00
2026-03-06T06:44:00Z,51.00,50.00
2026-03-06T06:45:00Z,53.12,50.00
2026-03-06T06:46:00Z,52.00,50.00
2026-03-06T06:48:00Z,53.40,50.00
2026-03-06T06:50:00Z,54.00,50.00
2026-03-06T06:51:00Z,54.00,50.00
2026-03-06T06:52:00Z,54.00,50.00
2026-03-06T06:53:00Z,54.00,50.00
2026-03-06T06:54:00Z,54.00,49.00
2026-03-06T06:55:00Z,54.00,49.00
2026-03-06T06:57:00Z,54.00,49.00
2026-03-06T06:58:00Z,54.00,49.00
2026-03-06T06:59:00Z,54.00,49.00
2026-03-06T07:02:00Z,54.00,49.00
2026-03-06T07:05:00Z,54.00,49.00
2026-03-06T07:06:00Z,54.00,49.00
2026-03-06T07:07:00Z,54.49,49.00
2026-03-06T07:09:00Z,54.49,48.00
2026-03-06T07:13:00Z,55.00,48.00
2026-03-06T07:15:00Z,55.00,48.00
2026-03-06T07:16:00Z,55.00,48.64
2026-03-06T07:17:00Z,51.69,48.64
2026-03-06T07:20:00Z,53.00,48.64
2026-03-06T07:21:00Z,51.98,48.64
2026-03-06T07:22:00Z,51.98,49.00
2026-03-06T07:23:00Z,51.98,49.00
2026-03-06T07:24:00Z,54.00,49.00
2026-03-06T07:34:00Z,54.00,48.00
2026-03-06T07:38:00Z,54.00,48.00
2026-03-06T07:39:00Z,54.02,48.00
2026-03-06T07:40:00Z,55.00,48.00
2026-03-06T07:41:00Z,55.00,48.00
2026-03-06T07:46:00Z,55.00,48.00
2026-03-06T07:50:00Z,55.00,48.00
2026-03-06T08:01:00Z,55.00,48.00
2026-03-06T08:03:00Z,55.00,48.00
2026-03-06T08:10:00Z,55.00,47.00
2026-03-06T08:13:00Z,55.00,47.00
2026-03-06T08:22:00Z,55.00,47.00
2026-03-06T08:32:00Z,55.00,47.00
2026-03-06T08:34:00Z,55.66,47.00
2026-03-06T08:36:00Z,55.66,45.00
2026-03-06T08:38:00Z,55.66,47.00
2026-03-06T08:46:00Z,56.00,47.00
2026-03-06T08:49:00Z,56.00,47.00
2026-03-06T09:00:00Z,56.00,47.00
2026-03-06T09:02:00Z,56.00,47.00
2026-03-06T09:07:00Z,56.00,45.00
2026-03-06T09:14:00Z,56.00,45.00
2026-03-06T09:17:00Z,56.00,45.00
2026-03-06T09:19:00Z,56.00,45.00
2026-03-06T09:29:00Z,56.00,45.00
2026-03-06T09:30:00Z,56.00,45.00
2026-03-06T09:33:00Z,56.00,45.00
2026-03-06T09:34:00Z,56.00,45.00
2026-03-06T09:35:00Z,56.00,46.00
2026-03-06T09:38:00Z,53.00,46.00
2026-03-06T09:44:00Z,53.00,46.00
2026-03-06T09:48:00Z,56.00,46.00
2026-03-06T09:49:00Z,56.00,46.00
2026-03-06T09:50:00Z,56.00,46.00
2026-03-06T09:51:00Z,56.00,46.00
2026-03-06T09:52:00Z,56.00,46.00
2026-03-06T09:53:00Z,56.00,46.00
2026-03-06T09:56:00Z,56.00,46.00
2026-03-06T09:57:00Z,56.00,46.00
2026-03-06T09:59:00Z,56.00,46.00
2026-03-06T10:02:00Z,56.00,46.00
2026-03-06T10:03:00Z,56.00,46.00
2026-03-06T10:04:00Z,56.00,46.00
2026-03-06T10:14:00Z,56.00,46.00
2026-03-06T10:16:00Z,56.00,46.00
2026-03-06T10:20:00Z,56.00,46.00
2026-03-06T10:21:00Z,56.00,46.00
2026-03-06T10:25:00Z,56.00,46.00
2026-03-06T10:26:00Z,56.00,46.00
2026-03-06T10:28:00Z,56.00,46.00
2026-03-06T10:29:00Z,56.00,46.00
2026-03-06T10:31:00Z,57.00,46.00
2026-03-06T10:35:00Z,57.00,46.00
2026-03-06T10:36:00Z,57.00,46.00
2026-03-06T10:37:00Z,57.00,46.00
2026-03-06T10:38:00Z,57.00,46.00
2026-03-06T10:39:00Z,56.00,46.00
2026-03-06T10:40:00Z,56.00,46.00
2026-03-06T10:43:00Z,56.00,46.00
2026-03-06T10:46:00Z,56.00,46.00
2026-03-06T10:47:00Z,56.00,46.00
2026-03-06T10:48:00Z,56.00,46.00
2026-03-06T10:56:00Z,56.00,46.00
2026-03-06T10:57:00Z,56.00,46.98
2026-03-06T11:00:00Z,55.00,46.98
2026-03-06T11:01:00Z,56.00,47.00
2026-03-06T11:04:00Z,55.00,47.00
2026-03-06T11:05:00Z,55.00,47.00
2026-03-06T11:14:00Z,55.00,47.00
2026-03-06T11:16:00Z,55.00,47.00
2026-03-06T11:18:00Z,55.00,44.00
