# event_ticker=KXATPMATCH-25OCT27SONKOR
# final_score=6-2 6-3
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Sonego
# dog_player=Sebastian Korda
# kalshi_date=2025-10-27
timestamp,Lorenzo Sonego,Sebastian Korda
2025-10-27T13:47:00Z,36.00,64.00
2025-10-27T13:48:00Z,36.00,64.00
2025-10-27T13:54:00Z,36.00,64.00
2025-10-27T13:56:00Z,36.00,64.00
2025-10-27T13:57:00Z,36.00,64.00
2025-10-27T13:58:00Z,36.00,64.00
2025-10-27T14:00:00Z,36.00,64.00
2025-10-27T14:02:00Z,36.00,64.00
2025-10-27T14:03:00Z,36.00,64.00
2025-10-27T14:05:00Z,36.00,64.00
2025-10-27T14:06:00Z,36.00,64.00
2025-10-27T14:07:00Z,36.00,64.00
2025-10-27T14:09:00Z,36.00,64.00
2025-10-27T14:13:00Z,36.00,64.00
2025-10-27T14:16:00Z,36.00,63.00
2025-10-27T14:19:00Z,36.00,64.00
2025-10-27T14:21:00Z,37.00,64.00
2025-10-27T14:22:00Z,37.00,64.00
2025-10-27T14:23:00Z,37.00,64.00
2025-10-27T14:25:00Z,36.80,64.00
2025-10-27T14:26:00Z,36.80,64.00
2025-10-27T14:27:00Z,37.00,64.00
2025-10-27T14:28:00Z,37.00,64.00
2025-10-27T14:31:00Z,37.00,64.00
2025-10-27T14:32:00Z,37.00,64.00
2025-10-27T14:38:00Z,37.00,64.94
2025-10-27T14:39:00Z,37.00,65.00
2025-10-27T14:40:00Z,38.00,65.00
2025-10-27T14:42:00Z,38.00,66.00
2025-10-27T14:44:00Z,36.00,66.00
2025-10-27T14:49:00Z,36.00,66.00
2025-10-27T14:50:00Z,36.00,66.00
2025-10-27T14:52:00Z,36.87,66.00
2025-10-27T14:56:00Z,36.87,65.00
2025-10-27T14:57:00Z,36.87,65.00
2025-10-27T14:59:00Z,36.87,65.00
2025-10-27T15:00:00Z,36.87,65.00
2025-10-27T15:02:00Z,37.00,65.00
2025-10-27T15:03:00Z,37.00,65.00
2025-10-27T15:04:00Z,37.00,65.00
2025-10-27T15:07:00Z,37.00,65.00
2025-10-27T15:09:00Z,37.00,65.00
2025-10-27T15:10:00Z,37.00,65.31
2025-10-27T15:11:00Z,36.00,65.31
2025-10-27T15:13:00Z,36.00,65.00
2025-10-27T15:14:00Z,36.00,65.00
2025-10-27T15:16:00Z,36.00,65.00
2025-10-27T15:18:00Z,36.68,65.00
2025-10-27T15:20:00Z,37.00,65.00
2025-10-27T15:22:00Z,37.00,63.91
2025-10-27T15:23:00Z,37.00,65.00
2025-10-27T15:24:00Z,37.00,65.00
2025-10-27T15:26:00Z,37.00,65.00
2025-10-27T15:27:00Z,37.00,65.00
2025-10-27T15:28:00Z,37.00,65.00
2025-10-27T15:33:00Z,37.00,65.00
2025-10-27T15:35:00Z,37.00,65.00
2025-10-27T15:36:00Z,37.00,65.00
2025-10-27T15:38:00Z,36.00,65.00
2025-10-27T15:41:00Z,36.00,65.00
2025-10-27T15:42:00Z,37.00,65.00
2025-10-27T15:43:00Z,37.00,65.00
2025-10-27T15:46:00Z,37.00,65.00
2025-10-27T15:48:00Z,36.00,65.00
2025-10-27T15:49:00Z,36.00,65.00
2025-10-27T15:50:00Z,36.00,64.00
2025-10-27T15:51:00Z,36.00,65.09
2025-10-27T15:52:00Z,36.00,64.00
2025-10-27T15:54:00Z,36.00,64.00
2025-10-27T15:55:00Z,36.00,65.00
2025-10-27T15:56:00Z,36.00,65.00
2025-10-27T15:57:00Z,36.00,65.00
2025-10-27T15:58:00Z,36.00,65.00
2025-10-27T15:59:00Z,36.00,65.00
2025-10-27T16:00:00Z,36.00,64.47
2025-10-27T16:01:00Z,36.00,66.00
2025-10-27T16:02:00Z,35.00,66.00
2025-10-27T16:03:00Z,35.00,66.00
2025-10-27T16:04:00Z,35.00,65.94
2025-10-27T16:05:00Z,35.00,66.00
2025-10-27T16:06:00Z,35.00,67.00
2025-10-27T16:07:00Z,34.54,67.00
2025-10-27T16:08:00Z,34.00,67.00
2025-10-27T16:09:00Z,34.00,67.00
2025-10-27T16:10:00Z,36.00,67.00
2025-10-27T16:11:00Z,36.00,67.00
2025-10-27T16:12:00Z,36.47,67.00
2025-10-27T16:13:00Z,33.80,66.65
2025-10-27T16:14:00Z,34.38,67.38
2025-10-27T16:15:00Z,34.81,66.65
2025-10-27T16:16:00Z,33.28,67.30
2025-10-27T16:17:00Z,32.89,68.00
2025-10-27T16:18:00Z,30.08,71.34
2025-10-27T16:19:00Z,28.63,72.42
2025-10-27T16:20:00Z,31.00,71.00
2025-10-27T16:21:00Z,33.00,66.03
2025-10-27T16:22:00Z,37.55,65.10
2025-10-27T16:23:00Z,40.06,61.79
2025-10-27T16:24:00Z,40.87,58.49
2025-10-27T16:25:00Z,38.28,62.83
2025-10-27T16:26:00Z,34.00,67.00
2025-10-27T16:27:00Z,34.39,66.00
2025-10-27T16:28:00Z,36.97,65.93
2025-10-27T16:29:00Z,38.22,63.00
2025-10-27T16:30:00Z,38.45,62.82
2025-10-27T16:31:00Z,37.94,63.16
2025-10-27T16:32:00Z,38.44,62.09
2025-10-27T16:33:00Z,50.88,50.65
2025-10-27T16:34:00Z,58.67,40.81
2025-10-27T16:35:00Z,60.56,39.84
2025-10-27T16:36:00Z,62.96,38.40
2025-10-27T16:37:00Z,60.82,39.85
2025-10-27T16:38:00Z,63.22,40.27
2025-10-27T16:39:00Z,65.88,36.06
2025-10-27T16:40:00Z,65.43,33.63
2025-10-27T16:41:00Z,68.94,34.38
2025-10-27T16:42:00Z,72.39,28.08
2025-10-27T16:43:00Z,74.19,26.54
2025-10-27T16:44:00Z,76.60,24.32
2025-10-27T16:45:00Z,76.64,24.41
2025-10-27T16:46:00Z,76.52,23.87
2025-10-27T16:47:00Z,75.69,24.86
2025-10-27T16:48:00Z,74.89,26.54
2025-10-27T16:49:00Z,74.97,27.00
2025-10-27T16:50:00Z,75.50,26.99
2025-10-27T16:51:00Z,74.20,27.49
2025-10-27T16:52:00Z,72.31,28.00
2025-10-27T16:53:00Z,72.99,28.45
2025-10-27T16:54:00Z,70.97,28.43
2025-10-27T16:55:00Z,74.00,27.26
2025-10-27T16:56:00Z,73.88,27.00
2025-10-27T16:57:00Z,73.06,27.89
2025-10-27T16:58:00Z,72.79,28.39
2025-10-27T16:59:00Z,75.86,28.19
2025-10-27T17:00:00Z,71.80,27.99
2025-10-27T17:01:00Z,71.25,28.73
2025-10-27T17:02:00Z,73.73,29.67
2025-10-27T17:03:00Z,70.39,30.54
2025-10-27T17:04:00Z,69.99,31.63
2025-10-27T17:05:00Z,65.59,32.13
2025-10-27T17:06:00Z,67.95,32.46
2025-10-27T17:07:00Z,70.24,32.17
2025-10-27T17:08:00Z,68.69,31.87
2025-10-27T17:09:00Z,72.33,29.90
2025-10-27T17:10:00Z,71.03,30.77
2025-10-27T17:11:00Z,70.85,29.57
2025-10-27T17:12:00Z,73.74,29.73
2025-10-27T17:13:00Z,71.60,27.50
2025-10-27T17:14:00Z,73.11,28.78
2025-10-27T17:15:00Z,85.64,16.39
2025-10-27T17:16:00Z,93.09,8.52
2025-10-27T17:17:00Z,94.10,9.28
2025-10-27T17:18:00Z,92.29,9.05
2025-10-27T17:19:00Z,92.74,7.95
2025-10-27T17:20:00Z,91.85,10.11
2025-10-27T17:21:00Z,88.87,12.83
2025-10-27T17:22:00Z,81.64,21.38
2025-10-27T17:23:00Z,81.62,21.76
2025-10-27T17:24:00Z,88.08,12.31
2025-10-27T17:25:00Z,82.22,14.83
2025-10-27T17:26:00Z,84.57,16.10
2025-10-27T17:27:00Z,85.21,15.70
2025-10-27T17:28:00Z,74.18,25.42
2025-10-27T17:29:00Z,75.03,26.05
2025-10-27T17:30:00Z,78.50,21.83
2025-10-27T17:31:00Z,87.66,14.41
2025-10-27T17:32:00Z,79.30,21.58
2025-10-27T17:33:00Z,79.26,24.86
2025-10-27T17:34:00Z,91.55,8.44
2025-10-27T17:35:00Z,93.57,8.09
2025-10-27T17:36:00Z,95.84,5.98
2025-10-27T17:37:00Z,97.77,2.41
2025-10-27T17:38:00Z,98.28,3.10
2025-10-27T17:39:00Z,98.44,2.27
2025-10-27T17:40:00Z,99.00,1.05
2025-10-27T17:41:00Z,99.00,1.05
2025-10-27T17:42:00Z,99.00,1.05
