# event_ticker=KXATPCHALLENGERMATCH-26MAR11QUISHE
# final_score=6-7(4) 6-4 6-2
# score_resolution=7-6 4-6 2-6
# match_winner=Ethan Quinn
# fav_player=Alexander Shevchenko
# dog_player=Ethan Quinn
# kalshi_date=2026-03-11
timestamp,Alexander Shevchenko,Ethan Quinn
2026-03-12T01:47:00Z,35.00,65.80
2026-03-12T01:49:00Z,37.00,65.80
2026-03-12T01:51:00Z,37.00,66.00
2026-03-12T01:53:00Z,37.00,66.00
2026-03-12T01:54:00Z,37.00,65.00
2026-03-12T02:00:00Z,33.00,65.00
2026-03-12T02:02:00Z,33.00,70.00
2026-03-12T02:03:00Z,29.00,71.00
2026-03-12T02:04:00Z,38.00,65.17
2026-03-12T02:05:00Z,38.00,63.85
2026-03-12T02:06:00Z,37.00,63.85
2026-03-12T02:07:00Z,37.00,64.22
2026-03-12T02:08:00Z,40.57,59.06
2026-03-12T02:09:00Z,42.00,60.00
2026-03-12T02:10:00Z,42.00,65.00
2026-03-12T02:11:00Z,36.00,64.89
2026-03-12T02:12:00Z,32.00,64.89
2026-03-12T02:13:00Z,30.01,64.89
2026-03-12T02:14:00Z,33.10,67.00
2026-03-12T02:15:00Z,35.07,67.00
2026-03-12T02:16:00Z,44.11,58.05
2026-03-12T02:17:00Z,51.50,48.00
2026-03-12T02:18:00Z,54.41,46.36
2026-03-12T02:19:00Z,54.41,45.00
2026-03-12T02:20:00Z,57.99,41.19
2026-03-12T02:21:00Z,59.00,40.00
2026-03-12T02:22:00Z,58.00,40.29
2026-03-12T02:23:00Z,54.90,48.00
2026-03-12T02:24:00Z,57.29,43.39
2026-03-12T02:25:00Z,58.91,43.47
2026-03-12T02:26:00Z,60.00,43.78
2026-03-12T02:27:00Z,56.21,43.84
2026-03-12T02:28:00Z,56.47,45.26
2026-03-12T02:29:00Z,56.00,42.35
2026-03-12T02:30:00Z,60.00,45.41
2026-03-12T02:31:00Z,45.98,53.08
2026-03-12T02:32:00Z,41.00,63.99
2026-03-12T02:33:00Z,47.19,51.00
2026-03-12T02:34:00Z,36.14,60.87
2026-03-12T02:35:00Z,33.00,66.03
2026-03-12T02:36:00Z,36.96,65.00
2026-03-12T02:37:00Z,42.00,60.03
2026-03-12T02:38:00Z,44.66,58.50
2026-03-12T02:39:00Z,41.00,57.83
2026-03-12T02:40:00Z,39.00,60.02
2026-03-12T02:41:00Z,43.00,57.20
2026-03-12T02:42:00Z,46.00,56.71
2026-03-12T02:43:00Z,46.00,61.89
2026-03-12T02:44:00Z,38.27,62.63
2026-03-12T02:45:00Z,38.00,65.00
2026-03-12T02:46:00Z,37.63,63.67
2026-03-12T02:47:00Z,45.83,56.51
2026-03-12T02:48:00Z,54.77,44.31
2026-03-12T02:49:00Z,62.05,44.98
2026-03-12T02:50:00Z,61.62,39.42
2026-03-12T02:51:00Z,53.56,51.17
2026-03-12T02:52:00Z,46.86,52.00
2026-03-12T02:53:00Z,52.57,50.79
2026-03-12T02:54:00Z,66.65,33.17
2026-03-12T02:55:00Z,67.00,34.00
2026-03-12T02:56:00Z,66.63,34.00
2026-03-12T02:57:00Z,66.63,39.16
2026-03-12T02:58:00Z,59.23,40.71
2026-03-12T02:59:00Z,59.23,32.57
2026-03-12T03:00:00Z,70.67,30.89
2026-03-12T03:01:00Z,69.44,32.73
2026-03-12T03:02:00Z,72.40,29.66
2026-03-12T03:03:00Z,68.04,29.53
2026-03-12T03:04:00Z,63.61,36.61
2026-03-12T03:05:00Z,63.61,49.61
2026-03-12T03:06:00Z,57.00,45.55
2026-03-12T03:07:00Z,65.13,42.23
2026-03-12T03:08:00Z,56.83,41.49
2026-03-12T03:09:00Z,49.00,51.81
2026-03-12T03:10:00Z,49.00,52.80
2026-03-12T03:11:00Z,48.00,52.85
2026-03-12T03:12:00Z,46.44,55.41
2026-03-12T03:13:00Z,47.02,56.20
2026-03-12T03:14:00Z,48.01,53.15
2026-03-12T03:15:00Z,48.62,52.80
2026-03-12T03:16:00Z,47.98,53.00
2026-03-12T03:17:00Z,50.57,48.97
2026-03-12T03:18:00Z,53.09,51.00
2026-03-12T03:19:00Z,53.11,49.47
2026-03-12T03:20:00Z,45.00,55.54
2026-03-12T03:21:00Z,41.27,59.05
2026-03-12T03:22:00Z,44.00,58.04
2026-03-12T03:23:00Z,43.75,55.61
2026-03-12T03:24:00Z,45.96,54.77
2026-03-12T03:25:00Z,46.24,55.40
2026-03-12T03:26:00Z,54.53,48.74
2026-03-12T03:27:00Z,57.82,44.44
2026-03-12T03:28:00Z,53.06,48.21
2026-03-12T03:29:00Z,42.13,57.00
2026-03-12T03:30:00Z,35.25,63.22
2026-03-12T03:31:00Z,35.48,64.00
2026-03-12T03:32:00Z,43.00,60.37
2026-03-12T03:33:00Z,40.35,61.35
2026-03-12T03:34:00Z,38.32,60.83
2026-03-12T03:35:00Z,38.32,57.99
2026-03-12T03:36:00Z,44.00,56.07
2026-03-12T03:37:00Z,53.92,57.54
2026-03-12T03:38:00Z,51.47,42.02
2026-03-12T03:39:00Z,63.69,34.94
2026-03-12T03:40:00Z,46.88,55.92
2026-03-12T03:41:00Z,41.00,59.21
2026-03-12T03:42:00Z,38.80,60.16
2026-03-12T03:43:00Z,37.08,62.38
2026-03-12T03:44:00Z,43.54,58.65
2026-03-12T03:45:00Z,41.75,55.05
2026-03-12T03:46:00Z,48.00,54.94
2026-03-12T03:47:00Z,44.95,56.70
2026-03-12T03:48:00Z,42.21,58.01
2026-03-12T03:49:00Z,41.03,62.35
2026-03-12T03:50:00Z,41.66,62.44
2026-03-12T03:51:00Z,42.29,60.58
2026-03-12T03:52:00Z,40.46,60.70
2026-03-12T03:53:00Z,44.17,58.18
2026-03-12T03:54:00Z,46.12,55.23
2026-03-12T03:55:00Z,45.12,57.27
2026-03-12T03:56:00Z,46.74,54.97
2026-03-12T03:57:00Z,46.41,54.47
2026-03-12T03:58:00Z,45.97,53.19
2026-03-12T03:59:00Z,36.18,64.97
2026-03-12T04:00:00Z,27.50,77.46
2026-03-12T04:01:00Z,15.23,85.26
2026-03-12T04:02:00Z,13.82,86.01
2026-03-12T04:03:00Z,13.34,86.51
2026-03-12T04:04:00Z,10.51,90.30
2026-03-12T04:05:00Z,17.59,84.37
2026-03-12T04:06:00Z,12.85,88.12
2026-03-12T04:07:00Z,8.48,91.98
2026-03-12T04:08:00Z,2.35,98.15
2026-03-12T04:09:00Z,1.00,99.00
2026-03-12T04:10:00Z,1.00,99.00
2026-03-12T04:11:00Z,1.00,99.00
2026-03-12T04:12:00Z,1.00,99.00
2026-03-12T04:13:00Z,1.00,99.00
2026-03-12T04:14:00Z,1.00,99.00
2026-03-12T04:15:00Z,1.00,99.00
2026-03-12T04:16:00Z,1.00,99.00
2026-03-12T04:17:00Z,1.00,99.00
