# event_ticker=KXATPMATCH-25SEP26SONZVE
# final_score=6-4 6-3
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Lorenzo Sonego
# kalshi_date=2025-09-26
timestamp,Alexander Zverev,Lorenzo Sonego
2025-09-26T02:57:00Z,77.00,
2025-09-26T03:44:00Z,77.00,
2025-09-26T03:51:00Z,77.00,23.00
2025-09-26T04:15:00Z,80.00,23.00
2025-09-26T04:26:00Z,80.00,23.00
2025-09-26T04:48:00Z,80.00,23.00
2025-09-26T05:04:00Z,80.00,23.00
2025-09-26T05:14:00Z,80.00,23.00
2025-09-26T05:20:00Z,80.00,23.00
2025-09-26T05:36:00Z,80.00,23.00
2025-09-26T05:41:00Z,80.00,23.00
2025-09-26T05:44:00Z,80.00,23.00
2025-09-26T05:48:00Z,80.00,23.00
2025-09-26T06:25:00Z,80.00,23.00
2025-09-26T06:27:00Z,80.00,23.00
2025-09-26T06:33:00Z,80.00,23.00
2025-09-26T06:56:00Z,80.00,23.00
2025-09-26T07:00:00Z,80.00,23.00
2025-09-26T07:13:00Z,80.00,23.00
2025-09-26T07:28:00Z,80.00,23.00
2025-09-26T07:30:00Z,80.00,23.00
2025-09-26T08:15:00Z,80.00,22.00
2025-09-26T08:42:00Z,80.00,21.86
2025-09-26T08:55:00Z,80.00,23.00
2025-09-26T09:20:00Z,79.00,23.00
2025-09-26T09:57:00Z,79.00,23.00
2025-09-26T09:58:00Z,79.00,23.00
2025-09-26T10:06:00Z,79.00,23.00
2025-09-26T10:12:00Z,80.03,23.00
2025-09-26T11:03:00Z,79.00,23.00
2025-09-26T11:18:00Z,79.00,23.00
2025-09-26T11:20:00Z,78.00,23.00
2025-09-26T11:21:00Z,78.00,23.00
2025-09-26T11:23:00Z,78.00,23.00
2025-09-26T11:28:00Z,78.00,23.00
2025-09-26T11:30:00Z,78.00,23.00
2025-09-26T11:33:00Z,78.00,23.00
2025-09-26T11:42:00Z,78.00,24.00
2025-09-26T11:45:00Z,79.00,24.00
2025-09-26T11:47:00Z,79.00,24.00
2025-09-26T11:48:00Z,79.00,24.00
2025-09-26T11:56:00Z,79.00,24.00
2025-09-26T12:01:00Z,79.00,24.00
2025-09-26T12:12:00Z,79.00,23.00
2025-09-26T12:17:00Z,79.00,23.00
2025-09-26T12:22:00Z,79.00,23.00
2025-09-26T12:26:00Z,79.00,23.00
2025-09-26T12:29:00Z,79.00,23.00
2025-09-26T12:30:00Z,79.00,23.00
2025-09-26T12:31:00Z,79.00,23.00
2025-09-26T12:33:00Z,79.00,23.00
2025-09-26T12:35:00Z,79.00,24.00
2025-09-26T12:36:00Z,78.00,24.00
2025-09-26T12:38:00Z,78.00,24.00
2025-09-26T12:39:00Z,78.56,24.00
2025-09-26T12:40:00Z,78.56,24.00
2025-09-26T12:43:00Z,79.00,24.00
2025-09-26T12:44:00Z,79.00,24.00
2025-09-26T12:45:00Z,79.00,24.00
2025-09-26T12:47:00Z,79.00,24.00
2025-09-26T12:48:00Z,79.00,24.00
2025-09-26T12:50:00Z,79.28,24.00
2025-09-26T12:51:00Z,80.10,24.00
2025-09-26T12:53:00Z,84.00,20.00
2025-09-26T12:54:00Z,84.00,19.21
2025-09-26T12:55:00Z,82.93,19.21
2025-09-26T12:56:00Z,82.93,19.00
2025-09-26T12:58:00Z,80.00,21.00
2025-09-26T12:59:00Z,80.00,21.00
2025-09-26T13:00:00Z,81.54,21.00
2025-09-26T13:01:00Z,81.00,20.98
2025-09-26T13:02:00Z,81.00,20.47
2025-09-26T13:03:00Z,81.00,20.00
2025-09-26T13:04:00Z,83.69,19.00
2025-09-26T13:05:00Z,81.20,19.00
2025-09-26T13:06:00Z,81.20,21.81
2025-09-26T13:07:00Z,80.02,22.93
2025-09-26T13:08:00Z,81.00,20.00
2025-09-26T13:09:00Z,81.85,18.00
2025-09-26T13:10:00Z,83.04,18.00
2025-09-26T13:11:00Z,83.04,20.00
2025-09-26T13:12:00Z,85.00,18.09
2025-09-26T13:13:00Z,85.32,18.09
2025-09-26T13:14:00Z,87.00,16.91
2025-09-26T13:15:00Z,87.00,15.55
2025-09-26T13:16:00Z,87.00,18.00
2025-09-26T13:17:00Z,87.00,19.04
2025-09-26T13:18:00Z,82.00,20.00
2025-09-26T13:19:00Z,82.00,19.01
2025-09-26T13:20:00Z,82.00,19.01
2025-09-26T13:21:00Z,82.00,20.63
2025-09-26T13:22:00Z,82.00,21.13
2025-09-26T13:23:00Z,80.00,20.00
2025-09-26T13:24:00Z,82.11,19.00
2025-09-26T13:25:00Z,81.17,19.00
2025-09-26T13:26:00Z,83.00,19.84
2025-09-26T13:27:00Z,81.00,18.00
2025-09-26T13:28:00Z,83.00,21.00
2025-09-26T13:29:00Z,83.25,19.00
2025-09-26T13:30:00Z,80.03,20.10
2025-09-26T13:31:00Z,80.82,20.01
2025-09-26T13:32:00Z,77.54,22.87
2025-09-26T13:33:00Z,80.82,22.00
2025-09-26T13:34:00Z,82.00,18.00
2025-09-26T13:36:00Z,82.33,18.00
2025-09-26T13:37:00Z,84.00,18.00
2025-09-26T13:38:00Z,82.00,18.00
2025-09-26T13:39:00Z,82.00,20.00
2025-09-26T13:40:00Z,82.41,18.70
2025-09-26T13:41:00Z,80.11,21.69
2025-09-26T13:42:00Z,79.24,21.97
2025-09-26T13:43:00Z,80.00,23.55
2025-09-26T13:44:00Z,81.67,20.23
2025-09-26T13:45:00Z,82.00,19.13
2025-09-26T13:46:00Z,82.75,18.07
2025-09-26T13:47:00Z,84.61,17.90
2025-09-26T13:48:00Z,86.05,14.46
2025-09-26T13:49:00Z,90.25,12.69
2025-09-26T13:50:00Z,92.37,7.34
2025-09-26T13:51:00Z,94.61,8.00
2025-09-26T13:52:00Z,94.19,6.85
2025-09-26T13:53:00Z,92.95,7.22
2025-09-26T13:54:00Z,95.00,6.00
2025-09-26T13:55:00Z,94.99,6.97
2025-09-26T13:56:00Z,94.99,6.48
2025-09-26T13:57:00Z,95.71,4.37
2025-09-26T13:58:00Z,94.20,7.00
2025-09-26T13:59:00Z,93.00,8.31
2025-09-26T14:00:00Z,94.00,8.00
2025-09-26T14:01:00Z,94.43,6.53
2025-09-26T14:02:00Z,95.00,6.60
2025-09-26T14:03:00Z,95.00,5.04
2025-09-26T14:04:00Z,95.22,5.04
2025-09-26T14:05:00Z,95.41,6.04
2025-09-26T14:06:00Z,95.11,7.41
2025-09-26T14:07:00Z,95.00,6.07
2025-09-26T14:08:00Z,97.42,2.33
2025-09-26T14:09:00Z,99.00,2.00
2025-09-26T14:10:00Z,99.00,1.08
2025-09-26T14:11:00Z,99.00,1.08
2025-09-26T14:13:00Z,99.00,1.00
2025-09-26T14:14:00Z,99.00,1.00
2025-09-26T14:17:00Z,99.00,1.00
2025-09-26T14:18:00Z,99.00,1.00
2025-09-26T14:19:00Z,99.00,1.00
2025-09-26T14:22:00Z,99.00,1.00
2025-09-26T14:23:00Z,99.00,1.00
2025-09-26T14:24:00Z,99.00,1.00
2025-09-26T14:25:00Z,99.00,1.00
2025-09-26T14:26:00Z,99.00,1.00
2025-09-26T14:27:00Z,99.00,1.00
2025-09-26T14:28:00Z,99.00,1.00
2025-09-26T14:29:00Z,98.00,1.00
2025-09-26T14:31:00Z,99.00,1.00
