# event_ticker=KXATPMATCH-26APR06BAUBER
# final_score=4-0 RET
# match_winner=Matteo Berrettini
# fav_player=Matteo Berrettini
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-04-06
timestamp,Matteo Berrettini,Roberto Bautista Agut
2026-04-06T21:21:00Z,72.00,
2026-04-06T21:26:00Z,72.00,
2026-04-06T21:31:00Z,72.00,
2026-04-06T21:35:00Z,72.00,
2026-04-06T22:12:00Z,73.00,
2026-04-06T22:25:00Z,73.00,
2026-04-06T22:40:00Z,73.00,
2026-04-06T23:02:00Z,73.00,29.00
2026-04-06T23:08:00Z,73.00,29.00
2026-04-06T23:09:00Z,73.00,29.00
2026-04-06T23:10:00Z,73.00,29.00
2026-04-06T23:11:00Z,73.00,27.00
2026-04-06T23:14:00Z,73.00,27.00
2026-04-06T23:18:00Z,73.00,27.00
2026-04-06T23:32:00Z,73.00,27.00
2026-04-06T23:43:00Z,73.00,27.00
2026-04-06T23:57:00Z,73.00,27.00
2026-04-06T23:58:00Z,72.00,27.00
2026-04-07T00:01:00Z,72.00,29.00
2026-04-07T00:02:00Z,73.00,29.00
2026-04-07T00:18:00Z,73.00,29.00
2026-04-07T00:22:00Z,73.00,29.00
2026-04-07T00:23:00Z,73.00,29.00
2026-04-07T00:25:00Z,73.00,29.00
2026-04-07T00:31:00Z,73.00,29.00
2026-04-07T00:39:00Z,73.00,29.00
2026-04-07T00:46:00Z,73.00,29.00
2026-04-07T01:05:00Z,73.00,29.00
2026-04-07T01:06:00Z,73.00,28.00
2026-04-07T01:07:00Z,73.00,28.00
2026-04-07T01:17:00Z,73.00,28.00
2026-04-07T01:42:00Z,73.00,29.00
2026-04-07T01:44:00Z,73.00,29.00
2026-04-07T01:45:00Z,73.00,29.00
2026-04-07T01:52:00Z,73.00,29.00
2026-04-07T01:57:00Z,73.00,29.00
2026-04-07T02:01:00Z,73.00,29.00
2026-04-07T02:05:00Z,73.00,29.00
2026-04-07T02:07:00Z,73.00,29.00
2026-04-07T02:08:00Z,73.00,29.00
2026-04-07T02:16:00Z,73.00,29.00
2026-04-07T02:26:00Z,73.00,29.00
2026-04-07T02:31:00Z,73.00,29.00
2026-04-07T02:34:00Z,73.00,29.00
2026-04-07T02:39:00Z,71.00,29.00
2026-04-07T02:56:00Z,71.00,27.15
2026-04-07T02:59:00Z,71.00,27.15
2026-04-07T03:01:00Z,73.00,27.15
2026-04-07T03:02:00Z,73.86,27.15
2026-04-07T03:04:00Z,73.86,26.21
2026-04-07T03:06:00Z,74.00,26.21
2026-04-07T03:14:00Z,74.00,26.21
2026-04-07T03:15:00Z,74.00,26.21
2026-04-07T03:19:00Z,74.00,28.00
2026-04-07T03:32:00Z,75.00,28.00
2026-04-07T03:34:00Z,75.00,28.00
2026-04-07T03:35:00Z,75.00,28.00
2026-04-07T03:42:00Z,75.00,25.00
2026-04-07T03:48:00Z,75.00,25.00
2026-04-07T03:49:00Z,75.00,25.00
2026-04-07T03:50:00Z,75.00,27.00
2026-04-07T03:54:00Z,75.00,27.00
2026-04-07T03:56:00Z,75.00,27.00
2026-04-07T03:59:00Z,75.00,27.00
2026-04-07T04:00:00Z,75.00,27.00
2026-04-07T04:04:00Z,75.00,27.00
2026-04-07T04:09:00Z,75.83,27.00
2026-04-07T04:10:00Z,75.09,27.00
2026-04-07T04:13:00Z,75.09,27.00
2026-04-07T04:15:00Z,75.00,27.00
2026-04-07T04:19:00Z,75.00,27.00
2026-04-07T04:21:00Z,75.07,27.00
2026-04-07T04:22:00Z,75.07,27.00
2026-04-07T04:23:00Z,75.00,27.00
2026-04-07T04:24:00Z,75.00,27.00
2026-04-07T04:26:00Z,75.75,27.00
2026-04-07T04:27:00Z,76.00,25.00
2026-04-07T04:29:00Z,76.00,26.80
2026-04-07T04:30:00Z,76.00,24.00
2026-04-07T04:31:00Z,76.00,24.00
2026-04-07T04:34:00Z,76.00,24.00
2026-04-07T04:36:00Z,76.00,27.00
2026-04-07T04:39:00Z,76.00,27.00
2026-04-07T04:40:00Z,76.00,27.00
2026-04-07T04:42:00Z,76.00,27.00
2026-04-07T04:45:00Z,76.00,27.00
2026-04-07T04:47:00Z,76.00,25.00
2026-04-07T04:54:00Z,76.00,25.00
2026-04-07T04:57:00Z,76.00,25.00
2026-04-07T04:58:00Z,76.00,25.00
2026-04-07T04:59:00Z,76.00,25.00
2026-04-07T05:00:00Z,76.00,25.00
2026-04-07T05:07:00Z,74.00,25.00
2026-04-07T05:16:00Z,76.00,25.00
2026-04-07T05:18:00Z,76.00,25.00
2026-04-07T05:24:00Z,76.00,25.00
2026-04-07T05:30:00Z,76.00,25.00
2026-04-07T05:31:00Z,76.00,25.00
2026-04-07T05:37:00Z,76.00,25.00
2026-04-07T05:38:00Z,76.00,25.00
2026-04-07T05:40:00Z,76.00,25.00
2026-04-07T05:44:00Z,75.00,25.00
2026-04-07T05:45:00Z,76.00,25.00
2026-04-07T05:46:00Z,76.00,25.00
2026-04-07T05:47:00Z,76.00,25.00
2026-04-07T05:51:00Z,76.00,25.00
2026-04-07T05:55:00Z,76.00,25.00
2026-04-07T05:57:00Z,76.00,25.00
2026-04-07T05:59:00Z,76.00,25.00
2026-04-07T06:00:00Z,76.00,25.00
2026-04-07T06:02:00Z,76.00,25.00
2026-04-07T06:03:00Z,76.00,25.00
2026-04-07T06:17:00Z,76.00,25.00
2026-04-07T06:19:00Z,76.00,25.00
2026-04-07T06:22:00Z,76.00,25.00
2026-04-07T06:23:00Z,76.00,25.00
2026-04-07T06:24:00Z,76.00,25.00
2026-04-07T06:26:00Z,76.00,25.00
2026-04-07T06:28:00Z,76.00,25.00
2026-04-07T06:29:00Z,76.00,25.00
2026-04-07T06:30:00Z,76.00,25.00
2026-04-07T06:32:00Z,76.00,25.00
2026-04-07T06:34:00Z,76.00,25.00
2026-04-07T06:38:00Z,76.00,25.00
2026-04-07T06:43:00Z,76.00,25.00
2026-04-07T06:45:00Z,76.00,25.00
2026-04-07T06:49:00Z,76.00,25.00
2026-04-07T06:52:00Z,76.00,25.00
2026-04-07T07:03:00Z,76.00,25.00
2026-04-07T07:11:00Z,76.00,24.00
2026-04-07T07:12:00Z,76.00,24.00
2026-04-07T07:13:00Z,76.00,24.00
2026-04-07T07:23:00Z,76.00,24.00
2026-04-07T07:24:00Z,76.00,24.00
2026-04-07T07:30:00Z,76.00,24.00
2026-04-07T07:31:00Z,76.00,25.88
2026-04-07T07:33:00Z,76.00,25.88
2026-04-07T07:36:00Z,76.00,25.88
2026-04-07T07:43:00Z,76.00,25.88
2026-04-07T07:46:00Z,76.00,25.88
2026-04-07T07:53:00Z,76.00,25.88
2026-04-07T07:54:00Z,76.00,25.88
2026-04-07T07:55:00Z,76.00,25.00
2026-04-07T07:59:00Z,76.00,26.00
2026-04-07T08:03:00Z,76.00,26.00
2026-04-07T08:05:00Z,76.00,26.00
