# event_ticker=KXATPMATCH-26APR06BAUBER
# final_score=4-0 RET
# match_winner=Matteo Berrettini
# fav_player=Matteo Berrettini
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-04-06
timestamp,Matteo Berrettini,Roberto Bautista Agut
2026-04-07T08:07:00Z,76.00,25.00
2026-04-07T08:12:00Z,76.00,25.00
2026-04-07T08:17:00Z,76.00,25.00
2026-04-07T08:22:00Z,76.00,24.00
2026-04-07T08:24:00Z,76.00,24.00
2026-04-07T08:25:00Z,76.00,24.00
2026-04-07T08:34:00Z,76.00,24.00
2026-04-07T08:36:00Z,76.00,24.00
2026-04-07T08:42:00Z,76.00,24.00
2026-04-07T08:44:00Z,76.00,23.00
2026-04-07T08:47:00Z,75.00,23.00
2026-04-07T08:49:00Z,75.00,24.00
2026-04-07T08:50:00Z,75.00,24.00
2026-04-07T08:52:00Z,75.00,24.00
2026-04-07T08:57:00Z,75.00,24.00
2026-04-07T09:04:00Z,77.00,24.00
2026-04-07T09:08:00Z,77.00,24.00
2026-04-07T09:11:00Z,77.00,23.00
2026-04-07T09:12:00Z,79.60,23.00
2026-04-07T09:13:00Z,79.73,23.00
2026-04-07T09:14:00Z,80.00,23.00
2026-04-07T09:15:00Z,80.66,22.27
2026-04-07T09:16:00Z,81.00,20.00
2026-04-07T09:17:00Z,81.00,20.34
2026-04-07T09:18:00Z,83.00,19.99
2026-04-07T09:19:00Z,84.91,17.97
2026-04-07T09:20:00Z,84.91,17.16
2026-04-07T09:21:00Z,85.73,13.13
2026-04-07T09:22:00Z,89.61,10.47
2026-04-07T09:23:00Z,92.00,7.97
2026-04-07T09:24:00Z,92.00,9.00
2026-04-07T09:25:00Z,91.00,8.00
2026-04-07T09:26:00Z,91.00,8.00
2026-04-07T09:27:00Z,91.00,6.41
2026-04-07T09:28:00Z,96.24,6.65
2026-04-07T09:29:00Z,94.58,6.78
2026-04-07T09:30:00Z,94.00,6.00
2026-04-07T09:31:00Z,93.00,7.00
2026-04-07T09:32:00Z,93.00,6.47
2026-04-07T09:33:00Z,95.80,4.19
2026-04-07T09:34:00Z,98.00,4.00
2026-04-07T09:35:00Z,98.91,1.44
2026-04-07T09:37:00Z,99.00,1.44
2026-04-07T09:38:00Z,99.00,1.44
