# event_ticker=KXATPMATCH-26APR24TIRPAU
# final_score=7-5 6-4
# match_winner=Thiago Agustin Tirante
# fav_player=Thiago Agustin Tirante
# dog_player=Tommy Paul
# kalshi_date=2026-04-24
timestamp,Thiago Agustin Tirante,Tommy Paul
2026-04-24T07:05:00Z,,67.00
2026-04-24T07:08:00Z,,67.00
2026-04-24T07:11:00Z,,67.00
2026-04-24T07:14:00Z,,67.00
2026-04-24T07:15:00Z,,67.00
2026-04-24T07:17:00Z,,67.00
2026-04-24T07:18:00Z,,67.00
2026-04-24T07:19:00Z,,67.00
2026-04-24T07:20:00Z,,67.00
2026-04-24T07:26:00Z,,67.00
2026-04-24T07:36:00Z,,67.00
2026-04-24T07:37:00Z,,67.99
2026-04-24T07:41:00Z,,68.00
2026-04-24T07:42:00Z,,68.00
2026-04-24T07:46:00Z,,68.00
2026-04-24T07:53:00Z,,68.00
2026-04-24T07:58:00Z,,68.00
2026-04-24T08:01:00Z,,68.00
2026-04-24T08:02:00Z,,68.00
2026-04-24T08:17:00Z,,68.00
2026-04-24T08:26:00Z,,68.38
2026-04-24T08:30:00Z,33.00,69.00
2026-04-24T08:37:00Z,33.00,69.00
2026-04-24T09:04:00Z,33.00,69.00
2026-04-24T09:22:00Z,33.00,69.00
2026-04-24T09:30:00Z,33.00,69.00
2026-04-24T09:42:00Z,33.00,69.21
2026-04-24T09:50:00Z,33.00,69.00
2026-04-24T10:00:00Z,33.00,69.00
2026-04-24T10:04:00Z,33.00,69.00
2026-04-24T10:11:00Z,34.00,69.00
2026-04-24T10:14:00Z,33.00,69.00
2026-04-24T10:16:00Z,33.00,69.00
2026-04-24T10:24:00Z,33.00,69.65
2026-04-24T10:28:00Z,34.00,69.65
2026-04-24T10:30:00Z,33.00,69.65
2026-04-24T10:31:00Z,33.00,70.00
2026-04-24T10:35:00Z,32.00,70.00
2026-04-24T10:40:00Z,32.00,69.00
2026-04-24T10:44:00Z,33.00,69.00
2026-04-24T10:47:00Z,32.00,70.00
2026-04-24T10:51:00Z,32.00,70.00
2026-04-24T11:11:00Z,33.00,70.00
2026-04-24T11:17:00Z,32.00,70.00
2026-04-24T11:21:00Z,33.00,70.00
2026-04-24T11:32:00Z,33.00,70.00
2026-04-24T11:36:00Z,33.00,70.00
2026-04-24T11:37:00Z,33.00,70.00
2026-04-24T11:38:00Z,33.00,70.00
2026-04-24T11:40:00Z,33.00,70.00
2026-04-24T11:46:00Z,33.00,70.00
2026-04-24T11:47:00Z,33.00,70.00
2026-04-24T11:48:00Z,33.00,70.00
2026-04-24T11:51:00Z,33.00,70.00
2026-04-24T11:52:00Z,33.00,70.00
2026-04-24T11:53:00Z,33.00,70.00
2026-04-24T11:59:00Z,33.00,70.00
2026-04-24T12:06:00Z,32.00,69.76
2026-04-24T12:07:00Z,32.00,70.00
2026-04-24T12:09:00Z,33.00,70.00
2026-04-24T12:10:00Z,32.00,70.00
2026-04-24T12:12:00Z,32.00,70.00
2026-04-24T12:13:00Z,32.00,70.00
2026-04-24T12:14:00Z,33.00,70.00
2026-04-24T12:16:00Z,33.00,70.00
2026-04-24T12:25:00Z,33.00,70.00
2026-04-24T12:32:00Z,33.00,70.00
2026-04-24T12:39:00Z,33.00,70.00
2026-04-24T12:55:00Z,33.00,70.00
2026-04-24T12:58:00Z,33.00,70.00
2026-04-24T13:00:00Z,33.00,70.00
2026-04-24T13:02:00Z,33.00,70.00
2026-04-24T13:03:00Z,33.00,70.00
2026-04-24T13:04:00Z,33.00,70.00
2026-04-24T13:09:00Z,33.00,70.00
2026-04-24T13:13:00Z,33.00,70.00
2026-04-24T13:14:00Z,33.00,70.00
2026-04-24T13:16:00Z,33.00,70.00
2026-04-24T13:22:00Z,32.00,70.00
2026-04-24T13:23:00Z,32.00,70.00
2026-04-24T13:34:00Z,32.00,69.94
2026-04-24T13:39:00Z,32.00,69.00
2026-04-24T13:40:00Z,32.00,70.00
2026-04-24T13:41:00Z,32.00,70.00
2026-04-24T13:42:00Z,32.00,70.00
2026-04-24T13:45:00Z,32.00,69.00
2026-04-24T13:53:00Z,32.00,70.00
2026-04-24T13:55:00Z,32.00,70.20
2026-04-24T13:56:00Z,32.00,70.00
