# event_ticker=KXATPCHALLENGERMATCH-26APR30DOUBAX
# final_score=6-4 3-6 7-6(3)
# score_resolution=4-6 6-3 6-7
# match_winner=Florent Bax
# fav_player=Aziz Dougaz
# dog_player=Florent Bax
# kalshi_date=2026-04-30
timestamp,Aziz Dougaz,Florent Bax
2026-04-30T09:03:00Z,51.00,
2026-04-30T09:16:00Z,51.00,51.00
2026-04-30T10:36:00Z,51.00,51.00
2026-04-30T11:09:00Z,51.00,51.00
2026-04-30T12:19:00Z,52.00,51.00
2026-04-30T12:21:00Z,52.00,51.00
2026-04-30T12:58:00Z,52.00,51.00
2026-04-30T14:57:00Z,52.00,51.00
2026-04-30T15:34:00Z,50.00,51.00
2026-04-30T16:14:00Z,50.00,51.00
2026-04-30T16:40:00Z,50.00,51.00
2026-04-30T16:50:00Z,50.00,51.00
2026-04-30T17:04:00Z,50.00,51.00
2026-04-30T17:25:00Z,50.00,51.00
2026-04-30T17:26:00Z,50.00,51.00
2026-04-30T17:38:00Z,50.00,51.00
2026-04-30T17:43:00Z,50.00,51.00
2026-04-30T17:58:00Z,50.00,51.00
2026-04-30T18:05:00Z,50.00,51.00
2026-04-30T18:08:00Z,50.00,51.00
2026-04-30T18:10:00Z,50.00,51.00
2026-04-30T18:12:00Z,50.00,51.00
2026-04-30T18:13:00Z,50.00,51.00
2026-04-30T18:17:00Z,51.37,51.00
2026-04-30T18:19:00Z,51.37,51.00
2026-04-30T18:20:00Z,51.37,51.00
2026-04-30T18:23:00Z,51.00,51.00
2026-04-30T18:24:00Z,52.00,51.00
2026-04-30T18:25:00Z,52.00,51.00
2026-04-30T18:26:00Z,50.00,51.00
2026-04-30T18:27:00Z,50.00,51.00
2026-04-30T18:28:00Z,50.00,51.00
2026-04-30T18:29:00Z,50.00,51.00
2026-04-30T18:30:00Z,49.00,51.83
2026-04-30T18:31:00Z,49.00,51.53
2026-04-30T18:32:00Z,49.00,52.00
2026-04-30T18:33:00Z,49.00,51.00
2026-04-30T18:35:00Z,48.15,51.63
2026-04-30T18:36:00Z,48.15,51.82
2026-04-30T18:37:00Z,48.15,51.00
2026-04-30T18:38:00Z,48.15,52.71
2026-04-30T18:39:00Z,48.15,52.00
2026-04-30T18:40:00Z,50.81,52.00
2026-04-30T18:41:00Z,50.81,52.00
2026-04-30T18:42:00Z,51.00,48.91
2026-04-30T18:43:00Z,53.00,47.07
2026-04-30T18:44:00Z,53.00,47.96
2026-04-30T18:45:00Z,53.00,48.54
2026-04-30T18:46:00Z,53.00,49.93
2026-04-30T18:47:00Z,53.86,48.00
2026-04-30T18:48:00Z,54.00,48.03
2026-04-30T18:49:00Z,53.95,43.30
2026-04-30T18:50:00Z,59.83,40.48
2026-04-30T18:51:00Z,55.00,46.45
2026-04-30T18:52:00Z,55.10,45.05
2026-04-30T18:53:00Z,55.10,48.13
2026-04-30T18:54:00Z,55.10,49.00
2026-04-30T18:55:00Z,52.00,48.75
2026-04-30T18:56:00Z,55.77,47.84
2026-04-30T18:57:00Z,55.89,44.36
2026-04-30T18:58:00Z,52.41,47.24
2026-04-30T18:59:00Z,51.00,50.00
2026-04-30T19:00:00Z,51.00,49.00
2026-04-30T19:01:00Z,55.00,46.10
2026-04-30T19:02:00Z,57.01,44.39
2026-04-30T19:03:00Z,62.40,37.66
2026-04-30T19:04:00Z,56.99,43.44
2026-04-30T19:05:00Z,57.01,42.79
2026-04-30T19:06:00Z,56.00,45.94
2026-04-30T19:07:00Z,56.87,46.45
2026-04-30T19:08:00Z,54.10,49.71
2026-04-30T19:09:00Z,53.17,51.15
2026-04-30T19:10:00Z,54.33,46.49
2026-04-30T19:11:00Z,55.98,47.59
2026-04-30T19:12:00Z,57.01,43.75
2026-04-30T19:13:00Z,56.98,45.31
2026-04-30T19:14:00Z,54.00,46.77
2026-04-30T19:15:00Z,55.28,44.43
2026-04-30T19:16:00Z,54.81,46.18
2026-04-30T19:17:00Z,55.13,47.55
2026-04-30T19:18:00Z,42.53,55.79
2026-04-30T19:19:00Z,43.67,55.28
2026-04-30T19:20:00Z,54.74,48.30
2026-04-30T19:21:00Z,42.99,53.59
2026-04-30T19:22:00Z,29.51,71.00
2026-04-30T19:23:00Z,29.59,70.15
2026-04-30T19:24:00Z,30.04,70.12
2026-04-30T19:25:00Z,31.15,66.52
2026-04-30T19:26:00Z,30.63,70.01
2026-04-30T19:27:00Z,30.66,71.99
2026-04-30T19:28:00Z,27.15,71.34
2026-04-30T19:29:00Z,26.62,74.37
2026-04-30T19:30:00Z,24.55,76.57
2026-04-30T19:31:00Z,24.00,76.64
2026-04-30T19:32:00Z,23.28,75.15
2026-04-30T19:33:00Z,25.79,75.02
2026-04-30T19:34:00Z,25.70,76.89
2026-04-30T19:35:00Z,28.04,73.70
2026-04-30T19:36:00Z,28.62,70.92
2026-04-30T19:37:00Z,26.10,73.58
2026-04-30T19:38:00Z,24.50,75.46
2026-04-30T19:39:00Z,24.00,76.79
2026-04-30T19:40:00Z,23.51,76.27
2026-04-30T19:41:00Z,22.05,77.27
2026-04-30T19:42:00Z,25.85,76.82
2026-04-30T19:43:00Z,26.01,74.00
2026-04-30T19:44:00Z,23.73,76.53
2026-04-30T19:45:00Z,23.00,77.96
2026-04-30T19:46:00Z,24.00,77.82
2026-04-30T19:47:00Z,24.84,76.49
2026-04-30T19:48:00Z,25.00,76.81
2026-04-30T19:49:00Z,25.05,76.38
2026-04-30T19:50:00Z,22.73,80.90
2026-04-30T19:51:00Z,25.47,74.57
2026-04-30T19:52:00Z,30.40,72.54
2026-04-30T19:53:00Z,32.47,69.67
2026-04-30T19:54:00Z,39.18,62.35
2026-04-30T19:55:00Z,46.95,54.18
2026-04-30T19:56:00Z,44.93,55.14
2026-04-30T19:57:00Z,47.55,54.46
2026-04-30T19:58:00Z,51.01,48.83
2026-04-30T19:59:00Z,50.61,49.78
2026-04-30T20:00:00Z,54.23,47.65
2026-04-30T20:01:00Z,55.92,44.41
2026-04-30T20:02:00Z,55.46,42.61
2026-04-30T20:03:00Z,59.13,39.77
2026-04-30T20:04:00Z,58.88,43.91
2026-04-30T20:05:00Z,59.97,39.96
2026-04-30T20:06:00Z,63.36,37.69
2026-04-30T20:07:00Z,64.58,37.09
2026-04-30T20:08:00Z,68.24,33.54
2026-04-30T20:09:00Z,62.80,37.61
2026-04-30T20:10:00Z,58.19,41.87
2026-04-30T20:11:00Z,48.37,51.70
2026-04-30T20:12:00Z,49.38,50.98
2026-04-30T20:13:00Z,46.20,52.88
2026-04-30T20:14:00Z,47.94,51.46
2026-04-30T20:15:00Z,52.93,47.46
2026-04-30T20:16:00Z,55.36,45.61
2026-04-30T20:17:00Z,45.23,54.50
2026-04-30T20:18:00Z,47.37,50.44
2026-04-30T20:19:00Z,53.57,46.78
2026-04-30T20:20:00Z,43.20,52.89
2026-04-30T20:21:00Z,42.61,58.70
