# event_ticker=KXATPCHALLENGERMATCH-26MAR12BERHOL
# final_score=7-6(5) 7-6(3)
# score_resolution=7-6 7-6
# match_winner=Remy Bertola
# fav_player=Remy Bertola
# dog_player=August Holmgren
# kalshi_date=2026-03-12
timestamp,Remy Bertola,August Holmgren
2026-03-12T04:52:00Z,,56.60
2026-03-12T05:58:00Z,52.00,50.00
2026-03-12T06:01:00Z,62.00,50.00
2026-03-12T06:03:00Z,51.00,52.00
2026-03-12T06:13:00Z,70.94,39.01
2026-03-12T06:27:00Z,70.94,44.00
2026-03-12T06:46:00Z,70.94,44.00
2026-03-12T06:47:00Z,70.94,44.00
2026-03-12T06:51:00Z,62.00,44.00
2026-03-12T09:55:00Z,54.09,44.00
2026-03-12T09:59:00Z,54.09,44.00
2026-03-12T10:05:00Z,58.00,44.00
2026-03-12T10:18:00Z,61.00,44.00
2026-03-12T10:52:00Z,60.00,44.00
2026-03-12T11:08:00Z,59.00,44.00
2026-03-12T11:15:00Z,59.00,44.00
2026-03-12T11:16:00Z,59.00,44.00
2026-03-12T11:26:00Z,60.00,44.00
2026-03-12T11:51:00Z,60.00,44.00
2026-03-12T12:13:00Z,60.00,44.00
2026-03-12T12:25:00Z,60.00,44.00
2026-03-12T12:29:00Z,60.00,44.00
2026-03-12T12:36:00Z,60.00,43.00
2026-03-12T12:50:00Z,60.00,40.00
2026-03-12T12:58:00Z,60.00,40.00
2026-03-12T13:01:00Z,63.00,40.00
2026-03-12T13:02:00Z,63.00,40.00
2026-03-12T13:04:00Z,63.00,40.00
2026-03-12T13:05:00Z,63.00,40.00
2026-03-12T13:16:00Z,63.00,40.00
2026-03-12T13:22:00Z,63.00,40.00
2026-03-12T13:29:00Z,63.00,40.00
2026-03-12T13:30:00Z,63.00,40.00
2026-03-12T13:32:00Z,63.00,40.00
2026-03-12T13:33:00Z,63.00,40.00
2026-03-12T13:37:00Z,63.92,40.00
2026-03-12T13:41:00Z,63.92,40.00
2026-03-12T13:43:00Z,64.00,40.00
2026-03-12T13:45:00Z,64.00,40.00
2026-03-12T13:48:00Z,65.00,40.00
2026-03-12T13:53:00Z,65.00,40.00
2026-03-12T13:57:00Z,61.00,40.00
2026-03-12T13:58:00Z,65.00,39.00
2026-03-12T13:59:00Z,65.00,39.00
2026-03-12T14:01:00Z,65.00,39.00
2026-03-12T14:03:00Z,65.00,38.13
2026-03-12T14:04:00Z,65.00,38.13
2026-03-12T14:05:00Z,65.00,38.00
2026-03-12T14:07:00Z,65.00,38.00
2026-03-12T14:08:00Z,65.00,38.45
2026-03-12T14:10:00Z,64.00,38.45
2026-03-12T14:12:00Z,64.00,38.45
2026-03-12T14:14:00Z,64.00,38.00
2026-03-12T14:16:00Z,64.00,38.00
2026-03-12T14:17:00Z,64.00,38.00
2026-03-12T14:18:00Z,64.00,38.00
2026-03-12T14:20:00Z,64.00,38.00
2026-03-12T14:21:00Z,64.00,38.00
2026-03-12T14:22:00Z,64.00,38.00
2026-03-12T14:23:00Z,64.00,38.00
2026-03-12T14:25:00Z,64.00,38.00
2026-03-12T14:26:00Z,64.00,38.00
2026-03-12T14:27:00Z,65.00,38.00
2026-03-12T14:28:00Z,65.00,38.00
2026-03-12T14:31:00Z,65.00,38.00
2026-03-12T14:36:00Z,64.00,38.00
2026-03-12T14:38:00Z,64.00,38.00
2026-03-12T14:39:00Z,64.00,38.00
2026-03-12T14:40:00Z,64.58,38.00
2026-03-12T14:43:00Z,64.58,37.00
2026-03-12T14:48:00Z,66.00,37.00
2026-03-12T14:50:00Z,65.00,37.00
2026-03-12T14:52:00Z,65.00,37.00
2026-03-12T14:55:00Z,65.00,37.00
2026-03-12T14:56:00Z,65.00,37.00
2026-03-12T14:57:00Z,63.13,37.00
2026-03-12T14:58:00Z,63.13,37.00
2026-03-12T15:01:00Z,63.00,37.00
2026-03-12T15:03:00Z,63.00,37.00
2026-03-12T15:04:00Z,63.12,37.00
2026-03-12T15:07:00Z,63.12,37.00
2026-03-12T15:09:00Z,65.00,37.00
2026-03-12T15:10:00Z,65.00,37.00
2026-03-12T15:11:00Z,65.00,37.00
2026-03-12T15:13:00Z,65.00,37.00
2026-03-12T15:16:00Z,65.00,37.00
2026-03-12T15:17:00Z,65.00,37.00
2026-03-12T15:18:00Z,65.00,37.00
2026-03-12T15:20:00Z,65.00,37.00
2026-03-12T15:21:00Z,64.96,37.00
2026-03-12T15:30:00Z,64.96,37.00
2026-03-12T15:31:00Z,65.00,37.00
2026-03-12T15:32:00Z,65.00,37.00
2026-03-12T15:33:00Z,65.00,37.00
2026-03-12T15:34:00Z,65.00,37.00
2026-03-12T15:35:00Z,65.00,37.00
2026-03-12T15:36:00Z,65.00,37.64
2026-03-12T15:37:00Z,64.81,38.00
2026-03-12T15:38:00Z,64.81,38.00
2026-03-12T15:39:00Z,64.81,38.00
2026-03-12T15:40:00Z,64.00,38.00
2026-03-12T15:41:00Z,64.00,38.00
2026-03-12T15:42:00Z,64.00,39.00
2026-03-12T15:43:00Z,64.12,39.00
2026-03-12T15:46:00Z,64.12,38.00
2026-03-12T15:47:00Z,65.00,38.00
2026-03-12T15:51:00Z,65.00,38.00
2026-03-12T15:52:00Z,65.01,36.00
2026-03-12T15:54:00Z,66.00,36.00
2026-03-12T15:56:00Z,66.00,38.00
2026-03-12T15:59:00Z,66.00,36.69
2026-03-12T16:00:00Z,66.00,37.00
2026-03-12T16:01:00Z,66.00,37.00
2026-03-12T16:02:00Z,65.00,37.00
2026-03-12T16:03:00Z,65.00,37.00
2026-03-12T16:07:00Z,65.00,37.00
2026-03-12T16:08:00Z,65.00,37.00
