# event_ticker=KXATPCHALLENGERMATCH-26APR10BUECAS
# final_score=3-6 6-2 7-6(5)
# score_resolution=3-6 6-2 7-6
# match_winner=Gonzalo Bueno
# fav_player=Gonzalo Bueno
# dog_player=Hernan Casanova
# kalshi_date=2026-04-10
timestamp,Gonzalo Bueno,Hernan Casanova
2026-04-10T02:31:00Z,,37.00
2026-04-10T02:38:00Z,,38.00
2026-04-10T03:09:00Z,71.00,38.00
2026-04-10T03:22:00Z,71.00,38.00
2026-04-10T03:25:00Z,70.00,38.00
2026-04-10T03:37:00Z,71.00,38.00
2026-04-10T03:58:00Z,71.00,38.00
2026-04-10T04:08:00Z,69.00,38.00
2026-04-10T04:23:00Z,70.00,38.00
2026-04-10T04:28:00Z,70.00,33.00
2026-04-10T04:35:00Z,70.00,33.00
2026-04-10T04:42:00Z,68.00,33.00
2026-04-10T05:05:00Z,71.00,33.00
2026-04-10T05:26:00Z,71.00,30.00
2026-04-10T05:44:00Z,71.00,30.00
2026-04-10T06:24:00Z,71.00,31.00
2026-04-10T06:50:00Z,71.00,31.00
2026-04-10T06:54:00Z,71.00,31.00
2026-04-10T06:57:00Z,71.00,31.00
2026-04-10T07:14:00Z,71.00,31.00
2026-04-10T08:24:00Z,71.00,30.00
2026-04-10T08:34:00Z,72.00,30.00
2026-04-10T08:54:00Z,72.00,30.00
2026-04-10T09:01:00Z,72.00,30.00
2026-04-10T09:25:00Z,72.00,30.00
2026-04-10T09:37:00Z,72.00,30.00
2026-04-10T09:40:00Z,72.00,30.00
2026-04-10T09:53:00Z,72.00,30.00
2026-04-10T10:23:00Z,72.00,30.00
2026-04-10T10:54:00Z,72.00,30.00
2026-04-10T10:58:00Z,71.00,30.00
2026-04-10T11:55:00Z,71.00,30.00
2026-04-10T12:06:00Z,71.00,30.00
2026-04-10T12:12:00Z,71.00,30.00
2026-04-10T12:14:00Z,71.00,30.00
2026-04-10T12:18:00Z,71.00,30.00
2026-04-10T12:20:00Z,71.00,30.00
2026-04-10T12:22:00Z,71.00,30.00
2026-04-10T12:26:00Z,71.00,30.00
2026-04-10T12:32:00Z,71.00,30.00
2026-04-10T12:33:00Z,71.00,30.00
2026-04-10T12:34:00Z,71.00,30.00
2026-04-10T12:41:00Z,71.00,29.00
2026-04-10T12:52:00Z,71.00,31.00
2026-04-10T12:57:00Z,71.00,31.00
2026-04-10T12:59:00Z,71.00,31.00
2026-04-10T13:00:00Z,71.00,31.00
2026-04-10T13:01:00Z,71.00,31.00
2026-04-10T13:05:00Z,71.00,31.00
2026-04-10T13:06:00Z,71.00,31.00
2026-04-10T13:14:00Z,71.00,31.00
2026-04-10T13:15:00Z,71.00,31.00
2026-04-10T13:18:00Z,71.00,31.00
2026-04-10T13:21:00Z,71.00,31.00
2026-04-10T13:25:00Z,71.00,31.00
2026-04-10T13:29:00Z,71.00,31.00
2026-04-10T13:31:00Z,71.00,31.00
2026-04-10T13:39:00Z,71.00,31.00
2026-04-10T13:44:00Z,71.00,31.00
2026-04-10T13:45:00Z,71.00,31.00
2026-04-10T13:47:00Z,71.00,31.00
2026-04-10T13:48:00Z,71.00,31.00
2026-04-10T13:49:00Z,71.00,31.00
2026-04-10T13:51:00Z,71.00,31.00
2026-04-10T13:52:00Z,71.00,31.00
2026-04-10T13:53:00Z,71.00,31.00
2026-04-10T13:56:00Z,71.00,31.00
2026-04-10T14:00:00Z,71.00,31.00
2026-04-10T14:02:00Z,71.00,31.00
2026-04-10T14:03:00Z,71.00,31.00
2026-04-10T14:06:00Z,71.00,31.00
2026-04-10T14:07:00Z,71.00,33.59
2026-04-10T14:08:00Z,71.00,31.00
2026-04-10T14:09:00Z,71.00,31.00
2026-04-10T14:10:00Z,70.38,31.00
2026-04-10T14:11:00Z,70.01,29.98
2026-04-10T14:12:00Z,75.95,25.40
2026-04-10T14:13:00Z,79.00,21.00
2026-04-10T14:14:00Z,80.62,19.10
2026-04-10T14:15:00Z,79.68,20.71
2026-04-10T14:16:00Z,78.99,22.80
2026-04-10T14:17:00Z,81.81,20.12
2026-04-10T14:18:00Z,77.35,27.79
2026-04-10T14:19:00Z,69.46,28.70
2026-04-10T14:20:00Z,68.09,35.85
2026-04-10T14:21:00Z,69.14,31.83
2026-04-10T14:22:00Z,69.65,31.71
2026-04-10T14:23:00Z,68.31,34.24
2026-04-10T14:24:00Z,64.00,37.77
2026-04-10T14:25:00Z,64.14,36.35
2026-04-10T14:26:00Z,62.72,36.60
2026-04-10T14:27:00Z,56.14,45.00
2026-04-10T14:28:00Z,54.37,47.23
2026-04-10T14:29:00Z,61.59,39.48
2026-04-10T14:30:00Z,63.74,33.77
2026-04-10T14:31:00Z,62.70,42.51
2026-04-10T14:32:00Z,62.06,46.88
2026-04-10T14:33:00Z,52.99,47.81
2026-04-10T14:34:00Z,49.46,51.41
2026-04-10T14:35:00Z,46.66,52.90
2026-04-10T14:36:00Z,49.71,53.34
2026-04-10T14:37:00Z,47.00,54.98
2026-04-10T14:38:00Z,47.29,54.66
2026-04-10T14:39:00Z,45.73,55.67
2026-04-10T14:40:00Z,41.06,61.16
2026-04-10T14:41:00Z,41.93,57.58
2026-04-10T14:42:00Z,46.54,54.66
2026-04-10T14:43:00Z,45.07,56.36
2026-04-10T14:44:00Z,43.36,59.97
2026-04-10T14:45:00Z,35.84,64.74
2026-04-10T14:46:00Z,33.02,67.25
2026-04-10T14:47:00Z,37.40,63.08
2026-04-10T14:48:00Z,41.92,58.87
2026-04-10T14:49:00Z,42.12,61.21
2026-04-10T14:50:00Z,40.72,59.91
2026-04-10T14:51:00Z,41.96,60.79
2026-04-10T14:52:00Z,43.23,55.74
2026-04-10T14:53:00Z,40.43,61.62
2026-04-10T14:54:00Z,44.92,59.15
2026-04-10T14:55:00Z,48.04,53.20
2026-04-10T14:56:00Z,46.84,52.56
2026-04-10T14:57:00Z,45.69,53.50
2026-04-10T14:58:00Z,40.35,59.30
2026-04-10T14:59:00Z,41.57,59.00
2026-04-10T15:00:00Z,43.63,56.52
2026-04-10T15:01:00Z,41.03,58.19
2026-04-10T15:02:00Z,43.00,57.87
2026-04-10T15:03:00Z,43.17,58.81
2026-04-10T15:04:00Z,38.97,63.46
2026-04-10T15:05:00Z,30.40,71.16
2026-04-10T15:06:00Z,31.16,72.43
2026-04-10T15:07:00Z,37.02,72.34
2026-04-10T15:08:00Z,43.71,58.22
2026-04-10T15:09:00Z,47.13,55.76
2026-04-10T15:10:00Z,55.37,47.27
2026-04-10T15:11:00Z,59.32,40.76
2026-04-10T15:12:00Z,52.76,45.64
2026-04-10T15:13:00Z,56.74,40.13
2026-04-10T15:14:00Z,49.14,50.61
2026-04-10T15:15:00Z,48.40,52.87
2026-04-10T15:16:00Z,41.59,58.60
2026-04-10T15:17:00Z,42.58,56.84
2026-04-10T15:18:00Z,40.68,58.81
2026-04-10T15:19:00Z,42.08,57.71
2026-04-10T15:20:00Z,47.02,53.02
2026-04-10T15:21:00Z,51.04,48.19
2026-04-10T15:22:00Z,51.39,51.60
2026-04-10T15:23:00Z,43.54,55.45
2026-04-10T15:24:00Z,45.78,56.24
2026-04-10T15:25:00Z,54.44,44.85
2026-04-10T15:26:00Z,55.56,44.50
2026-04-10T15:27:00Z,53.26,44.51
2026-04-10T15:28:00Z,50.29,50.19
2026-04-10T15:29:00Z,54.87,43.87
2026-04-10T15:30:00Z,53.47,46.76
2026-04-10T15:31:00Z,61.40,37.14
2026-04-10T15:32:00Z,64.96,33.55
2026-04-10T15:33:00Z,69.84,29.05
2026-04-10T15:34:00Z,69.65,29.90
2026-04-10T15:35:00Z,71.00,27.17
2026-04-10T15:36:00Z,72.87,26.05
2026-04-10T15:37:00Z,74.13,25.66
2026-04-10T15:38:00Z,73.76,25.78
2026-04-10T15:39:00Z,74.74,25.89
2026-04-10T15:40:00Z,73.29,25.96
2026-04-10T15:41:00Z,72.66,26.97
2026-04-10T15:42:00Z,72.95,27.00
2026-04-10T15:43:00Z,73.53,26.61
2026-04-10T15:44:00Z,76.69,20.98
2026-04-10T15:45:00Z,78.25,22.88
2026-04-10T15:46:00Z,79.41,20.55
2026-04-10T15:47:00Z,79.60,20.43
2026-04-10T15:48:00Z,70.06,27.52
2026-04-10T15:49:00Z,69.31,31.42
2026-04-10T15:50:00Z,65.59,35.78
2026-04-10T15:51:00Z,59.91,42.07
2026-04-10T15:52:00Z,48.08,51.75
2026-04-10T15:53:00Z,46.91,53.30
2026-04-10T15:54:00Z,40.07,53.46
2026-04-10T15:55:00Z,34.10,67.41
2026-04-10T15:56:00Z,32.15,70.65
2026-04-10T15:57:00Z,36.45,63.54
2026-04-10T15:58:00Z,39.41,63.18
2026-04-10T15:59:00Z,38.45,64.40
2026-04-10T16:00:00Z,40.87,60.46
2026-04-10T16:01:00Z,42.22,59.40
2026-04-10T16:02:00Z,44.35,56.77
2026-04-10T16:03:00Z,34.42,69.14
2026-04-10T16:04:00Z,32.28,67.38
2026-04-10T16:05:00Z,26.56,74.17
2026-04-10T16:06:00Z,22.92,80.21
2026-04-10T16:07:00Z,25.73,74.89
2026-04-10T16:08:00Z,33.57,68.30
