# event_ticker=KXATPCHALLENGERMATCH-26FEB13TRAMOR
# final_score=6-4 6-2
# match_winner=Alejandro Moro Canas
# fav_player=Alejandro Moro Canas
# dog_player=Stefano Travaglia
# kalshi_date=2026-02-13
timestamp,Alejandro Moro Canas,Stefano Travaglia
2026-02-13T01:58:00Z,,63.00
2026-02-13T02:16:00Z,,63.00
2026-02-13T03:13:00Z,40.00,63.00
2026-02-13T03:36:00Z,40.00,62.00
2026-02-13T03:45:00Z,40.00,63.00
2026-02-13T03:46:00Z,40.00,63.00
2026-02-13T04:16:00Z,40.00,63.00
2026-02-13T04:36:00Z,40.00,63.00
2026-02-13T05:06:00Z,40.00,62.58
2026-02-13T05:07:00Z,40.00,62.58
2026-02-13T05:13:00Z,40.00,62.58
2026-02-13T05:52:00Z,40.00,60.00
2026-02-13T05:56:00Z,40.00,62.00
2026-02-13T06:02:00Z,40.00,63.00
2026-02-13T06:08:00Z,40.00,62.94
2026-02-13T06:19:00Z,40.00,63.00
2026-02-13T06:23:00Z,40.00,62.79
2026-02-13T06:24:00Z,40.00,63.00
2026-02-13T06:36:00Z,40.00,62.00
2026-02-13T07:21:00Z,40.00,62.00
2026-02-13T07:24:00Z,40.00,62.96
2026-02-13T07:32:00Z,40.00,63.00
2026-02-13T07:36:00Z,40.00,63.00
2026-02-13T07:40:00Z,40.00,63.00
2026-02-13T07:56:00Z,40.00,62.94
2026-02-13T08:29:00Z,40.00,61.00
2026-02-13T08:35:00Z,40.00,61.00
2026-02-13T08:44:00Z,44.00,61.00
2026-02-13T08:54:00Z,44.00,61.00
2026-02-13T08:55:00Z,44.00,61.00
2026-02-13T09:13:00Z,44.00,60.00
2026-02-13T09:16:00Z,44.00,60.00
2026-02-13T09:50:00Z,44.00,59.00
2026-02-13T10:12:00Z,44.00,59.00
2026-02-13T10:18:00Z,44.00,58.00
2026-02-13T10:19:00Z,44.00,59.00
2026-02-13T10:21:00Z,43.52,59.00
2026-02-13T10:31:00Z,43.52,59.00
2026-02-13T10:39:00Z,43.52,58.79
2026-02-13T10:47:00Z,44.00,58.79
2026-02-13T10:50:00Z,44.00,59.00
2026-02-13T10:53:00Z,44.00,59.00
2026-02-13T10:56:00Z,41.00,59.00
2026-02-13T10:59:00Z,41.00,58.91
2026-02-13T11:04:00Z,41.00,59.00
2026-02-13T11:10:00Z,41.00,59.00
2026-02-13T11:12:00Z,41.00,58.92
2026-02-13T11:13:00Z,41.00,59.00
2026-02-13T11:14:00Z,44.00,59.00
2026-02-13T11:15:00Z,44.00,59.00
2026-02-13T11:19:00Z,44.00,59.00
2026-02-13T11:22:00Z,44.00,59.00
2026-02-13T11:24:00Z,44.00,59.00
2026-02-13T11:27:00Z,44.00,58.69
2026-02-13T11:31:00Z,44.00,60.00
2026-02-13T11:35:00Z,44.00,60.00
2026-02-13T11:40:00Z,44.00,59.38
2026-02-13T11:48:00Z,44.00,60.00
2026-02-13T11:51:00Z,43.00,60.00
2026-02-13T11:54:00Z,43.00,60.00
2026-02-13T12:04:00Z,43.00,60.00
2026-02-13T12:05:00Z,43.00,60.00
2026-02-13T12:06:00Z,43.00,60.00
2026-02-13T12:07:00Z,43.00,60.36
2026-02-13T12:08:00Z,43.00,60.00
2026-02-13T12:09:00Z,41.00,60.64
2026-02-13T12:10:00Z,41.00,61.00
2026-02-13T12:13:00Z,41.00,60.00
2026-02-13T12:14:00Z,41.00,61.00
2026-02-13T12:15:00Z,41.00,61.00
2026-02-13T12:16:00Z,41.00,61.00
2026-02-13T12:18:00Z,41.00,61.00
2026-02-13T12:20:00Z,41.00,61.00
2026-02-13T12:21:00Z,41.00,61.00
2026-02-13T12:22:00Z,42.00,61.00
2026-02-13T12:26:00Z,42.00,61.00
2026-02-13T12:27:00Z,42.00,60.98
2026-02-13T12:28:00Z,42.00,60.98
2026-02-13T12:29:00Z,42.00,61.00
2026-02-13T12:31:00Z,42.00,61.00
2026-02-13T12:32:00Z,42.00,61.00
2026-02-13T12:33:00Z,42.00,61.00
2026-02-13T12:34:00Z,42.00,61.00
2026-02-13T12:36:00Z,42.00,61.00
2026-02-13T12:37:00Z,42.00,61.00
2026-02-13T12:38:00Z,42.00,61.00
2026-02-13T12:39:00Z,42.00,61.00
2026-02-13T12:40:00Z,42.00,60.94
2026-02-13T12:41:00Z,42.00,61.00
2026-02-13T12:43:00Z,42.00,61.00
2026-02-13T12:44:00Z,42.00,61.00
2026-02-13T12:48:00Z,42.00,61.00
2026-02-13T12:49:00Z,42.00,61.00
2026-02-13T12:50:00Z,42.00,61.00
2026-02-13T12:52:00Z,42.00,61.00
2026-02-13T12:54:00Z,42.00,61.00
2026-02-13T12:55:00Z,42.00,61.00
2026-02-13T12:57:00Z,42.00,61.00
2026-02-13T12:58:00Z,39.00,61.00
2026-02-13T12:59:00Z,39.00,61.00
2026-02-13T13:02:00Z,42.00,61.00
2026-02-13T13:04:00Z,42.00,61.00
2026-02-13T13:05:00Z,39.00,60.84
2026-02-13T13:07:00Z,39.00,61.00
2026-02-13T13:09:00Z,39.00,61.00
2026-02-13T13:11:00Z,42.00,61.00
2026-02-13T13:12:00Z,42.00,61.00
2026-02-13T13:13:00Z,42.00,61.00
2026-02-13T13:14:00Z,42.00,61.00
2026-02-13T13:16:00Z,42.00,61.00
2026-02-13T13:17:00Z,42.00,61.00
2026-02-13T13:18:00Z,42.00,61.00
2026-02-13T13:21:00Z,42.00,61.00
2026-02-13T13:22:00Z,42.00,60.98
2026-02-13T13:23:00Z,42.00,61.00
2026-02-13T13:24:00Z,39.00,61.00
2026-02-13T13:25:00Z,42.00,61.00
2026-02-13T13:26:00Z,42.00,61.00
2026-02-13T13:27:00Z,42.00,61.00
2026-02-13T13:30:00Z,42.00,61.00
2026-02-13T13:31:00Z,42.00,58.00
2026-02-13T13:33:00Z,42.00,61.00
2026-02-13T13:34:00Z,42.00,61.00
2026-02-13T13:36:00Z,42.00,60.98
2026-02-13T13:37:00Z,42.00,62.00
2026-02-13T13:38:00Z,42.00,61.00
2026-02-13T13:39:00Z,42.00,62.72
2026-02-13T13:40:00Z,37.76,62.50
2026-02-13T13:41:00Z,41.00,62.00
2026-02-13T13:42:00Z,41.00,62.00
2026-02-13T13:43:00Z,41.00,62.53
2026-02-13T13:44:00Z,41.00,62.82
2026-02-13T13:45:00Z,39.71,62.04
2026-02-13T13:46:00Z,40.78,63.26
2026-02-13T13:47:00Z,44.55,57.56
2026-02-13T13:48:00Z,46.83,56.18
2026-02-13T13:49:00Z,46.00,57.08
2026-02-13T13:50:00Z,47.24,55.82
2026-02-13T13:51:00Z,45.76,60.83
2026-02-13T13:52:00Z,40.80,59.66
2026-02-13T13:53:00Z,43.36,57.32
2026-02-13T13:54:00Z,48.61,54.44
2026-02-13T13:55:00Z,47.16,54.08
2026-02-13T13:56:00Z,46.59,54.15
2026-02-13T13:57:00Z,47.58,55.84
2026-02-13T13:58:00Z,52.53,51.73
2026-02-13T13:59:00Z,48.01,57.17
2026-02-13T14:00:00Z,43.29,56.63
2026-02-13T14:01:00Z,43.95,57.37
2026-02-13T14:02:00Z,45.64,58.51
2026-02-13T14:03:00Z,46.38,57.69
2026-02-13T14:04:00Z,47.00,54.92
2026-02-13T14:05:00Z,50.78,51.09
