# event_ticker=KXATPCHALLENGERMATCH-26FEB13TRAMOR
# final_score=6-4 6-2
# match_winner=Alejandro Moro Canas
# fav_player=Alejandro Moro Canas
# dog_player=Stefano Travaglia
# kalshi_date=2026-02-13
timestamp,Alejandro Moro Canas,Stefano Travaglia
2026-02-13T14:06:00Z,54.29,50.87
2026-02-13T14:07:00Z,60.27,34.98
2026-02-13T14:08:00Z,64.81,39.81
2026-02-13T14:09:00Z,59.45,45.18
2026-02-13T14:10:00Z,50.00,53.44
2026-02-13T14:11:00Z,48.00,53.84
2026-02-13T14:12:00Z,46.26,56.55
2026-02-13T14:13:00Z,44.10,57.06
2026-02-13T14:14:00Z,41.00,59.02
2026-02-13T14:15:00Z,41.47,57.53
2026-02-13T14:16:00Z,42.48,57.73
2026-02-13T14:17:00Z,47.23,53.43
2026-02-13T14:18:00Z,49.37,51.97
2026-02-13T14:19:00Z,58.34,48.80
2026-02-13T14:20:00Z,54.20,51.00
2026-02-13T14:21:00Z,55.62,39.42
2026-02-13T14:22:00Z,60.34,36.57
2026-02-13T14:23:00Z,68.22,29.78
2026-02-13T14:24:00Z,70.66,29.79
2026-02-13T14:25:00Z,69.99,29.89
2026-02-13T14:26:00Z,73.69,26.40
2026-02-13T14:27:00Z,75.93,25.72
2026-02-13T14:28:00Z,76.41,23.73
2026-02-13T14:29:00Z,78.53,24.55
2026-02-13T14:30:00Z,80.25,19.11
2026-02-13T14:31:00Z,81.03,16.04
2026-02-13T14:32:00Z,89.72,9.00
2026-02-13T14:33:00Z,92.80,7.85
2026-02-13T14:34:00Z,93.24,7.12
2026-02-13T14:35:00Z,93.53,7.51
2026-02-13T14:36:00Z,92.09,8.83
2026-02-13T14:37:00Z,93.49,7.47
2026-02-13T14:38:00Z,93.44,7.53
2026-02-13T14:39:00Z,95.33,4.90
2026-02-13T14:40:00Z,96.87,4.98
2026-02-13T14:41:00Z,93.60,7.78
2026-02-13T14:42:00Z,97.68,3.23
2026-02-13T14:43:00Z,98.70,1.51
2026-02-13T14:44:00Z,98.10,2.31
2026-02-13T14:45:00Z,97.14,3.03
2026-02-13T14:46:00Z,97.85,2.43
2026-02-13T14:47:00Z,97.68,4.42
2026-02-13T14:48:00Z,93.50,5.15
2026-02-13T14:49:00Z,94.64,6.31
2026-02-13T14:50:00Z,93.52,7.59
2026-02-13T14:51:00Z,93.40,8.39
2026-02-13T14:52:00Z,92.75,7.61
2026-02-13T14:53:00Z,88.88,8.22
2026-02-13T14:54:00Z,86.32,13.20
2026-02-13T14:55:00Z,79.96,18.84
2026-02-13T14:56:00Z,88.16,9.64
2026-02-13T14:57:00Z,90.60,9.87
2026-02-13T14:58:00Z,92.00,10.88
2026-02-13T14:59:00Z,94.00,8.40
2026-02-13T15:00:00Z,96.50,4.34
2026-02-13T15:01:00Z,96.86,4.32
2026-02-13T15:02:00Z,96.01,4.89
2026-02-13T15:03:00Z,96.87,3.72
2026-02-13T15:04:00Z,98.58,1.44
2026-02-13T15:05:00Z,98.00,1.77
2026-02-13T15:06:00Z,99.00,1.77
2026-02-13T15:07:00Z,99.00,1.00
2026-02-13T15:08:00Z,99.00,1.00
2026-02-13T15:10:00Z,99.00,1.00
2026-02-13T15:11:00Z,99.00,1.00
