# event_ticker=KXATPMATCH-26MAR06SVRSIN
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Jannik Sinner
# fav_player=Dalibor Svrcina
# dog_player=Jannik Sinner
# kalshi_date=2026-03-06
timestamp,Dalibor Svrcina,Jannik Sinner
2026-03-07T00:52:00Z,4.00,97.00
2026-03-07T00:55:00Z,3.00,97.00
2026-03-07T00:56:00Z,4.00,97.00
2026-03-07T00:57:00Z,4.00,97.00
2026-03-07T00:58:00Z,4.00,97.00
2026-03-07T00:59:00Z,4.00,97.00
2026-03-07T01:01:00Z,2.22,97.00
2026-03-07T01:02:00Z,3.00,97.00
2026-03-07T01:03:00Z,3.00,97.00
2026-03-07T01:07:00Z,3.00,98.00
2026-03-07T01:08:00Z,3.00,97.00
2026-03-07T01:09:00Z,3.00,97.00
2026-03-07T01:10:00Z,3.00,97.00
2026-03-07T01:13:00Z,3.00,97.00
2026-03-07T01:14:00Z,3.00,97.00
2026-03-07T01:15:00Z,3.00,97.00
2026-03-07T01:16:00Z,3.00,97.00
2026-03-07T01:17:00Z,3.00,98.00
2026-03-07T01:18:00Z,3.00,98.00
2026-03-07T01:19:00Z,3.00,98.00
2026-03-07T01:20:00Z,3.00,98.00
2026-03-07T01:21:00Z,3.00,98.00
2026-03-07T01:22:00Z,3.00,98.00
2026-03-07T01:24:00Z,3.00,98.00
2026-03-07T01:25:00Z,3.00,98.00
2026-03-07T01:26:00Z,3.43,98.00
2026-03-07T01:27:00Z,3.64,98.00
2026-03-07T01:28:00Z,4.00,98.00
2026-03-07T01:29:00Z,3.78,98.00
2026-03-07T01:31:00Z,3.78,97.00
2026-03-07T01:32:00Z,4.00,97.00
2026-03-07T01:33:00Z,3.00,97.89
2026-03-07T01:34:00Z,3.00,97.89
2026-03-07T01:35:00Z,3.00,97.89
2026-03-07T01:36:00Z,3.17,98.00
2026-03-07T01:37:00Z,4.00,98.00
2026-03-07T01:38:00Z,4.00,98.00
2026-03-07T01:39:00Z,4.00,98.00
2026-03-07T01:40:00Z,3.00,97.00
2026-03-07T01:41:00Z,4.00,97.00
2026-03-07T01:42:00Z,4.00,97.00
2026-03-07T01:43:00Z,4.00,97.00
2026-03-07T01:44:00Z,4.00,97.00
2026-03-07T01:45:00Z,3.77,97.00
2026-03-07T01:46:00Z,3.77,97.00
2026-03-07T01:47:00Z,4.00,97.09
2026-03-07T01:48:00Z,4.00,97.09
2026-03-07T01:49:00Z,4.00,97.09
2026-03-07T01:50:00Z,4.00,97.09
2026-03-07T01:51:00Z,4.00,97.00
2026-03-07T01:52:00Z,4.00,97.00
2026-03-07T01:53:00Z,3.91,97.00
2026-03-07T01:54:00Z,4.00,97.00
2026-03-07T01:55:00Z,4.00,97.00
2026-03-07T01:56:00Z,4.00,97.00
2026-03-07T01:57:00Z,4.00,97.00
2026-03-07T01:58:00Z,4.00,97.00
2026-03-07T01:59:00Z,4.00,97.00
2026-03-07T02:00:00Z,4.00,97.00
2026-03-07T02:01:00Z,3.71,97.00
2026-03-07T02:02:00Z,4.00,97.00
2026-03-07T02:03:00Z,4.00,97.00
2026-03-07T02:04:00Z,4.00,97.00
2026-03-07T02:05:00Z,4.00,97.00
2026-03-07T02:06:00Z,4.00,97.60
2026-03-07T02:07:00Z,4.00,97.00
2026-03-07T02:08:00Z,4.00,97.00
2026-03-07T02:09:00Z,4.00,97.00
2026-03-07T02:10:00Z,3.67,97.00
2026-03-07T02:11:00Z,2.35,98.00
2026-03-07T02:12:00Z,2.86,98.00
2026-03-07T02:13:00Z,3.00,98.00
2026-03-07T02:14:00Z,2.95,98.24
2026-03-07T02:15:00Z,3.07,97.00
2026-03-07T02:16:00Z,3.04,97.01
2026-03-07T02:17:00Z,3.08,98.00
2026-03-07T02:18:00Z,3.02,98.00
2026-03-07T02:19:00Z,3.00,98.00
2026-03-07T02:20:00Z,2.67,98.00
2026-03-07T02:21:00Z,3.03,97.00
2026-03-07T02:22:00Z,2.00,97.00
2026-03-07T02:23:00Z,2.18,98.85
2026-03-07T02:24:00Z,2.00,98.17
2026-03-07T02:25:00Z,2.52,99.00
2026-03-07T02:26:00Z,1.95,99.00
2026-03-07T02:27:00Z,1.99,99.00
2026-03-07T02:28:00Z,2.00,99.00
2026-03-07T02:29:00Z,1.94,98.00
2026-03-07T02:30:00Z,2.36,98.00
2026-03-07T02:31:00Z,2.50,98.00
2026-03-07T02:32:00Z,1.94,98.00
2026-03-07T02:33:00Z,1.22,98.96
2026-03-07T02:34:00Z,2.00,99.00
2026-03-07T02:35:00Z,2.00,99.00
2026-03-07T02:36:00Z,2.00,99.00
2026-03-07T02:37:00Z,1.54,99.00
2026-03-07T02:38:00Z,1.57,99.00
2026-03-07T02:39:00Z,1.75,99.00
2026-03-07T02:40:00Z,1.82,99.00
2026-03-07T02:41:00Z,2.00,99.00
2026-03-07T02:42:00Z,2.00,99.00
2026-03-07T02:43:00Z,1.01,99.00
2026-03-07T02:44:00Z,1.00,99.00
2026-03-07T02:45:00Z,1.00,99.00
2026-03-07T02:46:00Z,1.00,99.00
2026-03-07T02:47:00Z,1.00,99.00
2026-03-07T02:48:00Z,1.00,99.00
2026-03-07T02:51:00Z,1.00,99.00
2026-03-07T02:52:00Z,1.00,99.00
2026-03-07T02:53:00Z,1.00,99.00
2026-03-07T02:54:00Z,1.00,99.00
2026-03-07T02:55:00Z,1.00,99.00
2026-03-07T02:56:00Z,1.00,99.00
2026-03-07T02:57:00Z,1.00,99.00
2026-03-07T03:01:00Z,1.00,99.00
2026-03-07T03:03:00Z,1.00,99.00
2026-03-07T03:06:00Z,1.00,99.00
2026-03-07T03:10:00Z,1.00,99.00
2026-03-07T03:16:00Z,1.00,99.00
