# event_ticker=KXATPMATCH-26MAR06SVRSIN
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Jannik Sinner
# fav_player=Dalibor Svrcina
# dog_player=Jannik Sinner
# kalshi_date=2026-03-06
timestamp,Dalibor Svrcina,Jannik Sinner
2026-03-06T14:21:00Z,4.00,
2026-03-06T14:35:00Z,4.00,
2026-03-06T14:36:00Z,4.00,
2026-03-06T14:39:00Z,4.00,
2026-03-06T14:59:00Z,4.00,
2026-03-06T15:07:00Z,3.00,
2026-03-06T15:14:00Z,3.00,
2026-03-06T15:15:00Z,4.00,
2026-03-06T15:18:00Z,4.00,
2026-03-06T15:20:00Z,3.00,
2026-03-06T15:23:00Z,4.00,
2026-03-06T15:29:00Z,4.00,
2026-03-06T15:34:00Z,4.00,
2026-03-06T15:49:00Z,3.00,
2026-03-06T15:50:00Z,4.00,
2026-03-06T15:55:00Z,3.00,
2026-03-06T15:59:00Z,4.00,
2026-03-06T16:01:00Z,3.99,98.00
2026-03-06T16:06:00Z,3.55,97.00
2026-03-06T16:08:00Z,3.55,97.00
2026-03-06T16:09:00Z,3.00,97.00
2026-03-06T16:17:00Z,3.00,98.00
2026-03-06T16:18:00Z,2.00,98.00
2026-03-06T16:24:00Z,10.68,97.00
2026-03-06T16:25:00Z,3.03,97.00
2026-03-06T16:27:00Z,3.00,97.00
2026-03-06T16:28:00Z,3.15,97.00
2026-03-06T16:33:00Z,4.00,97.00
2026-03-06T16:37:00Z,4.00,97.00
2026-03-06T16:38:00Z,4.00,97.00
2026-03-06T16:40:00Z,4.00,98.00
2026-03-06T16:48:00Z,4.00,98.00
2026-03-06T16:52:00Z,4.00,98.00
2026-03-06T16:54:00Z,4.00,98.00
2026-03-06T16:55:00Z,4.00,98.00
2026-03-06T17:02:00Z,4.00,98.00
2026-03-06T17:08:00Z,4.00,98.00
2026-03-06T17:23:00Z,4.00,98.00
2026-03-06T17:29:00Z,4.00,98.00
2026-03-06T17:33:00Z,4.00,98.00
2026-03-06T17:34:00Z,2.00,98.00
2026-03-06T17:36:00Z,2.00,98.00
2026-03-06T17:40:00Z,2.00,97.00
2026-03-06T17:43:00Z,3.00,97.00
2026-03-06T17:53:00Z,4.00,97.00
2026-03-06T17:55:00Z,3.00,97.00
2026-03-06T17:58:00Z,4.00,97.00
2026-03-06T17:59:00Z,4.00,97.00
2026-03-06T18:03:00Z,4.00,97.00
2026-03-06T18:08:00Z,3.00,97.00
2026-03-06T18:09:00Z,3.00,97.00
2026-03-06T18:16:00Z,3.00,97.00
2026-03-06T18:23:00Z,3.00,97.00
2026-03-06T18:25:00Z,3.00,97.00
2026-03-06T18:29:00Z,4.00,97.00
2026-03-06T18:32:00Z,4.00,97.00
2026-03-06T18:33:00Z,3.00,97.00
2026-03-06T18:35:00Z,4.00,97.00
2026-03-06T18:40:00Z,4.00,97.00
2026-03-06T18:42:00Z,4.00,97.00
2026-03-06T18:48:00Z,4.00,97.00
2026-03-06T18:53:00Z,4.00,97.00
2026-03-06T18:54:00Z,4.00,97.00
2026-03-06T18:58:00Z,4.00,97.00
2026-03-06T19:11:00Z,3.00,97.00
2026-03-06T19:18:00Z,3.00,97.00
2026-03-06T19:21:00Z,4.00,97.00
2026-03-06T19:24:00Z,4.00,96.13
2026-03-06T19:30:00Z,4.00,96.13
2026-03-06T19:31:00Z,4.00,96.13
2026-03-06T19:35:00Z,3.00,96.13
2026-03-06T19:40:00Z,3.00,97.00
2026-03-06T19:43:00Z,3.00,97.00
2026-03-06T19:46:00Z,3.00,98.00
2026-03-06T19:49:00Z,3.00,98.00
2026-03-06T19:54:00Z,3.00,98.00
2026-03-06T19:57:00Z,3.00,98.00
2026-03-06T20:04:00Z,4.00,98.00
2026-03-06T20:05:00Z,4.00,98.00
2026-03-06T20:18:00Z,4.00,98.00
2026-03-06T20:28:00Z,4.00,98.00
2026-03-06T20:29:00Z,4.00,98.00
2026-03-06T20:39:00Z,4.00,98.00
2026-03-06T20:42:00Z,4.00,98.00
2026-03-06T20:44:00Z,4.00,98.00
2026-03-06T20:55:00Z,3.00,98.00
2026-03-06T20:57:00Z,3.00,98.00
2026-03-06T20:58:00Z,3.00,98.00
2026-03-06T21:02:00Z,3.00,98.00
2026-03-06T21:07:00Z,3.51,98.00
2026-03-06T21:13:00Z,3.83,98.00
2026-03-06T21:20:00Z,4.00,98.00
2026-03-06T21:27:00Z,4.00,98.00
2026-03-06T21:28:00Z,4.00,98.00
2026-03-06T21:35:00Z,4.00,98.00
2026-03-06T21:38:00Z,4.00,97.00
2026-03-06T21:41:00Z,4.00,98.00
2026-03-06T21:47:00Z,4.00,97.00
2026-03-06T21:50:00Z,4.00,98.00
2026-03-06T21:53:00Z,3.94,98.00
2026-03-06T21:55:00Z,2.00,98.00
2026-03-06T21:56:00Z,4.00,98.00
2026-03-06T22:00:00Z,4.00,98.00
2026-03-06T22:01:00Z,4.00,98.00
2026-03-06T22:02:00Z,3.00,98.00
2026-03-06T22:03:00Z,3.20,98.00
2026-03-06T22:04:00Z,3.00,98.00
2026-03-06T22:07:00Z,4.00,98.00
2026-03-06T22:09:00Z,3.00,98.00
2026-03-06T22:14:00Z,3.00,98.00
2026-03-06T22:15:00Z,3.99,98.00
2026-03-06T22:16:00Z,3.00,98.00
2026-03-06T22:17:00Z,4.00,98.00
2026-03-06T22:20:00Z,4.00,98.00
2026-03-06T22:21:00Z,4.00,98.00
2026-03-06T22:22:00Z,4.00,98.00
2026-03-06T22:23:00Z,3.50,98.00
2026-03-06T22:25:00Z,3.50,98.00
2026-03-06T22:26:00Z,3.00,98.00
2026-03-06T22:30:00Z,3.00,98.00
2026-03-06T22:31:00Z,4.00,98.00
2026-03-06T22:36:00Z,3.00,98.00
2026-03-06T22:42:00Z,4.00,98.00
2026-03-06T22:48:00Z,4.00,98.00
2026-03-06T22:49:00Z,3.26,98.00
2026-03-06T22:50:00Z,3.26,98.00
2026-03-06T22:53:00Z,4.00,98.00
2026-03-06T23:00:00Z,4.00,98.00
2026-03-06T23:01:00Z,4.00,98.00
2026-03-06T23:03:00Z,4.00,98.00
2026-03-06T23:07:00Z,4.00,96.00
2026-03-06T23:12:00Z,4.00,96.00
2026-03-06T23:13:00Z,4.00,96.00
2026-03-06T23:15:00Z,4.00,97.00
2026-03-06T23:16:00Z,4.00,97.00
2026-03-06T23:18:00Z,4.00,97.00
2026-03-06T23:20:00Z,4.00,97.00
2026-03-06T23:23:00Z,4.00,97.00
2026-03-06T23:25:00Z,4.00,97.00
2026-03-06T23:29:00Z,4.00,97.00
2026-03-06T23:30:00Z,4.00,97.00
2026-03-06T23:33:00Z,4.00,97.00
2026-03-06T23:37:00Z,4.00,97.00
2026-03-06T23:39:00Z,4.00,97.00
2026-03-06T23:42:00Z,4.00,97.00
2026-03-06T23:43:00Z,4.00,97.00
2026-03-06T23:44:00Z,4.00,97.00
2026-03-06T23:46:00Z,4.00,97.00
2026-03-06T23:48:00Z,3.03,97.00
2026-03-06T23:49:00Z,3.03,97.00
2026-03-06T23:50:00Z,4.00,97.00
2026-03-06T23:52:00Z,4.00,96.00
2026-03-06T23:53:00Z,4.00,96.00
2026-03-06T23:58:00Z,4.00,96.00
2026-03-06T23:59:00Z,4.00,97.00
2026-03-07T00:02:00Z,3.00,97.00
2026-03-07T00:03:00Z,3.00,97.00
2026-03-07T00:05:00Z,4.00,97.00
2026-03-07T00:06:00Z,4.00,97.00
2026-03-07T00:09:00Z,4.00,97.00
2026-03-07T00:12:00Z,4.00,97.00
2026-03-07T00:14:00Z,4.00,97.00
2026-03-07T00:15:00Z,4.00,97.00
2026-03-07T00:22:00Z,4.00,97.00
2026-03-07T00:31:00Z,4.00,97.00
2026-03-07T00:32:00Z,4.00,97.00
2026-03-07T00:33:00Z,4.00,97.00
2026-03-07T00:37:00Z,4.00,97.00
2026-03-07T00:39:00Z,4.00,97.00
2026-03-07T00:40:00Z,4.00,97.00
2026-03-07T00:45:00Z,4.00,97.00
2026-03-07T00:50:00Z,4.00,97.00
