# event_ticker=KXATPMATCH-25JUL27SHADUC
# final_score=6-3 7-6(3)
# score_resolution=6-3 7-6
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Juncheng Shang
# kalshi_date=2025-07-27
timestamp,James Duckworth,Juncheng Shang
2025-07-27T17:57:00Z,50.00,
2025-07-27T18:16:00Z,50.00,
2025-07-27T18:37:00Z,50.00,56.00
2025-07-27T19:26:00Z,54.00,50.00
2025-07-27T19:43:00Z,62.00,50.00
2025-07-27T20:05:00Z,62.00,44.00
2025-07-27T20:50:00Z,59.00,44.00
2025-07-27T20:59:00Z,59.00,42.00
2025-07-27T21:04:00Z,59.00,42.00
2025-07-27T21:17:00Z,59.00,42.00
2025-07-27T21:30:00Z,59.00,41.00
2025-07-27T23:11:00Z,59.00,39.00
2025-07-27T23:15:00Z,61.00,39.00
2025-07-27T23:29:00Z,61.00,39.00
2025-07-27T23:37:00Z,61.00,39.00
2025-07-27T23:39:00Z,61.00,39.00
2025-07-27T23:40:00Z,61.00,40.00
2025-07-27T23:42:00Z,61.73,40.00
2025-07-27T23:43:00Z,61.73,39.00
2025-07-27T23:44:00Z,61.73,35.04
2025-07-27T23:46:00Z,61.73,39.00
2025-07-27T23:47:00Z,61.73,39.00
2025-07-27T23:49:00Z,61.73,39.00
2025-07-27T23:52:00Z,65.00,39.00
2025-07-27T23:58:00Z,65.00,39.73
2025-07-28T00:00:00Z,65.00,39.00
2025-07-28T00:04:00Z,65.00,41.00
2025-07-28T00:07:00Z,61.00,41.00
2025-07-28T00:08:00Z,62.04,41.68
2025-07-28T00:09:00Z,62.00,41.00
2025-07-28T00:14:00Z,62.00,41.00
2025-07-28T00:18:00Z,62.00,30.00
2025-07-28T00:20:00Z,62.21,30.00
2025-07-28T00:21:00Z,62.35,41.00
2025-07-28T00:22:00Z,63.50,41.00
2025-07-28T00:23:00Z,63.50,40.00
2025-07-28T00:24:00Z,63.50,40.00
2025-07-28T00:26:00Z,63.00,40.00
2025-07-28T00:32:00Z,63.00,39.00
2025-07-28T00:33:00Z,63.00,39.00
2025-07-28T00:35:00Z,63.00,38.28
2025-07-28T00:37:00Z,63.00,38.28
2025-07-28T00:38:00Z,63.00,40.00
2025-07-28T00:41:00Z,65.09,44.26
2025-07-28T00:43:00Z,68.22,44.26
2025-07-28T00:45:00Z,64.00,36.00
2025-07-28T00:46:00Z,64.97,36.00
2025-07-28T00:47:00Z,64.00,36.00
2025-07-28T00:55:00Z,64.00,36.00
2025-07-28T00:57:00Z,64.00,37.56
2025-07-28T00:58:00Z,64.00,39.00
2025-07-28T00:59:00Z,64.00,39.00
2025-07-28T01:00:00Z,65.00,39.00
2025-07-28T01:03:00Z,64.00,39.00
2025-07-28T01:04:00Z,66.05,38.00
2025-07-28T01:06:00Z,67.00,39.00
2025-07-28T01:07:00Z,66.76,39.35
2025-07-28T01:08:00Z,63.00,40.00
2025-07-28T01:10:00Z,65.52,40.00
2025-07-28T01:11:00Z,65.52,37.00
2025-07-28T01:12:00Z,65.00,37.00
2025-07-28T01:13:00Z,65.00,37.00
2025-07-28T01:14:00Z,65.00,37.89
2025-07-28T01:15:00Z,64.26,37.89
2025-07-28T01:16:00Z,66.00,37.89
2025-07-28T01:17:00Z,63.03,42.27
2025-07-28T01:18:00Z,61.26,42.27
2025-07-28T01:19:00Z,65.00,37.00
2025-07-28T01:20:00Z,65.00,37.00
2025-07-28T01:22:00Z,65.00,40.00
2025-07-28T01:23:00Z,65.00,40.05
2025-07-28T01:24:00Z,65.00,40.11
2025-07-28T01:28:00Z,65.00,40.00
2025-07-28T01:29:00Z,64.00,40.00
2025-07-28T01:30:00Z,65.00,40.00
2025-07-28T01:32:00Z,65.00,40.00
2025-07-28T01:33:00Z,65.00,40.00
2025-07-28T01:34:00Z,65.00,39.00
2025-07-28T01:35:00Z,64.00,39.61
2025-07-28T01:36:00Z,64.00,40.00
2025-07-28T01:37:00Z,63.49,40.00
2025-07-28T01:38:00Z,63.89,38.00
2025-07-28T01:39:00Z,63.89,38.00
2025-07-28T01:41:00Z,58.97,38.00
2025-07-28T01:42:00Z,58.97,42.38
2025-07-28T01:43:00Z,65.00,44.87
2025-07-28T01:44:00Z,58.24,54.00
2025-07-28T01:45:00Z,58.24,38.00
2025-07-28T01:46:00Z,58.24,37.74
2025-07-28T01:47:00Z,66.62,37.00
2025-07-28T01:48:00Z,65.67,37.00
2025-07-28T01:49:00Z,70.02,36.98
2025-07-28T01:50:00Z,77.00,36.98
2025-07-28T01:51:00Z,75.00,32.78
2025-07-28T01:52:00Z,74.84,33.78
2025-07-28T01:53:00Z,77.66,38.22
2025-07-28T01:54:00Z,62.00,38.22
2025-07-28T01:55:00Z,62.00,38.71
2025-07-28T01:56:00Z,62.16,43.10
2025-07-28T01:57:00Z,63.90,43.00
2025-07-28T01:58:00Z,65.55,43.00
2025-07-28T01:59:00Z,62.16,33.00
2025-07-28T02:00:00Z,60.20,44.29
2025-07-28T02:01:00Z,60.20,46.93
2025-07-28T02:02:00Z,66.40,48.55
2025-07-28T02:03:00Z,70.36,44.97
2025-07-28T02:04:00Z,63.41,41.00
2025-07-28T02:05:00Z,63.43,36.11
2025-07-28T02:06:00Z,73.14,37.42
2025-07-28T02:07:00Z,68.58,35.62
2025-07-28T02:08:00Z,64.76,43.16
2025-07-28T02:09:00Z,62.00,41.60
2025-07-28T02:10:00Z,60.27,43.24
2025-07-28T02:11:00Z,60.00,40.14
2025-07-28T02:12:00Z,62.13,39.00
2025-07-28T02:13:00Z,62.48,39.00
2025-07-28T02:14:00Z,62.35,37.00
2025-07-28T02:15:00Z,69.57,28.76
2025-07-28T02:16:00Z,75.96,24.00
2025-07-28T02:17:00Z,83.32,19.00
2025-07-28T02:18:00Z,81.53,16.20
2025-07-28T02:19:00Z,86.00,15.59
2025-07-28T02:20:00Z,84.00,16.48
