# event_ticker=KXATPMATCH-25JUL27SHADUC
# final_score=6-3 7-6(3)
# score_resolution=6-3 7-6
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Juncheng Shang
# kalshi_date=2025-07-27
timestamp,James Duckworth,Juncheng Shang
2025-07-28T02:21:00Z,84.00,17.76
2025-07-28T02:22:00Z,88.23,10.43
2025-07-28T02:23:00Z,90.94,8.35
2025-07-28T02:24:00Z,95.45,7.78
2025-07-28T02:25:00Z,95.83,6.14
2025-07-28T02:26:00Z,94.77,3.81
2025-07-28T02:27:00Z,95.00,6.70
2025-07-28T02:28:00Z,93.86,7.48
2025-07-28T02:29:00Z,94.22,8.06
2025-07-28T02:30:00Z,92.66,10.56
2025-07-28T02:31:00Z,93.14,9.00
2025-07-28T02:32:00Z,91.38,12.68
2025-07-28T02:33:00Z,90.00,13.81
2025-07-28T02:34:00Z,93.00,13.82
2025-07-28T02:35:00Z,93.00,20.46
2025-07-28T02:36:00Z,74.90,22.05
2025-07-28T02:37:00Z,81.15,25.15
2025-07-28T02:38:00Z,67.31,45.82
2025-07-28T02:39:00Z,66.00,49.17
2025-07-28T02:40:00Z,87.12,24.79
2025-07-28T02:41:00Z,84.00,23.18
2025-07-28T02:42:00Z,79.73,33.86
2025-07-28T02:43:00Z,80.89,27.21
2025-07-28T02:44:00Z,83.15,21.16
2025-07-28T02:45:00Z,79.05,37.26
2025-07-28T02:46:00Z,77.11,29.03
2025-07-28T02:47:00Z,77.94,27.40
2025-07-28T02:48:00Z,76.01,30.37
2025-07-28T02:49:00Z,74.32,34.71
2025-07-28T02:50:00Z,79.43,24.00
2025-07-28T02:51:00Z,80.24,20.00
2025-07-28T02:52:00Z,82.12,20.07
2025-07-28T02:53:00Z,82.67,26.58
2025-07-28T02:54:00Z,76.36,27.92
2025-07-28T02:55:00Z,73.12,29.11
2025-07-28T02:56:00Z,74.30,28.97
2025-07-28T02:57:00Z,80.05,30.73
2025-07-28T02:58:00Z,77.34,32.63
2025-07-28T02:59:00Z,74.12,33.20
2025-07-28T03:00:00Z,71.42,34.40
2025-07-28T03:01:00Z,76.15,34.05
2025-07-28T03:02:00Z,77.64,31.07
2025-07-28T03:03:00Z,79.00,25.29
2025-07-28T03:04:00Z,81.44,27.41
2025-07-28T03:05:00Z,90.48,12.31
2025-07-28T03:06:00Z,95.45,6.40
2025-07-28T03:07:00Z,95.99,4.33
2025-07-28T03:08:00Z,95.67,4.30
2025-07-28T03:09:00Z,97.15,4.68
2025-07-28T03:10:00Z,99.00,1.71
