# event_ticker=KXATPMATCH-26MAY21BUSHUM
# final_score=6-3 5-7 6-3
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Ugo Humbert
# kalshi_date=2026-05-21
timestamp,Ignacio Buse,Ugo Humbert
2026-05-20T22:20:00Z,68.00,
2026-05-20T22:29:00Z,68.00,32.00
2026-05-20T22:32:00Z,68.00,32.00
2026-05-20T22:35:00Z,68.00,32.00
2026-05-20T22:51:00Z,69.00,32.00
2026-05-20T22:54:00Z,69.00,31.00
2026-05-20T22:56:00Z,69.00,32.00
2026-05-20T22:57:00Z,69.00,32.00
2026-05-20T23:03:00Z,69.00,32.00
2026-05-20T23:06:00Z,69.00,32.00
2026-05-20T23:17:00Z,68.00,32.00
2026-05-20T23:24:00Z,69.00,32.00
2026-05-20T23:28:00Z,69.00,31.00
2026-05-20T23:42:00Z,70.00,31.00
2026-05-20T23:53:00Z,71.00,31.00
2026-05-21T00:04:00Z,72.00,31.00
2026-05-21T00:05:00Z,72.00,30.00
2026-05-21T00:08:00Z,72.00,30.00
2026-05-21T00:14:00Z,72.00,30.00
2026-05-21T00:43:00Z,72.00,30.00
2026-05-21T00:59:00Z,72.00,30.00
2026-05-21T01:00:00Z,72.00,30.00
2026-05-21T01:04:00Z,72.00,30.00
2026-05-21T01:06:00Z,72.00,30.00
2026-05-21T01:07:00Z,72.00,30.00
2026-05-21T01:08:00Z,72.00,30.00
2026-05-21T01:10:00Z,72.00,30.00
2026-05-21T01:19:00Z,72.00,30.00
2026-05-21T01:21:00Z,72.00,30.00
2026-05-21T01:22:00Z,72.00,30.00
2026-05-21T01:23:00Z,72.00,30.00
2026-05-21T01:43:00Z,72.00,30.00
2026-05-21T01:44:00Z,72.00,30.00
2026-05-21T01:48:00Z,72.00,30.00
2026-05-21T01:56:00Z,72.00,30.00
2026-05-21T01:58:00Z,72.00,30.00
2026-05-21T01:59:00Z,72.00,30.00
2026-05-21T02:09:00Z,72.00,30.00
2026-05-21T02:12:00Z,72.00,30.00
2026-05-21T02:13:00Z,72.00,30.00
2026-05-21T02:17:00Z,72.00,30.00
2026-05-21T02:18:00Z,72.00,30.00
2026-05-21T02:26:00Z,72.00,30.00
2026-05-21T02:36:00Z,72.00,30.00
2026-05-21T02:45:00Z,72.00,30.00
2026-05-21T02:51:00Z,72.00,30.00
2026-05-21T02:59:00Z,72.00,30.00
2026-05-21T03:00:00Z,72.00,30.00
2026-05-21T03:09:00Z,72.00,30.00
2026-05-21T03:12:00Z,72.00,30.00
2026-05-21T03:14:00Z,72.00,30.00
2026-05-21T03:15:00Z,72.00,29.00
2026-05-21T03:20:00Z,72.00,29.00
2026-05-21T03:22:00Z,72.00,30.00
2026-05-21T03:26:00Z,72.00,30.00
