# event_ticker=KXATPMATCH-26APR02BURNAK
# final_score=6-4 2-6 6-4
# match_winner=Roman Andres Burruchaga
# fav_player=Roman Andres Burruchaga
# dog_player=Brandon Nakashima
# kalshi_date=2026-04-02
timestamp,Roman Andres Burruchaga,Brandon Nakashima
2026-04-02T09:01:00Z,42.00,
2026-04-02T09:03:00Z,42.00,61.00
2026-04-02T09:04:00Z,42.00,61.00
2026-04-02T09:05:00Z,41.00,61.00
2026-04-02T09:15:00Z,41.00,61.00
2026-04-02T09:16:00Z,42.00,61.00
2026-04-02T09:26:00Z,42.00,61.00
2026-04-02T09:27:00Z,42.00,61.00
2026-04-02T09:32:00Z,42.00,61.00
2026-04-02T09:34:00Z,42.00,61.00
2026-04-02T09:44:00Z,42.00,61.00
2026-04-02T09:49:00Z,42.00,61.00
2026-04-02T10:05:00Z,41.00,61.00
2026-04-02T10:08:00Z,41.00,61.00
2026-04-02T10:12:00Z,41.00,61.00
2026-04-02T10:17:00Z,41.00,61.00
2026-04-02T10:20:00Z,41.00,61.00
2026-04-02T10:30:00Z,41.00,61.00
2026-04-02T10:36:00Z,41.00,61.00
2026-04-02T10:37:00Z,41.00,61.00
2026-04-02T10:44:00Z,41.00,61.00
2026-04-02T10:53:00Z,41.00,61.00
2026-04-02T10:54:00Z,41.00,61.00
2026-04-02T11:01:00Z,41.00,61.00
2026-04-02T11:05:00Z,41.00,61.00
2026-04-02T11:07:00Z,40.00,61.00
2026-04-02T11:12:00Z,40.00,61.00
2026-04-02T11:13:00Z,40.00,61.00
2026-04-02T11:19:00Z,40.00,59.64
2026-04-02T11:20:00Z,40.00,61.00
2026-04-02T11:23:00Z,41.00,61.00
2026-04-02T11:33:00Z,42.00,61.00
2026-04-02T11:36:00Z,42.00,60.00
2026-04-02T11:39:00Z,42.00,60.00
2026-04-02T11:40:00Z,42.00,60.00
2026-04-02T11:42:00Z,42.00,60.00
2026-04-02T11:44:00Z,42.00,60.00
2026-04-02T11:47:00Z,42.00,60.00
2026-04-02T11:49:00Z,42.00,60.00
2026-04-02T11:50:00Z,42.00,60.00
2026-04-02T11:51:00Z,42.00,60.00
2026-04-02T11:52:00Z,42.00,60.00
2026-04-02T11:55:00Z,42.00,60.00
2026-04-02T11:56:00Z,42.00,61.00
2026-04-02T11:58:00Z,42.00,61.00
2026-04-02T11:59:00Z,42.00,61.00
2026-04-02T12:00:00Z,42.00,60.52
2026-04-02T12:01:00Z,42.00,60.66
2026-04-02T12:05:00Z,42.00,61.00
2026-04-02T12:08:00Z,41.00,61.00
2026-04-02T12:09:00Z,41.00,61.00
2026-04-02T12:18:00Z,41.00,61.00
2026-04-02T12:31:00Z,41.00,60.00
2026-04-02T12:36:00Z,41.00,60.00
2026-04-02T12:40:00Z,41.00,60.00
2026-04-02T12:42:00Z,41.00,60.00
2026-04-02T12:44:00Z,41.00,60.00
2026-04-02T12:46:00Z,41.00,60.87
2026-04-02T12:47:00Z,41.00,60.87
2026-04-02T12:50:00Z,41.00,61.00
2026-04-02T12:59:00Z,41.00,61.00
2026-04-02T13:01:00Z,41.00,60.49
2026-04-02T13:02:00Z,41.00,59.00
2026-04-02T13:04:00Z,41.00,59.00
2026-04-02T13:05:00Z,41.00,59.00
2026-04-02T13:06:00Z,41.00,59.00
2026-04-02T13:09:00Z,41.00,58.90
2026-04-02T13:11:00Z,41.00,59.00
2026-04-02T13:14:00Z,41.00,59.00
2026-04-02T13:19:00Z,41.00,59.00
2026-04-02T13:20:00Z,41.00,59.00
2026-04-02T13:21:00Z,41.00,59.00
2026-04-02T13:22:00Z,41.00,59.00
2026-04-02T13:29:00Z,41.00,59.00
2026-04-02T13:31:00Z,41.00,59.00
2026-04-02T13:35:00Z,42.00,59.00
2026-04-02T13:38:00Z,42.00,59.00
2026-04-02T13:43:00Z,42.00,59.00
2026-04-02T13:44:00Z,42.00,59.00
2026-04-02T13:45:00Z,42.00,59.00
2026-04-02T13:46:00Z,42.00,58.50
2026-04-02T13:47:00Z,42.00,59.00
2026-04-02T13:48:00Z,42.00,59.00
2026-04-02T13:53:00Z,42.00,59.00
2026-04-02T14:01:00Z,42.00,59.00
2026-04-02T14:02:00Z,42.04,58.00
2026-04-02T14:04:00Z,43.00,58.00
2026-04-02T14:05:00Z,43.00,58.00
2026-04-02T14:06:00Z,43.00,57.00
2026-04-02T14:09:00Z,43.00,57.00
2026-04-02T14:10:00Z,43.00,58.43
2026-04-02T14:11:00Z,43.00,59.00
2026-04-02T14:12:00Z,42.00,59.00
2026-04-02T14:13:00Z,42.00,59.00
2026-04-02T14:20:00Z,42.00,59.00
2026-04-02T14:21:00Z,42.00,59.00
2026-04-02T14:24:00Z,42.00,59.00
2026-04-02T14:26:00Z,41.50,59.00
2026-04-02T14:30:00Z,42.00,59.00
2026-04-02T14:32:00Z,42.00,59.00
2026-04-02T14:33:00Z,42.00,59.90
2026-04-02T14:34:00Z,42.00,59.90
2026-04-02T14:36:00Z,42.00,60.00
2026-04-02T14:39:00Z,42.00,60.00
2026-04-02T14:41:00Z,42.00,60.00
2026-04-02T14:44:00Z,42.00,59.98
2026-04-02T14:45:00Z,42.00,60.00
2026-04-02T14:46:00Z,42.00,60.00
2026-04-02T14:48:00Z,42.00,60.00
2026-04-02T14:50:00Z,42.00,59.00
2026-04-02T14:51:00Z,42.00,60.00
2026-04-02T14:52:00Z,42.00,60.00
2026-04-02T14:54:00Z,42.00,60.00
2026-04-02T14:55:00Z,42.00,60.00
2026-04-02T14:56:00Z,42.00,60.00
2026-04-02T14:58:00Z,42.00,60.00
2026-04-02T15:00:00Z,42.00,60.00
2026-04-02T15:01:00Z,42.00,60.00
2026-04-02T15:03:00Z,42.00,60.00
2026-04-02T15:07:00Z,42.00,60.00
2026-04-02T15:13:00Z,42.00,60.00
2026-04-02T15:15:00Z,42.00,60.00
2026-04-02T15:16:00Z,41.00,60.00
2026-04-02T15:18:00Z,41.00,59.00
2026-04-02T15:22:00Z,41.00,60.00
