# event_ticker=KXATPCHALLENGERMATCH-26APR16ELLKUK
# final_score=6-3 7-6(5)
# score_resolution=6-3 7-6
# match_winner=Blake Ellis
# fav_player=Blake Ellis
# dog_player=Mikhail Kukushkin
# kalshi_date=2026-04-16
timestamp,Blake Ellis,Mikhail Kukushkin
2026-04-15T20:21:00Z,,75.00
2026-04-15T20:29:00Z,,75.00
2026-04-15T21:31:00Z,27.00,75.00
2026-04-15T22:01:00Z,25.00,75.00
2026-04-15T22:02:00Z,27.00,75.00
2026-04-15T22:21:00Z,27.00,75.00
2026-04-15T22:22:00Z,27.00,75.00
2026-04-15T22:45:00Z,27.00,75.00
2026-04-15T22:47:00Z,27.00,75.00
2026-04-15T22:48:00Z,27.00,75.00
2026-04-15T22:49:00Z,27.00,75.00
2026-04-16T00:11:00Z,26.00,75.00
2026-04-16T00:44:00Z,26.00,75.00
2026-04-16T00:45:00Z,27.00,75.00
2026-04-16T01:06:00Z,27.00,75.00
2026-04-16T02:16:00Z,27.00,75.00
2026-04-16T02:17:00Z,27.00,75.00
2026-04-16T02:34:00Z,27.00,75.00
2026-04-16T03:05:00Z,27.00,75.00
2026-04-16T03:06:00Z,27.00,75.00
2026-04-16T03:18:00Z,27.00,75.00
2026-04-16T03:35:00Z,27.00,75.04
2026-04-16T03:38:00Z,24.00,75.04
2026-04-16T03:44:00Z,24.00,75.00
2026-04-16T03:56:00Z,24.00,76.00
2026-04-16T04:01:00Z,23.00,76.00
2026-04-16T04:14:00Z,24.00,76.00
2026-04-16T04:21:00Z,24.00,78.00
2026-04-16T04:36:00Z,24.00,78.00
2026-04-16T04:47:00Z,24.00,78.00
2026-04-16T04:55:00Z,24.00,78.00
2026-04-16T04:56:00Z,24.00,78.00
2026-04-16T04:58:00Z,24.00,78.00
2026-04-16T05:05:00Z,24.00,78.00
2026-04-16T05:16:00Z,24.00,78.00
2026-04-16T05:23:00Z,24.00,76.00
2026-04-16T05:31:00Z,24.00,76.00
2026-04-16T05:32:00Z,24.00,76.00
2026-04-16T05:33:00Z,24.00,78.00
2026-04-16T05:40:00Z,24.00,78.00
2026-04-16T05:42:00Z,24.00,78.00
2026-04-16T05:43:00Z,24.00,78.00
2026-04-16T05:44:00Z,24.00,78.00
2026-04-16T05:47:00Z,24.00,78.00
2026-04-16T05:51:00Z,24.00,78.00
2026-04-16T06:04:00Z,24.00,77.85
2026-04-16T06:12:00Z,24.00,77.85
2026-04-16T06:23:00Z,25.00,77.85
2026-04-16T06:29:00Z,23.00,77.85
2026-04-16T06:30:00Z,23.00,77.00
2026-04-16T06:34:00Z,24.50,77.58
2026-04-16T06:42:00Z,24.74,78.27
2026-04-16T06:44:00Z,24.74,77.76
2026-04-16T06:45:00Z,24.00,77.76
2026-04-16T06:46:00Z,24.00,77.84
2026-04-16T06:47:00Z,24.00,77.00
2026-04-16T06:48:00Z,24.00,77.64
2026-04-16T06:49:00Z,24.00,78.00
2026-04-16T06:51:00Z,24.67,78.00
2026-04-16T06:52:00Z,24.67,77.00
2026-04-16T06:53:00Z,24.42,77.00
2026-04-16T06:55:00Z,24.00,77.00
2026-04-16T06:56:00Z,24.00,78.00
2026-04-16T06:57:00Z,24.00,78.00
2026-04-16T06:59:00Z,24.00,78.56
2026-04-16T07:00:00Z,24.00,79.51
2026-04-16T09:01:00Z,51.39,57.95
2026-04-16T09:02:00Z,55.52,47.25
2026-04-16T09:03:00Z,53.09,51.62
2026-04-16T09:04:00Z,51.16,51.44
2026-04-16T09:05:00Z,51.55,50.74
2026-04-16T09:06:00Z,53.07,50.56
2026-04-16T09:07:00Z,48.72,57.23
2026-04-16T09:08:00Z,54.38,47.92
2026-04-16T09:09:00Z,51.10,50.80
2026-04-16T09:10:00Z,57.96,50.98
2026-04-16T09:11:00Z,53.65,48.65
2026-04-16T09:12:00Z,56.01,48.81
2026-04-16T09:13:00Z,52.34,47.90
2026-04-16T09:14:00Z,51.30,51.97
2026-04-16T09:15:00Z,51.65,50.88
2026-04-16T09:16:00Z,53.00,49.64
2026-04-16T09:17:00Z,56.42,46.54
2026-04-16T09:18:00Z,56.60,46.00
2026-04-16T09:19:00Z,59.73,44.49
2026-04-16T09:20:00Z,56.00,45.43
2026-04-16T09:21:00Z,54.44,47.54
2026-04-16T09:22:00Z,54.78,47.77
2026-04-16T09:23:00Z,54.14,47.97
2026-04-16T09:24:00Z,55.37,50.15
2026-04-16T09:25:00Z,53.16,49.84
2026-04-16T09:26:00Z,56.68,44.24
2026-04-16T09:27:00Z,56.80,45.11
2026-04-16T09:28:00Z,57.84,46.52
2026-04-16T09:29:00Z,54.89,48.64
2026-04-16T09:30:00Z,53.13,50.45
2026-04-16T09:31:00Z,52.66,50.05
2026-04-16T09:32:00Z,49.91,49.43
2026-04-16T09:33:00Z,54.13,47.00
2026-04-16T09:34:00Z,56.70,44.99
2026-04-16T09:35:00Z,47.39,53.03
2026-04-16T09:36:00Z,45.28,55.00
2026-04-16T09:37:00Z,56.92,39.88
2026-04-16T09:38:00Z,54.46,45.77
2026-04-16T09:39:00Z,45.20,52.64
2026-04-16T09:40:00Z,51.26,50.11
2026-04-16T09:41:00Z,50.36,48.62
2026-04-16T09:42:00Z,53.47,47.34
2026-04-16T09:43:00Z,55.07,43.71
2026-04-16T09:44:00Z,53.33,45.19
2026-04-16T09:45:00Z,55.87,49.71
2026-04-16T09:46:00Z,46.61,55.68
2026-04-16T09:47:00Z,51.64,54.82
2026-04-16T09:48:00Z,57.99,43.45
2026-04-16T09:49:00Z,64.39,35.65
2026-04-16T09:50:00Z,65.02,36.36
2026-04-16T09:51:00Z,86.61,17.54
2026-04-16T09:52:00Z,90.59,11.03
2026-04-16T09:53:00Z,99.00,1.00
