# event_ticker=KXATPMATCH-26JAN15MACPAU
# final_score=2-6 6-3 6-3
# match_winner=Tomas Machac
# fav_player=Tomas Machac
# dog_player=Tommy Paul
# kalshi_date=2026-01-15
timestamp,Tomas Machac,Tommy Paul
2026-01-15T15:59:00Z,,60.00
2026-01-15T16:03:00Z,,60.00
2026-01-15T16:26:00Z,42.82,60.00
2026-01-15T16:27:00Z,42.82,59.00
2026-01-15T16:29:00Z,42.82,59.00
2026-01-15T17:06:00Z,42.82,59.00
2026-01-15T17:21:00Z,42.82,59.00
2026-01-15T17:42:00Z,42.82,59.00
2026-01-15T18:37:00Z,42.82,59.00
2026-01-15T18:43:00Z,43.00,59.00
2026-01-15T19:03:00Z,43.00,59.00
2026-01-15T19:09:00Z,43.00,59.00
2026-01-15T19:11:00Z,43.00,59.00
2026-01-15T19:13:00Z,43.00,59.00
2026-01-15T19:36:00Z,43.00,59.00
2026-01-15T19:38:00Z,43.00,59.00
2026-01-15T19:39:00Z,43.00,59.00
2026-01-15T19:47:00Z,41.00,59.00
2026-01-15T20:22:00Z,41.00,59.00
2026-01-15T20:40:00Z,40.00,59.00
2026-01-15T20:53:00Z,40.00,60.00
2026-01-15T21:31:00Z,40.00,60.00
2026-01-15T21:59:00Z,40.00,60.00
2026-01-15T22:09:00Z,40.00,60.33
2026-01-15T22:10:00Z,41.00,60.33
2026-01-15T22:16:00Z,41.00,62.00
2026-01-15T22:17:00Z,41.00,62.00
2026-01-15T22:20:00Z,40.00,62.00
2026-01-15T22:25:00Z,40.00,62.00
2026-01-15T22:26:00Z,40.00,62.00
2026-01-15T22:31:00Z,40.00,62.00
2026-01-15T22:41:00Z,40.00,62.00
2026-01-15T22:43:00Z,40.00,62.00
2026-01-15T22:50:00Z,40.00,62.00
2026-01-15T22:51:00Z,40.00,62.00
2026-01-15T22:52:00Z,40.00,62.00
2026-01-15T22:57:00Z,40.00,62.00
2026-01-15T23:01:00Z,40.00,62.00
2026-01-15T23:03:00Z,40.00,59.31
2026-01-15T23:11:00Z,39.00,62.00
2026-01-15T23:13:00Z,39.00,62.00
2026-01-15T23:23:00Z,39.00,62.00
2026-01-15T23:24:00Z,39.00,62.00
2026-01-15T23:27:00Z,39.00,62.00
2026-01-15T23:28:00Z,39.00,62.00
