# event_ticker=KXATPCHALLENGERMATCH-26MAR14ROCBOS
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Henrique Rocha
# fav_player=Pedro Boscardin Dias
# dog_player=Henrique Rocha
# kalshi_date=2026-03-14
timestamp,Pedro Boscardin Dias,Henrique Rocha
2026-03-14T03:04:00Z,32.00,
2026-03-14T03:10:00Z,32.00,
2026-03-14T03:18:00Z,32.00,70.00
2026-03-14T03:28:00Z,32.00,70.00
2026-03-14T03:31:00Z,32.00,69.00
2026-03-14T03:37:00Z,32.00,69.00
2026-03-14T04:00:00Z,32.00,70.00
2026-03-14T04:20:00Z,33.00,70.00
2026-03-14T04:27:00Z,33.00,70.00
2026-03-14T04:33:00Z,33.00,70.00
2026-03-14T04:34:00Z,33.00,70.00
2026-03-14T04:37:00Z,33.00,70.00
2026-03-14T04:38:00Z,33.00,70.00
2026-03-14T04:46:00Z,33.00,70.00
2026-03-14T04:48:00Z,33.00,70.00
2026-03-14T04:50:00Z,33.00,70.00
2026-03-14T05:02:00Z,33.00,70.00
2026-03-14T05:04:00Z,33.00,70.00
2026-03-14T05:11:00Z,33.00,70.00
2026-03-14T05:28:00Z,33.00,70.00
2026-03-14T05:36:00Z,33.00,70.00
2026-03-14T05:37:00Z,33.00,70.00
2026-03-14T05:42:00Z,33.00,70.00
2026-03-14T05:43:00Z,32.00,70.00
2026-03-14T05:48:00Z,32.00,70.00
2026-03-14T05:54:00Z,29.00,70.00
2026-03-14T05:57:00Z,29.00,70.00
2026-03-14T05:58:00Z,29.00,70.00
2026-03-14T06:01:00Z,31.00,70.00
2026-03-14T06:10:00Z,31.00,70.20
2026-03-14T06:22:00Z,31.00,71.00
2026-03-14T06:25:00Z,31.00,71.00
2026-03-14T06:46:00Z,31.00,71.00
2026-03-14T06:47:00Z,31.00,71.00
2026-03-14T06:48:00Z,31.00,71.00
2026-03-14T06:59:00Z,31.00,71.00
2026-03-14T07:00:00Z,29.00,71.00
2026-03-14T07:10:00Z,29.00,70.00
2026-03-14T07:11:00Z,29.00,70.00
2026-03-14T07:12:00Z,29.00,69.00
2026-03-14T07:13:00Z,31.00,70.41
2026-03-14T07:15:00Z,32.00,70.41
2026-03-14T07:21:00Z,32.64,70.41
2026-03-14T07:23:00Z,32.64,69.00
2026-03-14T07:38:00Z,32.64,70.00
2026-03-14T07:44:00Z,32.64,70.00
2026-03-14T08:49:00Z,32.64,69.00
2026-03-14T08:59:00Z,32.64,69.00
2026-03-14T10:18:00Z,32.64,69.00
2026-03-14T10:19:00Z,32.64,69.00
2026-03-14T10:48:00Z,32.00,69.00
2026-03-14T10:50:00Z,32.00,69.00
2026-03-14T11:13:00Z,32.00,69.00
2026-03-14T11:23:00Z,32.00,69.00
2026-03-14T11:33:00Z,32.00,69.00
2026-03-14T11:34:00Z,32.00,69.00
2026-03-14T11:36:00Z,32.00,69.00
2026-03-14T11:51:00Z,32.00,69.00
2026-03-14T11:58:00Z,33.00,69.00
2026-03-14T12:01:00Z,33.00,69.00
2026-03-14T12:02:00Z,33.00,69.00
2026-03-14T12:03:00Z,33.00,69.00
2026-03-14T12:05:00Z,33.00,69.00
2026-03-14T12:06:00Z,33.00,69.00
2026-03-14T12:07:00Z,33.00,69.00
2026-03-14T12:10:00Z,33.00,69.00
2026-03-14T12:11:00Z,33.00,69.00
2026-03-14T12:12:00Z,33.00,69.00
2026-03-14T12:13:00Z,33.00,69.00
2026-03-14T12:14:00Z,33.00,69.00
2026-03-14T12:17:00Z,33.00,69.00
2026-03-14T12:19:00Z,33.00,69.00
2026-03-14T12:22:00Z,33.00,69.00
2026-03-14T12:28:00Z,33.00,69.00
2026-03-14T12:29:00Z,31.00,69.00
2026-03-14T12:32:00Z,31.00,69.00
2026-03-14T12:33:00Z,33.00,69.00
2026-03-14T12:36:00Z,33.00,69.00
2026-03-14T12:38:00Z,33.00,69.00
2026-03-14T12:45:00Z,33.00,69.00
2026-03-14T12:48:00Z,33.00,69.00
2026-03-14T12:52:00Z,33.00,69.00
2026-03-14T12:53:00Z,33.00,69.00
2026-03-14T13:01:00Z,33.00,69.00
2026-03-14T13:03:00Z,33.00,69.00
2026-03-14T13:04:00Z,32.00,69.00
2026-03-14T13:05:00Z,32.00,69.00
2026-03-14T13:07:00Z,32.00,69.00
2026-03-14T13:09:00Z,32.00,69.00
2026-03-14T13:10:00Z,32.00,69.00
2026-03-14T13:14:00Z,32.00,69.00
2026-03-14T13:15:00Z,32.00,69.00
2026-03-14T13:20:00Z,32.00,69.00
2026-03-14T13:23:00Z,32.00,69.00
2026-03-14T13:25:00Z,32.00,69.00
2026-03-14T13:28:00Z,32.00,69.00
2026-03-14T13:30:00Z,32.00,69.00
2026-03-14T13:32:00Z,32.00,69.00
2026-03-14T13:33:00Z,32.00,69.00
2026-03-14T13:36:00Z,32.00,69.00
2026-03-14T13:37:00Z,32.00,69.00
2026-03-14T13:38:00Z,32.00,69.00
2026-03-14T13:39:00Z,32.00,70.00
2026-03-14T13:41:00Z,32.00,70.00
2026-03-14T13:42:00Z,32.00,70.00
2026-03-14T13:44:00Z,32.00,70.00
2026-03-14T13:46:00Z,32.00,70.00
2026-03-14T13:47:00Z,32.00,70.00
2026-03-14T13:48:00Z,32.00,70.00
2026-03-14T13:49:00Z,32.00,70.00
2026-03-14T13:51:00Z,32.00,70.00
2026-03-14T13:54:00Z,32.00,70.00
2026-03-14T13:56:00Z,32.00,70.00
2026-03-14T13:57:00Z,32.00,70.00
2026-03-14T13:59:00Z,32.00,70.00
2026-03-14T14:01:00Z,32.00,70.00
2026-03-14T14:03:00Z,32.00,70.00
2026-03-14T14:04:00Z,32.00,70.00
2026-03-14T14:05:00Z,33.00,70.00
2026-03-14T14:06:00Z,33.00,67.20
2026-03-14T14:07:00Z,33.00,70.00
2026-03-14T14:08:00Z,34.00,70.00
2026-03-14T14:09:00Z,33.79,70.00
2026-03-14T14:10:00Z,33.79,70.00
2026-03-14T14:11:00Z,33.00,69.01
2026-03-14T14:12:00Z,31.41,71.16
2026-03-14T14:13:00Z,29.38,72.37
2026-03-14T14:14:00Z,27.06,74.00
2026-03-14T14:15:00Z,26.00,76.66
2026-03-14T14:16:00Z,23.76,77.59
2026-03-14T14:17:00Z,22.36,79.24
2026-03-14T14:18:00Z,20.23,83.68
2026-03-14T14:19:00Z,16.02,84.95
2026-03-14T14:20:00Z,17.00,84.44
2026-03-14T14:21:00Z,19.39,82.05
2026-03-14T14:22:00Z,17.47,83.24
2026-03-14T14:23:00Z,15.36,84.72
2026-03-14T14:24:00Z,16.00,84.19
2026-03-14T14:25:00Z,17.37,83.00
2026-03-14T14:26:00Z,19.00,82.00
2026-03-14T14:27:00Z,19.00,83.00
2026-03-14T14:28:00Z,17.02,84.33
2026-03-14T14:29:00Z,16.00,85.56
2026-03-14T14:30:00Z,16.00,84.24
2026-03-14T14:31:00Z,15.48,84.91
2026-03-14T14:32:00Z,15.48,85.16
2026-03-14T14:33:00Z,14.00,86.17
2026-03-14T14:34:00Z,14.84,86.45
2026-03-14T14:35:00Z,13.53,89.52
2026-03-14T14:36:00Z,11.00,89.98
2026-03-14T14:37:00Z,10.00,92.00
2026-03-14T14:38:00Z,10.00,90.02
2026-03-14T14:39:00Z,9.66,91.66
2026-03-14T14:40:00Z,10.00,91.23
2026-03-14T14:41:00Z,9.98,91.01
2026-03-14T14:42:00Z,8.63,91.60
2026-03-14T14:43:00Z,4.25,95.36
2026-03-14T14:44:00Z,3.97,96.95
2026-03-14T14:45:00Z,4.24,97.00
2026-03-14T14:46:00Z,5.30,95.37
2026-03-14T14:47:00Z,4.29,96.19
2026-03-14T14:48:00Z,3.00,97.48
2026-03-14T14:49:00Z,2.88,98.57
2026-03-14T14:50:00Z,2.00,98.31
2026-03-14T14:51:00Z,2.33,97.91
2026-03-14T14:52:00Z,1.35,99.00
2026-03-14T14:53:00Z,1.00,99.00
2026-03-14T14:54:00Z,1.00,99.00
2026-03-14T14:55:00Z,1.00,99.00
2026-03-14T14:56:00Z,1.00,99.00
2026-03-14T14:58:00Z,1.00,99.00
2026-03-14T14:59:00Z,1.00,99.00
2026-03-14T15:00:00Z,1.00,99.00
2026-03-14T15:01:00Z,1.00,99.00
2026-03-14T15:02:00Z,1.00,99.00
2026-03-14T15:03:00Z,1.00,99.00
2026-03-14T15:04:00Z,1.00,99.00
2026-03-14T15:05:00Z,1.00,99.00
2026-03-14T15:06:00Z,1.00,99.00
2026-03-14T15:07:00Z,1.00,99.00
2026-03-14T15:08:00Z,1.00,99.00
2026-03-14T15:09:00Z,1.00,99.00
2026-03-14T15:10:00Z,1.00,99.00
2026-03-14T15:11:00Z,1.00,99.00
2026-03-14T15:12:00Z,1.00,99.00
2026-03-14T15:13:00Z,1.00,99.00
2026-03-14T15:14:00Z,1.00,99.00
2026-03-14T15:15:00Z,1.00,99.00
2026-03-14T15:18:00Z,1.00,99.00
2026-03-14T15:19:00Z,1.00,99.00
2026-03-14T15:20:00Z,1.00,99.00
2026-03-14T15:23:00Z,1.00,99.00
