# event_ticker=KXATPCHALLENGERMATCH-26MAY05CERART
# final_score=6-1 3-1 RET
# match_winner=Matyas Cerny
# fav_player=Matyas Cerny
# dog_player=Bor Artnak
# kalshi_date=2026-05-05
timestamp,Matyas Cerny,Bor Artnak
2026-05-06T02:52:00Z,,55.00
2026-05-06T02:57:00Z,46.00,55.00
2026-05-06T03:13:00Z,46.00,55.00
2026-05-06T03:22:00Z,46.00,55.00
2026-05-06T03:25:00Z,45.00,55.00
2026-05-06T03:26:00Z,45.00,55.00
2026-05-06T03:37:00Z,45.00,55.00
2026-05-06T04:11:00Z,45.00,55.00
2026-05-06T04:31:00Z,45.00,55.00
2026-05-06T04:35:00Z,45.00,55.00
2026-05-06T04:36:00Z,46.00,55.00
2026-05-06T04:37:00Z,46.00,55.00
2026-05-06T04:39:00Z,46.00,55.00
2026-05-06T04:50:00Z,46.00,55.00
2026-05-06T04:52:00Z,46.00,55.00
2026-05-06T04:56:00Z,46.00,55.00
2026-05-06T04:57:00Z,46.00,55.00
2026-05-06T05:00:00Z,45.91,55.00
2026-05-06T05:07:00Z,47.00,55.00
2026-05-06T05:15:00Z,47.00,55.00
2026-05-06T05:29:00Z,47.00,55.00
2026-05-06T05:30:00Z,47.00,55.00
2026-05-06T05:42:00Z,47.00,55.00
2026-05-06T05:47:00Z,47.00,55.00
2026-05-06T06:12:00Z,47.00,55.00
2026-05-06T06:23:00Z,47.00,55.00
2026-05-06T06:24:00Z,47.00,55.00
2026-05-06T06:27:00Z,47.00,55.00
2026-05-06T06:28:00Z,47.00,55.00
2026-05-06T06:29:00Z,47.00,55.00
2026-05-06T06:40:00Z,47.00,54.00
2026-05-06T06:44:00Z,47.00,54.00
2026-05-06T06:45:00Z,47.00,55.00
2026-05-06T06:49:00Z,47.00,55.00
2026-05-06T07:14:00Z,47.00,54.00
2026-05-06T07:17:00Z,47.00,54.00
2026-05-06T07:28:00Z,47.00,54.00
2026-05-06T07:46:00Z,47.00,55.00
2026-05-06T07:53:00Z,47.00,55.00
2026-05-06T08:16:00Z,46.00,56.00
2026-05-06T09:00:00Z,46.00,56.00
2026-05-06T09:18:00Z,46.00,56.00
2026-05-06T10:36:00Z,46.00,56.00
2026-05-06T10:37:00Z,46.00,56.00
2026-05-06T10:44:00Z,46.00,56.00
2026-05-06T10:50:00Z,46.00,56.00
2026-05-06T11:49:00Z,46.00,56.00
2026-05-06T11:53:00Z,46.00,56.00
2026-05-06T11:58:00Z,46.00,56.00
2026-05-06T12:02:00Z,46.00,56.00
2026-05-06T12:05:00Z,46.00,56.00
2026-05-06T12:11:00Z,46.00,56.00
2026-05-06T12:16:00Z,46.00,56.00
2026-05-06T12:56:00Z,46.00,56.00
2026-05-06T13:05:00Z,46.00,56.00
2026-05-06T13:19:00Z,46.00,56.00
2026-05-06T13:23:00Z,46.00,56.00
2026-05-06T13:28:00Z,46.00,56.00
2026-05-06T13:33:00Z,46.00,56.00
2026-05-06T13:38:00Z,46.00,56.00
2026-05-06T13:45:00Z,46.00,56.00
2026-05-06T13:46:00Z,46.00,56.00
2026-05-06T13:48:00Z,46.00,56.00
2026-05-06T13:52:00Z,46.00,56.00
2026-05-06T13:53:00Z,46.00,56.00
2026-05-06T14:01:00Z,46.00,56.00
2026-05-06T14:02:00Z,46.00,55.00
2026-05-06T14:03:00Z,46.00,55.00
2026-05-06T14:04:00Z,46.00,56.00
2026-05-06T14:06:00Z,45.00,56.42
2026-05-06T14:07:00Z,45.00,56.42
2026-05-06T14:09:00Z,43.00,56.42
2026-05-06T14:10:00Z,45.00,56.93
2026-05-06T14:11:00Z,44.00,56.93
2026-05-06T14:13:00Z,45.00,56.93
2026-05-06T14:14:00Z,45.00,57.00
2026-05-06T14:15:00Z,45.00,57.00
2026-05-06T14:16:00Z,45.00,57.00
2026-05-06T14:17:00Z,45.00,57.00
2026-05-06T14:18:00Z,45.00,57.00
2026-05-06T14:19:00Z,45.00,57.00
2026-05-06T14:20:00Z,45.00,56.00
2026-05-06T14:21:00Z,47.94,54.74
2026-05-06T14:22:00Z,47.86,55.00
2026-05-06T14:23:00Z,48.34,51.85
2026-05-06T14:24:00Z,56.50,43.29
2026-05-06T14:25:00Z,59.00,42.22
2026-05-06T14:26:00Z,60.00,40.69
2026-05-06T14:27:00Z,62.16,39.98
2026-05-06T14:28:00Z,64.00,37.02
2026-05-06T14:29:00Z,63.96,37.00
2026-05-06T14:30:00Z,64.00,38.47
2026-05-06T14:31:00Z,64.00,36.04
2026-05-06T14:32:00Z,65.00,39.00
2026-05-06T14:33:00Z,67.20,35.41
2026-05-06T14:34:00Z,62.54,38.05
2026-05-06T14:35:00Z,62.54,36.00
2026-05-06T14:36:00Z,62.54,38.09
2026-05-06T14:37:00Z,64.15,37.10
2026-05-06T14:38:00Z,65.00,36.88
2026-05-06T14:39:00Z,62.41,38.86
2026-05-06T14:40:00Z,64.00,39.00
2026-05-06T14:41:00Z,63.25,39.61
2026-05-06T14:42:00Z,63.00,39.00
2026-05-06T14:43:00Z,63.89,36.89
2026-05-06T14:44:00Z,64.17,36.83
2026-05-06T14:45:00Z,64.98,35.74
2026-05-06T14:46:00Z,65.12,35.05
2026-05-06T14:47:00Z,65.12,37.15
2026-05-06T14:48:00Z,64.98,37.92
2026-05-06T14:49:00Z,65.38,35.45
2026-05-06T14:50:00Z,68.39,32.31
2026-05-06T14:51:00Z,71.80,28.96
2026-05-06T14:52:00Z,72.00,28.86
2026-05-06T14:53:00Z,72.89,27.46
2026-05-06T14:54:00Z,74.74,26.23
2026-05-06T14:55:00Z,74.83,26.00
2026-05-06T14:56:00Z,75.00,26.00
2026-05-06T14:57:00Z,76.15,25.10
2026-05-06T14:58:00Z,77.00,23.97
2026-05-06T14:59:00Z,77.10,22.99
2026-05-06T15:00:00Z,80.35,20.84
2026-05-06T15:01:00Z,83.22,20.37
2026-05-06T15:02:00Z,80.00,21.98
2026-05-06T15:03:00Z,78.43,23.26
2026-05-06T15:04:00Z,80.20,22.07
2026-05-06T15:05:00Z,81.22,19.37
2026-05-06T15:06:00Z,82.11,18.98
2026-05-06T15:07:00Z,84.04,15.24
2026-05-06T15:08:00Z,84.50,17.26
2026-05-06T15:09:00Z,86.85,14.09
2026-05-06T15:10:00Z,85.47,14.22
2026-05-06T15:11:00Z,84.02,15.81
2026-05-06T15:12:00Z,85.78,14.96
2026-05-06T15:13:00Z,84.37,13.52
2026-05-06T15:14:00Z,88.33,13.82
2026-05-06T15:15:00Z,87.57,16.19
2026-05-06T15:16:00Z,85.35,16.00
2026-05-06T15:17:00Z,86.76,12.70
2026-05-06T15:18:00Z,88.09,12.19
2026-05-06T15:19:00Z,88.87,12.90
2026-05-06T15:20:00Z,86.73,13.42
2026-05-06T15:21:00Z,86.08,13.99
2026-05-06T15:22:00Z,87.09,13.99
2026-05-06T15:23:00Z,86.31,13.99
