# event_ticker=KXATPCHALLENGERMATCH-26MAY05MATJON
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Maximus Jones
# fav_player=Hayato Matsuoka
# dog_player=Maximus Jones
# kalshi_date=2026-05-05
timestamp,Hayato Matsuoka,Maximus Jones
2026-05-04T20:04:00Z,54.00,
2026-05-04T20:21:00Z,55.00,
2026-05-04T20:38:00Z,55.00,48.00
2026-05-04T20:39:00Z,55.00,48.00
2026-05-04T20:42:00Z,55.00,46.00
2026-05-04T20:48:00Z,55.00,46.00
2026-05-04T20:58:00Z,55.00,46.00
2026-05-04T21:05:00Z,55.00,48.00
2026-05-04T21:18:00Z,53.00,48.00
2026-05-04T21:28:00Z,53.00,48.00
2026-05-04T21:31:00Z,53.00,48.00
2026-05-04T22:01:00Z,53.00,48.00
2026-05-04T22:20:00Z,53.00,48.00
2026-05-04T23:34:00Z,53.00,47.00
2026-05-04T23:46:00Z,54.00,47.00
2026-05-05T00:39:00Z,54.00,47.00
2026-05-05T00:40:00Z,51.87,47.00
2026-05-05T00:58:00Z,53.78,47.00
2026-05-05T01:05:00Z,54.00,47.00
2026-05-05T01:07:00Z,54.00,47.00
2026-05-05T01:51:00Z,54.00,47.00
2026-05-05T02:13:00Z,54.00,47.00
2026-05-05T02:30:00Z,54.00,48.00
2026-05-05T03:01:00Z,54.00,48.00
2026-05-05T03:05:00Z,54.00,47.00
2026-05-05T03:10:00Z,54.00,47.00
2026-05-05T03:12:00Z,52.00,47.00
2026-05-05T03:51:00Z,53.00,47.00
2026-05-05T03:52:00Z,53.00,47.00
2026-05-05T04:04:00Z,52.00,47.00
2026-05-05T04:25:00Z,53.00,47.00
2026-05-05T04:28:00Z,53.00,47.00
2026-05-05T04:31:00Z,53.00,47.00
2026-05-05T04:34:00Z,53.00,47.00
2026-05-05T04:37:00Z,53.00,47.00
2026-05-05T04:39:00Z,53.00,47.00
2026-05-05T04:40:00Z,53.00,49.00
2026-05-05T04:41:00Z,53.00,49.00
2026-05-05T04:42:00Z,53.00,49.00
2026-05-05T04:45:00Z,53.00,49.00
2026-05-05T04:47:00Z,53.00,49.00
2026-05-05T04:48:00Z,53.00,49.13
2026-05-05T04:49:00Z,53.47,49.13
2026-05-05T04:50:00Z,54.00,49.13
2026-05-05T04:55:00Z,53.61,48.00
2026-05-05T05:00:00Z,54.50,48.00
2026-05-05T05:05:00Z,55.00,48.00
2026-05-05T05:07:00Z,55.00,48.00
2026-05-05T05:10:00Z,55.00,48.00
2026-05-05T05:23:00Z,54.00,48.00
2026-05-05T05:26:00Z,54.46,48.00
2026-05-05T05:28:00Z,54.46,48.00
2026-05-05T05:29:00Z,55.00,48.00
2026-05-05T05:30:00Z,55.00,48.00
2026-05-05T05:34:00Z,55.00,48.00
2026-05-05T05:35:00Z,55.00,48.00
2026-05-05T05:36:00Z,55.00,48.00
2026-05-05T05:38:00Z,55.00,48.00
2026-05-05T05:42:00Z,55.00,48.00
2026-05-05T05:46:00Z,55.00,48.00
2026-05-05T05:48:00Z,54.00,48.00
2026-05-05T05:52:00Z,54.89,48.00
2026-05-05T05:59:00Z,55.00,48.00
2026-05-05T06:02:00Z,55.00,48.00
2026-05-05T06:08:00Z,55.00,48.00
2026-05-05T06:09:00Z,55.00,48.00
2026-05-05T06:10:00Z,55.00,48.00
2026-05-05T06:14:00Z,55.00,48.00
2026-05-05T06:15:00Z,55.00,47.00
2026-05-05T06:16:00Z,55.00,47.00
2026-05-05T06:17:00Z,55.00,48.00
2026-05-05T06:18:00Z,55.00,48.00
2026-05-05T06:19:00Z,54.00,48.00
2026-05-05T06:25:00Z,54.00,48.00
2026-05-05T06:27:00Z,54.00,48.00
