# event_ticker=KXATPCHALLENGERMATCH-26MAR24BONBLA
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Federico Bondioli
# fav_player=Federico Bondioli
# dog_player=Ugo Blanchet
# kalshi_date=2026-03-24
timestamp,Federico Bondioli,Ugo Blanchet
2026-03-24T12:05:00Z,91.10,9.14
2026-03-24T12:06:00Z,88.98,13.47
2026-03-24T12:07:00Z,93.46,6.53
2026-03-24T12:08:00Z,93.26,6.61
2026-03-24T12:09:00Z,91.02,8.33
2026-03-24T12:10:00Z,89.52,11.72
2026-03-24T12:11:00Z,85.37,14.09
2026-03-24T12:12:00Z,85.87,13.73
2026-03-24T12:13:00Z,82.98,16.93
2026-03-24T12:14:00Z,70.82,29.45
2026-03-24T12:15:00Z,61.20,29.81
2026-03-24T12:16:00Z,73.34,28.72
2026-03-24T12:17:00Z,63.50,37.10
2026-03-24T12:18:00Z,62.92,40.39
2026-03-24T12:19:00Z,71.71,30.35
2026-03-24T12:20:00Z,74.28,25.92
2026-03-24T12:21:00Z,76.42,27.20
2026-03-24T12:22:00Z,86.39,16.98
2026-03-24T12:23:00Z,92.78,6.37
2026-03-24T12:24:00Z,95.35,3.28
2026-03-24T12:25:00Z,99.00,1.00
2026-03-24T12:26:00Z,99.00,1.00
2026-03-24T12:27:00Z,99.00,1.00
2026-03-24T12:28:00Z,99.00,1.00
2026-03-24T12:29:00Z,99.00,1.00
2026-03-24T12:30:00Z,99.00,1.00
2026-03-24T12:32:00Z,99.00,1.00
2026-03-24T12:33:00Z,99.00,1.00
