# event_ticker=KXATPCHALLENGERMATCH-26MAR24BONBLA
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Federico Bondioli
# fav_player=Federico Bondioli
# dog_player=Ugo Blanchet
# kalshi_date=2026-03-24
timestamp,Federico Bondioli,Ugo Blanchet
2026-03-23T22:54:00Z,36.00,
2026-03-24T00:29:00Z,36.00,66.00
2026-03-24T00:42:00Z,36.00,66.00
2026-03-24T00:47:00Z,36.00,65.00
2026-03-24T03:16:00Z,36.00,65.63
2026-03-24T03:24:00Z,36.00,66.00
2026-03-24T03:36:00Z,36.00,65.86
2026-03-24T04:20:00Z,34.00,65.86
2026-03-24T04:32:00Z,34.00,66.00
2026-03-24T04:42:00Z,34.00,67.00
2026-03-24T04:56:00Z,35.00,67.00
2026-03-24T04:58:00Z,33.00,66.00
2026-03-24T05:06:00Z,33.00,66.00
2026-03-24T05:21:00Z,33.00,66.00
2026-03-24T05:37:00Z,33.00,66.94
2026-03-24T06:08:00Z,33.00,67.00
2026-03-24T06:10:00Z,33.00,67.00
2026-03-24T06:20:00Z,33.00,67.00
2026-03-24T07:00:00Z,35.00,67.00
2026-03-24T07:04:00Z,35.00,67.00
2026-03-24T07:20:00Z,35.00,67.00
2026-03-24T07:43:00Z,35.00,67.00
2026-03-24T07:56:00Z,35.00,67.00
2026-03-24T08:20:00Z,35.00,67.00
2026-03-24T08:23:00Z,35.00,67.00
2026-03-24T08:33:00Z,35.00,67.00
2026-03-24T08:42:00Z,35.00,67.00
2026-03-24T09:00:00Z,35.00,66.00
2026-03-24T09:07:00Z,35.00,67.00
2026-03-24T09:10:00Z,35.00,67.00
2026-03-24T09:14:00Z,35.00,67.00
2026-03-24T09:30:00Z,35.00,67.00
2026-03-24T09:31:00Z,35.00,67.00
2026-03-24T09:35:00Z,35.00,67.00
2026-03-24T09:36:00Z,35.00,67.00
2026-03-24T09:46:00Z,35.00,67.00
2026-03-24T09:48:00Z,35.00,67.00
2026-03-24T09:52:00Z,35.00,67.00
2026-03-24T09:55:00Z,34.00,67.00
2026-03-24T09:57:00Z,34.00,67.00
2026-03-24T09:59:00Z,34.00,67.00
2026-03-24T10:07:00Z,34.00,67.00
2026-03-24T10:10:00Z,34.00,67.00
2026-03-24T10:15:00Z,34.00,67.00
2026-03-24T10:27:00Z,34.00,67.00
2026-03-24T10:29:00Z,34.00,67.00
2026-03-24T10:31:00Z,35.00,67.00
2026-03-24T10:35:00Z,35.00,67.00
2026-03-24T10:37:00Z,33.00,69.00
2026-03-24T10:38:00Z,33.00,67.00
2026-03-24T10:39:00Z,35.00,68.00
2026-03-24T10:40:00Z,35.00,68.00
2026-03-24T10:41:00Z,35.00,68.00
2026-03-24T10:42:00Z,32.00,69.03
2026-03-24T10:43:00Z,32.00,69.03
2026-03-24T10:44:00Z,35.00,70.02
2026-03-24T10:45:00Z,34.00,69.00
2026-03-24T10:46:00Z,31.00,69.00
2026-03-24T10:47:00Z,34.05,67.99
2026-03-24T10:48:00Z,36.46,67.00
2026-03-24T10:49:00Z,27.00,71.23
2026-03-24T10:50:00Z,37.00,67.07
2026-03-24T10:51:00Z,39.57,67.00
2026-03-24T10:52:00Z,34.00,69.12
2026-03-24T10:53:00Z,34.00,70.00
2026-03-24T10:54:00Z,34.00,72.25
2026-03-24T10:55:00Z,34.18,66.82
2026-03-24T10:56:00Z,34.18,66.17
2026-03-24T10:57:00Z,38.19,64.30
2026-03-24T10:58:00Z,42.16,61.37
2026-03-24T10:59:00Z,43.15,59.21
2026-03-24T11:00:00Z,49.01,56.74
2026-03-24T11:01:00Z,55.52,45.89
2026-03-24T11:02:00Z,53.04,48.78
2026-03-24T11:03:00Z,52.22,55.80
2026-03-24T11:04:00Z,38.56,64.42
2026-03-24T11:05:00Z,39.03,61.19
2026-03-24T11:06:00Z,32.68,68.95
2026-03-24T11:07:00Z,35.00,67.14
2026-03-24T11:08:00Z,31.13,66.84
2026-03-24T11:09:00Z,31.33,72.94
2026-03-24T11:10:00Z,32.03,69.80
2026-03-24T11:11:00Z,36.69,69.57
2026-03-24T11:12:00Z,38.51,66.30
2026-03-24T11:13:00Z,38.59,64.60
2026-03-24T11:14:00Z,45.49,62.54
2026-03-24T11:15:00Z,48.02,58.52
2026-03-24T11:16:00Z,40.92,60.57
2026-03-24T11:17:00Z,37.76,64.40
2026-03-24T11:18:00Z,34.00,67.63
2026-03-24T11:19:00Z,32.77,67.57
2026-03-24T11:20:00Z,39.37,63.47
2026-03-24T11:21:00Z,42.78,59.01
2026-03-24T11:22:00Z,36.92,58.73
2026-03-24T11:23:00Z,37.01,65.76
2026-03-24T11:24:00Z,35.00,67.00
2026-03-24T11:25:00Z,33.17,71.65
2026-03-24T11:26:00Z,37.70,69.50
2026-03-24T11:27:00Z,40.65,64.50
2026-03-24T11:28:00Z,44.47,57.76
2026-03-24T11:29:00Z,51.53,53.64
2026-03-24T11:30:00Z,39.38,60.07
2026-03-24T11:31:00Z,49.34,52.72
2026-03-24T11:32:00Z,42.74,59.27
2026-03-24T11:33:00Z,40.94,67.30
2026-03-24T11:34:00Z,47.06,60.39
2026-03-24T11:35:00Z,47.19,49.46
2026-03-24T11:36:00Z,51.60,55.37
2026-03-24T11:37:00Z,63.36,33.83
2026-03-24T11:38:00Z,65.52,34.61
2026-03-24T11:39:00Z,65.99,35.51
2026-03-24T11:40:00Z,65.78,36.98
2026-03-24T11:41:00Z,65.03,37.26
2026-03-24T11:42:00Z,67.26,34.08
2026-03-24T11:43:00Z,70.98,30.87
2026-03-24T11:44:00Z,71.08,28.14
2026-03-24T11:45:00Z,77.77,29.91
2026-03-24T11:46:00Z,77.22,24.45
2026-03-24T11:47:00Z,76.78,27.49
2026-03-24T11:48:00Z,74.11,29.38
2026-03-24T11:49:00Z,70.75,28.73
2026-03-24T11:50:00Z,71.80,32.28
2026-03-24T11:51:00Z,73.83,33.22
2026-03-24T11:52:00Z,64.47,37.21
2026-03-24T11:53:00Z,63.12,37.26
2026-03-24T11:54:00Z,64.53,32.29
2026-03-24T11:55:00Z,70.98,30.05
2026-03-24T11:56:00Z,67.89,33.90
2026-03-24T11:57:00Z,67.14,34.09
2026-03-24T11:58:00Z,67.83,35.56
2026-03-24T11:59:00Z,76.86,24.53
2026-03-24T12:00:00Z,77.27,23.86
2026-03-24T12:01:00Z,78.60,27.33
2026-03-24T12:02:00Z,75.57,22.62
2026-03-24T12:03:00Z,83.60,21.92
2026-03-24T12:04:00Z,87.81,13.15
