# event_ticker=KXATPMATCH-25SEP18DANWON
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Taro Daniel
# fav_player=Coleman Wong
# dog_player=Taro Daniel
# kalshi_date=2025-09-18
timestamp,Coleman Wong,Taro Daniel
2025-09-17T20:29:00Z,69.00,
2025-09-17T21:00:00Z,69.00,
2025-09-17T21:14:00Z,68.00,
2025-09-17T21:15:00Z,68.00,34.00
2025-09-17T21:22:00Z,68.00,34.00
2025-09-17T21:32:00Z,68.00,34.00
2025-09-17T22:05:00Z,68.00,33.00
2025-09-17T22:20:00Z,68.00,33.00
2025-09-17T22:25:00Z,68.00,33.00
2025-09-17T22:33:00Z,68.00,33.00
2025-09-17T22:36:00Z,68.00,33.00
2025-09-17T22:40:00Z,68.00,33.00
2025-09-17T22:52:00Z,68.00,33.00
2025-09-17T23:10:00Z,68.00,33.00
2025-09-17T23:37:00Z,68.00,33.00
2025-09-17T23:42:00Z,68.00,33.00
2025-09-18T00:06:00Z,68.00,33.00
2025-09-18T01:49:00Z,69.00,33.00
2025-09-18T01:52:00Z,69.00,33.00
2025-09-18T02:12:00Z,69.00,33.00
2025-09-18T02:16:00Z,69.00,33.00
2025-09-18T02:29:00Z,69.00,33.00
2025-09-18T02:36:00Z,69.00,33.00
2025-09-18T02:39:00Z,69.00,33.00
2025-09-18T02:44:00Z,69.00,33.00
2025-09-18T02:46:00Z,69.00,33.00
2025-09-18T02:49:00Z,69.00,33.00
2025-09-18T02:54:00Z,69.00,33.00
2025-09-18T03:04:00Z,69.00,33.00
2025-09-18T03:07:00Z,69.00,33.00
2025-09-18T03:09:00Z,69.00,33.00
2025-09-18T03:17:00Z,68.00,33.00
2025-09-18T03:28:00Z,68.00,33.00
2025-09-18T03:33:00Z,68.00,33.00
2025-09-18T03:39:00Z,68.00,33.00
2025-09-18T03:46:00Z,67.00,33.00
2025-09-18T03:51:00Z,67.00,33.00
2025-09-18T03:54:00Z,67.00,33.00
2025-09-18T04:09:00Z,67.00,33.00
2025-09-18T04:10:00Z,67.00,33.00
2025-09-18T04:11:00Z,67.60,33.00
2025-09-18T04:13:00Z,68.00,33.00
2025-09-18T04:14:00Z,68.00,33.00
2025-09-18T04:18:00Z,68.00,33.00
2025-09-18T04:26:00Z,68.00,33.00
2025-09-18T04:27:00Z,68.00,33.00
2025-09-18T04:30:00Z,68.00,33.00
2025-09-18T04:32:00Z,68.00,33.00
2025-09-18T04:35:00Z,68.00,33.00
2025-09-18T04:36:00Z,68.00,33.00
2025-09-18T04:37:00Z,68.00,33.00
2025-09-18T04:40:00Z,67.00,33.00
2025-09-18T04:41:00Z,67.00,33.00
2025-09-18T04:45:00Z,67.00,33.00
2025-09-18T04:46:00Z,67.00,33.00
2025-09-18T04:52:00Z,67.59,33.00
2025-09-18T04:57:00Z,67.59,33.00
2025-09-18T05:06:00Z,68.00,33.00
2025-09-18T05:17:00Z,68.00,33.00
2025-09-18T05:28:00Z,68.00,33.00
2025-09-18T05:34:00Z,68.00,33.00
2025-09-18T05:36:00Z,68.00,33.00
2025-09-18T05:37:00Z,68.00,33.00
2025-09-18T05:38:00Z,67.00,33.00
2025-09-18T05:40:00Z,67.00,33.00
2025-09-18T05:42:00Z,68.00,33.00
2025-09-18T05:43:00Z,68.00,33.00
2025-09-18T05:59:00Z,68.00,33.00
2025-09-18T06:04:00Z,68.00,33.00
2025-09-18T06:05:00Z,68.00,33.00
2025-09-18T06:09:00Z,68.00,33.00
2025-09-18T06:13:00Z,68.00,33.00
2025-09-18T06:17:00Z,68.00,33.00
2025-09-18T06:21:00Z,68.00,33.00
2025-09-18T06:24:00Z,68.00,33.00
2025-09-18T06:29:00Z,68.00,33.00
2025-09-18T06:31:00Z,68.00,34.05
2025-09-18T06:32:00Z,67.35,32.00
2025-09-18T06:38:00Z,67.35,34.17
2025-09-18T06:39:00Z,69.00,34.17
2025-09-18T06:41:00Z,69.00,34.17
2025-09-18T06:44:00Z,69.00,34.17
2025-09-18T06:48:00Z,69.52,34.17
2025-09-18T06:49:00Z,70.00,34.17
2025-09-18T06:53:00Z,70.00,32.00
2025-09-18T09:01:00Z,7.27,79.29
2025-09-18T09:03:00Z,7.27,77.25
2025-09-18T09:07:00Z,7.27,71.00
2025-09-18T09:08:00Z,7.27,71.00
2025-09-18T09:10:00Z,5.50,71.00
2025-09-18T09:11:00Z,5.60,71.00
