# event_ticker=KXATPCHALLENGERMATCH-26MAY27TRASQU
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Stefano Travaglia
# fav_player=Henri Squire
# dog_player=Stefano Travaglia
# kalshi_date=2026-05-27
timestamp,Stefano Travaglia,Henri Squire
2026-05-27T00:37:00Z,58.83,
2026-05-27T01:29:00Z,59.00,
2026-05-27T01:46:00Z,57.03,
2026-05-27T01:51:00Z,59.00,
2026-05-27T02:15:00Z,58.00,
2026-05-27T02:22:00Z,58.00,
2026-05-27T03:38:00Z,58.00,
2026-05-27T03:44:00Z,58.00,
2026-05-27T04:07:00Z,58.00,42.00
2026-05-27T04:52:00Z,58.00,42.00
2026-05-27T05:17:00Z,58.00,43.00
2026-05-27T05:44:00Z,59.00,43.00
2026-05-27T05:57:00Z,59.00,43.00
2026-05-27T06:11:00Z,59.00,43.00
2026-05-27T06:12:00Z,60.00,43.00
2026-05-27T06:45:00Z,58.00,43.00
2026-05-27T06:48:00Z,60.00,43.00
2026-05-27T07:15:00Z,60.00,43.00
2026-05-27T08:14:00Z,61.00,43.00
2026-05-27T09:09:00Z,61.00,43.00
2026-05-27T09:10:00Z,61.00,43.00
2026-05-27T10:23:00Z,61.00,43.00
2026-05-27T10:42:00Z,61.00,43.00
2026-05-27T10:57:00Z,61.00,43.00
2026-05-27T10:58:00Z,61.00,43.00
2026-05-27T11:02:00Z,61.00,42.00
2026-05-27T11:05:00Z,61.08,42.00
2026-05-27T11:07:00Z,61.08,42.00
2026-05-27T11:10:00Z,55.11,42.00
2026-05-27T11:11:00Z,57.74,42.00
2026-05-27T11:12:00Z,54.64,43.00
2026-05-27T11:13:00Z,53.99,43.91
2026-05-27T11:14:00Z,51.93,45.76
2026-05-27T11:15:00Z,49.13,52.09
2026-05-27T11:16:00Z,45.98,49.62
2026-05-27T11:17:00Z,43.00,55.33
2026-05-27T11:18:00Z,43.71,54.50
2026-05-27T11:19:00Z,43.65,53.31
2026-05-27T11:20:00Z,46.74,50.00
2026-05-27T11:21:00Z,49.60,49.16
2026-05-27T11:22:00Z,53.25,49.16
2026-05-27T11:23:00Z,56.00,49.16
2026-05-27T11:24:00Z,49.86,46.86
2026-05-27T11:25:00Z,53.32,43.50
2026-05-27T11:26:00Z,50.80,47.79
2026-05-27T11:27:00Z,49.30,47.07
2026-05-27T11:28:00Z,55.73,45.92
2026-05-27T11:29:00Z,57.10,43.74
2026-05-27T11:30:00Z,55.30,43.88
2026-05-27T11:31:00Z,58.06,43.88
2026-05-27T11:32:00Z,60.62,37.15
2026-05-27T11:33:00Z,58.19,39.33
2026-05-27T11:34:00Z,65.59,38.67
2026-05-27T11:35:00Z,70.66,27.00
2026-05-27T11:36:00Z,74.65,27.00
2026-05-27T11:37:00Z,73.30,25.03
2026-05-27T11:38:00Z,74.75,23.00
2026-05-27T11:39:00Z,71.48,24.81
2026-05-27T11:40:00Z,67.99,28.67
2026-05-27T11:41:00Z,64.71,29.78
2026-05-27T11:42:00Z,65.42,30.00
2026-05-27T11:43:00Z,69.72,28.64
2026-05-27T11:44:00Z,65.59,30.69
2026-05-27T11:45:00Z,71.41,27.63
2026-05-27T11:46:00Z,74.48,25.00
2026-05-27T11:47:00Z,74.39,24.00
2026-05-27T11:48:00Z,73.50,24.00
2026-05-27T11:49:00Z,73.56,26.98
2026-05-27T11:50:00Z,74.00,27.00
2026-05-27T11:51:00Z,75.01,24.05
2026-05-27T11:52:00Z,76.71,22.00
2026-05-27T11:53:00Z,78.82,21.00
2026-05-27T11:54:00Z,79.53,21.00
2026-05-27T11:55:00Z,78.00,22.00
2026-05-27T11:56:00Z,78.37,23.00
2026-05-27T11:57:00Z,78.00,24.00
2026-05-27T11:58:00Z,73.11,25.39
2026-05-27T11:59:00Z,73.00,32.11
2026-05-27T12:00:00Z,71.06,35.04
2026-05-27T12:01:00Z,75.09,30.15
2026-05-27T12:02:00Z,71.64,31.92
2026-05-27T12:03:00Z,72.87,29.43
2026-05-27T12:04:00Z,78.76,25.89
2026-05-27T12:05:00Z,72.62,25.91
2026-05-27T12:06:00Z,72.68,27.15
2026-05-27T12:07:00Z,66.39,28.51
2026-05-27T12:08:00Z,76.53,33.97
2026-05-27T12:09:00Z,79.93,20.96
2026-05-27T12:10:00Z,79.75,21.77
2026-05-27T12:11:00Z,80.00,21.00
2026-05-27T12:12:00Z,80.00,22.00
2026-05-27T12:13:00Z,80.02,18.07
2026-05-27T12:14:00Z,82.44,18.01
2026-05-27T12:15:00Z,81.61,20.00
2026-05-27T12:16:00Z,82.00,19.61
2026-05-27T12:17:00Z,81.00,20.00
2026-05-27T12:18:00Z,81.01,19.47
2026-05-27T12:19:00Z,85.54,15.80
2026-05-27T12:20:00Z,89.50,9.86
2026-05-27T12:21:00Z,87.43,15.27
2026-05-27T12:22:00Z,88.63,12.67
2026-05-27T12:23:00Z,86.79,14.70
2026-05-27T12:24:00Z,85.99,15.33
2026-05-27T12:25:00Z,81.38,18.75
2026-05-27T12:26:00Z,83.44,19.01
2026-05-27T12:27:00Z,80.25,19.77
2026-05-27T12:28:00Z,84.39,15.95
2026-05-27T12:29:00Z,91.01,9.90
2026-05-27T12:30:00Z,91.00,17.17
2026-05-27T12:31:00Z,90.64,13.87
2026-05-27T12:32:00Z,92.55,11.33
2026-05-27T12:33:00Z,92.03,7.40
2026-05-27T12:34:00Z,92.50,7.06
2026-05-27T12:35:00Z,87.10,12.58
2026-05-27T12:36:00Z,84.79,16.61
2026-05-27T12:37:00Z,81.50,19.90
2026-05-27T12:38:00Z,83.95,14.77
2026-05-27T12:39:00Z,90.82,9.14
2026-05-27T12:40:00Z,91.68,8.43
2026-05-27T12:41:00Z,93.32,6.43
2026-05-27T12:42:00Z,95.13,5.98
2026-05-27T12:43:00Z,94.95,4.39
2026-05-27T12:44:00Z,98.00,1.76
2026-05-27T12:45:00Z,98.96,1.00
2026-05-27T12:46:00Z,99.00,1.00
2026-05-27T12:47:00Z,99.00,1.00
2026-05-27T12:48:00Z,99.00,1.00
2026-05-27T12:49:00Z,99.00,1.00
2026-05-27T12:51:00Z,99.00,1.00
2026-05-27T12:52:00Z,99.00,1.00
