# event_ticker=KXATPMATCH-26MAY06SONBUS
# final_score=6-3 6-3
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Lorenzo Sonego
# kalshi_date=2026-05-06
timestamp,Lorenzo Sonego,Ignacio Buse
2026-05-07T05:23:00Z,40.00,
2026-05-07T05:31:00Z,40.00,61.00
2026-05-07T05:38:00Z,40.00,61.00
2026-05-07T05:46:00Z,40.00,61.00
2026-05-07T05:47:00Z,40.00,61.00
2026-05-07T05:49:00Z,40.00,61.00
2026-05-07T05:58:00Z,40.00,61.00
2026-05-07T06:01:00Z,40.00,61.00
2026-05-07T06:28:00Z,40.00,61.87
2026-05-07T06:32:00Z,40.00,62.00
2026-05-07T06:40:00Z,40.00,62.00
2026-05-07T06:45:00Z,40.00,62.00
2026-05-07T06:46:00Z,40.00,62.00
2026-05-07T06:47:00Z,40.00,62.00
2026-05-07T06:48:00Z,40.00,62.00
2026-05-07T06:58:00Z,40.00,62.00
2026-05-07T06:59:00Z,40.00,62.00
2026-05-07T09:08:00Z,40.00,62.00
2026-05-07T09:39:00Z,40.00,62.00
2026-05-07T09:43:00Z,40.00,62.00
2026-05-07T10:13:00Z,40.00,62.00
2026-05-07T10:19:00Z,40.00,62.00
2026-05-07T10:41:00Z,40.00,62.00
2026-05-07T10:44:00Z,40.00,62.00
2026-05-07T10:46:00Z,40.00,62.00
2026-05-07T10:47:00Z,40.00,62.00
2026-05-07T10:59:00Z,40.00,62.00
2026-05-07T11:01:00Z,40.00,62.00
2026-05-07T11:14:00Z,40.00,62.00
2026-05-07T11:20:00Z,40.00,62.00
2026-05-07T11:52:00Z,40.00,62.00
2026-05-07T11:58:00Z,40.00,62.00
2026-05-07T12:18:00Z,40.00,62.00
2026-05-07T12:22:00Z,40.00,62.00
2026-05-07T12:26:00Z,40.00,62.00
2026-05-07T12:44:00Z,40.00,62.00
2026-05-07T13:01:00Z,40.00,62.00
2026-05-07T13:08:00Z,40.00,62.00
2026-05-07T13:18:00Z,40.00,61.00
2026-05-07T13:21:00Z,40.00,62.00
2026-05-07T13:32:00Z,40.00,62.00
2026-05-07T13:43:00Z,40.00,62.00
2026-05-07T13:50:00Z,40.00,62.00
2026-05-07T13:51:00Z,40.00,62.00
2026-05-07T13:55:00Z,40.00,62.00
2026-05-07T14:04:00Z,40.00,61.00
2026-05-07T14:19:00Z,40.00,61.00
2026-05-07T14:21:00Z,40.00,61.00
2026-05-07T14:26:00Z,40.00,62.00
2026-05-07T14:36:00Z,40.00,62.00
2026-05-07T14:37:00Z,39.95,62.00
2026-05-07T14:38:00Z,38.00,62.00
2026-05-07T14:39:00Z,40.00,62.00
2026-05-07T14:41:00Z,40.00,62.00
2026-05-07T14:43:00Z,40.00,62.00
2026-05-07T14:47:00Z,40.00,62.00
2026-05-07T14:53:00Z,39.00,62.00
2026-05-07T14:54:00Z,39.00,62.00
2026-05-07T14:56:00Z,39.00,62.00
2026-05-07T14:57:00Z,39.00,62.00
2026-05-07T15:00:00Z,39.00,62.00
2026-05-07T15:02:00Z,39.00,62.00
2026-05-07T15:03:00Z,39.00,62.00
2026-05-07T15:05:00Z,39.00,62.00
2026-05-07T15:13:00Z,39.00,62.00
2026-05-07T15:14:00Z,39.00,62.00
2026-05-07T15:21:00Z,39.00,62.00
2026-05-07T15:24:00Z,39.00,62.00
2026-05-07T15:29:00Z,39.00,62.00
2026-05-07T15:42:00Z,39.00,62.00
2026-05-07T15:43:00Z,39.00,62.00
2026-05-07T15:46:00Z,39.00,62.00
2026-05-07T15:52:00Z,39.00,62.00
2026-05-07T15:55:00Z,39.00,62.00
2026-05-07T15:57:00Z,39.00,62.00
2026-05-07T15:58:00Z,39.00,62.00
2026-05-07T16:02:00Z,39.00,62.00
2026-05-07T16:03:00Z,39.00,62.00
2026-05-07T16:05:00Z,39.00,62.00
2026-05-07T16:06:00Z,39.00,62.00
2026-05-07T16:07:00Z,39.00,62.00
2026-05-07T16:08:00Z,39.00,62.00
2026-05-07T16:09:00Z,39.00,62.00
2026-05-07T16:10:00Z,39.00,62.00
2026-05-07T16:12:00Z,39.00,62.00
2026-05-07T16:13:00Z,39.00,62.00
2026-05-07T16:14:00Z,39.00,62.00
2026-05-07T16:16:00Z,39.00,62.00
2026-05-07T16:17:00Z,39.00,62.00
2026-05-07T16:19:00Z,39.00,62.00
2026-05-07T16:20:00Z,39.00,62.00
2026-05-07T16:21:00Z,39.00,62.00
2026-05-07T16:24:00Z,39.00,62.00
2026-05-07T16:25:00Z,39.00,62.00
2026-05-07T16:26:00Z,39.00,62.00
2026-05-07T16:27:00Z,39.00,62.00
2026-05-07T16:28:00Z,39.00,62.00
2026-05-07T16:30:00Z,39.00,62.00
2026-05-07T16:31:00Z,39.00,62.00
2026-05-07T16:34:00Z,38.00,62.00
2026-05-07T16:36:00Z,38.00,62.00
2026-05-07T16:40:00Z,39.00,62.00
2026-05-07T16:42:00Z,39.00,62.00
2026-05-07T16:43:00Z,39.00,62.00
2026-05-07T16:44:00Z,39.00,62.00
2026-05-07T16:45:00Z,39.00,62.00
2026-05-07T16:46:00Z,39.00,62.00
2026-05-07T16:49:00Z,39.00,62.00
2026-05-07T16:51:00Z,39.00,62.00
2026-05-07T16:52:00Z,39.00,62.00
2026-05-07T16:53:00Z,39.00,61.63
2026-05-07T16:54:00Z,39.01,61.00
2026-05-07T16:55:00Z,40.00,61.00
2026-05-07T16:56:00Z,40.00,60.00
2026-05-07T16:57:00Z,40.00,59.84
2026-05-07T16:58:00Z,41.00,59.23
2026-05-07T16:59:00Z,41.00,60.00
2026-05-07T17:00:00Z,41.00,60.00
2026-05-07T17:01:00Z,41.00,60.00
2026-05-07T17:02:00Z,41.41,60.00
2026-05-07T17:03:00Z,41.41,60.00
2026-05-07T17:04:00Z,42.00,60.00
2026-05-07T17:05:00Z,41.00,60.00
2026-05-07T17:06:00Z,41.00,60.00
2026-05-07T17:07:00Z,41.00,60.00
2026-05-07T17:08:00Z,41.00,60.00
2026-05-07T17:09:00Z,41.55,59.02
2026-05-07T17:10:00Z,43.08,58.00
2026-05-07T17:11:00Z,42.21,59.59
2026-05-07T17:12:00Z,43.00,58.62
2026-05-07T17:13:00Z,44.53,56.97
2026-05-07T17:14:00Z,43.65,56.65
2026-05-07T17:15:00Z,42.00,58.45
2026-05-07T17:16:00Z,42.00,59.00
2026-05-07T17:17:00Z,43.02,56.20
2026-05-07T17:18:00Z,46.33,54.40
2026-05-07T17:19:00Z,47.00,54.00
2026-05-07T17:20:00Z,47.00,54.00
2026-05-07T17:21:00Z,46.76,55.02
2026-05-07T17:22:00Z,45.00,57.30
2026-05-07T17:23:00Z,43.21,58.82
2026-05-07T17:24:00Z,42.21,59.21
2026-05-07T17:25:00Z,41.56,59.34
2026-05-07T17:26:00Z,36.83,61.90
2026-05-07T17:27:00Z,28.36,71.79
2026-05-07T17:28:00Z,26.33,74.00
2026-05-07T17:29:00Z,27.52,73.95
2026-05-07T17:30:00Z,28.01,72.99
2026-05-07T17:31:00Z,28.76,71.54
2026-05-07T17:32:00Z,31.26,70.15
2026-05-07T17:33:00Z,31.59,69.87
2026-05-07T17:34:00Z,30.08,71.37
2026-05-07T17:35:00Z,28.25,71.48
2026-05-07T17:36:00Z,27.75,72.26
2026-05-07T17:37:00Z,31.88,67.76
2026-05-07T17:38:00Z,33.39,69.72
2026-05-07T17:39:00Z,27.00,73.07
2026-05-07T17:40:00Z,26.79,74.99
2026-05-07T17:41:00Z,27.00,74.00
2026-05-07T17:42:00Z,26.75,74.00
2026-05-07T17:43:00Z,27.00,73.83
2026-05-07T17:44:00Z,26.05,74.48
2026-05-07T17:45:00Z,27.28,73.98
2026-05-07T17:46:00Z,26.95,74.77
2026-05-07T17:47:00Z,27.26,73.77
2026-05-07T17:48:00Z,27.37,72.99
2026-05-07T17:49:00Z,27.72,73.23
2026-05-07T17:50:00Z,24.64,75.86
2026-05-07T17:51:00Z,24.19,75.90
2026-05-07T17:52:00Z,23.93,75.23
2026-05-07T17:53:00Z,22.40,78.00
2026-05-07T17:54:00Z,21.92,78.09
2026-05-07T17:55:00Z,22.24,78.12
2026-05-07T17:56:00Z,19.40,80.56
