# event_ticker=KXATPMATCH-26FEB15NAKCIL
# final_score=7-6(4) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Marin Cilic
# kalshi_date=2026-02-15
timestamp,Brandon Nakashima,Marin Cilic
2026-02-17T08:41:00Z,60.00,
2026-02-17T08:42:00Z,60.00,
2026-02-17T08:46:00Z,60.00,39.00
2026-02-17T08:49:00Z,60.00,39.00
2026-02-17T08:56:00Z,60.00,39.00
2026-02-17T08:57:00Z,60.00,39.00
2026-02-17T08:58:00Z,60.00,39.00
2026-02-17T09:05:00Z,59.00,39.00
2026-02-17T09:07:00Z,59.00,39.40
2026-02-17T09:56:00Z,60.00,39.40
2026-02-17T10:00:00Z,60.00,41.00
2026-02-17T10:18:00Z,60.00,41.00
2026-02-17T10:43:00Z,60.00,41.00
2026-02-17T11:15:00Z,60.00,42.00
2026-02-17T11:22:00Z,60.00,42.00
2026-02-17T11:41:00Z,60.00,42.00
2026-02-17T11:42:00Z,60.00,41.00
2026-02-17T11:44:00Z,60.00,41.00
2026-02-17T11:47:00Z,60.00,41.00
2026-02-17T12:02:00Z,60.00,41.00
2026-02-17T12:24:00Z,60.00,41.00
2026-02-17T12:26:00Z,61.00,41.00
2026-02-17T12:48:00Z,61.00,41.00
2026-02-17T12:54:00Z,61.00,41.00
2026-02-17T12:58:00Z,61.00,41.00
2026-02-17T13:00:00Z,61.00,41.00
2026-02-17T13:04:00Z,61.00,41.00
2026-02-17T13:09:00Z,61.00,41.00
2026-02-17T13:11:00Z,61.00,41.00
2026-02-17T13:13:00Z,61.00,41.97
2026-02-17T13:15:00Z,61.00,41.97
2026-02-17T13:19:00Z,61.00,41.00
2026-02-17T13:21:00Z,61.00,41.00
2026-02-17T13:24:00Z,61.00,41.00
2026-02-17T13:45:00Z,61.00,41.00
2026-02-17T13:46:00Z,61.00,42.00
2026-02-17T13:49:00Z,60.00,42.00
2026-02-17T13:51:00Z,60.00,42.00
2026-02-17T14:06:00Z,60.00,42.00
2026-02-17T14:07:00Z,60.00,42.00
2026-02-17T14:11:00Z,60.00,42.00
2026-02-17T14:13:00Z,60.00,42.00
2026-02-17T14:17:00Z,60.50,42.00
2026-02-17T14:22:00Z,61.00,42.00
2026-02-17T14:25:00Z,61.00,42.00
2026-02-17T14:35:00Z,61.00,42.00
2026-02-17T14:36:00Z,61.00,42.00
2026-02-17T14:37:00Z,61.00,41.00
2026-02-17T14:38:00Z,61.00,41.00
2026-02-17T14:39:00Z,61.00,41.00
2026-02-17T14:46:00Z,61.00,41.00
2026-02-17T14:52:00Z,61.00,41.00
2026-02-17T14:53:00Z,61.00,41.00
2026-02-17T14:55:00Z,61.00,41.00
2026-02-17T14:57:00Z,60.00,41.00
2026-02-17T14:59:00Z,60.00,41.00
2026-02-17T15:01:00Z,61.00,41.00
2026-02-17T15:03:00Z,61.00,41.00
2026-02-17T15:05:00Z,61.00,42.54
2026-02-17T15:06:00Z,61.00,42.54
2026-02-17T15:09:00Z,61.00,42.54
2026-02-17T15:10:00Z,61.00,42.54
2026-02-17T15:11:00Z,59.34,44.75
2026-02-17T15:12:00Z,60.00,44.75
2026-02-17T15:13:00Z,60.00,43.00
2026-02-17T15:16:00Z,60.00,43.49
2026-02-17T15:17:00Z,60.00,43.49
2026-02-17T15:18:00Z,60.00,43.49
2026-02-17T15:19:00Z,60.00,43.00
2026-02-17T15:20:00Z,60.00,43.00
2026-02-17T15:21:00Z,60.00,42.00
2026-02-17T15:22:00Z,60.00,42.00
2026-02-17T15:23:00Z,60.00,42.00
2026-02-17T15:24:00Z,60.00,42.00
2026-02-17T15:26:00Z,59.00,42.00
2026-02-17T15:27:00Z,59.00,42.00
2026-02-17T15:30:00Z,60.00,41.00
2026-02-17T15:31:00Z,60.00,41.00
2026-02-17T15:32:00Z,60.00,41.00
2026-02-17T15:37:00Z,60.00,42.00
2026-02-17T15:39:00Z,60.00,42.00
2026-02-17T15:41:00Z,60.00,42.00
2026-02-17T15:42:00Z,60.00,42.00
2026-02-17T15:43:00Z,60.00,42.00
2026-02-17T15:47:00Z,59.00,42.00
2026-02-17T15:49:00Z,59.00,42.00
2026-02-17T15:50:00Z,58.00,42.00
2026-02-17T15:52:00Z,58.00,42.00
2026-02-17T15:54:00Z,58.00,42.00
2026-02-17T15:55:00Z,58.00,43.00
2026-02-17T15:56:00Z,58.00,43.36
2026-02-17T16:01:00Z,58.00,43.36
2026-02-17T16:02:00Z,58.00,44.00
2026-02-17T16:03:00Z,57.09,43.00
2026-02-17T16:05:00Z,58.00,44.00
2026-02-17T16:08:00Z,57.10,44.00
2026-02-17T16:09:00Z,58.00,44.00
2026-02-17T16:10:00Z,58.00,44.00
2026-02-17T16:11:00Z,58.00,44.00
2026-02-17T16:13:00Z,58.00,44.00
2026-02-17T16:14:00Z,58.00,44.00
2026-02-17T16:15:00Z,58.00,44.00
2026-02-17T16:16:00Z,58.00,44.00
2026-02-17T16:18:00Z,58.00,43.00
2026-02-17T16:19:00Z,59.00,43.00
2026-02-17T16:20:00Z,59.00,43.00
2026-02-17T16:22:00Z,59.00,43.00
2026-02-17T16:23:00Z,60.36,43.00
2026-02-17T16:24:00Z,61.56,42.00
2026-02-17T16:25:00Z,61.00,42.00
2026-02-17T16:27:00Z,61.00,43.00
2026-02-17T16:28:00Z,61.00,43.00
2026-02-17T16:35:00Z,61.00,43.00
2026-02-17T16:36:00Z,61.00,43.00
2026-02-17T16:37:00Z,61.00,43.00
2026-02-17T16:38:00Z,59.00,43.00
2026-02-17T16:39:00Z,59.00,43.00
2026-02-17T16:40:00Z,59.76,41.00
2026-02-17T16:42:00Z,59.76,41.00
2026-02-17T16:45:00Z,60.00,41.00
2026-02-17T16:47:00Z,60.00,41.00
2026-02-17T16:49:00Z,60.00,41.00
2026-02-17T16:50:00Z,60.00,41.00
2026-02-17T16:53:00Z,60.00,41.00
2026-02-17T16:55:00Z,60.00,41.00
2026-02-17T16:58:00Z,60.00,41.89
2026-02-17T16:59:00Z,60.00,41.89
2026-02-17T17:00:00Z,60.00,41.00
2026-02-17T17:01:00Z,60.00,41.00
2026-02-17T17:03:00Z,60.00,41.00
2026-02-17T17:04:00Z,60.00,41.00
2026-02-17T17:05:00Z,60.00,41.00
