# event_ticker=KXATPMATCH-25AUG01FILLEH
# final_score=3-6 6-3 6-4
# score_resolution=6-3 3-6 4-6
# match_winner=Jiri Lehecka
# fav_player=Arthur Fils
# dog_player=Jiri Lehecka
# kalshi_date=2025-08-01
timestamp,Arthur Fils,Jiri Lehecka
2025-08-01T12:09:00Z,,60.00
2025-08-01T12:11:00Z,,60.00
2025-08-01T12:15:00Z,,60.00
2025-08-01T12:23:00Z,,60.00
2025-08-01T12:28:00Z,43.00,60.00
2025-08-01T12:30:00Z,43.00,59.00
2025-08-01T12:38:00Z,44.00,59.00
2025-08-01T12:42:00Z,44.00,58.00
2025-08-01T12:49:00Z,44.00,58.00
2025-08-01T12:52:00Z,44.94,58.00
2025-08-01T12:58:00Z,44.00,58.00
2025-08-01T13:03:00Z,44.00,58.00
2025-08-01T13:04:00Z,44.00,57.12
2025-08-01T13:05:00Z,44.00,58.00
2025-08-01T13:15:00Z,44.00,58.00
2025-08-01T13:19:00Z,43.00,58.00
2025-08-01T13:23:00Z,44.00,58.00
2025-08-01T13:32:00Z,44.00,58.00
2025-08-01T13:33:00Z,44.00,58.00
2025-08-01T13:34:00Z,44.00,58.00
2025-08-01T13:46:00Z,44.00,58.00
2025-08-01T13:49:00Z,44.00,58.00
2025-08-01T13:55:00Z,44.00,58.00
2025-08-01T13:56:00Z,44.00,57.00
2025-08-01T14:01:00Z,44.00,57.00
2025-08-01T14:11:00Z,44.89,57.00
2025-08-01T14:24:00Z,44.89,56.00
2025-08-01T14:26:00Z,45.00,56.00
2025-08-01T14:28:00Z,45.00,56.29
2025-08-01T14:30:00Z,44.87,56.29
2025-08-01T14:33:00Z,44.87,57.00
2025-08-01T14:36:00Z,45.00,57.00
2025-08-01T14:37:00Z,45.00,57.00
2025-08-01T14:39:00Z,45.00,57.00
2025-08-01T14:46:00Z,45.00,56.00
2025-08-01T14:48:00Z,44.00,56.00
2025-08-01T14:53:00Z,45.00,56.00
2025-08-01T14:55:00Z,45.00,56.00
2025-08-01T15:01:00Z,45.00,55.00
2025-08-01T15:09:00Z,45.00,55.00
2025-08-01T15:14:00Z,45.00,55.00
2025-08-01T15:20:00Z,45.00,55.00
2025-08-01T15:22:00Z,45.00,55.00
2025-08-01T15:25:00Z,45.00,55.00
2025-08-01T15:31:00Z,45.00,56.41
2025-08-01T15:32:00Z,45.00,56.41
2025-08-01T15:33:00Z,44.03,56.41
2025-08-01T15:34:00Z,45.00,56.41
2025-08-01T15:37:00Z,45.00,56.41
2025-08-01T15:38:00Z,45.00,57.00
2025-08-01T15:48:00Z,44.71,57.00
2025-08-01T15:49:00Z,45.00,57.00
2025-08-01T15:52:00Z,44.95,57.00
2025-08-01T15:56:00Z,45.00,57.00
2025-08-01T15:57:00Z,45.00,56.15
2025-08-01T16:02:00Z,42.62,56.94
2025-08-01T16:03:00Z,42.62,57.00
2025-08-01T16:09:00Z,44.07,57.00
2025-08-01T16:10:00Z,44.07,57.00
2025-08-01T16:11:00Z,45.00,57.00
2025-08-01T16:16:00Z,45.00,57.00
2025-08-01T16:17:00Z,45.00,57.00
2025-08-01T16:21:00Z,45.00,57.00
2025-08-01T16:22:00Z,45.75,57.00
2025-08-01T16:23:00Z,46.00,56.00
2025-08-01T16:24:00Z,46.00,56.00
2025-08-01T16:27:00Z,46.00,56.00
2025-08-01T16:28:00Z,46.00,56.00
2025-08-01T16:30:00Z,44.19,56.00
2025-08-01T16:31:00Z,45.00,55.00
2025-08-01T16:32:00Z,45.00,56.00
2025-08-01T16:33:00Z,43.97,56.00
2025-08-01T16:34:00Z,44.00,56.00
2025-08-01T16:35:00Z,46.00,56.00
2025-08-01T16:36:00Z,46.00,56.00
2025-08-01T16:37:00Z,46.00,56.00
2025-08-01T16:38:00Z,46.13,56.00
2025-08-01T16:39:00Z,47.00,55.00
2025-08-01T16:40:00Z,47.00,55.00
2025-08-01T16:41:00Z,47.21,55.00
2025-08-01T16:42:00Z,47.00,55.00
2025-08-01T16:43:00Z,47.00,55.00
2025-08-01T16:44:00Z,47.00,54.00
2025-08-01T16:45:00Z,47.00,54.00
2025-08-01T16:46:00Z,47.00,54.00
2025-08-01T16:48:00Z,48.00,54.00
2025-08-01T16:50:00Z,46.00,54.00
2025-08-01T16:51:00Z,47.29,54.00
2025-08-01T16:52:00Z,46.00,54.00
2025-08-01T16:53:00Z,46.00,54.00
2025-08-01T16:54:00Z,47.70,54.00
2025-08-01T16:55:00Z,48.00,54.00
2025-08-01T16:56:00Z,48.00,54.00
2025-08-01T16:57:00Z,51.00,51.80
2025-08-01T16:58:00Z,48.44,53.00
2025-08-01T16:59:00Z,49.91,53.00
2025-08-01T17:00:00Z,48.43,53.00
2025-08-01T17:01:00Z,50.90,51.00
2025-08-01T17:02:00Z,50.58,51.00
2025-08-01T17:03:00Z,51.88,51.00
2025-08-01T17:04:00Z,52.00,51.00
2025-08-01T17:05:00Z,52.81,50.53
2025-08-01T17:06:00Z,58.77,43.58
2025-08-01T17:07:00Z,56.98,41.60
2025-08-01T17:08:00Z,62.36,34.75
2025-08-01T17:09:00Z,67.66,34.75
2025-08-01T17:10:00Z,64.26,44.07
2025-08-01T17:11:00Z,66.09,36.00
2025-08-01T17:12:00Z,68.00,38.00
2025-08-01T17:13:00Z,63.00,37.22
