# event_ticker=KXATPMATCH-25OCT03TIEKEC
# final_score=4-6 6-3 6-4
# match_winner=Learner Tien
# fav_player=Learner Tien
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-10-03
timestamp,Learner Tien,Miomir Kecmanovic
2025-10-02T20:11:00Z,49.00,
2025-10-02T20:31:00Z,48.00,
2025-10-02T20:33:00Z,48.00,
2025-10-02T20:50:00Z,48.00,
2025-10-02T20:52:00Z,48.00,
2025-10-02T20:53:00Z,48.00,
2025-10-02T21:04:00Z,48.00,
2025-10-02T21:32:00Z,48.00,
2025-10-02T21:35:00Z,48.00,52.00
2025-10-02T21:56:00Z,48.00,52.00
2025-10-02T22:04:00Z,48.00,53.00
2025-10-02T22:07:00Z,48.00,53.00
2025-10-02T22:10:00Z,48.00,53.00
2025-10-02T22:21:00Z,48.00,53.00
2025-10-02T22:29:00Z,49.00,53.00
2025-10-02T22:41:00Z,52.00,53.00
2025-10-02T22:53:00Z,52.00,53.00
2025-10-02T22:59:00Z,52.00,53.00
2025-10-02T23:11:00Z,52.00,53.00
2025-10-02T23:48:00Z,52.00,53.00
2025-10-02T23:55:00Z,52.00,53.00
2025-10-03T00:14:00Z,52.00,53.00
2025-10-03T00:19:00Z,52.00,53.00
2025-10-03T00:27:00Z,52.00,53.00
2025-10-03T00:47:00Z,52.00,53.00
2025-10-03T01:00:00Z,52.00,49.00
2025-10-03T01:12:00Z,53.00,49.00
2025-10-03T01:14:00Z,53.00,49.00
2025-10-03T01:20:00Z,53.00,49.00
2025-10-03T01:21:00Z,51.94,48.00
2025-10-03T01:24:00Z,51.00,48.00
2025-10-03T01:25:00Z,51.00,48.00
2025-10-03T01:28:00Z,50.00,48.00
2025-10-03T01:29:00Z,50.87,48.00
2025-10-03T01:30:00Z,51.00,48.00
2025-10-03T01:32:00Z,51.00,50.00
2025-10-03T01:37:00Z,51.00,50.00
2025-10-03T01:41:00Z,51.00,50.00
2025-10-03T02:10:00Z,51.00,50.00
2025-10-03T02:13:00Z,51.00,50.00
2025-10-03T02:21:00Z,51.00,50.00
2025-10-03T02:25:00Z,51.00,50.00
2025-10-03T02:29:00Z,51.00,50.00
2025-10-03T02:30:00Z,51.00,50.00
2025-10-03T02:36:00Z,51.00,50.00
2025-10-03T02:40:00Z,51.00,50.00
2025-10-03T02:45:00Z,51.00,50.00
2025-10-03T02:46:00Z,51.00,50.00
2025-10-03T02:51:00Z,51.00,49.00
2025-10-03T02:52:00Z,51.00,50.00
2025-10-03T02:56:00Z,50.00,50.00
2025-10-03T02:57:00Z,51.00,50.00
2025-10-03T03:02:00Z,51.00,50.00
2025-10-03T03:10:00Z,51.00,50.00
2025-10-03T03:14:00Z,51.00,50.00
2025-10-03T03:15:00Z,51.00,50.00
2025-10-03T03:16:00Z,51.00,50.00
2025-10-03T03:26:00Z,51.00,50.00
2025-10-03T03:28:00Z,51.19,49.00
2025-10-03T03:29:00Z,51.19,49.00
2025-10-03T03:31:00Z,51.19,50.00
2025-10-03T03:32:00Z,51.00,50.00
2025-10-03T03:40:00Z,51.00,50.00
2025-10-03T03:41:00Z,51.00,50.00
2025-10-03T03:42:00Z,51.11,50.00
2025-10-03T03:43:00Z,51.95,50.00
2025-10-03T03:44:00Z,51.00,50.00
2025-10-03T03:45:00Z,51.00,50.00
2025-10-03T03:46:00Z,51.91,50.00
2025-10-03T03:47:00Z,52.00,49.00
2025-10-03T03:48:00Z,51.00,49.00
2025-10-03T03:50:00Z,52.00,49.00
2025-10-03T03:51:00Z,52.00,49.00
2025-10-03T03:52:00Z,52.00,49.00
2025-10-03T03:53:00Z,52.13,49.00
2025-10-03T03:54:00Z,52.82,49.00
2025-10-03T03:55:00Z,52.98,49.00
2025-10-03T03:56:00Z,53.00,49.00
2025-10-03T03:57:00Z,53.00,49.00
2025-10-03T03:58:00Z,53.00,49.00
