# event_ticker=KXATPCHALLENGERMATCH-26APR20JUNCHU
# final_score=6-3 6-4
# match_winner=Hyeon Chung
# fav_player=Hyeon Chung
# dog_player=Jason Jung
# kalshi_date=2026-04-20
timestamp,Jason Jung,Hyeon Chung
2026-04-20T14:21:00Z,,60.77
2026-04-20T14:29:00Z,,62.00
2026-04-20T15:23:00Z,,62.00
2026-04-20T17:10:00Z,,63.00
2026-04-20T17:40:00Z,,63.00
2026-04-20T18:33:00Z,,63.00
2026-04-20T18:54:00Z,,63.00
2026-04-20T19:10:00Z,,63.00
2026-04-20T19:30:00Z,,63.00
2026-04-20T20:14:00Z,,63.00
2026-04-20T20:16:00Z,,63.00
2026-04-20T21:24:00Z,,63.00
2026-04-20T21:40:00Z,,63.00
2026-04-20T22:09:00Z,40.00,63.00
2026-04-20T22:25:00Z,40.00,63.00
2026-04-20T22:29:00Z,40.00,63.00
2026-04-20T22:40:00Z,40.00,63.00
2026-04-20T22:42:00Z,40.00,63.00
2026-04-20T23:04:00Z,40.00,63.00
2026-04-20T23:19:00Z,40.00,63.66
2026-04-20T23:36:00Z,40.00,63.00
2026-04-20T23:54:00Z,40.00,63.00
2026-04-21T00:20:00Z,40.00,63.94
2026-04-21T00:21:00Z,40.00,64.00
2026-04-21T00:22:00Z,40.00,63.59
2026-04-21T00:41:00Z,40.00,64.00
2026-04-21T00:42:00Z,40.00,64.00
2026-04-21T00:47:00Z,40.00,64.00
2026-04-21T00:48:00Z,40.00,64.00
2026-04-21T00:50:00Z,40.00,64.00
2026-04-21T00:57:00Z,40.00,64.00
2026-04-21T01:02:00Z,40.00,64.00
2026-04-21T01:07:00Z,37.00,64.00
2026-04-21T01:09:00Z,37.00,64.00
2026-04-21T01:11:00Z,37.00,64.00
2026-04-21T01:26:00Z,37.00,64.00
2026-04-21T01:27:00Z,37.00,64.00
2026-04-21T01:29:00Z,37.00,64.00
2026-04-21T01:30:00Z,37.00,64.00
2026-04-21T01:34:00Z,37.00,64.00
2026-04-21T01:35:00Z,37.00,64.00
2026-04-21T01:36:00Z,37.00,64.00
2026-04-21T01:38:00Z,37.00,64.00
2026-04-21T01:46:00Z,37.00,64.00
2026-04-21T01:49:00Z,37.00,64.00
2026-04-21T01:51:00Z,37.00,64.00
2026-04-21T01:52:00Z,36.00,64.00
2026-04-21T01:53:00Z,36.00,64.00
2026-04-21T01:55:00Z,37.00,64.00
2026-04-21T01:56:00Z,37.00,64.00
2026-04-21T01:57:00Z,37.00,64.00
2026-04-21T01:58:00Z,37.00,64.00
2026-04-21T01:59:00Z,37.00,64.00
2026-04-21T02:00:00Z,37.00,62.00
2026-04-21T02:02:00Z,37.00,64.00
2026-04-21T02:03:00Z,37.00,64.00
2026-04-21T02:04:00Z,37.00,64.00
2026-04-21T02:06:00Z,37.00,64.00
2026-04-21T02:07:00Z,37.00,64.00
2026-04-21T02:08:00Z,36.72,64.79
2026-04-21T02:09:00Z,38.32,63.84
2026-04-21T02:10:00Z,34.51,64.99
2026-04-21T02:11:00Z,27.00,72.87
2026-04-21T02:12:00Z,28.00,73.90
2026-04-21T02:13:00Z,24.53,76.36
2026-04-21T02:14:00Z,22.82,77.95
2026-04-21T02:15:00Z,20.93,79.76
2026-04-21T02:16:00Z,19.33,81.12
2026-04-21T02:17:00Z,22.95,77.05
2026-04-21T02:18:00Z,22.00,77.99
2026-04-21T02:19:00Z,22.00,79.60
2026-04-21T02:20:00Z,17.00,82.11
2026-04-21T02:21:00Z,17.00,85.00
2026-04-21T02:22:00Z,14.30,85.05
2026-04-21T02:23:00Z,13.96,86.70
2026-04-21T02:24:00Z,13.00,88.00
2026-04-21T02:25:00Z,14.00,86.40
2026-04-21T02:26:00Z,14.00,86.84
2026-04-21T02:27:00Z,14.00,86.97
2026-04-21T02:28:00Z,14.00,86.32
2026-04-21T02:29:00Z,15.00,86.00
2026-04-21T02:30:00Z,15.00,86.00
2026-04-21T02:31:00Z,15.03,86.00
2026-04-21T02:32:00Z,16.76,83.81
2026-04-21T02:33:00Z,17.00,83.25
2026-04-21T02:34:00Z,18.88,80.62
2026-04-21T02:35:00Z,20.14,80.00
2026-04-21T02:36:00Z,22.65,76.21
2026-04-21T02:37:00Z,24.97,76.00
2026-04-21T02:38:00Z,23.00,76.33
2026-04-21T02:39:00Z,23.00,78.00
2026-04-21T02:40:00Z,20.05,79.98
2026-04-21T02:41:00Z,17.61,82.65
2026-04-21T02:42:00Z,17.00,83.49
2026-04-21T02:43:00Z,16.81,84.24
2026-04-21T02:44:00Z,13.85,86.28
2026-04-21T02:45:00Z,14.00,87.00
2026-04-21T02:46:00Z,12.17,87.00
2026-04-21T02:47:00Z,12.05,89.14
2026-04-21T02:48:00Z,10.00,90.91
2026-04-21T02:49:00Z,11.02,89.34
2026-04-21T02:50:00Z,12.07,86.96
2026-04-21T02:51:00Z,13.63,85.26
2026-04-21T02:52:00Z,17.54,82.80
2026-04-21T02:53:00Z,22.42,76.93
2026-04-21T02:54:00Z,25.72,73.81
2026-04-21T02:55:00Z,25.93,73.26
2026-04-21T02:56:00Z,30.42,68.13
2026-04-21T02:57:00Z,31.51,67.97
2026-04-21T02:58:00Z,29.70,69.70
2026-04-21T02:59:00Z,31.49,70.98
2026-04-21T03:00:00Z,29.48,70.06
2026-04-21T03:01:00Z,29.00,72.00
2026-04-21T03:02:00Z,28.26,72.11
2026-04-21T03:03:00Z,25.79,72.44
2026-04-21T03:04:00Z,28.00,72.51
2026-04-21T03:05:00Z,20.66,83.52
2026-04-21T03:06:00Z,15.64,84.35
2026-04-21T03:07:00Z,14.07,87.77
2026-04-21T03:08:00Z,14.23,86.60
2026-04-21T03:09:00Z,11.45,88.12
2026-04-21T03:10:00Z,12.03,87.92
2026-04-21T03:11:00Z,14.01,86.94
2026-04-21T03:12:00Z,14.72,86.00
2026-04-21T03:13:00Z,13.86,85.00
2026-04-21T03:14:00Z,17.22,84.04
2026-04-21T03:15:00Z,15.16,86.13
2026-04-21T03:16:00Z,17.38,86.00
2026-04-21T03:17:00Z,13.75,87.54
2026-04-21T03:18:00Z,11.99,89.00
2026-04-21T03:19:00Z,9.70,90.31
2026-04-21T03:20:00Z,2.00,97.31
2026-04-21T03:21:00Z,4.36,95.25
2026-04-21T03:22:00Z,2.30,97.83
2026-04-21T03:23:00Z,1.00,99.00
2026-04-21T03:24:00Z,1.00,99.00
2026-04-21T03:25:00Z,1.00,99.00
2026-04-21T03:26:00Z,1.00,99.00
2026-04-21T03:27:00Z,1.00,99.00
2026-04-21T03:28:00Z,1.00,99.00
2026-04-21T03:29:00Z,1.00,99.00
2026-04-21T03:30:00Z,1.00,99.00
2026-04-21T03:31:00Z,1.00,99.00
2026-04-21T03:32:00Z,1.00,99.00
2026-04-21T03:33:00Z,1.00,99.00
