# event_ticker=KXATPMATCH-25JUL17RUBNAV
# final_score=5-7 6-4 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Emilio Nava
# kalshi_date=2025-07-17
timestamp,Andrey Rublev,Emilio Nava
2025-07-17T17:20:00Z,85.00,
2025-07-17T17:28:00Z,85.00,13.00
2025-07-17T17:32:00Z,85.00,13.00
2025-07-17T17:34:00Z,85.00,13.00
2025-07-17T17:36:00Z,85.00,17.00
2025-07-17T17:42:00Z,85.00,17.00
2025-07-17T17:45:00Z,85.00,17.00
2025-07-17T17:48:00Z,85.00,17.00
2025-07-17T17:49:00Z,85.00,17.00
2025-07-17T17:51:00Z,85.00,17.00
2025-07-17T17:53:00Z,85.00,17.00
2025-07-17T18:15:00Z,85.00,17.00
2025-07-17T18:16:00Z,85.00,17.00
2025-07-17T18:18:00Z,84.00,17.00
2025-07-17T18:20:00Z,83.31,17.00
2025-07-17T18:21:00Z,83.31,17.00
2025-07-17T18:23:00Z,83.31,17.00
2025-07-17T18:24:00Z,83.00,17.00
2025-07-17T18:29:00Z,83.00,19.00
2025-07-17T18:30:00Z,83.00,19.00
2025-07-17T18:31:00Z,83.00,19.00
2025-07-17T18:39:00Z,83.00,15.00
2025-07-17T18:40:00Z,83.00,15.00
2025-07-17T18:41:00Z,83.00,15.00
2025-07-17T18:43:00Z,83.00,19.00
2025-07-17T18:44:00Z,83.00,19.00
2025-07-17T18:48:00Z,83.00,19.00
2025-07-17T18:49:00Z,83.68,19.00
2025-07-17T18:50:00Z,84.00,19.00
2025-07-17T18:51:00Z,84.00,18.00
2025-07-17T18:55:00Z,84.00,18.00
2025-07-17T18:58:00Z,84.00,18.00
2025-07-17T18:59:00Z,84.00,18.00
2025-07-17T19:05:00Z,84.00,18.00
2025-07-17T19:06:00Z,84.00,18.00
2025-07-17T19:13:00Z,84.00,18.00
2025-07-17T19:30:00Z,84.00,18.00
2025-07-17T19:36:00Z,84.00,18.06
2025-07-17T19:37:00Z,83.00,18.06
2025-07-17T19:40:00Z,83.91,18.06
2025-07-17T19:42:00Z,83.91,18.00
2025-07-17T19:45:00Z,83.91,18.00
2025-07-17T19:47:00Z,83.91,18.64
2025-07-17T19:50:00Z,83.00,18.64
2025-07-17T20:03:00Z,83.00,18.64
2025-07-17T20:04:00Z,83.00,18.64
2025-07-17T20:06:00Z,83.00,18.00
2025-07-17T20:31:00Z,83.00,18.00
2025-07-17T20:32:00Z,83.00,15.19
2025-07-17T20:49:00Z,83.00,18.00
2025-07-17T20:54:00Z,83.52,18.00
2025-07-17T21:09:00Z,84.00,18.00
2025-07-17T21:11:00Z,54.00,18.00
2025-07-17T21:13:00Z,54.00,18.00
2025-07-17T21:15:00Z,84.00,18.18
2025-07-17T21:16:00Z,84.00,19.00
2025-07-17T21:19:00Z,84.00,19.00
2025-07-17T21:25:00Z,82.00,19.00
2025-07-17T21:26:00Z,82.00,19.00
2025-07-17T21:30:00Z,82.00,19.00
2025-07-17T21:43:00Z,82.00,19.00
2025-07-17T21:44:00Z,82.00,19.00
2025-07-17T21:46:00Z,82.74,19.00
2025-07-17T21:47:00Z,83.00,19.00
2025-07-17T21:48:00Z,83.00,19.00
2025-07-17T21:52:00Z,83.00,18.72
2025-07-17T21:55:00Z,83.02,18.72
2025-07-17T21:57:00Z,83.02,18.00
2025-07-17T22:23:00Z,83.00,18.00
2025-07-17T22:24:00Z,83.00,19.00
2025-07-17T22:31:00Z,83.33,19.00
2025-07-17T22:32:00Z,84.00,18.39
2025-07-17T22:35:00Z,83.00,18.39
2025-07-17T22:36:00Z,83.00,18.67
2025-07-17T22:37:00Z,83.00,18.67
2025-07-17T22:43:00Z,83.00,19.00
2025-07-17T22:45:00Z,83.00,19.00
2025-07-17T22:46:00Z,83.00,19.00
2025-07-17T22:50:00Z,83.00,19.00
2025-07-17T23:04:00Z,83.00,19.00
2025-07-17T23:07:00Z,83.00,19.00
2025-07-17T23:08:00Z,83.00,19.00
2025-07-17T23:13:00Z,83.00,19.00
