# event_ticker=KXATPMATCH-26FEB12STRBUB
# final_score=7-6(2) 4-6 6-3
# score_resolution=7-6 4-6 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-02-12
timestamp,Alexander Bublik,Jan-Lennard Struff
2026-02-12T10:06:00Z,,29.90
2026-02-12T10:26:00Z,72.00,29.90
2026-02-12T10:28:00Z,72.06,29.90
2026-02-12T10:34:00Z,73.00,29.90
2026-02-12T10:43:00Z,73.00,29.00
2026-02-12T10:56:00Z,72.00,29.00
2026-02-12T11:01:00Z,72.00,29.00
2026-02-12T11:07:00Z,72.07,29.00
2026-02-12T11:20:00Z,73.00,29.00
2026-02-12T11:22:00Z,73.00,29.00
2026-02-12T11:38:00Z,73.00,29.00
2026-02-12T11:41:00Z,73.00,29.00
2026-02-12T11:47:00Z,72.00,29.00
2026-02-12T11:51:00Z,72.00,29.00
2026-02-12T11:58:00Z,72.00,29.00
2026-02-12T12:08:00Z,72.00,29.00
2026-02-12T12:12:00Z,72.00,29.00
2026-02-12T12:17:00Z,72.00,29.00
2026-02-12T12:21:00Z,72.00,29.00
2026-02-12T12:22:00Z,72.00,29.00
2026-02-12T12:24:00Z,73.00,29.00
2026-02-12T12:25:00Z,73.00,29.00
2026-02-12T12:42:00Z,73.00,29.00
2026-02-12T12:48:00Z,73.00,29.00
2026-02-12T12:49:00Z,73.00,29.00
2026-02-12T12:54:00Z,73.00,29.00
2026-02-12T12:55:00Z,72.00,29.00
2026-02-12T13:00:00Z,72.00,29.00
2026-02-12T13:08:00Z,72.00,29.00
2026-02-12T13:10:00Z,72.00,29.00
2026-02-12T13:14:00Z,72.00,29.00
2026-02-12T13:19:00Z,72.00,29.00
2026-02-12T13:22:00Z,72.00,29.00
2026-02-12T13:23:00Z,72.00,29.00
2026-02-12T13:27:00Z,72.00,29.00
2026-02-12T13:29:00Z,72.00,29.00
2026-02-12T13:31:00Z,72.00,29.00
2026-02-12T13:32:00Z,72.00,29.00
2026-02-12T13:33:00Z,72.00,29.00
2026-02-12T13:34:00Z,72.00,29.00
2026-02-12T13:35:00Z,72.00,29.00
2026-02-12T13:36:00Z,72.00,29.00
2026-02-12T13:39:00Z,72.00,29.00
2026-02-12T13:46:00Z,72.00,29.00
2026-02-12T13:57:00Z,72.00,29.00
2026-02-12T14:02:00Z,72.00,29.00
2026-02-12T14:04:00Z,72.00,29.00
2026-02-12T14:07:00Z,73.00,29.00
2026-02-12T14:18:00Z,73.00,29.00
2026-02-12T14:19:00Z,73.00,29.00
2026-02-12T14:20:00Z,73.00,29.00
2026-02-12T14:23:00Z,73.00,29.00
2026-02-12T14:27:00Z,73.00,29.00
2026-02-12T14:28:00Z,73.00,29.00
2026-02-12T14:29:00Z,73.00,29.00
2026-02-12T14:31:00Z,73.00,29.00
2026-02-12T14:40:00Z,73.00,29.00
2026-02-12T14:42:00Z,73.00,29.00
2026-02-12T14:44:00Z,73.00,29.00
2026-02-12T14:46:00Z,73.00,29.00
2026-02-12T14:49:00Z,73.00,29.00
2026-02-12T14:54:00Z,73.00,29.00
2026-02-12T14:57:00Z,73.00,29.00
2026-02-12T14:58:00Z,73.00,29.00
2026-02-12T15:00:00Z,73.00,29.00
2026-02-12T15:01:00Z,73.00,29.00
2026-02-12T15:02:00Z,73.00,29.00
2026-02-12T15:06:00Z,73.00,29.00
2026-02-12T15:07:00Z,73.00,29.00
2026-02-12T15:09:00Z,73.00,29.00
2026-02-12T15:10:00Z,73.00,29.00
2026-02-12T15:16:00Z,73.00,29.00
2026-02-12T15:18:00Z,73.00,29.00
2026-02-12T15:19:00Z,72.00,29.00
2026-02-12T15:21:00Z,73.00,29.00
2026-02-12T15:25:00Z,73.00,29.00
2026-02-12T15:29:00Z,73.00,29.00
2026-02-12T15:30:00Z,73.00,29.00
2026-02-12T15:31:00Z,73.00,29.00
2026-02-12T15:32:00Z,73.00,29.00
2026-02-12T15:33:00Z,73.00,29.00
2026-02-12T15:38:00Z,73.00,29.00
2026-02-12T15:39:00Z,73.00,29.00
2026-02-12T15:40:00Z,72.85,29.00
2026-02-12T15:43:00Z,72.85,28.00
2026-02-12T15:45:00Z,72.85,28.00
2026-02-12T15:50:00Z,73.00,28.00
2026-02-12T15:51:00Z,73.00,28.00
2026-02-12T15:53:00Z,73.00,28.00
2026-02-12T15:54:00Z,73.00,28.00
2026-02-12T15:56:00Z,73.00,28.00
2026-02-12T16:08:00Z,73.00,28.00
2026-02-12T16:09:00Z,73.00,28.00
2026-02-12T16:10:00Z,73.00,28.00
2026-02-12T16:12:00Z,73.00,28.00
2026-02-12T16:13:00Z,73.00,28.00
2026-02-12T16:14:00Z,73.00,28.00
2026-02-12T16:17:00Z,73.00,28.00
2026-02-12T16:18:00Z,73.00,28.00
2026-02-12T16:20:00Z,73.00,28.00
2026-02-12T16:25:00Z,73.00,28.00
2026-02-12T16:26:00Z,73.00,28.00
2026-02-12T16:29:00Z,73.00,28.00
2026-02-12T16:30:00Z,73.00,28.00
2026-02-12T16:33:00Z,73.00,28.00
2026-02-12T16:36:00Z,73.00,28.00
2026-02-12T16:37:00Z,73.00,28.00
2026-02-12T16:43:00Z,73.00,28.00
2026-02-12T16:44:00Z,73.00,28.00
2026-02-12T16:45:00Z,73.00,28.00
2026-02-12T16:46:00Z,73.00,28.00
2026-02-12T16:47:00Z,73.00,28.00
2026-02-12T16:48:00Z,73.00,28.00
2026-02-12T16:49:00Z,73.00,28.00
2026-02-12T16:53:00Z,73.00,28.00
2026-02-12T16:54:00Z,73.00,29.00
2026-02-12T16:57:00Z,73.00,29.00
2026-02-12T16:59:00Z,73.00,29.00
2026-02-12T17:00:00Z,73.00,29.00
2026-02-12T17:01:00Z,73.00,29.00
2026-02-12T17:03:00Z,73.00,29.00
2026-02-12T17:08:00Z,73.00,29.00
2026-02-12T17:09:00Z,73.00,29.00
2026-02-12T17:13:00Z,73.00,29.00
2026-02-12T17:14:00Z,73.00,29.00
2026-02-12T17:17:00Z,73.00,29.00
2026-02-12T17:18:00Z,73.00,29.00
2026-02-12T17:20:00Z,73.00,29.00
2026-02-12T17:21:00Z,73.00,29.00
2026-02-12T17:24:00Z,73.00,29.00
2026-02-12T17:25:00Z,73.00,29.00
2026-02-12T17:26:00Z,73.00,29.00
2026-02-12T17:27:00Z,73.00,28.00
2026-02-12T17:33:00Z,73.00,28.00
2026-02-12T17:34:00Z,73.00,28.00
2026-02-12T17:35:00Z,73.00,28.00
2026-02-12T17:36:00Z,73.00,28.00
2026-02-12T17:37:00Z,73.00,28.00
2026-02-12T17:39:00Z,73.00,28.00
