# event_ticker=KXATPMATCH-26APR02TIEBAS
# final_score=6-3 3-6 6-1
# match_winner=Learner Tien
# fav_player=Learner Tien
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-04-02
timestamp,Learner Tien,Nishesh Basavareddy
2026-04-02T09:48:00Z,74.00,
2026-04-02T10:02:00Z,74.00,
2026-04-02T10:07:00Z,74.00,
2026-04-02T10:09:00Z,74.00,
2026-04-02T10:17:00Z,74.00,
2026-04-02T10:20:00Z,74.00,
2026-04-02T10:48:00Z,74.00,
2026-04-02T10:56:00Z,74.00,26.00
2026-04-02T10:59:00Z,74.00,26.00
2026-04-02T11:02:00Z,74.00,26.00
2026-04-02T11:07:00Z,74.00,26.00
2026-04-02T11:08:00Z,74.00,26.00
2026-04-02T11:09:00Z,74.00,26.00
2026-04-02T11:13:00Z,74.00,27.00
2026-04-02T11:15:00Z,74.00,25.00
2026-04-02T11:16:00Z,74.00,25.00
2026-04-02T11:24:00Z,74.00,27.00
2026-04-02T11:28:00Z,74.00,27.00
2026-04-02T11:31:00Z,74.00,27.00
2026-04-02T11:34:00Z,74.00,27.00
2026-04-02T11:35:00Z,74.00,27.00
2026-04-02T11:36:00Z,74.00,27.00
2026-04-02T11:37:00Z,74.00,27.00
2026-04-02T11:41:00Z,74.00,27.00
2026-04-02T11:46:00Z,74.00,27.00
2026-04-02T11:53:00Z,74.00,27.00
2026-04-02T11:57:00Z,74.00,27.00
2026-04-02T11:59:00Z,74.00,27.00
2026-04-02T12:06:00Z,74.00,27.00
2026-04-02T12:07:00Z,74.00,27.00
2026-04-02T12:08:00Z,74.00,27.00
2026-04-02T12:09:00Z,75.00,27.00
2026-04-02T12:25:00Z,74.07,26.00
2026-04-02T12:26:00Z,75.00,26.00
2026-04-02T12:27:00Z,75.00,25.00
2026-04-02T12:28:00Z,75.00,25.00
2026-04-02T12:31:00Z,75.00,25.00
2026-04-02T12:32:00Z,75.00,25.00
2026-04-02T12:33:00Z,75.00,25.00
2026-04-02T12:36:00Z,75.00,25.00
2026-04-02T12:41:00Z,75.00,25.00
2026-04-02T12:44:00Z,75.00,25.00
2026-04-02T12:47:00Z,75.00,25.00
2026-04-02T12:55:00Z,75.00,25.00
2026-04-02T12:56:00Z,75.00,25.00
2026-04-02T13:08:00Z,75.00,25.00
2026-04-02T13:10:00Z,75.00,25.00
2026-04-02T13:11:00Z,75.00,25.00
2026-04-02T13:12:00Z,75.00,25.00
2026-04-02T13:16:00Z,75.00,25.00
2026-04-02T13:18:00Z,75.00,25.00
2026-04-02T13:19:00Z,75.00,25.00
2026-04-02T13:21:00Z,75.83,25.00
2026-04-02T13:23:00Z,75.00,25.00
2026-04-02T13:24:00Z,75.00,25.00
2026-04-02T13:27:00Z,75.00,25.00
2026-04-02T13:28:00Z,75.00,25.00
2026-04-02T13:40:00Z,75.00,25.00
2026-04-02T13:43:00Z,75.00,25.00
2026-04-02T13:48:00Z,75.00,25.00
2026-04-02T13:49:00Z,75.00,25.00
2026-04-02T13:50:00Z,75.00,25.00
2026-04-02T13:52:00Z,75.00,25.00
2026-04-02T13:54:00Z,75.00,25.00
2026-04-02T13:56:00Z,75.00,25.00
2026-04-02T13:57:00Z,75.00,25.00
2026-04-02T13:58:00Z,75.00,25.00
2026-04-02T14:00:00Z,73.00,25.00
2026-04-02T14:01:00Z,73.00,26.00
2026-04-02T14:02:00Z,75.00,26.00
2026-04-02T14:03:00Z,75.00,26.00
2026-04-02T14:08:00Z,75.00,26.00
2026-04-02T14:12:00Z,75.00,26.00
2026-04-02T14:16:00Z,75.00,26.00
2026-04-02T14:18:00Z,75.00,26.00
2026-04-02T14:19:00Z,74.00,26.00
2026-04-02T14:25:00Z,75.00,26.00
2026-04-02T14:26:00Z,75.00,26.00
2026-04-02T14:27:00Z,75.00,26.00
2026-04-02T14:33:00Z,75.00,26.00
2026-04-02T14:34:00Z,75.45,26.00
2026-04-02T14:35:00Z,76.00,26.00
2026-04-02T14:42:00Z,76.00,26.00
2026-04-02T14:44:00Z,76.00,26.00
2026-04-02T14:45:00Z,76.00,26.00
2026-04-02T14:46:00Z,76.00,26.00
2026-04-02T14:51:00Z,76.00,26.00
2026-04-02T14:58:00Z,76.00,26.00
2026-04-02T14:59:00Z,76.00,26.00
2026-04-02T15:00:00Z,76.00,26.00
2026-04-02T15:03:00Z,76.00,26.00
2026-04-02T15:05:00Z,76.00,26.00
2026-04-02T15:06:00Z,76.00,26.00
2026-04-02T15:08:00Z,76.00,26.00
2026-04-02T15:13:00Z,76.00,26.00
2026-04-02T15:14:00Z,76.00,26.00
2026-04-02T15:15:00Z,76.00,26.00
2026-04-02T15:16:00Z,76.00,26.00
2026-04-02T15:18:00Z,76.00,26.00
