# event_ticker=KXATPCHALLENGERMATCH-26APR04BROELL
# final_score=7-6(2) 6-2
# score_resolution=6-7 2-6
# match_winner=Liam Broady
# fav_player=Blake Ellis
# dog_player=Liam Broady
# kalshi_date=2026-04-04
timestamp,Blake Ellis,Liam Broady
2026-04-04T04:48:00Z,19.00,83.82
2026-04-04T04:49:00Z,19.00,82.00
2026-04-04T04:50:00Z,19.00,82.00
2026-04-04T04:52:00Z,18.97,84.00
2026-04-04T04:53:00Z,19.00,84.00
2026-04-04T04:54:00Z,19.00,84.00
2026-04-04T04:55:00Z,18.79,83.00
2026-04-04T04:56:00Z,19.00,83.00
2026-04-04T04:57:00Z,19.00,83.97
2026-04-04T04:58:00Z,20.00,83.00
2026-04-04T04:59:00Z,19.08,83.00
2026-04-04T05:00:00Z,19.00,83.00
2026-04-04T05:01:00Z,19.00,83.00
2026-04-04T05:02:00Z,19.37,82.00
2026-04-04T05:03:00Z,19.24,81.79
2026-04-04T05:04:00Z,19.99,81.78
2026-04-04T05:05:00Z,21.22,81.85
2026-04-04T05:06:00Z,19.98,82.94
2026-04-04T05:07:00Z,20.36,82.92
2026-04-04T05:08:00Z,19.10,82.31
2026-04-04T05:09:00Z,20.39,83.62
2026-04-04T05:10:00Z,19.48,81.98
2026-04-04T05:11:00Z,21.26,80.78
2026-04-04T05:12:00Z,24.41,78.47
2026-04-04T05:13:00Z,22.48,82.33
2026-04-04T05:14:00Z,19.23,83.03
2026-04-04T05:15:00Z,18.79,83.47
2026-04-04T05:16:00Z,17.53,84.00
2026-04-04T05:17:00Z,19.82,83.07
2026-04-04T05:18:00Z,21.55,79.98
2026-04-04T05:19:00Z,21.97,80.01
2026-04-04T05:20:00Z,20.60,81.04
2026-04-04T05:21:00Z,20.45,80.95
2026-04-04T05:22:00Z,21.15,80.00
2026-04-04T05:23:00Z,20.12,82.25
2026-04-04T05:24:00Z,12.85,84.63
2026-04-04T05:25:00Z,11.04,89.83
2026-04-04T05:26:00Z,10.54,90.59
2026-04-04T05:27:00Z,10.61,91.03
2026-04-04T05:28:00Z,10.03,89.69
2026-04-04T05:29:00Z,12.44,89.48
2026-04-04T05:30:00Z,17.29,85.03
2026-04-04T05:31:00Z,23.46,78.02
2026-04-04T05:32:00Z,23.52,77.07
2026-04-04T05:33:00Z,26.04,76.15
2026-04-04T05:34:00Z,25.29,75.72
2026-04-04T05:35:00Z,26.11,75.83
2026-04-04T05:36:00Z,28.34,72.44
2026-04-04T05:37:00Z,25.83,74.09
2026-04-04T05:38:00Z,23.43,78.36
2026-04-04T05:39:00Z,22.18,80.03
2026-04-04T05:40:00Z,28.75,72.38
2026-04-04T05:41:00Z,28.39,72.56
2026-04-04T05:42:00Z,28.57,72.14
2026-04-04T05:43:00Z,25.60,74.94
2026-04-04T05:44:00Z,25.25,77.13
2026-04-04T05:45:00Z,23.01,78.71
2026-04-04T05:46:00Z,25.12,76.83
2026-04-04T05:47:00Z,27.70,75.49
2026-04-04T05:48:00Z,26.90,74.77
2026-04-04T05:49:00Z,27.85,73.50
2026-04-04T05:50:00Z,28.64,73.77
2026-04-04T05:51:00Z,25.42,77.21
2026-04-04T05:52:00Z,22.54,78.01
2026-04-04T05:53:00Z,25.62,75.56
2026-04-04T05:54:00Z,34.37,64.71
2026-04-04T05:55:00Z,30.77,69.17
2026-04-04T05:56:00Z,26.02,75.10
2026-04-04T05:57:00Z,20.92,78.76
2026-04-04T05:58:00Z,14.28,86.45
2026-04-04T05:59:00Z,14.49,84.38
2026-04-04T06:00:00Z,16.59,85.63
2026-04-04T06:01:00Z,14.54,86.20
2026-04-04T06:02:00Z,9.21,89.71
2026-04-04T06:03:00Z,8.57,91.15
2026-04-04T06:04:00Z,8.82,91.64
2026-04-04T06:05:00Z,8.94,92.06
2026-04-04T06:06:00Z,8.70,92.98
2026-04-04T06:07:00Z,9.06,91.36
2026-04-04T06:08:00Z,8.59,92.60
2026-04-04T06:09:00Z,7.96,91.57
2026-04-04T06:10:00Z,9.80,92.43
2026-04-04T06:11:00Z,10.86,89.98
2026-04-04T06:12:00Z,12.41,90.00
2026-04-04T06:13:00Z,12.41,89.34
2026-04-04T06:14:00Z,9.93,92.27
2026-04-04T06:15:00Z,8.87,91.24
2026-04-04T06:16:00Z,8.98,91.02
2026-04-04T06:17:00Z,8.07,93.57
2026-04-04T06:18:00Z,5.91,94.35
2026-04-04T06:19:00Z,6.65,94.44
2026-04-04T06:20:00Z,6.80,93.56
2026-04-04T06:21:00Z,6.54,93.30
2026-04-04T06:22:00Z,8.04,91.93
2026-04-04T06:23:00Z,7.61,91.08
2026-04-04T06:24:00Z,8.01,93.85
2026-04-04T06:25:00Z,5.99,94.38
2026-04-04T06:26:00Z,2.97,95.84
2026-04-04T06:27:00Z,2.15,98.01
2026-04-04T06:28:00Z,2.69,98.42
2026-04-04T06:29:00Z,1.82,98.47
2026-04-04T06:30:00Z,1.96,98.34
2026-04-04T06:31:00Z,1.86,98.45
2026-04-04T06:32:00Z,1.84,98.95
2026-04-04T06:33:00Z,1.86,98.23
2026-04-04T06:34:00Z,1.06,98.94
2026-04-04T06:35:00Z,1.06,99.00
2026-04-04T06:36:00Z,1.68,98.97
2026-04-04T06:37:00Z,1.80,99.00
2026-04-04T06:38:00Z,1.28,98.01
2026-04-04T06:39:00Z,1.49,99.00
2026-04-04T06:40:00Z,1.02,98.32
2026-04-04T06:41:00Z,1.00,99.00
2026-04-04T06:42:00Z,1.00,99.00
2026-04-04T06:43:00Z,1.00,99.00
2026-04-04T06:44:00Z,1.00,99.00
2026-04-04T06:45:00Z,1.00,99.00
2026-04-04T06:46:00Z,1.00,99.00
