# event_ticker=KXATPMATCH-25OCT19HUMRUU
# final_score=6-2 6-3
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Ugo Humbert
# kalshi_date=2025-10-19
timestamp,Casper Ruud,Ugo Humbert
2025-10-19T03:16:00Z,,41.00
2025-10-19T03:26:00Z,61.00,41.00
2025-10-19T03:27:00Z,61.00,41.00
2025-10-19T03:43:00Z,61.00,41.00
2025-10-19T03:45:00Z,61.00,41.00
2025-10-19T03:47:00Z,60.00,41.00
2025-10-19T03:50:00Z,60.40,41.00
2025-10-19T03:52:00Z,61.00,41.00
2025-10-19T03:56:00Z,61.00,40.00
2025-10-19T04:00:00Z,61.00,40.00
2025-10-19T04:02:00Z,61.00,40.00
2025-10-19T04:08:00Z,61.00,40.00
2025-10-19T04:09:00Z,61.00,40.00
2025-10-19T04:13:00Z,61.00,40.00
2025-10-19T04:19:00Z,61.00,40.00
2025-10-19T04:20:00Z,61.00,40.00
2025-10-19T04:22:00Z,61.00,40.00
2025-10-19T04:24:00Z,61.00,40.00
2025-10-19T04:33:00Z,61.00,40.00
2025-10-19T04:47:00Z,61.00,40.00
2025-10-19T04:48:00Z,61.00,40.00
2025-10-19T04:52:00Z,61.00,40.00
2025-10-19T04:58:00Z,61.00,40.00
2025-10-19T05:03:00Z,61.00,40.00
2025-10-19T05:07:00Z,61.00,40.00
2025-10-19T05:09:00Z,61.80,40.00
2025-10-19T05:21:00Z,61.80,40.00
2025-10-19T05:22:00Z,61.87,40.00
2025-10-19T05:34:00Z,62.00,40.00
2025-10-19T05:36:00Z,62.00,40.00
2025-10-19T05:41:00Z,62.00,40.00
2025-10-19T05:42:00Z,62.00,40.00
2025-10-19T05:43:00Z,61.00,40.00
2025-10-19T05:44:00Z,61.00,40.00
2025-10-19T05:47:00Z,61.97,40.00
2025-10-19T05:49:00Z,62.00,40.00
2025-10-19T05:53:00Z,62.00,40.00
2025-10-19T05:54:00Z,62.00,40.00
2025-10-19T05:56:00Z,62.00,40.00
2025-10-19T05:57:00Z,62.00,40.00
2025-10-19T06:00:00Z,62.00,38.00
2025-10-19T06:05:00Z,62.00,40.00
2025-10-19T06:08:00Z,62.00,40.00
2025-10-19T06:12:00Z,61.00,40.00
2025-10-19T06:14:00Z,62.00,40.00
2025-10-19T06:16:00Z,62.00,40.00
2025-10-19T06:19:00Z,62.00,40.00
2025-10-19T06:22:00Z,62.00,40.00
2025-10-19T06:23:00Z,62.00,40.00
2025-10-19T06:25:00Z,62.00,40.00
2025-10-19T06:27:00Z,62.00,40.00
2025-10-19T06:28:00Z,62.00,40.00
2025-10-19T06:29:00Z,62.00,40.00
2025-10-19T06:31:00Z,62.00,40.00
2025-10-19T06:38:00Z,62.00,40.00
2025-10-19T06:39:00Z,62.00,40.00
2025-10-19T06:40:00Z,62.00,40.00
2025-10-19T06:41:00Z,62.00,40.00
2025-10-19T06:42:00Z,62.00,40.00
2025-10-19T06:45:00Z,62.00,40.00
2025-10-19T06:52:00Z,62.00,40.00
2025-10-19T06:54:00Z,62.00,40.00
2025-10-19T07:01:00Z,62.00,40.00
2025-10-19T07:08:00Z,62.00,40.00
2025-10-19T07:09:00Z,62.00,40.00
2025-10-19T07:10:00Z,62.00,40.00
2025-10-19T07:11:00Z,62.00,40.00
2025-10-19T07:12:00Z,62.00,39.00
2025-10-19T07:17:00Z,62.00,39.00
2025-10-19T07:19:00Z,62.00,39.00
2025-10-19T07:23:00Z,62.00,39.00
2025-10-19T07:38:00Z,62.00,39.00
2025-10-19T07:40:00Z,62.00,39.00
2025-10-19T07:49:00Z,62.00,39.00
2025-10-19T07:58:00Z,62.00,39.00
2025-10-19T08:05:00Z,62.00,39.00
2025-10-19T08:12:00Z,61.00,39.00
2025-10-19T08:14:00Z,62.00,39.00
2025-10-19T08:19:00Z,61.00,39.00
2025-10-19T08:23:00Z,61.00,39.00
