# event_ticker=KXATPCHALLENGERMATCH-26MAR25BERSOT
# final_score=7-6(7) 6-0
# score_resolution=6-7 0-6
# match_winner=Matias Soto
# fav_player=Peter Bertran
# dog_player=Matias Soto
# kalshi_date=2026-03-25
timestamp,Peter Bertran,Matias Soto
2026-03-25T09:25:00Z,,76.00
2026-03-25T10:39:00Z,,79.00
2026-03-25T12:27:00Z,20.00,79.00
2026-03-25T12:43:00Z,20.00,79.00
2026-03-25T13:11:00Z,22.00,79.00
2026-03-25T14:21:00Z,22.00,79.00
2026-03-25T14:27:00Z,22.00,79.00
2026-03-25T14:51:00Z,21.00,79.00
2026-03-25T15:52:00Z,21.00,79.00
2026-03-25T15:53:00Z,21.00,79.00
2026-03-25T15:56:00Z,21.00,80.00
2026-03-25T16:10:00Z,21.00,80.00
2026-03-25T16:33:00Z,21.00,78.00
2026-03-25T16:36:00Z,21.00,80.00
2026-03-25T16:53:00Z,21.00,80.00
2026-03-25T16:54:00Z,21.00,80.00
2026-03-25T16:56:00Z,21.00,80.00
2026-03-25T17:51:00Z,21.00,80.00
2026-03-25T17:53:00Z,19.00,80.00
2026-03-25T17:58:00Z,19.00,80.00
2026-03-25T19:05:00Z,20.00,80.00
2026-03-25T19:27:00Z,21.00,80.00
2026-03-25T19:40:00Z,21.00,79.00
2026-03-25T19:46:00Z,21.00,79.00
2026-03-25T19:52:00Z,21.00,79.00
2026-03-25T20:00:00Z,21.00,79.00
2026-03-25T20:36:00Z,19.00,79.00
2026-03-25T20:58:00Z,21.00,81.68
2026-03-25T20:59:00Z,20.00,81.68
2026-03-25T21:00:00Z,20.00,81.68
2026-03-25T21:01:00Z,20.00,82.00
2026-03-25T21:03:00Z,20.00,82.00
2026-03-25T21:04:00Z,18.00,82.00
2026-03-25T21:05:00Z,19.82,81.00
2026-03-25T21:06:00Z,23.00,79.34
2026-03-25T21:07:00Z,26.73,75.15
2026-03-25T21:08:00Z,27.78,72.57
2026-03-25T21:09:00Z,21.54,80.79
2026-03-25T21:10:00Z,22.70,81.82
2026-03-25T21:11:00Z,30.27,71.98
2026-03-25T21:12:00Z,32.66,67.93
2026-03-25T21:13:00Z,35.70,66.51
2026-03-25T21:14:00Z,36.27,66.92
2026-03-25T21:15:00Z,35.15,65.78
2026-03-25T21:16:00Z,29.75,69.25
2026-03-25T21:17:00Z,29.07,71.26
2026-03-25T21:18:00Z,29.63,70.26
2026-03-25T21:19:00Z,28.83,71.94
2026-03-25T21:20:00Z,21.72,77.83
2026-03-25T21:21:00Z,24.34,77.50
2026-03-25T21:22:00Z,20.72,81.25
2026-03-25T21:23:00Z,22.85,78.12
2026-03-25T21:24:00Z,23.02,78.63
2026-03-25T21:25:00Z,19.94,79.53
2026-03-25T21:26:00Z,18.40,79.53
2026-03-25T21:27:00Z,16.85,83.92
2026-03-25T21:28:00Z,14.71,84.26
2026-03-25T21:29:00Z,17.21,83.33
2026-03-25T21:30:00Z,19.54,79.47
2026-03-25T21:31:00Z,23.43,77.18
2026-03-25T21:32:00Z,27.67,73.18
2026-03-25T21:33:00Z,29.31,69.87
2026-03-25T21:34:00Z,30.64,72.24
2026-03-25T21:35:00Z,26.70,73.52
2026-03-25T21:36:00Z,36.30,65.47
2026-03-25T21:37:00Z,37.45,64.14
2026-03-25T21:38:00Z,34.06,65.71
2026-03-25T21:39:00Z,26.38,69.04
2026-03-25T21:40:00Z,33.48,69.64
2026-03-25T21:41:00Z,40.81,61.37
2026-03-25T21:42:00Z,43.50,58.75
2026-03-25T21:43:00Z,42.39,56.63
2026-03-25T21:44:00Z,42.83,59.73
2026-03-25T21:45:00Z,39.16,61.38
2026-03-25T21:46:00Z,39.00,61.74
2026-03-25T21:47:00Z,41.75,60.31
2026-03-25T21:48:00Z,38.93,60.95
2026-03-25T21:49:00Z,42.37,57.69
2026-03-25T21:50:00Z,46.59,52.62
2026-03-25T21:51:00Z,45.70,54.29
2026-03-25T21:52:00Z,43.17,57.83
2026-03-25T21:53:00Z,42.65,59.00
2026-03-25T21:54:00Z,44.54,58.31
2026-03-25T21:55:00Z,39.13,63.40
2026-03-25T21:56:00Z,27.91,73.79
2026-03-25T21:57:00Z,29.62,71.15
2026-03-25T21:58:00Z,25.42,77.04
2026-03-25T21:59:00Z,26.29,75.00
2026-03-25T22:00:00Z,25.36,75.53
2026-03-25T22:01:00Z,24.54,76.42
2026-03-25T22:02:00Z,25.94,75.00
2026-03-25T22:03:00Z,23.93,78.46
2026-03-25T22:04:00Z,20.20,80.91
2026-03-25T22:05:00Z,21.94,79.14
2026-03-25T22:06:00Z,23.49,76.16
2026-03-25T22:07:00Z,27.53,73.06
2026-03-25T22:08:00Z,30.37,72.45
2026-03-25T22:09:00Z,29.33,72.33
2026-03-25T22:10:00Z,34.16,64.85
2026-03-25T22:11:00Z,39.06,62.78
2026-03-25T22:12:00Z,44.32,58.68
2026-03-25T22:13:00Z,44.34,55.75
2026-03-25T22:14:00Z,38.59,61.71
2026-03-25T22:15:00Z,44.41,61.13
2026-03-25T22:16:00Z,35.09,63.99
2026-03-25T22:17:00Z,32.92,70.68
2026-03-25T22:18:00Z,38.00,60.91
2026-03-25T22:19:00Z,20.30,80.46
2026-03-25T22:20:00Z,11.65,87.77
2026-03-25T22:21:00Z,11.78,88.10
2026-03-25T22:22:00Z,12.07,87.70
2026-03-25T22:23:00Z,12.57,87.92
2026-03-25T22:24:00Z,12.84,87.62
2026-03-25T22:25:00Z,13.06,87.00
2026-03-25T22:26:00Z,13.46,86.70
2026-03-25T22:27:00Z,14.02,86.83
2026-03-25T22:28:00Z,11.88,87.64
2026-03-25T22:29:00Z,12.98,89.68
2026-03-25T22:30:00Z,13.15,87.18
2026-03-25T22:31:00Z,7.39,91.79
2026-03-25T22:32:00Z,6.55,94.26
2026-03-25T22:33:00Z,8.12,91.95
2026-03-25T22:34:00Z,9.59,91.55
2026-03-25T22:35:00Z,6.37,94.10
2026-03-25T22:36:00Z,4.18,95.69
2026-03-25T22:37:00Z,2.87,96.85
2026-03-25T22:38:00Z,2.34,97.41
2026-03-25T22:39:00Z,1.26,98.43
2026-03-25T22:40:00Z,1.65,98.80
2026-03-25T22:41:00Z,1.07,98.18
2026-03-25T22:42:00Z,1.25,98.58
2026-03-25T22:43:00Z,1.00,99.00
2026-03-25T22:44:00Z,1.00,98.52
2026-03-25T22:45:00Z,1.00,98.82
2026-03-25T22:46:00Z,1.00,99.00
2026-03-25T22:47:00Z,1.00,99.00
2026-03-25T22:48:00Z,1.00,99.00
2026-03-25T22:49:00Z,1.00,99.00
2026-03-25T22:50:00Z,1.00,99.00
2026-03-25T22:51:00Z,1.00,99.00
2026-03-25T22:52:00Z,1.00,99.00
