# event_ticker=KXATPMATCH-26APR01SHEZHA
# final_score=7-6(5) 7-6(3)
# score_resolution=6-7 6-7
# match_winner=Ben Shelton
# fav_player=Zhizhen Zhang
# dog_player=Ben Shelton
# kalshi_date=2026-04-01
timestamp,Zhizhen Zhang,Ben Shelton
2026-04-01T11:34:00Z,,72.00
2026-04-01T11:35:00Z,29.00,72.00
2026-04-01T11:38:00Z,29.00,72.00
2026-04-01T11:45:00Z,29.00,72.00
2026-04-01T11:49:00Z,29.00,72.00
2026-04-01T11:50:00Z,29.00,72.00
2026-04-01T11:57:00Z,29.00,72.00
2026-04-01T12:01:00Z,29.00,72.00
2026-04-01T12:09:00Z,29.00,71.50
2026-04-01T12:10:00Z,29.00,72.00
2026-04-01T12:13:00Z,29.00,72.00
2026-04-01T12:14:00Z,29.00,72.00
2026-04-01T12:16:00Z,29.00,72.00
2026-04-01T12:19:00Z,29.00,72.00
2026-04-01T12:20:00Z,29.00,72.00
2026-04-01T12:22:00Z,29.00,72.00
2026-04-01T12:25:00Z,29.00,72.00
2026-04-01T12:29:00Z,29.00,72.00
2026-04-01T12:31:00Z,29.00,71.00
2026-04-01T12:35:00Z,29.00,72.00
2026-04-01T12:42:00Z,29.00,72.00
2026-04-01T12:49:00Z,29.00,73.00
2026-04-01T12:51:00Z,29.00,72.00
2026-04-01T12:52:00Z,29.00,73.00
2026-04-01T12:54:00Z,29.00,73.00
2026-04-01T12:55:00Z,29.00,73.00
2026-04-01T12:56:00Z,29.00,73.00
2026-04-01T12:58:00Z,29.00,73.00
2026-04-01T13:00:00Z,29.00,73.00
2026-04-01T13:01:00Z,28.00,73.00
2026-04-01T13:05:00Z,28.00,72.00
2026-04-01T13:06:00Z,28.00,73.00
2026-04-01T13:08:00Z,28.00,73.00
2026-04-01T13:10:00Z,28.00,73.00
2026-04-01T13:11:00Z,28.00,73.00
2026-04-01T13:12:00Z,28.00,73.00
2026-04-01T13:16:00Z,28.00,73.00
2026-04-01T13:26:00Z,28.00,73.00
2026-04-01T13:27:00Z,28.00,73.00
2026-04-01T13:28:00Z,28.00,73.00
2026-04-01T13:30:00Z,28.00,73.00
2026-04-01T13:31:00Z,28.00,73.00
2026-04-01T13:32:00Z,28.00,73.00
2026-04-01T13:33:00Z,28.00,73.00
2026-04-01T13:35:00Z,28.00,73.00
2026-04-01T13:37:00Z,28.00,73.00
2026-04-01T13:38:00Z,28.00,73.00
2026-04-01T13:41:00Z,28.00,73.00
2026-04-01T13:44:00Z,28.00,73.00
2026-04-01T13:46:00Z,28.00,72.00
2026-04-01T13:48:00Z,29.00,72.00
2026-04-01T13:50:00Z,29.00,71.00
2026-04-01T13:59:00Z,29.00,71.00
2026-04-01T14:01:00Z,29.00,72.00
2026-04-01T14:02:00Z,29.00,72.00
2026-04-01T14:03:00Z,29.00,72.00
2026-04-01T14:04:00Z,29.00,72.00
2026-04-01T14:05:00Z,29.00,72.00
2026-04-01T14:06:00Z,29.00,72.00
2026-04-01T14:12:00Z,29.00,72.00
2026-04-01T14:17:00Z,29.00,72.00
2026-04-01T14:18:00Z,29.00,72.00
2026-04-01T14:22:00Z,29.00,72.00
2026-04-01T14:23:00Z,29.00,72.00
2026-04-01T14:28:00Z,29.00,72.00
2026-04-01T14:32:00Z,29.00,72.00
2026-04-01T14:33:00Z,29.00,72.00
2026-04-01T14:34:00Z,29.00,72.00
2026-04-01T14:37:00Z,29.00,72.00
2026-04-01T14:43:00Z,29.00,73.00
2026-04-01T14:44:00Z,29.00,73.00
2026-04-01T14:48:00Z,29.00,73.00
2026-04-01T14:50:00Z,29.00,73.00
2026-04-01T14:51:00Z,29.00,73.00
2026-04-01T14:59:00Z,29.00,72.00
2026-04-01T15:00:00Z,29.00,72.00
2026-04-01T15:01:00Z,29.00,72.00
2026-04-01T15:02:00Z,29.00,72.00
2026-04-01T15:03:00Z,29.00,72.00
2026-04-01T15:04:00Z,29.00,72.00
2026-04-01T15:05:00Z,29.00,72.00
2026-04-01T15:09:00Z,29.00,72.00
2026-04-01T15:10:00Z,29.00,72.00
2026-04-01T15:13:00Z,29.00,72.00
2026-04-01T15:14:00Z,29.00,72.00
2026-04-01T15:15:00Z,29.00,72.00
2026-04-01T15:17:00Z,29.00,72.00
2026-04-01T15:18:00Z,29.00,72.00
2026-04-01T15:19:00Z,29.00,72.00
2026-04-01T15:20:00Z,29.00,72.00
2026-04-01T15:21:00Z,29.00,72.00
2026-04-01T15:23:00Z,29.00,72.00
2026-04-01T15:25:00Z,29.00,72.00
2026-04-01T15:26:00Z,29.00,72.00
2026-04-01T15:31:00Z,29.00,72.00
2026-04-01T15:32:00Z,29.00,72.00
2026-04-01T15:34:00Z,29.00,72.00
2026-04-01T15:40:00Z,29.00,72.00
2026-04-01T15:41:00Z,29.00,72.00
2026-04-01T15:44:00Z,29.00,72.00
2026-04-01T15:45:00Z,29.00,72.00
2026-04-01T15:46:00Z,29.00,72.00
2026-04-01T15:47:00Z,28.00,72.00
2026-04-01T15:50:00Z,28.00,71.00
2026-04-01T15:51:00Z,28.00,72.00
2026-04-01T15:52:00Z,28.00,72.00
2026-04-01T15:55:00Z,28.00,72.00
2026-04-01T15:56:00Z,28.00,72.00
2026-04-01T15:57:00Z,28.00,72.00
2026-04-01T15:59:00Z,28.00,72.00
2026-04-01T16:05:00Z,28.00,72.00
2026-04-01T16:06:00Z,28.00,72.00
2026-04-01T16:07:00Z,28.00,72.00
2026-04-01T16:08:00Z,28.00,72.00
2026-04-01T16:09:00Z,28.00,72.00
2026-04-01T16:11:00Z,28.00,72.00
2026-04-01T16:12:00Z,28.00,72.00
2026-04-01T16:13:00Z,28.00,72.00
2026-04-01T16:15:00Z,29.00,72.00
2026-04-01T16:17:00Z,29.00,72.00
2026-04-01T16:19:00Z,29.00,72.00
2026-04-01T16:22:00Z,29.00,72.00
2026-04-01T16:24:00Z,29.00,72.00
2026-04-01T16:25:00Z,29.00,72.00
2026-04-01T16:26:00Z,29.00,72.00
2026-04-01T16:27:00Z,29.00,72.00
2026-04-01T16:31:00Z,29.00,72.00
2026-04-01T16:34:00Z,29.00,72.00
2026-04-01T16:38:00Z,29.00,72.00
2026-04-01T16:39:00Z,29.00,72.00
2026-04-01T16:40:00Z,29.00,72.00
2026-04-01T16:44:00Z,29.00,72.00
2026-04-01T16:46:00Z,29.00,72.00
2026-04-01T16:54:00Z,29.00,72.00
2026-04-01T16:55:00Z,28.00,72.00
2026-04-01T17:02:00Z,28.00,72.00
2026-04-01T17:03:00Z,28.00,72.00
2026-04-01T17:16:00Z,28.00,72.00
2026-04-01T17:17:00Z,28.00,72.00
2026-04-01T17:20:00Z,28.00,72.00
2026-04-01T17:21:00Z,28.00,72.00
2026-04-01T17:30:00Z,28.00,72.00
2026-04-01T17:31:00Z,28.00,72.00
2026-04-01T17:40:00Z,28.00,72.00
2026-04-01T17:41:00Z,28.00,72.00
2026-04-01T17:42:00Z,28.00,72.00
2026-04-01T17:45:00Z,28.00,72.00
2026-04-01T17:46:00Z,28.00,72.00
2026-04-01T17:49:00Z,28.42,72.00
2026-04-01T17:50:00Z,28.42,72.00
2026-04-01T17:51:00Z,29.00,72.00
2026-04-01T17:54:00Z,29.00,72.00
2026-04-01T17:57:00Z,29.00,72.00
2026-04-01T17:59:00Z,29.00,72.00
2026-04-01T18:01:00Z,29.00,72.00
2026-04-01T18:02:00Z,29.00,72.00
2026-04-01T18:07:00Z,29.00,72.00
2026-04-01T18:08:00Z,29.00,72.00
2026-04-01T18:09:00Z,29.00,72.00
2026-04-01T18:10:00Z,29.00,72.00
2026-04-01T18:11:00Z,29.00,72.00
2026-04-01T18:12:00Z,29.00,72.00
2026-04-01T18:13:00Z,29.00,72.00
2026-04-01T18:15:00Z,29.00,72.00
2026-04-01T18:16:00Z,29.00,72.00
2026-04-01T18:21:00Z,29.00,72.00
2026-04-01T18:23:00Z,29.00,72.00
2026-04-01T18:24:00Z,29.00,72.00
2026-04-01T18:25:00Z,29.00,72.00
2026-04-01T18:26:00Z,29.00,72.00
2026-04-01T18:28:00Z,29.00,72.00
2026-04-01T18:30:00Z,29.00,72.00
2026-04-01T18:31:00Z,29.00,72.00
2026-04-01T18:32:00Z,29.00,72.00
2026-04-01T18:33:00Z,29.00,72.00
2026-04-01T18:46:00Z,28.00,72.00
2026-04-01T18:47:00Z,28.00,72.00
2026-04-01T18:51:00Z,28.00,72.00
2026-04-01T18:52:00Z,28.00,72.00
2026-04-01T18:54:00Z,28.00,71.61
2026-04-01T18:57:00Z,28.00,71.88
2026-04-01T18:59:00Z,28.00,72.00
2026-04-01T19:00:00Z,28.00,72.00
2026-04-01T19:02:00Z,28.00,72.00
2026-04-01T19:04:00Z,28.00,72.00
2026-04-01T19:05:00Z,28.00,72.00
2026-04-01T19:06:00Z,28.00,72.00
