# event_ticker=KXATPCHALLENGERMATCH-26MAR21RONVAR
# final_score=4-6 6-2 6-2
# match_winner=Franco Roncadelli
# fav_player=Franco Roncadelli
# dog_player=Juan Pablo Varillas
# kalshi_date=2026-03-21
timestamp,Franco Roncadelli,Juan Pablo Varillas
2026-03-22T00:47:00Z,23.57,77.66
2026-03-22T00:48:00Z,20.72,79.00
2026-03-22T00:49:00Z,20.00,78.00
2026-03-22T00:50:00Z,17.06,79.96
2026-03-22T00:51:00Z,15.16,79.96
2026-03-22T00:52:00Z,16.00,84.00
2026-03-22T00:53:00Z,17.00,81.00
2026-03-22T00:54:00Z,17.00,82.00
2026-03-22T00:55:00Z,17.00,82.00
2026-03-22T00:56:00Z,17.00,84.00
2026-03-22T00:57:00Z,17.00,84.00
2026-03-22T00:58:00Z,16.00,84.00
2026-03-22T00:59:00Z,16.04,83.88
2026-03-22T01:00:00Z,17.00,83.88
2026-03-22T01:01:00Z,17.00,83.88
2026-03-22T01:03:00Z,17.00,83.88
2026-03-22T01:04:00Z,17.00,85.00
2026-03-22T01:05:00Z,11.09,85.00
2026-03-22T01:06:00Z,14.08,85.62
2026-03-22T01:07:00Z,18.00,84.00
2026-03-22T01:08:00Z,20.51,84.00
2026-03-22T01:09:00Z,23.10,76.54
2026-03-22T01:10:00Z,26.35,71.00
2026-03-22T01:11:00Z,32.67,67.17
2026-03-22T01:12:00Z,28.50,74.41
2026-03-22T01:13:00Z,23.00,77.94
2026-03-22T01:14:00Z,25.94,78.49
2026-03-22T01:15:00Z,23.00,78.49
2026-03-22T01:16:00Z,21.00,79.35
2026-03-22T01:17:00Z,17.00,83.00
2026-03-22T01:18:00Z,17.77,78.15
2026-03-22T01:19:00Z,16.93,83.08
2026-03-22T01:20:00Z,19.00,83.08
2026-03-22T01:21:00Z,22.21,78.00
2026-03-22T01:23:00Z,23.00,77.87
2026-03-22T01:24:00Z,28.56,70.21
2026-03-22T01:25:00Z,28.00,76.94
2026-03-22T01:26:00Z,35.93,69.93
2026-03-22T01:27:00Z,37.66,69.93
2026-03-22T01:28:00Z,37.42,69.93
2026-03-22T01:29:00Z,39.01,61.01
2026-03-22T01:30:00Z,40.56,61.01
2026-03-22T01:31:00Z,40.00,61.01
2026-03-22T01:32:00Z,41.80,58.00
2026-03-22T01:33:00Z,44.00,59.97
2026-03-22T01:34:00Z,44.37,56.00
2026-03-22T01:35:00Z,45.04,57.07
2026-03-22T01:36:00Z,42.46,59.00
2026-03-22T01:37:00Z,45.10,56.00
2026-03-22T01:38:00Z,48.15,52.98
2026-03-22T01:39:00Z,47.68,52.99
2026-03-22T01:40:00Z,47.32,52.43
2026-03-22T01:41:00Z,45.42,57.98
2026-03-22T01:42:00Z,42.76,56.18
2026-03-22T01:43:00Z,45.15,60.07
2026-03-22T01:44:00Z,49.02,51.76
2026-03-22T01:45:00Z,55.58,44.99
2026-03-22T01:46:00Z,51.42,46.80
2026-03-22T01:47:00Z,47.15,52.15
2026-03-22T01:48:00Z,44.00,56.28
2026-03-22T01:49:00Z,41.43,60.41
2026-03-22T01:50:00Z,46.81,48.89
2026-03-22T01:51:00Z,54.07,46.02
2026-03-22T01:52:00Z,55.00,45.99
2026-03-22T01:53:00Z,57.89,39.87
2026-03-22T01:54:00Z,57.81,44.44
2026-03-22T01:55:00Z,49.17,49.59
2026-03-22T01:56:00Z,48.69,53.04
2026-03-22T01:57:00Z,44.53,59.91
2026-03-22T01:58:00Z,41.61,53.40
2026-03-22T01:59:00Z,45.64,56.06
2026-03-22T02:00:00Z,50.51,53.90
2026-03-22T02:01:00Z,55.72,45.21
2026-03-22T02:02:00Z,55.31,44.14
2026-03-22T02:03:00Z,70.57,31.88
2026-03-22T02:04:00Z,65.27,33.45
2026-03-22T02:05:00Z,79.68,18.49
2026-03-22T02:06:00Z,85.67,17.19
2026-03-22T02:07:00Z,83.63,13.96
2026-03-22T02:08:00Z,89.45,13.88
2026-03-22T02:09:00Z,92.93,6.80
2026-03-22T02:10:00Z,92.60,8.00
2026-03-22T02:11:00Z,95.05,5.23
2026-03-22T02:12:00Z,97.80,2.08
2026-03-22T02:13:00Z,99.00,1.00
2026-03-22T02:14:00Z,99.00,1.00
2026-03-22T02:15:00Z,99.00,1.00
2026-03-22T02:16:00Z,99.00,1.00
2026-03-22T02:18:00Z,99.00,1.00
2026-03-22T02:19:00Z,99.00,1.00
2026-03-22T02:20:00Z,99.00,1.00
2026-03-22T02:21:00Z,99.00,1.00
