# event_ticker=KXATPCHALLENGERMATCH-26FEB10POLMAT
# final_score=4-6 7-6(2) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Hayato Matsuoka
# fav_player=Marc Polmans
# dog_player=Hayato Matsuoka
# kalshi_date=2026-02-10
timestamp,Marc Polmans,Hayato Matsuoka
2026-02-10T15:24:00Z,54.00,
2026-02-10T16:28:00Z,54.00,48.00
2026-02-10T16:52:00Z,56.00,48.00
2026-02-10T17:15:00Z,56.00,48.00
2026-02-10T17:20:00Z,56.00,48.00
2026-02-10T17:58:00Z,56.00,48.00
2026-02-10T18:08:00Z,56.00,48.00
2026-02-10T18:11:00Z,54.00,48.00
2026-02-10T18:42:00Z,54.00,48.00
2026-02-10T19:03:00Z,54.00,48.00
2026-02-10T19:15:00Z,54.79,48.00
2026-02-10T19:38:00Z,56.00,48.00
2026-02-10T21:25:00Z,56.97,48.00
2026-02-10T21:26:00Z,57.00,48.00
2026-02-10T21:30:00Z,56.50,48.00
2026-02-10T21:32:00Z,57.00,48.00
2026-02-10T21:53:00Z,56.00,48.00
2026-02-10T21:54:00Z,56.00,47.00
2026-02-10T21:55:00Z,56.00,44.00
2026-02-10T21:59:00Z,56.00,44.00
2026-02-10T22:07:00Z,56.00,47.00
2026-02-10T22:12:00Z,56.00,48.00
2026-02-10T22:16:00Z,56.00,48.00
2026-02-10T22:20:00Z,55.00,48.00
2026-02-10T22:26:00Z,55.00,48.00
2026-02-10T22:51:00Z,55.00,48.00
2026-02-10T22:55:00Z,55.00,48.00
2026-02-10T23:08:00Z,55.00,48.00
2026-02-10T23:15:00Z,55.34,48.00
2026-02-10T23:20:00Z,56.00,48.00
2026-02-10T23:22:00Z,56.00,48.00
2026-02-10T23:23:00Z,56.00,48.00
2026-02-10T23:24:00Z,56.00,48.00
2026-02-10T23:25:00Z,56.00,48.00
2026-02-10T23:27:00Z,56.00,48.00
2026-02-10T23:30:00Z,56.00,48.00
2026-02-10T23:32:00Z,56.00,48.00
2026-02-10T23:40:00Z,56.00,48.00
2026-02-10T23:41:00Z,56.00,48.00
2026-02-10T23:43:00Z,56.00,48.00
2026-02-10T23:54:00Z,56.00,46.00
2026-02-10T23:56:00Z,57.00,46.00
2026-02-10T23:57:00Z,57.00,46.00
2026-02-11T00:01:00Z,57.00,46.00
2026-02-11T00:05:00Z,57.00,46.00
2026-02-11T00:07:00Z,57.00,46.00
2026-02-11T00:08:00Z,57.00,46.00
2026-02-11T00:09:00Z,56.00,46.00
2026-02-11T00:10:00Z,56.00,46.00
2026-02-11T00:11:00Z,56.94,46.00
2026-02-11T00:12:00Z,56.97,44.38
2026-02-11T00:13:00Z,58.83,44.38
2026-02-11T00:15:00Z,59.00,44.38
2026-02-11T00:16:00Z,56.62,44.38
2026-02-11T00:17:00Z,54.19,49.00
2026-02-11T00:18:00Z,54.19,49.96
2026-02-11T00:19:00Z,48.01,51.00
2026-02-11T00:20:00Z,50.70,51.00
2026-02-11T00:21:00Z,50.47,51.89
2026-02-11T00:22:00Z,55.00,51.89
2026-02-11T00:23:00Z,55.00,46.00
2026-02-11T00:24:00Z,54.00,48.94
2026-02-11T00:25:00Z,55.00,46.32
2026-02-11T00:26:00Z,53.00,46.32
2026-02-11T00:27:00Z,50.00,51.00
2026-02-11T00:28:00Z,48.21,52.00
2026-02-11T00:30:00Z,54.45,52.00
2026-02-11T00:31:00Z,55.00,47.91
2026-02-11T00:32:00Z,55.00,51.44
2026-02-11T00:33:00Z,55.00,50.83
2026-02-11T00:34:00Z,50.96,50.83
2026-02-11T00:36:00Z,50.96,46.00
2026-02-11T00:37:00Z,55.00,45.01
2026-02-11T00:38:00Z,52.94,49.76
2026-02-11T00:39:00Z,52.94,50.00
2026-02-11T00:40:00Z,52.04,50.14
2026-02-11T00:41:00Z,43.83,54.05
2026-02-11T00:42:00Z,48.33,54.64
2026-02-11T00:43:00Z,52.00,54.64
2026-02-11T00:44:00Z,52.00,48.00
2026-02-11T00:45:00Z,52.05,48.00
2026-02-11T00:46:00Z,55.95,46.00
2026-02-11T00:47:00Z,61.29,42.30
2026-02-11T00:48:00Z,64.51,33.63
2026-02-11T00:49:00Z,77.44,24.00
2026-02-11T00:50:00Z,78.00,24.00
2026-02-11T00:51:00Z,78.00,24.00
2026-02-11T00:52:00Z,78.00,24.00
2026-02-11T00:53:00Z,76.30,24.00
2026-02-11T00:54:00Z,78.00,24.00
2026-02-11T00:55:00Z,77.99,23.00
2026-02-11T00:56:00Z,78.00,22.36
2026-02-11T00:57:00Z,72.04,30.27
2026-02-11T00:58:00Z,70.96,31.50
2026-02-11T00:59:00Z,70.00,32.41
2026-02-11T01:00:00Z,63.38,38.39
2026-02-11T01:01:00Z,60.69,41.34
2026-02-11T01:02:00Z,59.00,42.77
2026-02-11T01:03:00Z,58.73,44.64
2026-02-11T01:04:00Z,56.32,43.00
2026-02-11T01:05:00Z,59.94,41.90
2026-02-11T01:06:00Z,59.47,42.00
2026-02-11T01:07:00Z,58.55,42.96
2026-02-11T01:08:00Z,58.29,42.61
2026-02-11T01:09:00Z,59.97,41.07
2026-02-11T01:10:00Z,60.02,42.04
2026-02-11T01:11:00Z,55.80,45.50
2026-02-11T01:12:00Z,56.65,44.42
2026-02-11T01:13:00Z,55.37,45.58
2026-02-11T01:14:00Z,58.82,43.24
2026-02-11T01:15:00Z,57.20,45.00
2026-02-11T01:16:00Z,56.75,45.00
2026-02-11T01:17:00Z,55.05,46.00
2026-02-11T01:18:00Z,58.94,41.86
2026-02-11T01:19:00Z,60.00,41.86
2026-02-11T01:20:00Z,60.00,43.39
2026-02-11T01:21:00Z,58.00,45.00
2026-02-11T01:22:00Z,55.90,46.00
2026-02-11T01:23:00Z,52.86,47.38
2026-02-11T01:24:00Z,53.67,47.38
2026-02-11T01:25:00Z,54.89,47.79
2026-02-11T01:26:00Z,52.00,47.79
2026-02-11T01:27:00Z,57.18,47.91
2026-02-11T01:28:00Z,54.73,46.41
2026-02-11T01:29:00Z,48.53,54.00
2026-02-11T01:30:00Z,44.75,54.59
2026-02-11T01:31:00Z,42.97,57.10
2026-02-11T01:32:00Z,44.86,55.00
2026-02-11T01:33:00Z,47.03,50.00
2026-02-11T01:34:00Z,45.72,56.62
2026-02-11T01:35:00Z,48.80,53.49
2026-02-11T01:36:00Z,50.57,49.51
2026-02-11T01:37:00Z,52.58,48.56
2026-02-11T01:38:00Z,51.78,48.56
2026-02-11T01:39:00Z,50.49,50.00
2026-02-11T01:40:00Z,52.26,49.01
2026-02-11T01:41:00Z,53.00,47.75
2026-02-11T01:42:00Z,52.81,49.32
2026-02-11T01:43:00Z,53.38,45.86
2026-02-11T01:44:00Z,62.91,41.76
2026-02-11T01:45:00Z,74.06,31.11
2026-02-11T01:46:00Z,78.25,20.87
2026-02-11T01:47:00Z,77.06,25.93
2026-02-11T01:48:00Z,78.02,23.30
2026-02-11T01:49:00Z,78.00,20.08
2026-02-11T01:50:00Z,81.41,19.00
2026-02-11T01:51:00Z,82.00,18.00
2026-02-11T01:52:00Z,80.00,21.13
2026-02-11T01:53:00Z,68.15,22.06
2026-02-11T01:54:00Z,74.08,27.00
2026-02-11T01:55:00Z,73.02,27.00
2026-02-11T01:56:00Z,69.24,34.25
2026-02-11T01:57:00Z,60.26,43.82
2026-02-11T01:58:00Z,56.35,42.00
2026-02-11T01:59:00Z,62.69,37.00
2026-02-11T02:00:00Z,57.07,43.55
2026-02-11T02:01:00Z,47.99,53.31
2026-02-11T02:02:00Z,45.33,55.62
2026-02-11T02:03:00Z,46.00,55.29
2026-02-11T02:04:00Z,46.00,55.00
2026-02-11T02:05:00Z,44.77,56.00
2026-02-11T02:06:00Z,45.16,56.00
2026-02-11T02:07:00Z,46.48,55.77
2026-02-11T02:08:00Z,47.07,52.09
2026-02-11T02:09:00Z,48.00,52.09
2026-02-11T02:10:00Z,48.00,52.00
2026-02-11T02:11:00Z,47.90,52.00
2026-02-11T02:12:00Z,50.59,50.57
2026-02-11T02:13:00Z,57.42,42.86
2026-02-11T02:14:00Z,54.98,48.46
2026-02-11T02:15:00Z,43.65,57.90
2026-02-11T02:16:00Z,40.89,60.00
2026-02-11T02:17:00Z,34.81,64.38
2026-02-11T02:18:00Z,37.98,63.22
2026-02-11T02:19:00Z,39.51,63.19
2026-02-11T02:20:00Z,43.20,58.78
2026-02-11T02:21:00Z,47.71,54.54
2026-02-11T02:22:00Z,41.80,58.50
2026-02-11T02:23:00Z,37.11,62.73
2026-02-11T02:24:00Z,38.79,63.33
2026-02-11T02:25:00Z,31.62,68.50
2026-02-11T02:26:00Z,19.37,80.49
2026-02-11T02:27:00Z,23.90,80.15
2026-02-11T02:28:00Z,17.88,84.84
2026-02-11T02:29:00Z,10.08,89.29
2026-02-11T02:30:00Z,8.56,92.68
2026-02-11T02:31:00Z,7.58,92.73
2026-02-11T02:32:00Z,7.36,93.50
2026-02-11T02:33:00Z,7.85,93.15
2026-02-11T02:34:00Z,7.80,92.89
2026-02-11T02:35:00Z,5.85,94.30
2026-02-11T02:36:00Z,8.71,91.90
2026-02-11T02:37:00Z,11.30,88.49
2026-02-11T02:38:00Z,12.39,89.43
2026-02-11T02:39:00Z,6.77,93.11
2026-02-11T02:40:00Z,6.18,93.71
2026-02-11T02:41:00Z,5.39,95.75
2026-02-11T02:42:00Z,4.72,95.95
2026-02-11T02:43:00Z,3.19,95.55
2026-02-11T02:44:00Z,4.79,96.54
2026-02-11T02:45:00Z,5.83,94.21
2026-02-11T02:46:00Z,5.28,94.89
2026-02-11T02:47:00Z,1.27,98.95
2026-02-11T02:48:00Z,1.00,99.00
2026-02-11T02:49:00Z,1.00,99.00
2026-02-11T02:50:00Z,1.00,99.00
2026-02-11T02:51:00Z,1.00,99.00
2026-02-11T02:52:00Z,1.00,99.00
