# event_ticker=KXATPMATCH-25OCT01MANBER
# final_score=7-5 7-6(5)
# score_resolution=7-5 7-6
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Matteo Berrettini
# kalshi_date=2025-10-01
timestamp,Adrian Mannarino,Matteo Berrettini
2025-09-30T19:46:00Z,90.00,90.00
2025-09-30T20:31:00Z,90.00,57.00
2025-09-30T20:44:00Z,44.00,57.00
2025-09-30T21:05:00Z,44.00,57.00
2025-09-30T21:29:00Z,44.00,57.00
2025-09-30T21:31:00Z,44.00,57.00
2025-09-30T22:19:00Z,45.00,57.00
2025-09-30T22:25:00Z,43.00,57.00
2025-09-30T22:26:00Z,43.00,58.00
2025-09-30T22:32:00Z,42.00,58.00
2025-09-30T22:49:00Z,42.00,59.00
2025-09-30T23:04:00Z,42.00,59.00
2025-09-30T23:15:00Z,42.00,59.00
2025-09-30T23:31:00Z,42.00,59.00
2025-09-30T23:34:00Z,42.00,59.00
2025-09-30T23:42:00Z,42.00,58.00
2025-09-30T23:45:00Z,42.00,59.00
2025-10-01T00:10:00Z,42.00,59.00
2025-10-01T00:11:00Z,42.00,58.23
2025-10-01T00:22:00Z,42.00,58.23
2025-10-01T00:24:00Z,42.00,58.23
2025-10-01T00:25:00Z,42.00,59.00
2025-10-01T00:28:00Z,42.00,59.00
2025-10-01T00:38:00Z,42.00,59.00
2025-10-01T00:52:00Z,42.00,59.00
2025-10-01T00:56:00Z,42.00,59.00
2025-10-01T01:16:00Z,42.00,59.00
2025-10-01T01:18:00Z,42.00,59.00
2025-10-01T01:24:00Z,42.00,59.00
2025-10-01T01:35:00Z,42.00,59.00
2025-10-01T01:37:00Z,42.00,59.00
2025-10-01T01:38:00Z,42.00,59.00
2025-10-01T01:44:00Z,42.00,59.00
2025-10-01T01:59:00Z,42.00,59.00
2025-10-01T02:01:00Z,42.00,59.00
2025-10-01T02:13:00Z,42.00,59.00
2025-10-01T02:17:00Z,42.00,59.00
2025-10-01T02:18:00Z,42.00,59.00
2025-10-01T02:21:00Z,42.00,59.00
2025-10-01T02:25:00Z,42.00,59.00
2025-10-01T02:26:00Z,42.65,59.00
2025-10-01T02:34:00Z,43.00,59.00
2025-10-01T02:39:00Z,43.00,59.00
2025-10-01T02:40:00Z,43.00,59.00
2025-10-01T02:43:00Z,43.00,59.00
2025-10-01T02:49:00Z,42.00,59.00
2025-10-01T02:50:00Z,42.00,59.00
2025-10-01T02:57:00Z,42.00,59.00
2025-10-01T03:06:00Z,42.00,59.00
2025-10-01T03:07:00Z,42.00,59.00
2025-10-01T03:08:00Z,42.00,59.00
2025-10-01T03:11:00Z,42.00,59.00
2025-10-01T03:15:00Z,42.09,59.00
2025-10-01T03:20:00Z,42.00,59.00
2025-10-01T03:21:00Z,42.79,59.00
2025-10-01T03:22:00Z,42.79,59.00
2025-10-01T03:23:00Z,42.79,58.88
2025-10-01T03:24:00Z,42.79,59.00
2025-10-01T03:30:00Z,42.22,59.00
2025-10-01T03:31:00Z,43.00,57.00
2025-10-01T03:41:00Z,43.00,57.00
2025-10-01T03:43:00Z,43.00,58.00
2025-10-01T03:58:00Z,43.00,58.00
2025-10-01T03:59:00Z,42.69,58.42
2025-10-01T04:01:00Z,42.69,59.00
2025-10-01T04:05:00Z,43.00,59.00
2025-10-01T04:11:00Z,43.00,59.00
2025-10-01T04:16:00Z,43.00,59.00
2025-10-01T04:18:00Z,43.00,59.00
2025-10-01T04:19:00Z,43.00,58.00
2025-10-01T04:21:00Z,43.00,58.00
2025-10-01T04:24:00Z,43.00,58.63
2025-10-01T04:25:00Z,43.00,58.63
2025-10-01T04:27:00Z,43.00,58.63
2025-10-01T04:32:00Z,43.00,58.31
2025-10-01T04:33:00Z,43.00,58.31
2025-10-01T04:35:00Z,43.00,58.00
2025-10-01T04:36:00Z,43.00,58.00
2025-10-01T04:41:00Z,43.00,58.00
2025-10-01T04:42:00Z,43.00,58.00
2025-10-01T04:45:00Z,43.00,58.00
2025-10-01T04:51:00Z,43.00,58.00
2025-10-01T04:54:00Z,43.00,58.00
2025-10-01T04:56:00Z,43.00,58.00
2025-10-01T05:07:00Z,43.00,58.00
2025-10-01T05:09:00Z,43.00,58.00
2025-10-01T05:11:00Z,43.00,58.00
2025-10-01T05:14:00Z,43.00,58.00
2025-10-01T05:16:00Z,43.00,58.87
2025-10-01T05:18:00Z,43.00,58.87
2025-10-01T05:20:00Z,43.00,59.00
2025-10-01T05:26:00Z,43.00,59.00
2025-10-01T05:29:00Z,43.00,59.00
2025-10-01T05:30:00Z,43.00,59.00
2025-10-01T05:34:00Z,43.00,59.00
2025-10-01T05:35:00Z,43.00,59.00
2025-10-01T05:38:00Z,43.00,59.00
2025-10-01T05:45:00Z,43.00,58.00
2025-10-01T05:48:00Z,43.00,58.00
2025-10-01T05:55:00Z,43.00,58.12
2025-10-01T05:56:00Z,43.00,58.00
2025-10-01T05:59:00Z,43.00,58.00
2025-10-01T06:00:00Z,43.00,58.00
2025-10-01T06:03:00Z,43.00,58.00
2025-10-01T06:04:00Z,43.00,58.00
2025-10-01T06:09:00Z,43.00,58.88
