# event_ticker=KXATPMATCH-26MAR08SHASIN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Jannik Sinner
# fav_player=Denis Shapovalov
# dog_player=Jannik Sinner
# kalshi_date=2026-03-08
timestamp,Denis Shapovalov,Jannik Sinner
2026-03-08T10:53:00Z,7.00,
2026-03-08T11:02:00Z,7.00,
2026-03-08T11:09:00Z,7.00,94.00
2026-03-08T11:26:00Z,7.00,94.00
2026-03-08T11:33:00Z,7.00,94.00
2026-03-08T11:36:00Z,7.00,95.00
2026-03-08T11:39:00Z,7.00,94.00
2026-03-08T11:43:00Z,7.00,95.00
2026-03-08T11:46:00Z,7.00,95.00
2026-03-08T11:55:00Z,7.00,95.00
2026-03-08T12:18:00Z,6.00,95.00
2026-03-08T12:20:00Z,7.00,95.00
2026-03-08T12:29:00Z,7.00,95.00
2026-03-08T12:30:00Z,7.00,95.00
2026-03-08T12:39:00Z,7.00,95.00
2026-03-08T12:58:00Z,7.00,95.00
2026-03-08T13:07:00Z,7.00,95.00
2026-03-08T13:08:00Z,7.00,94.00
2026-03-08T13:09:00Z,6.00,94.00
2026-03-08T13:23:00Z,6.00,95.00
2026-03-08T13:31:00Z,6.00,95.00
2026-03-08T13:35:00Z,6.00,95.00
2026-03-08T13:37:00Z,6.00,95.00
2026-03-08T13:38:00Z,5.00,95.00
2026-03-08T13:40:00Z,6.00,95.00
2026-03-08T13:41:00Z,6.00,95.00
2026-03-08T13:45:00Z,6.00,95.00
2026-03-08T13:48:00Z,6.00,95.00
2026-03-08T13:49:00Z,6.00,95.00
2026-03-08T13:51:00Z,6.00,95.00
2026-03-08T14:02:00Z,6.00,95.00
2026-03-08T14:10:00Z,6.00,95.00
2026-03-08T14:17:00Z,6.00,95.00
2026-03-08T14:31:00Z,6.00,95.00
2026-03-08T14:32:00Z,6.00,95.00
2026-03-08T14:35:00Z,6.00,95.00
2026-03-08T14:44:00Z,6.00,95.00
2026-03-08T14:50:00Z,6.00,95.00
2026-03-08T14:58:00Z,6.00,95.00
2026-03-08T14:59:00Z,6.00,95.00
2026-03-08T15:03:00Z,6.00,95.00
2026-03-08T15:06:00Z,6.00,95.00
2026-03-08T15:07:00Z,6.00,95.00
2026-03-08T15:11:00Z,6.00,95.00
2026-03-08T15:20:00Z,6.00,95.00
2026-03-08T15:22:00Z,6.00,95.00
2026-03-08T15:24:00Z,6.00,95.00
2026-03-08T15:26:00Z,6.00,95.00
2026-03-08T15:28:00Z,6.00,95.00
2026-03-08T15:31:00Z,6.00,95.00
2026-03-08T15:33:00Z,6.00,95.00
2026-03-08T15:37:00Z,6.00,95.00
2026-03-08T15:39:00Z,6.00,95.00
2026-03-08T15:47:00Z,6.00,95.00
2026-03-08T15:48:00Z,6.00,95.00
2026-03-08T15:49:00Z,6.00,95.00
2026-03-08T15:53:00Z,6.00,95.00
2026-03-08T15:54:00Z,6.00,95.00
2026-03-08T15:57:00Z,6.00,95.00
2026-03-08T15:58:00Z,6.00,95.00
2026-03-08T16:03:00Z,6.00,94.00
2026-03-08T16:05:00Z,6.00,94.00
2026-03-08T16:09:00Z,6.00,94.00
2026-03-08T16:12:00Z,6.00,94.00
2026-03-08T16:14:00Z,6.00,94.00
2026-03-08T16:15:00Z,6.00,95.00
2026-03-08T16:18:00Z,6.00,95.00
2026-03-08T16:19:00Z,6.00,95.00
2026-03-08T16:21:00Z,6.00,95.00
2026-03-08T16:26:00Z,6.00,95.00
2026-03-08T16:27:00Z,6.00,95.00
2026-03-08T16:28:00Z,7.00,95.00
2026-03-08T16:29:00Z,7.00,95.00
2026-03-08T16:30:00Z,7.00,95.00
2026-03-08T16:34:00Z,7.00,95.00
2026-03-08T16:35:00Z,7.00,95.00
2026-03-08T16:36:00Z,7.00,95.00
2026-03-08T16:44:00Z,7.00,95.00
2026-03-08T16:55:00Z,7.00,95.00
2026-03-08T16:56:00Z,7.00,95.00
2026-03-08T16:57:00Z,7.00,95.00
2026-03-08T16:59:00Z,7.00,95.00
2026-03-08T17:06:00Z,7.00,95.00
2026-03-08T17:10:00Z,7.00,95.00
2026-03-08T17:11:00Z,7.00,95.00
2026-03-08T17:13:00Z,7.00,95.00
2026-03-08T17:14:00Z,7.00,95.00
2026-03-08T17:16:00Z,7.00,95.00
2026-03-08T17:23:00Z,7.00,95.00
2026-03-08T17:27:00Z,7.00,95.00
2026-03-08T17:31:00Z,7.00,95.00
2026-03-08T17:33:00Z,7.00,95.00
2026-03-08T17:34:00Z,7.00,95.00
2026-03-08T17:36:00Z,7.00,94.00
2026-03-08T17:38:00Z,7.00,94.00
2026-03-08T17:40:00Z,7.00,95.00
2026-03-08T17:41:00Z,7.00,95.00
2026-03-08T17:43:00Z,7.00,95.00
2026-03-08T17:47:00Z,6.00,95.00
2026-03-08T17:48:00Z,5.00,95.00
2026-03-08T17:50:00Z,7.00,95.00
2026-03-08T17:52:00Z,7.00,95.00
2026-03-08T17:53:00Z,7.00,95.00
2026-03-08T18:03:00Z,7.00,94.00
2026-03-08T18:04:00Z,7.00,95.00
2026-03-08T18:07:00Z,7.00,95.00
2026-03-08T18:08:00Z,7.00,95.00
2026-03-08T18:15:00Z,7.00,95.00
2026-03-08T18:16:00Z,7.00,95.00
2026-03-08T18:18:00Z,7.00,95.00
2026-03-08T18:19:00Z,7.00,95.00
2026-03-08T18:20:00Z,7.00,95.00
2026-03-08T18:22:00Z,7.00,95.00
2026-03-08T18:27:00Z,7.00,94.00
2026-03-08T18:33:00Z,7.00,94.00
2026-03-08T18:34:00Z,7.00,95.00
2026-03-08T18:36:00Z,7.00,95.00
2026-03-08T18:41:00Z,7.00,95.00
2026-03-08T18:43:00Z,7.00,95.00
2026-03-08T18:44:00Z,7.00,95.00
2026-03-08T18:46:00Z,7.00,95.00
2026-03-08T18:54:00Z,7.00,94.00
2026-03-08T18:56:00Z,7.00,94.00
2026-03-08T18:59:00Z,7.00,95.00
2026-03-08T19:01:00Z,7.00,95.00
2026-03-08T19:06:00Z,7.00,95.00
2026-03-08T19:08:00Z,7.00,95.00
2026-03-08T19:09:00Z,7.00,94.00
2026-03-08T19:10:00Z,6.00,94.00
2026-03-08T19:13:00Z,7.00,94.00
2026-03-08T19:15:00Z,7.00,95.00
2026-03-08T19:18:00Z,7.00,95.00
2026-03-08T19:23:00Z,7.00,94.00
2026-03-08T19:24:00Z,7.00,95.00
2026-03-08T19:29:00Z,7.00,95.00
2026-03-08T19:30:00Z,7.00,94.00
2026-03-08T19:32:00Z,7.00,94.00
2026-03-08T19:33:00Z,7.00,94.00
2026-03-08T19:35:00Z,7.00,94.00
2026-03-08T19:36:00Z,7.00,94.00
2026-03-08T19:42:00Z,7.00,94.00
2026-03-08T19:44:00Z,7.00,94.00
2026-03-08T19:45:00Z,7.00,94.00
2026-03-08T19:48:00Z,7.00,94.00
2026-03-08T19:49:00Z,7.00,95.00
2026-03-08T19:52:00Z,7.00,95.00
2026-03-08T19:54:00Z,7.00,95.00
2026-03-08T19:56:00Z,7.00,95.00
2026-03-08T19:57:00Z,7.00,95.00
2026-03-08T19:59:00Z,7.00,95.00
2026-03-08T20:00:00Z,7.00,95.00
2026-03-08T20:01:00Z,7.00,95.00
2026-03-08T20:02:00Z,7.00,95.00
2026-03-08T20:04:00Z,7.00,95.00
2026-03-08T20:05:00Z,7.00,95.00
2026-03-08T20:06:00Z,7.00,95.00
2026-03-08T20:10:00Z,7.00,95.00
2026-03-08T20:11:00Z,7.00,95.00
2026-03-08T20:13:00Z,7.00,95.00
2026-03-08T20:15:00Z,7.00,95.00
2026-03-08T20:16:00Z,7.00,95.00
2026-03-08T20:18:00Z,7.00,95.00
2026-03-08T20:19:00Z,7.00,95.00
2026-03-08T20:21:00Z,7.00,95.00
2026-03-08T20:25:00Z,7.00,95.00
2026-03-08T20:26:00Z,7.00,95.00
2026-03-08T20:29:00Z,7.00,95.00
2026-03-08T20:30:00Z,7.00,95.00
2026-03-08T20:33:00Z,7.00,95.00
2026-03-08T20:34:00Z,7.00,95.00
2026-03-08T20:36:00Z,7.00,95.00
2026-03-08T20:37:00Z,7.00,95.00
2026-03-08T20:38:00Z,6.18,95.00
2026-03-08T20:40:00Z,7.00,95.00
2026-03-08T20:42:00Z,7.00,95.00
2026-03-08T20:44:00Z,7.00,95.00
2026-03-08T20:45:00Z,7.00,95.00
2026-03-08T20:46:00Z,7.00,95.00
2026-03-08T20:47:00Z,7.00,95.00
2026-03-08T20:48:00Z,7.00,95.00
2026-03-08T20:50:00Z,7.00,95.00
2026-03-08T20:51:00Z,7.00,95.00
2026-03-08T20:52:00Z,7.00,95.00
2026-03-08T20:53:00Z,7.00,95.00
2026-03-08T20:54:00Z,7.00,94.00
2026-03-08T20:55:00Z,7.00,95.00
2026-03-08T20:56:00Z,7.00,94.00
2026-03-08T20:57:00Z,7.00,94.00
2026-03-08T20:58:00Z,7.00,94.93
2026-03-08T20:59:00Z,7.00,94.93
2026-03-08T21:00:00Z,7.00,95.00
2026-03-08T21:01:00Z,7.89,94.36
2026-03-08T21:02:00Z,7.42,94.00
2026-03-08T21:03:00Z,7.42,94.00
2026-03-08T21:04:00Z,8.00,94.00
2026-03-08T21:05:00Z,8.00,93.99
2026-03-08T21:06:00Z,7.00,94.00
2026-03-08T21:07:00Z,8.00,94.00
2026-03-08T21:08:00Z,8.00,94.00
2026-03-08T21:10:00Z,8.00,94.00
2026-03-08T21:12:00Z,8.00,94.00
2026-03-08T21:13:00Z,8.00,94.00
2026-03-08T21:15:00Z,7.05,94.00
2026-03-08T21:16:00Z,7.00,94.00
2026-03-08T21:17:00Z,7.00,93.00
2026-03-08T21:18:00Z,6.00,94.00
2026-03-08T21:19:00Z,6.99,94.00
2026-03-08T21:20:00Z,7.00,94.17
2026-03-08T21:21:00Z,7.00,94.17
2026-03-08T21:22:00Z,7.00,94.17
2026-03-08T21:24:00Z,7.00,94.17
2026-03-08T21:25:00Z,7.00,94.17
2026-03-08T21:26:00Z,7.00,95.00
2026-03-08T21:28:00Z,7.00,95.00
2026-03-08T21:29:00Z,7.00,95.00
2026-03-08T21:30:00Z,7.00,95.00
2026-03-08T21:31:00Z,7.00,94.72
2026-03-08T21:33:00Z,7.93,94.72
2026-03-08T21:35:00Z,7.93,94.03
2026-03-08T21:37:00Z,7.93,93.84
2026-03-08T21:38:00Z,7.93,93.00
2026-03-08T21:39:00Z,7.00,94.00
2026-03-08T21:40:00Z,7.00,94.00
2026-03-08T21:43:00Z,7.00,94.00
2026-03-08T21:44:00Z,7.00,94.00
2026-03-08T21:45:00Z,7.00,94.00
2026-03-08T21:46:00Z,7.00,94.00
2026-03-08T21:47:00Z,7.00,94.00
2026-03-08T21:49:00Z,7.00,94.00
2026-03-08T21:50:00Z,7.00,94.00
2026-03-08T21:51:00Z,6.67,94.00
2026-03-08T21:52:00Z,6.15,94.00
2026-03-08T21:54:00Z,7.00,94.00
2026-03-08T21:55:00Z,7.00,94.00
2026-03-08T21:56:00Z,7.00,95.00
2026-03-08T21:57:00Z,7.00,94.99
2026-03-08T21:59:00Z,7.00,94.99
2026-03-08T22:00:00Z,7.00,94.99
2026-03-08T22:01:00Z,6.00,94.99
2026-03-08T22:02:00Z,6.99,94.99
2026-03-08T22:03:00Z,7.00,94.99
2026-03-08T22:05:00Z,7.00,95.00
2026-03-08T22:06:00Z,7.00,95.00
2026-03-08T22:07:00Z,7.00,95.00
2026-03-08T22:08:00Z,7.00,94.96
2026-03-08T22:09:00Z,7.00,95.00
2026-03-08T22:10:00Z,7.00,95.00
2026-03-08T22:11:00Z,7.00,95.00
2026-03-08T22:12:00Z,7.00,95.00
2026-03-08T22:13:00Z,7.00,95.00
2026-03-08T22:14:00Z,7.00,95.00
2026-03-08T22:15:00Z,7.00,95.00
2026-03-08T22:16:00Z,7.00,95.00
2026-03-08T22:17:00Z,6.04,95.00
2026-03-08T22:18:00Z,7.00,95.00
2026-03-08T22:19:00Z,7.00,95.00
2026-03-08T22:20:00Z,7.00,95.00
2026-03-08T22:22:00Z,7.00,95.00
2026-03-08T22:23:00Z,7.00,95.00
2026-03-08T22:24:00Z,6.97,93.11
2026-03-08T22:25:00Z,7.00,94.00
2026-03-08T22:26:00Z,7.00,94.00
2026-03-08T22:27:00Z,7.00,95.00
2026-03-08T22:28:00Z,7.00,94.78
2026-03-08T22:29:00Z,7.00,95.00
2026-03-08T22:30:00Z,7.00,95.00
2026-03-08T22:31:00Z,7.00,95.00
2026-03-08T22:32:00Z,7.00,94.84
2026-03-08T22:33:00Z,7.00,95.00
2026-03-08T22:34:00Z,6.69,95.00
2026-03-08T22:35:00Z,6.32,95.00
2026-03-08T22:36:00Z,6.96,95.00
2026-03-08T22:37:00Z,6.00,95.00
2026-03-08T22:38:00Z,6.00,94.00
2026-03-08T22:39:00Z,6.00,94.00
2026-03-08T22:40:00Z,6.06,94.82
2026-03-08T22:41:00Z,6.00,94.88
2026-03-08T22:42:00Z,6.94,92.15
2026-03-08T22:43:00Z,8.42,91.57
2026-03-08T22:44:00Z,12.52,90.00
2026-03-08T22:45:00Z,12.59,88.11
2026-03-08T22:46:00Z,10.84,91.42
2026-03-08T22:47:00Z,7.58,92.92
2026-03-08T22:48:00Z,6.73,93.49
2026-03-08T22:49:00Z,6.07,94.96
2026-03-08T22:50:00Z,6.72,94.00
2026-03-08T22:51:00Z,5.94,93.34
2026-03-08T22:52:00Z,6.03,94.13
2026-03-08T22:53:00Z,6.23,95.00
2026-03-08T22:54:00Z,6.37,95.95
2026-03-08T22:55:00Z,5.77,95.03
2026-03-08T22:56:00Z,8.57,93.75
2026-03-08T22:57:00Z,7.88,93.95
2026-03-08T22:58:00Z,6.08,93.98
2026-03-08T22:59:00Z,7.00,94.27
2026-03-08T23:00:00Z,6.87,95.00
2026-03-08T23:01:00Z,7.58,93.38
2026-03-08T23:02:00Z,8.96,91.75
2026-03-08T23:03:00Z,8.08,93.00
2026-03-08T23:04:00Z,7.73,92.99
2026-03-08T23:05:00Z,7.40,94.00
2026-03-08T23:06:00Z,7.41,92.77
2026-03-08T23:07:00Z,6.69,94.00
