# event_ticker=KXATPCHALLENGERMATCH-26MAY10HEIDIA
# final_score=5-7 6-1 6-2
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Gustavo Heide
# kalshi_date=2026-05-10
timestamp,Gustavo Heide,Facundo Diaz Acosta
2026-05-09T22:23:00Z,,54.00
2026-05-09T23:09:00Z,49.00,54.00
2026-05-10T00:31:00Z,49.00,54.00
2026-05-10T02:27:00Z,49.00,54.00
2026-05-10T02:29:00Z,49.00,54.00
2026-05-10T02:41:00Z,49.00,54.00
2026-05-10T02:46:00Z,49.00,53.00
2026-05-10T02:58:00Z,49.00,52.00
2026-05-10T03:04:00Z,49.00,54.00
2026-05-10T03:07:00Z,49.00,54.00
2026-05-10T03:08:00Z,49.00,54.63
2026-05-10T03:11:00Z,49.00,55.00
2026-05-10T03:13:00Z,47.00,55.00
2026-05-10T03:36:00Z,47.00,55.00
2026-05-10T03:51:00Z,47.00,55.00
2026-05-10T03:58:00Z,47.00,55.00
2026-05-10T04:06:00Z,47.00,55.00
2026-05-10T04:14:00Z,47.00,55.00
2026-05-10T04:17:00Z,47.00,55.00
2026-05-10T04:38:00Z,47.00,55.00
2026-05-10T04:45:00Z,47.00,55.00
2026-05-10T04:59:00Z,47.00,55.00
2026-05-10T05:08:00Z,47.00,55.00
2026-05-10T05:13:00Z,47.00,54.19
2026-05-10T05:19:00Z,47.00,55.00
2026-05-10T05:20:00Z,47.00,55.00
2026-05-10T05:23:00Z,47.00,55.00
2026-05-10T05:31:00Z,47.00,55.00
2026-05-10T05:32:00Z,47.00,55.00
2026-05-10T05:47:00Z,46.00,55.00
2026-05-10T05:59:00Z,46.00,55.00
2026-05-10T06:04:00Z,46.00,55.00
2026-05-10T06:05:00Z,46.00,55.00
2026-05-10T06:08:00Z,46.00,55.00
2026-05-10T06:14:00Z,46.00,55.00
2026-05-10T06:15:00Z,46.00,55.00
2026-05-10T06:17:00Z,46.00,55.00
2026-05-10T06:19:00Z,46.00,55.00
2026-05-10T06:37:00Z,46.00,55.00
2026-05-10T06:42:00Z,46.00,55.00
2026-05-10T06:51:00Z,46.00,55.00
2026-05-10T06:56:00Z,46.00,55.00
2026-05-10T07:14:00Z,46.00,55.00
2026-05-10T07:18:00Z,46.00,55.00
2026-05-10T07:21:00Z,46.00,55.00
2026-05-10T07:25:00Z,46.00,55.87
2026-05-10T07:31:00Z,46.00,54.00
2026-05-10T07:36:00Z,46.00,54.00
2026-05-10T07:39:00Z,46.32,54.00
2026-05-10T07:44:00Z,47.00,54.00
2026-05-10T07:47:00Z,47.00,54.00
2026-05-10T07:48:00Z,47.00,54.00
2026-05-10T07:52:00Z,47.00,54.00
2026-05-10T07:54:00Z,47.00,54.00
2026-05-10T08:18:00Z,47.00,54.00
2026-05-10T08:19:00Z,47.00,54.00
2026-05-10T08:43:00Z,47.00,55.00
2026-05-10T08:49:00Z,47.00,55.00
2026-05-10T08:50:00Z,47.00,55.00
2026-05-10T09:10:00Z,47.00,55.00
2026-05-10T09:12:00Z,47.00,55.00
2026-05-10T09:23:00Z,47.00,55.00
2026-05-10T09:25:00Z,47.00,55.00
2026-05-10T09:28:00Z,47.00,55.00
2026-05-10T09:29:00Z,47.00,55.00
2026-05-10T09:30:00Z,47.00,55.00
2026-05-10T09:32:00Z,47.00,55.00
2026-05-10T09:33:00Z,47.00,55.00
2026-05-10T09:35:00Z,47.00,55.00
2026-05-10T09:36:00Z,48.00,55.00
2026-05-10T09:37:00Z,48.00,55.00
2026-05-10T09:38:00Z,46.00,55.00
2026-05-10T09:40:00Z,48.00,55.00
2026-05-10T09:41:00Z,48.00,55.00
2026-05-10T09:42:00Z,48.00,55.00
2026-05-10T09:43:00Z,46.00,56.74
2026-05-10T09:44:00Z,47.00,56.74
2026-05-10T09:45:00Z,47.00,56.23
2026-05-10T09:46:00Z,43.87,56.23
2026-05-10T09:47:00Z,43.87,57.00
2026-05-10T09:48:00Z,47.00,57.00
2026-05-10T09:49:00Z,49.00,57.00
2026-05-10T09:50:00Z,46.04,56.00
2026-05-10T09:51:00Z,46.04,57.00
2026-05-10T09:52:00Z,42.10,59.00
2026-05-10T09:53:00Z,42.00,59.00
2026-05-10T09:54:00Z,36.99,62.03
2026-05-10T09:55:00Z,38.00,64.00
2026-05-10T09:56:00Z,40.91,61.00
2026-05-10T09:57:00Z,42.00,62.23
2026-05-10T09:58:00Z,31.06,67.89
2026-05-10T09:59:00Z,32.00,70.98
2026-05-10T10:00:00Z,30.00,70.98
2026-05-10T10:01:00Z,31.00,71.00
2026-05-10T10:02:00Z,28.00,69.00
2026-05-10T10:03:00Z,30.00,67.59
2026-05-10T10:04:00Z,36.00,64.05
2026-05-10T10:05:00Z,40.01,59.83
2026-05-10T10:06:00Z,40.01,58.00
2026-05-10T10:07:00Z,43.00,58.00
2026-05-10T10:08:00Z,41.00,60.54
2026-05-10T10:09:00Z,42.58,57.19
2026-05-10T10:10:00Z,44.54,55.00
2026-05-10T10:11:00Z,49.00,52.00
2026-05-10T10:12:00Z,49.00,54.00
2026-05-10T10:13:00Z,46.65,54.00
2026-05-10T10:14:00Z,50.65,52.49
2026-05-10T10:15:00Z,52.00,49.99
2026-05-10T10:16:00Z,55.00,46.29
2026-05-10T10:17:00Z,57.61,43.05
2026-05-10T10:18:00Z,64.91,35.46
2026-05-10T10:19:00Z,63.04,38.25
2026-05-10T10:20:00Z,54.01,44.55
2026-05-10T10:21:00Z,48.00,50.00
2026-05-10T10:22:00Z,48.00,51.09
2026-05-10T10:23:00Z,56.43,43.45
2026-05-10T10:24:00Z,55.00,45.00
