# event_ticker=KXATPCHALLENGERMATCH-26MAY10HEIDIA
# final_score=5-7 6-1 6-2
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Gustavo Heide
# kalshi_date=2026-05-10
timestamp,Gustavo Heide,Facundo Diaz Acosta
2026-05-10T10:25:00Z,55.00,47.50
2026-05-10T10:26:00Z,58.51,42.00
2026-05-10T10:27:00Z,58.51,42.00
2026-05-10T10:28:00Z,59.88,41.13
2026-05-10T10:29:00Z,66.00,35.00
2026-05-10T10:30:00Z,66.00,35.76
2026-05-10T10:31:00Z,66.00,33.98
2026-05-10T10:32:00Z,61.00,40.00
2026-05-10T10:33:00Z,48.00,50.21
2026-05-10T10:34:00Z,48.48,51.01
2026-05-10T10:35:00Z,53.00,50.30
2026-05-10T10:36:00Z,49.00,52.97
2026-05-10T10:37:00Z,49.00,55.08
2026-05-10T10:38:00Z,49.00,58.37
2026-05-10T10:39:00Z,49.00,61.00
2026-05-10T10:40:00Z,41.00,61.21
2026-05-10T10:41:00Z,40.47,61.93
2026-05-10T10:42:00Z,37.12,66.88
2026-05-10T10:43:00Z,38.32,60.19
2026-05-10T10:44:00Z,45.00,54.94
2026-05-10T10:45:00Z,48.00,53.32
2026-05-10T10:46:00Z,49.00,55.82
2026-05-10T10:47:00Z,48.82,56.00
2026-05-10T10:48:00Z,46.00,54.14
2026-05-10T10:49:00Z,53.75,53.00
2026-05-10T10:50:00Z,56.83,53.00
2026-05-10T10:51:00Z,65.99,33.34
2026-05-10T10:52:00Z,68.00,33.00
2026-05-10T10:53:00Z,73.94,29.96
2026-05-10T10:54:00Z,73.43,26.27
2026-05-10T10:55:00Z,75.10,25.47
2026-05-10T10:56:00Z,75.81,24.23
2026-05-10T10:57:00Z,76.01,23.65
2026-05-10T10:58:00Z,77.00,24.61
2026-05-10T10:59:00Z,78.15,23.76
2026-05-10T11:00:00Z,81.63,21.79
2026-05-10T11:01:00Z,85.86,15.51
2026-05-10T11:02:00Z,85.56,16.90
2026-05-10T11:03:00Z,84.00,18.70
2026-05-10T11:04:00Z,78.08,21.60
2026-05-10T11:05:00Z,78.70,20.65
2026-05-10T11:06:00Z,81.62,20.76
2026-05-10T11:07:00Z,84.64,17.52
2026-05-10T11:08:00Z,85.62,14.56
2026-05-10T11:09:00Z,87.32,14.32
2026-05-10T11:10:00Z,83.48,15.73
2026-05-10T11:11:00Z,83.01,20.20
2026-05-10T11:12:00Z,88.00,13.31
2026-05-10T11:13:00Z,86.76,15.84
2026-05-10T11:14:00Z,80.26,21.66
2026-05-10T11:15:00Z,75.92,26.61
2026-05-10T11:16:00Z,72.95,28.19
2026-05-10T11:17:00Z,69.68,31.19
2026-05-10T11:18:00Z,69.00,32.00
2026-05-10T11:19:00Z,69.00,33.32
2026-05-10T11:20:00Z,65.59,31.73
2026-05-10T11:21:00Z,67.47,37.00
2026-05-10T11:22:00Z,59.50,40.13
2026-05-10T11:23:00Z,55.00,41.93
2026-05-10T11:24:00Z,54.83,46.06
2026-05-10T11:25:00Z,52.63,47.56
2026-05-10T11:26:00Z,51.00,49.94
2026-05-10T11:27:00Z,48.46,50.40
2026-05-10T11:28:00Z,47.31,54.71
2026-05-10T11:29:00Z,43.33,56.91
2026-05-10T11:30:00Z,42.03,59.31
2026-05-10T11:31:00Z,40.23,60.91
2026-05-10T11:32:00Z,41.81,59.20
2026-05-10T11:33:00Z,41.00,59.76
2026-05-10T11:34:00Z,41.00,59.16
2026-05-10T11:35:00Z,40.91,60.24
2026-05-10T11:36:00Z,39.51,61.24
2026-05-10T11:37:00Z,35.17,68.57
2026-05-10T11:38:00Z,22.24,77.17
2026-05-10T11:39:00Z,23.63,74.98
2026-05-10T11:40:00Z,23.07,78.00
2026-05-10T11:41:00Z,21.23,81.44
2026-05-10T11:42:00Z,15.76,84.26
2026-05-10T11:43:00Z,12.99,86.60
2026-05-10T11:44:00Z,6.51,92.03
2026-05-10T11:45:00Z,5.05,95.69
2026-05-10T11:46:00Z,4.56,94.73
2026-05-10T11:47:00Z,2.82,96.88
2026-05-10T11:48:00Z,2.95,96.51
2026-05-10T11:49:00Z,2.06,97.72
2026-05-10T11:50:00Z,2.03,97.35
2026-05-10T11:51:00Z,2.10,97.92
2026-05-10T11:52:00Z,2.00,97.13
2026-05-10T11:53:00Z,3.00,96.99
2026-05-10T11:54:00Z,2.24,97.99
2026-05-10T11:55:00Z,1.00,97.00
2026-05-10T11:56:00Z,2.02,97.10
2026-05-10T11:57:00Z,3.38,96.73
2026-05-10T11:58:00Z,3.22,95.10
2026-05-10T11:59:00Z,3.00,97.35
2026-05-10T12:00:00Z,3.54,96.83
2026-05-10T12:01:00Z,3.00,96.01
2026-05-10T12:02:00Z,3.00,96.94
2026-05-10T12:03:00Z,6.43,94.46
2026-05-10T12:04:00Z,10.59,90.34
2026-05-10T12:05:00Z,13.49,85.89
2026-05-10T12:06:00Z,16.05,86.82
2026-05-10T12:07:00Z,9.47,91.49
2026-05-10T12:08:00Z,10.00,91.75
2026-05-10T12:09:00Z,13.41,86.32
2026-05-10T12:10:00Z,19.15,84.90
2026-05-10T12:11:00Z,17.76,84.45
2026-05-10T12:12:00Z,15.31,84.35
2026-05-10T12:13:00Z,18.97,80.68
2026-05-10T12:14:00Z,16.83,83.06
2026-05-10T12:15:00Z,12.04,88.25
2026-05-10T12:16:00Z,13.00,89.27
2026-05-10T12:17:00Z,11.70,87.29
2026-05-10T12:18:00Z,11.09,88.73
2026-05-10T12:19:00Z,12.87,81.36
2026-05-10T12:20:00Z,6.87,93.64
2026-05-10T12:21:00Z,8.19,93.12
2026-05-10T12:22:00Z,3.38,98.21
2026-05-10T12:23:00Z,2.13,97.13
2026-05-10T12:24:00Z,3.73,98.02
2026-05-10T12:25:00Z,2.50,97.75
2026-05-10T12:26:00Z,2.00,98.10
2026-05-10T12:27:00Z,4.94,95.87
2026-05-10T12:28:00Z,4.38,98.52
2026-05-10T12:29:00Z,2.00,99.00
2026-05-10T12:30:00Z,2.85,97.11
2026-05-10T12:31:00Z,2.04,99.00
2026-05-10T12:32:00Z,1.00,99.00
2026-05-10T12:33:00Z,1.00,99.00
2026-05-10T12:34:00Z,1.00,99.00
2026-05-10T12:35:00Z,1.00,99.00
2026-05-10T12:36:00Z,1.00,99.00
