# event_ticker=KXATPMATCH-25AUG11MICRUN
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Holger Rune
# fav_player=Alex Michelsen
# dog_player=Holger Rune
# kalshi_date=2025-08-11
timestamp,Alex Michelsen,Holger Rune
2025-08-11T05:27:00Z,,66.00
2025-08-11T05:30:00Z,,65.00
2025-08-11T05:37:00Z,,65.00
2025-08-11T05:55:00Z,,64.00
2025-08-11T06:02:00Z,,64.00
2025-08-11T06:16:00Z,,64.00
2025-08-11T06:26:00Z,,64.86
2025-08-11T06:38:00Z,40.00,64.86
2025-08-11T06:43:00Z,40.00,66.00
2025-08-11T06:49:00Z,40.00,69.00
2025-08-11T06:58:00Z,40.00,69.00
2025-08-11T07:06:00Z,40.00,69.00
2025-08-11T07:13:00Z,40.00,69.00
2025-08-11T07:33:00Z,40.00,69.00
2025-08-11T08:12:00Z,40.00,68.00
2025-08-11T08:21:00Z,39.00,68.00
2025-08-11T08:32:00Z,39.00,68.00
2025-08-11T08:35:00Z,39.25,68.00
2025-08-11T08:45:00Z,40.00,68.00
2025-08-11T08:46:00Z,40.00,68.89
2025-08-11T08:59:00Z,40.00,70.92
2025-08-11T09:04:00Z,35.00,72.00
2025-08-11T09:26:00Z,39.00,72.00
2025-08-11T09:45:00Z,50.00,72.00
2025-08-11T10:37:00Z,58.00,55.00
2025-08-11T11:28:00Z,58.00,71.00
2025-08-11T11:37:00Z,58.00,63.00
2025-08-11T11:50:00Z,41.00,63.00
2025-08-11T11:53:00Z,41.00,63.00
2025-08-11T11:59:00Z,41.00,63.00
2025-08-11T12:01:00Z,41.00,63.00
2025-08-11T12:04:00Z,41.00,63.00
2025-08-11T12:17:00Z,41.00,61.32
2025-08-11T12:19:00Z,41.00,61.00
2025-08-11T12:22:00Z,41.00,61.00
2025-08-11T12:30:00Z,41.00,61.00
2025-08-11T12:32:00Z,41.00,62.00
2025-08-11T12:34:00Z,41.00,62.49
2025-08-11T12:35:00Z,41.00,63.00
2025-08-11T12:38:00Z,41.00,63.00
2025-08-11T12:42:00Z,39.00,63.00
2025-08-11T12:43:00Z,39.00,63.00
2025-08-11T12:45:00Z,39.00,63.00
2025-08-11T12:47:00Z,39.00,63.00
2025-08-11T12:53:00Z,39.00,63.00
2025-08-11T12:57:00Z,39.00,63.00
2025-08-11T12:58:00Z,39.00,63.00
2025-08-11T13:01:00Z,39.00,63.00
2025-08-11T13:03:00Z,39.00,63.00
2025-08-11T13:05:00Z,39.00,63.00
2025-08-11T13:07:00Z,39.00,63.00
2025-08-11T13:08:00Z,39.00,63.00
2025-08-11T13:09:00Z,39.00,63.00
2025-08-11T13:12:00Z,39.00,63.00
2025-08-11T13:17:00Z,39.00,63.00
2025-08-11T13:19:00Z,40.00,62.00
2025-08-11T13:23:00Z,40.00,62.00
2025-08-11T13:24:00Z,40.00,62.00
2025-08-11T13:28:00Z,40.00,62.00
2025-08-11T13:32:00Z,40.00,62.00
2025-08-11T13:40:00Z,40.00,62.00
2025-08-11T13:42:00Z,40.00,61.00
2025-08-11T13:43:00Z,39.00,61.00
2025-08-11T13:44:00Z,39.00,62.00
2025-08-11T13:45:00Z,39.00,62.00
2025-08-11T13:49:00Z,39.00,62.00
2025-08-11T13:53:00Z,39.00,62.00
2025-08-11T13:54:00Z,39.00,62.00
2025-08-11T13:56:00Z,39.00,62.00
2025-08-11T13:58:00Z,39.00,62.00
2025-08-11T14:00:00Z,39.00,62.00
2025-08-11T14:01:00Z,39.00,62.00
2025-08-11T14:02:00Z,39.00,62.00
2025-08-11T14:03:00Z,39.00,62.00
2025-08-11T14:09:00Z,39.00,62.00
2025-08-11T14:12:00Z,39.00,62.00
2025-08-11T14:13:00Z,39.00,62.00
2025-08-11T14:14:00Z,39.00,62.00
2025-08-11T14:16:00Z,38.92,62.00
2025-08-11T14:17:00Z,38.92,63.00
2025-08-11T14:18:00Z,38.92,63.00
2025-08-11T14:19:00Z,39.00,63.00
2025-08-11T14:21:00Z,31.76,63.99
2025-08-11T14:22:00Z,36.00,63.99
2025-08-11T14:23:00Z,36.00,65.00
2025-08-11T14:24:00Z,36.00,65.00
2025-08-11T14:25:00Z,36.00,65.00
2025-08-11T14:27:00Z,37.00,65.00
2025-08-11T14:30:00Z,36.00,64.00
2025-08-11T14:31:00Z,37.92,63.00
2025-08-11T14:32:00Z,37.79,63.00
2025-08-11T14:33:00Z,38.00,63.00
2025-08-11T14:36:00Z,38.00,64.00
2025-08-11T14:37:00Z,38.00,64.00
2025-08-11T14:39:00Z,38.00,63.00
2025-08-11T14:40:00Z,38.00,63.00
2025-08-11T14:41:00Z,38.00,64.00
2025-08-11T14:42:00Z,38.00,64.00
2025-08-11T14:43:00Z,38.00,64.00
2025-08-11T14:44:00Z,38.00,64.00
2025-08-11T14:45:00Z,38.00,64.00
2025-08-11T14:47:00Z,38.00,64.00
2025-08-11T14:48:00Z,38.00,64.00
2025-08-11T14:49:00Z,38.00,63.00
2025-08-11T14:50:00Z,38.00,63.00
