# event_ticker=KXATPMATCH-25OCT13KECMUL
# final_score=6-4 6-1
# match_winner=Miomir Kecmanovic
# fav_player=Miomir Kecmanovic
# dog_player=Alexandre Muller
# kalshi_date=2025-10-13
timestamp,Miomir Kecmanovic,Alexandre Muller
2025-10-13T01:17:00Z,63.00,
2025-10-13T01:34:00Z,63.00,38.00
2025-10-13T01:50:00Z,63.00,38.00
2025-10-13T02:05:00Z,63.00,38.00
2025-10-13T02:08:00Z,63.00,38.00
2025-10-13T02:42:00Z,63.00,38.00
2025-10-13T02:47:00Z,63.00,38.00
2025-10-13T02:48:00Z,63.00,38.00
2025-10-13T02:54:00Z,63.00,38.00
2025-10-13T03:02:00Z,63.00,38.00
2025-10-13T03:06:00Z,62.00,38.00
2025-10-13T03:07:00Z,62.00,38.00
2025-10-13T03:10:00Z,63.00,38.00
2025-10-13T03:11:00Z,63.64,37.00
2025-10-13T03:22:00Z,64.00,37.00
2025-10-13T03:35:00Z,64.00,37.00
2025-10-13T03:46:00Z,64.00,37.00
2025-10-13T04:00:00Z,63.00,37.00
2025-10-13T04:06:00Z,64.00,37.00
2025-10-13T04:13:00Z,64.00,37.00
2025-10-13T04:15:00Z,64.00,37.00
2025-10-13T04:23:00Z,64.00,37.00
2025-10-13T04:28:00Z,64.00,38.00
2025-10-13T04:33:00Z,64.00,38.00
2025-10-13T04:37:00Z,64.00,38.00
2025-10-13T04:39:00Z,63.00,38.00
2025-10-13T04:45:00Z,63.00,38.00
2025-10-13T04:53:00Z,63.00,38.00
2025-10-13T04:57:00Z,63.00,38.00
2025-10-13T05:19:00Z,63.00,38.00
2025-10-13T05:24:00Z,63.00,38.00
2025-10-13T05:25:00Z,63.00,38.00
2025-10-13T05:44:00Z,63.00,38.00
2025-10-13T05:45:00Z,63.00,38.00
2025-10-13T05:48:00Z,63.00,38.00
2025-10-13T05:52:00Z,63.00,38.00
2025-10-13T06:05:00Z,63.00,38.00
2025-10-13T06:22:00Z,63.00,38.00
2025-10-13T06:24:00Z,63.00,38.00
2025-10-13T06:29:00Z,63.00,38.00
2025-10-13T06:58:00Z,63.00,38.00
2025-10-13T07:08:00Z,63.00,38.00
2025-10-13T07:10:00Z,63.00,38.00
2025-10-13T07:13:00Z,63.00,38.00
2025-10-13T07:17:00Z,63.00,38.00
2025-10-13T07:18:00Z,64.00,38.00
2025-10-13T07:19:00Z,64.00,38.00
2025-10-13T07:34:00Z,64.00,38.00
2025-10-13T07:53:00Z,63.17,38.00
2025-10-13T08:17:00Z,63.17,38.00
2025-10-13T08:21:00Z,63.17,38.00
2025-10-13T08:24:00Z,63.17,38.00
2025-10-13T08:25:00Z,63.00,38.00
2025-10-13T08:26:00Z,63.00,38.00
2025-10-13T08:27:00Z,63.00,38.00
2025-10-13T08:42:00Z,63.00,38.00
2025-10-13T08:43:00Z,63.00,38.00
2025-10-13T08:48:00Z,63.00,38.00
2025-10-13T08:52:00Z,63.00,38.00
2025-10-13T08:55:00Z,63.00,38.00
2025-10-13T08:57:00Z,63.00,38.00
2025-10-13T09:07:00Z,63.00,38.00
2025-10-13T09:18:00Z,63.00,38.00
2025-10-13T09:22:00Z,63.00,38.00
2025-10-13T09:24:00Z,62.00,38.00
2025-10-13T09:25:00Z,62.00,38.00
2025-10-13T09:31:00Z,62.00,38.00
2025-10-13T09:43:00Z,62.00,38.00
2025-10-13T09:45:00Z,62.00,38.00
2025-10-13T10:07:00Z,63.00,38.00
2025-10-13T10:10:00Z,63.00,38.00
2025-10-13T10:18:00Z,63.00,38.00
2025-10-13T10:23:00Z,63.00,38.00
2025-10-13T10:26:00Z,63.00,38.00
2025-10-13T10:27:00Z,63.00,38.00
2025-10-13T10:30:00Z,63.00,38.00
2025-10-13T10:33:00Z,63.00,38.00
2025-10-13T10:34:00Z,63.00,38.00
2025-10-13T10:35:00Z,63.79,38.00
2025-10-13T10:36:00Z,63.79,38.00
2025-10-13T10:37:00Z,64.00,38.00
2025-10-13T10:38:00Z,64.00,38.00
2025-10-13T10:41:00Z,64.00,38.00
2025-10-13T10:42:00Z,64.00,38.00
2025-10-13T10:44:00Z,64.00,38.00
2025-10-13T10:45:00Z,64.00,38.00
2025-10-13T10:46:00Z,64.00,38.00
2025-10-13T10:48:00Z,64.00,38.00
2025-10-13T10:49:00Z,64.00,38.00
2025-10-13T10:50:00Z,64.00,38.00
2025-10-13T10:51:00Z,64.00,38.00
2025-10-13T10:53:00Z,64.00,38.00
2025-10-13T10:54:00Z,64.00,38.00
2025-10-13T10:55:00Z,64.00,38.00
2025-10-13T10:57:00Z,64.00,38.00
2025-10-13T10:59:00Z,64.00,38.00
2025-10-13T11:00:00Z,64.00,38.00
2025-10-13T11:01:00Z,64.00,38.00
2025-10-13T11:02:00Z,64.00,38.00
2025-10-13T11:03:00Z,64.00,36.00
2025-10-13T11:04:00Z,64.00,38.00
2025-10-13T11:05:00Z,64.00,38.00
2025-10-13T11:06:00Z,64.00,38.00
2025-10-13T11:07:00Z,64.00,39.37
2025-10-13T11:08:00Z,64.00,38.33
2025-10-13T11:09:00Z,63.00,38.00
2025-10-13T11:10:00Z,63.00,38.00
2025-10-13T11:11:00Z,63.00,42.18
2025-10-13T11:12:00Z,60.39,42.98
2025-10-13T11:13:00Z,57.00,44.63
2025-10-13T11:14:00Z,60.06,43.32
2025-10-13T11:15:00Z,59.99,42.80
2025-10-13T11:16:00Z,60.00,42.00
2025-10-13T11:17:00Z,60.00,40.74
2025-10-13T11:18:00Z,62.33,38.02
2025-10-13T11:19:00Z,69.00,30.69
2025-10-13T11:20:00Z,72.00,29.94
2025-10-13T11:21:00Z,70.83,31.08
2025-10-13T11:22:00Z,66.02,37.38
2025-10-13T11:23:00Z,66.02,32.18
2025-10-13T11:24:00Z,72.00,27.44
2025-10-13T11:25:00Z,77.35,24.00
2025-10-13T11:27:00Z,77.35,31.00
2025-10-13T11:28:00Z,77.35,30.15
2025-10-13T11:29:00Z,65.18,39.61
2025-10-13T11:30:00Z,64.00,39.47
2025-10-13T11:31:00Z,70.00,35.43
2025-10-13T11:32:00Z,70.37,31.90
2025-10-13T11:33:00Z,71.66,31.59
2025-10-13T11:34:00Z,73.09,29.68
2025-10-13T11:35:00Z,74.94,27.08
2025-10-13T11:36:00Z,71.00,32.06
2025-10-13T11:37:00Z,70.15,35.85
2025-10-13T11:38:00Z,61.53,46.67
2025-10-13T11:39:00Z,65.53,38.02
2025-10-13T11:40:00Z,66.80,34.05
2025-10-13T11:41:00Z,68.25,34.05
2025-10-13T11:42:00Z,71.90,26.23
2025-10-13T11:43:00Z,71.90,27.86
2025-10-13T11:44:00Z,76.39,24.26
2025-10-13T11:45:00Z,80.00,21.00
2025-10-13T11:46:00Z,80.00,21.00
2025-10-13T11:47:00Z,79.83,22.05
2025-10-13T11:48:00Z,79.00,24.15
2025-10-13T11:49:00Z,78.00,23.29
2025-10-13T11:50:00Z,78.00,21.93
2025-10-13T11:51:00Z,79.00,21.00
2025-10-13T11:52:00Z,78.47,21.00
2025-10-13T11:53:00Z,71.00,29.66
2025-10-13T11:54:00Z,76.92,30.03
2025-10-13T11:55:00Z,79.18,36.06
2025-10-13T11:56:00Z,81.90,20.26
2025-10-13T11:57:00Z,79.26,18.66
2025-10-13T11:58:00Z,79.26,18.51
2025-10-13T11:59:00Z,86.82,13.87
2025-10-13T12:00:00Z,88.00,12.76
2025-10-13T12:01:00Z,88.36,17.00
2025-10-13T12:02:00Z,88.92,13.91
2025-10-13T12:03:00Z,93.00,7.61
2025-10-13T12:04:00Z,92.00,9.26
2025-10-13T12:05:00Z,89.78,10.74
2025-10-13T12:06:00Z,91.00,16.63
2025-10-13T12:07:00Z,91.00,7.84
2025-10-13T12:08:00Z,92.00,9.93
2025-10-13T12:09:00Z,93.40,7.09
2025-10-13T12:10:00Z,95.01,5.75
2025-10-13T12:11:00Z,96.00,5.67
2025-10-13T12:12:00Z,93.96,8.14
2025-10-13T12:13:00Z,92.19,9.02
2025-10-13T12:14:00Z,92.19,10.95
2025-10-13T12:15:00Z,82.06,17.25
2025-10-13T12:16:00Z,87.73,19.84
2025-10-13T12:17:00Z,89.53,12.69
2025-10-13T12:18:00Z,93.13,8.74
2025-10-13T12:19:00Z,94.13,8.07
2025-10-13T12:20:00Z,96.00,6.26
2025-10-13T12:21:00Z,96.47,3.95
2025-10-13T12:22:00Z,95.10,6.40
2025-10-13T12:23:00Z,94.00,4.89
2025-10-13T12:24:00Z,94.55,5.03
2025-10-13T12:25:00Z,96.00,5.16
2025-10-13T12:26:00Z,98.55,3.25
2025-10-13T12:27:00Z,96.75,5.35
2025-10-13T12:28:00Z,98.12,3.64
2025-10-13T12:29:00Z,98.99,1.92
2025-10-13T12:30:00Z,99.00,2.02
2025-10-13T12:31:00Z,98.89,1.00
2025-10-13T12:32:00Z,98.00,1.00
2025-10-13T12:36:00Z,99.00,1.00
