# event_ticker=KXATPMATCH-26APR04MARMER
# final_score=6-7(4) 6-3 6-1
# score_resolution=6-7 6-3 6-1
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Fabian Marozsan
# kalshi_date=2026-04-04
timestamp,Daniel Merida,Fabian Marozsan
2026-04-04T02:07:00Z,,71.00
2026-04-04T02:09:00Z,,71.00
2026-04-04T02:11:00Z,,71.00
2026-04-04T02:17:00Z,,71.00
2026-04-04T03:01:00Z,,71.00
2026-04-04T03:08:00Z,,71.00
2026-04-04T03:13:00Z,31.00,71.00
2026-04-04T03:28:00Z,31.00,71.00
2026-04-04T03:35:00Z,31.00,71.00
2026-04-04T03:49:00Z,31.00,71.00
2026-04-04T03:51:00Z,31.00,71.00
2026-04-04T03:59:00Z,31.00,71.00
2026-04-04T04:08:00Z,31.00,71.00
2026-04-04T04:13:00Z,31.00,71.00
2026-04-04T04:17:00Z,31.00,71.00
2026-04-04T04:23:00Z,31.00,70.00
2026-04-04T04:26:00Z,31.00,70.00
2026-04-04T04:31:00Z,31.00,70.00
2026-04-04T04:34:00Z,31.00,70.00
2026-04-04T04:37:00Z,31.00,70.00
2026-04-04T04:51:00Z,31.00,72.00
2026-04-04T04:54:00Z,31.00,72.00
2026-04-04T04:56:00Z,31.00,72.00
2026-04-04T04:57:00Z,31.00,72.00
2026-04-04T05:00:00Z,29.32,72.00
2026-04-04T05:07:00Z,29.32,72.00
2026-04-04T05:08:00Z,29.32,73.00
2026-04-04T05:12:00Z,29.32,73.00
2026-04-04T05:15:00Z,29.32,73.00
2026-04-04T05:18:00Z,29.32,73.00
2026-04-04T05:21:00Z,29.32,73.00
2026-04-04T05:24:00Z,29.00,73.00
2026-04-04T05:25:00Z,29.00,73.00
2026-04-04T05:27:00Z,29.00,73.00
2026-04-04T05:41:00Z,29.00,73.00
2026-04-04T06:02:00Z,29.00,73.00
2026-04-04T06:26:00Z,29.00,73.00
2026-04-04T06:34:00Z,29.00,73.00
2026-04-04T06:51:00Z,29.00,73.00
2026-04-04T06:57:00Z,29.00,73.00
2026-04-04T07:07:00Z,29.00,73.00
2026-04-04T07:08:00Z,29.00,73.00
2026-04-04T07:10:00Z,29.00,73.00
2026-04-04T07:11:00Z,29.00,74.00
2026-04-04T07:21:00Z,29.00,72.00
2026-04-04T07:26:00Z,29.00,73.00
2026-04-04T07:29:00Z,29.00,73.66
2026-04-04T07:33:00Z,29.00,73.00
2026-04-04T07:59:00Z,29.00,73.00
2026-04-04T08:00:00Z,29.00,72.00
2026-04-04T08:18:00Z,29.00,72.00
2026-04-04T08:30:00Z,29.00,73.00
2026-04-04T08:32:00Z,29.00,73.00
2026-04-04T08:43:00Z,29.00,73.00
2026-04-04T08:47:00Z,29.00,73.00
2026-04-04T08:55:00Z,29.00,73.00
2026-04-04T08:57:00Z,29.00,73.00
2026-04-04T09:07:00Z,29.00,73.00
2026-04-04T09:08:00Z,29.00,73.00
2026-04-04T09:09:00Z,29.00,73.00
2026-04-04T09:27:00Z,29.00,73.00
2026-04-04T09:32:00Z,29.00,73.00
2026-04-04T09:47:00Z,29.00,73.00
2026-04-04T09:56:00Z,29.00,73.00
2026-04-04T10:01:00Z,28.00,73.00
2026-04-04T10:03:00Z,29.00,73.00
2026-04-04T10:05:00Z,29.00,73.00
2026-04-04T10:16:00Z,29.00,73.00
2026-04-04T10:41:00Z,29.00,73.00
2026-04-04T10:45:00Z,29.00,73.00
2026-04-04T10:50:00Z,29.00,73.00
2026-04-04T10:51:00Z,29.00,73.00
2026-04-04T10:53:00Z,29.00,73.00
2026-04-04T10:54:00Z,29.00,73.00
2026-04-04T10:58:00Z,29.00,73.00
2026-04-04T11:03:00Z,29.00,73.00
2026-04-04T11:05:00Z,29.00,73.00
2026-04-04T11:06:00Z,29.00,73.00
2026-04-04T11:08:00Z,28.00,73.00
2026-04-04T11:11:00Z,28.00,73.00
2026-04-04T11:13:00Z,28.00,73.00
2026-04-04T11:14:00Z,28.00,74.00
2026-04-04T11:15:00Z,28.00,74.00
2026-04-04T11:21:00Z,28.00,74.00
2026-04-04T11:23:00Z,28.00,74.00
2026-04-04T11:26:00Z,28.00,74.00
2026-04-04T11:29:00Z,28.00,74.00
2026-04-04T11:30:00Z,28.00,74.00
2026-04-04T11:32:00Z,28.00,74.00
2026-04-04T11:35:00Z,28.00,74.00
2026-04-04T11:39:00Z,28.00,74.00
2026-04-04T11:41:00Z,26.00,74.00
2026-04-04T11:46:00Z,28.00,74.00
2026-04-04T11:51:00Z,28.00,74.00
2026-04-04T11:52:00Z,28.00,73.00
2026-04-04T11:53:00Z,28.00,73.00
2026-04-04T11:54:00Z,28.00,73.00
2026-04-04T11:58:00Z,28.00,73.00
2026-04-04T11:59:00Z,28.00,73.00
2026-04-04T12:04:00Z,28.00,74.00
2026-04-04T12:05:00Z,28.00,74.00
2026-04-04T12:11:00Z,28.00,74.00
2026-04-04T12:12:00Z,28.00,74.00
2026-04-04T12:14:00Z,28.00,74.00
2026-04-04T12:15:00Z,28.00,74.00
2026-04-04T12:20:00Z,28.00,74.00
2026-04-04T12:21:00Z,28.00,73.00
2026-04-04T12:22:00Z,28.00,73.00
2026-04-04T12:29:00Z,28.00,73.00
2026-04-04T12:35:00Z,28.00,73.00
2026-04-04T12:36:00Z,28.00,73.00
2026-04-04T12:39:00Z,27.00,73.00
2026-04-04T12:40:00Z,27.00,73.00
2026-04-04T12:41:00Z,27.00,72.00
2026-04-04T12:47:00Z,27.00,73.00
2026-04-04T12:48:00Z,27.00,73.00
2026-04-04T12:49:00Z,27.00,73.00
2026-04-04T12:50:00Z,28.00,73.00
2026-04-04T12:52:00Z,28.00,72.18
2026-04-04T12:53:00Z,28.00,73.00
2026-04-04T12:54:00Z,28.00,73.00
2026-04-04T12:58:00Z,28.00,73.00
2026-04-04T13:00:00Z,28.00,73.00
2026-04-04T13:01:00Z,28.00,73.00
2026-04-04T13:02:00Z,28.00,73.00
2026-04-04T13:06:00Z,28.00,73.00
2026-04-04T13:07:00Z,28.00,73.00
2026-04-04T13:10:00Z,28.00,72.87
2026-04-04T13:12:00Z,28.00,73.00
2026-04-04T13:15:00Z,28.00,73.00
2026-04-04T13:16:00Z,28.00,73.00
2026-04-04T13:17:00Z,27.04,73.00
2026-04-04T13:20:00Z,28.00,73.00
2026-04-04T13:21:00Z,28.00,74.00
2026-04-04T13:22:00Z,28.00,74.00
2026-04-04T13:23:00Z,28.00,74.00
2026-04-04T13:24:00Z,28.00,74.00
2026-04-04T13:26:00Z,28.00,74.00
2026-04-04T13:27:00Z,28.00,74.00
2026-04-04T13:30:00Z,28.00,74.00
2026-04-04T13:31:00Z,28.00,74.00
2026-04-04T13:32:00Z,28.00,74.00
2026-04-04T13:34:00Z,28.00,74.00
2026-04-04T13:37:00Z,28.00,74.00
2026-04-04T13:38:00Z,28.00,74.00
2026-04-04T13:40:00Z,28.00,74.00
2026-04-04T13:41:00Z,28.00,74.00
2026-04-04T13:42:00Z,28.00,74.00
2026-04-04T13:43:00Z,28.00,74.00
2026-04-04T13:44:00Z,28.00,74.00
2026-04-04T13:45:00Z,28.00,74.00
2026-04-04T13:46:00Z,28.00,74.00
2026-04-04T13:47:00Z,27.74,74.00
2026-04-04T13:48:00Z,28.00,74.00
2026-04-04T13:49:00Z,28.00,74.00
2026-04-04T13:50:00Z,26.00,74.00
2026-04-04T13:52:00Z,28.00,72.00
2026-04-04T13:53:00Z,28.00,72.00
2026-04-04T13:54:00Z,28.00,70.00
2026-04-04T13:55:00Z,28.00,72.00
2026-04-04T13:56:00Z,28.00,72.00
2026-04-04T13:57:00Z,28.00,71.00
2026-04-04T13:58:00Z,29.00,72.00
2026-04-04T13:59:00Z,28.00,72.00
2026-04-04T14:00:00Z,27.45,74.97
2026-04-04T14:01:00Z,27.00,75.00
2026-04-04T14:02:00Z,30.08,73.02
2026-04-04T14:03:00Z,33.27,69.01
2026-04-04T14:04:00Z,35.73,67.82
2026-04-04T14:05:00Z,26.38,70.35
2026-04-04T14:06:00Z,30.20,70.00
2026-04-04T14:07:00Z,29.95,72.00
2026-04-04T14:08:00Z,30.15,70.00
2026-04-04T14:09:00Z,27.78,74.11
2026-04-04T14:10:00Z,21.61,78.52
2026-04-04T14:11:00Z,27.12,71.02
2026-04-04T14:12:00Z,28.87,70.91
2026-04-04T14:13:00Z,30.35,68.07
2026-04-04T14:14:00Z,27.47,72.24
2026-04-04T14:15:00Z,27.00,73.29
2026-04-04T14:16:00Z,27.00,74.00
2026-04-04T14:17:00Z,28.26,72.22
2026-04-04T14:18:00Z,29.70,69.56
2026-04-04T14:19:00Z,29.33,72.11
2026-04-04T14:20:00Z,26.45,73.15
2026-04-04T14:21:00Z,30.55,69.93
2026-04-04T14:22:00Z,28.46,73.37
2026-04-04T14:23:00Z,25.11,75.65
2026-04-04T14:24:00Z,25.29,74.13
2026-04-04T14:25:00Z,19.84,80.58
2026-04-04T14:26:00Z,15.86,83.94
2026-04-04T14:27:00Z,22.59,78.60
2026-04-04T14:28:00Z,25.84,76.32
2026-04-04T14:29:00Z,21.18,81.49
2026-04-04T14:30:00Z,24.71,78.73
2026-04-04T14:31:00Z,20.78,76.63
2026-04-04T14:32:00Z,25.40,75.17
2026-04-04T14:33:00Z,22.54,75.09
2026-04-04T14:34:00Z,25.53,76.91
2026-04-04T14:35:00Z,29.75,73.70
2026-04-04T14:36:00Z,27.87,72.85
2026-04-04T14:37:00Z,34.89,68.28
2026-04-04T14:38:00Z,30.26,70.67
2026-04-04T14:39:00Z,35.89,67.96
2026-04-04T14:40:00Z,38.80,63.08
2026-04-04T14:41:00Z,37.38,65.71
2026-04-04T14:42:00Z,34.70,62.90
2026-04-04T14:43:00Z,49.88,51.77
2026-04-04T14:44:00Z,53.79,47.54
2026-04-04T14:45:00Z,53.89,48.11
2026-04-04T14:46:00Z,53.37,46.47
2026-04-04T14:47:00Z,55.40,56.58
2026-04-04T14:48:00Z,45.25,52.34
2026-04-04T14:49:00Z,46.21,55.02
2026-04-04T14:50:00Z,35.00,61.82
2026-04-04T14:51:00Z,35.81,63.24
