# event_ticker=KXATPCHALLENGERMATCH-26MAR26GENROM
# final_score=7-6(8) 6-0
# score_resolution=6-7 0-6
# match_winner=Tom Gentzsch
# fav_player=Filippo Romano
# dog_player=Tom Gentzsch
# kalshi_date=2026-03-26
timestamp,Filippo Romano,Tom Gentzsch
2026-03-27T01:46:00Z,,61.00
2026-03-27T01:54:00Z,,64.00
2026-03-27T02:06:00Z,,64.00
2026-03-27T03:16:00Z,39.00,64.00
2026-03-27T03:59:00Z,39.00,64.00
2026-03-27T04:04:00Z,39.00,64.00
2026-03-27T04:06:00Z,39.00,64.00
2026-03-27T04:08:00Z,39.00,64.00
2026-03-27T04:19:00Z,39.00,64.00
2026-03-27T04:21:00Z,39.00,64.00
2026-03-27T04:42:00Z,39.00,64.00
2026-03-27T04:57:00Z,39.00,64.00
2026-03-27T05:00:00Z,39.00,64.00
2026-03-27T05:05:00Z,39.00,64.00
2026-03-27T05:07:00Z,39.00,64.00
2026-03-27T05:08:00Z,39.00,64.00
2026-03-27T05:11:00Z,37.00,64.00
2026-03-27T05:13:00Z,39.00,64.00
2026-03-27T05:14:00Z,39.00,64.00
2026-03-27T05:15:00Z,39.00,63.00
2026-03-27T05:16:00Z,39.00,64.00
2026-03-27T05:22:00Z,39.00,64.00
2026-03-27T05:23:00Z,40.00,64.00
2026-03-27T05:25:00Z,40.00,64.00
2026-03-27T05:26:00Z,40.00,64.00
2026-03-27T05:30:00Z,40.00,64.00
2026-03-27T05:32:00Z,40.00,64.00
2026-03-27T05:34:00Z,39.00,64.00
2026-03-27T05:37:00Z,39.00,61.00
2026-03-27T05:44:00Z,39.00,61.00
2026-03-27T05:55:00Z,39.00,64.00
2026-03-27T05:56:00Z,39.00,64.00
2026-03-27T06:02:00Z,39.00,64.00
2026-03-27T06:06:00Z,39.00,64.00
2026-03-27T06:07:00Z,39.00,64.00
2026-03-27T06:08:00Z,39.00,64.00
2026-03-27T06:11:00Z,39.00,64.00
2026-03-27T06:17:00Z,39.00,64.00
2026-03-27T06:19:00Z,39.31,64.00
2026-03-27T06:21:00Z,39.31,64.00
2026-03-27T06:22:00Z,39.31,64.00
2026-03-27T06:23:00Z,39.31,64.00
2026-03-27T06:35:00Z,39.31,64.00
2026-03-27T06:43:00Z,40.00,64.00
2026-03-27T06:57:00Z,40.00,64.00
2026-03-27T07:03:00Z,40.00,63.53
2026-03-27T07:16:00Z,40.00,64.00
2026-03-27T07:27:00Z,40.00,64.00
2026-03-27T07:31:00Z,38.00,64.00
2026-03-27T07:32:00Z,38.00,64.00
2026-03-27T07:39:00Z,38.00,64.00
2026-03-27T07:44:00Z,38.00,64.00
2026-03-27T07:48:00Z,39.00,64.00
2026-03-27T07:50:00Z,39.00,64.00
2026-03-27T08:05:00Z,39.00,64.00
2026-03-27T08:07:00Z,39.00,64.00
2026-03-27T08:18:00Z,39.00,64.00
2026-03-27T08:19:00Z,39.00,64.00
2026-03-27T08:21:00Z,39.00,64.00
2026-03-27T08:23:00Z,39.00,64.00
2026-03-27T08:26:00Z,39.55,64.00
2026-03-27T08:27:00Z,40.95,64.00
2026-03-27T08:31:00Z,40.95,64.00
2026-03-27T08:41:00Z,36.00,65.82
2026-03-27T08:44:00Z,36.00,65.00
2026-03-27T08:48:00Z,38.00,65.00
2026-03-27T08:50:00Z,38.00,65.00
2026-03-27T08:54:00Z,38.00,65.00
2026-03-27T09:03:00Z,38.00,65.00
2026-03-27T09:04:00Z,38.00,65.00
2026-03-27T09:06:00Z,38.00,65.00
2026-03-27T09:17:00Z,38.00,65.00
2026-03-27T09:19:00Z,38.00,65.00
2026-03-27T09:20:00Z,38.00,65.00
2026-03-27T09:21:00Z,38.00,65.00
2026-03-27T09:23:00Z,38.00,65.00
2026-03-27T09:25:00Z,38.00,65.00
2026-03-27T09:27:00Z,38.00,65.00
2026-03-27T09:29:00Z,38.00,65.00
2026-03-27T09:31:00Z,38.00,65.00
2026-03-27T09:35:00Z,38.00,65.00
2026-03-27T09:36:00Z,38.00,65.00
2026-03-27T09:37:00Z,38.00,65.00
2026-03-27T09:38:00Z,35.00,65.00
2026-03-27T09:49:00Z,35.00,62.00
2026-03-27T09:51:00Z,35.00,65.00
2026-03-27T09:55:00Z,38.00,65.00
2026-03-27T09:56:00Z,38.00,65.00
2026-03-27T09:58:00Z,38.00,65.00
2026-03-27T09:59:00Z,38.00,62.00
2026-03-27T10:00:00Z,38.00,62.00
2026-03-27T10:02:00Z,38.00,65.00
2026-03-27T10:07:00Z,38.00,61.00
2026-03-27T10:17:00Z,35.00,61.00
2026-03-27T10:19:00Z,35.00,65.00
2026-03-27T10:21:00Z,35.00,65.00
2026-03-27T10:22:00Z,35.00,65.00
2026-03-27T10:28:00Z,35.00,65.00
2026-03-27T10:32:00Z,38.00,65.00
2026-03-27T10:44:00Z,38.00,65.00
2026-03-27T10:52:00Z,38.00,65.00
2026-03-27T10:56:00Z,38.00,65.00
2026-03-27T11:01:00Z,35.00,65.00
2026-03-27T11:06:00Z,35.00,61.00
2026-03-27T11:10:00Z,38.00,61.00
2026-03-27T11:15:00Z,38.00,65.00
2026-03-27T11:20:00Z,38.06,65.00
2026-03-27T11:22:00Z,38.06,65.00
2026-03-27T11:25:00Z,38.06,65.00
2026-03-27T11:45:00Z,38.06,65.00
2026-03-27T11:48:00Z,38.06,65.00
2026-03-27T11:50:00Z,38.06,61.00
2026-03-27T11:55:00Z,38.06,65.00
2026-03-27T12:00:00Z,38.06,65.00
2026-03-27T12:02:00Z,34.00,65.00
2026-03-27T12:05:00Z,34.00,65.00
2026-03-27T12:07:00Z,34.00,65.00
2026-03-27T12:08:00Z,38.92,65.00
2026-03-27T12:09:00Z,38.71,65.00
2026-03-27T12:10:00Z,38.82,65.00
2026-03-27T12:11:00Z,39.00,65.00
2026-03-27T12:12:00Z,33.52,65.95
2026-03-27T12:13:00Z,32.00,69.64
2026-03-27T12:14:00Z,33.32,68.01
2026-03-27T12:15:00Z,33.62,73.29
2026-03-27T12:16:00Z,31.66,69.15
2026-03-27T12:17:00Z,30.45,72.00
2026-03-27T12:18:00Z,34.06,66.09
2026-03-27T12:19:00Z,34.64,66.90
2026-03-27T12:20:00Z,35.00,67.03
2026-03-27T12:21:00Z,34.08,66.31
2026-03-27T12:22:00Z,34.34,68.00
2026-03-27T12:23:00Z,34.06,67.83
2026-03-27T12:24:00Z,31.27,68.59
2026-03-27T12:25:00Z,25.10,74.20
2026-03-27T12:26:00Z,27.35,72.76
2026-03-27T12:27:00Z,34.43,69.07
2026-03-27T12:28:00Z,33.57,68.11
2026-03-27T12:29:00Z,35.00,68.38
2026-03-27T12:30:00Z,35.45,67.07
2026-03-27T12:31:00Z,35.99,65.36
